Date,Time,Site,DATA ID,Barometer,Cond,Sp_Cond,Sal,nLFCond,TDS,Temp (°F),Sigma,Sigma.1,ODO,ODO.1,ODO.2,Turbidity,TSS,pH,pH.1,ORP,Pressure,Depth,Vertical_Position
9/3/2020,12:59:07 PM,Trout Bog,,710.2,21.8,24.8,0.01,25,16,65.5,-1.5,-1.5,70.3,6.57,75.2,0.63,0,4.37,140.6,264.5,0,0.272,0.273
9/3/2020,12:59:09 PM,Trout Bog,,710.3,21.8,24.8,0.01,25.1,16,65.5,-1.5,-1.5,70.1,6.56,75,0.63,0,4.37,140.7,265,0.002,0.273,0.273
9/3/2020,12:59:11 PM,Trout Bog,,710.3,21.8,24.8,0.01,25.1,16,65.5,-1.5,-1.5,70,6.55,74.9,0.66,0,4.37,140.8,265.8,0.001,0.272,0.272
9/3/2020,12:59:13 PM,Trout Bog,,710.2,21.8,24.8,0.01,25.1,16,65.5,-1.5,-1.5,69.9,6.54,74.8,0.65,0,4.36,141.1,266.8,0.001,0.272,0.272
9/3/2020,12:59:15 PM,Trout Bog,,710.4,21.8,24.8,0.01,25.1,16,65.6,-1.5,-1.5,69.8,6.53,74.7,0.64,0,4.36,141.3,267.5,0.001,0.272,0.272
9/3/2020,12:59:17 PM,Trout Bog,,710.2,21.8,24.8,0.01,25.1,16,65.5,-1.5,-1.5,69.7,6.52,74.6,0.63,0,4.36,141.4,268.2,0.002,0.273,0.271
9/3/2020,12:59:19 PM,Trout Bog,,710.3,21.8,24.8,0.01,25.1,16,65.5,-1.5,-1.5,69.6,6.51,74.5,0.62,0,4.36,141.5,268.9,0.001,0.273,0.274
9/3/2020,12:59:21 PM,Trout Bog,,710.3,21.8,24.8,0.01,25.1,16,65.5,-1.5,-1.5,69.5,6.5,74.4,0.6,0,4.35,141.7,269.6,0.001,0.273,0.278
9/3/2020,12:59:23 PM,Trout Bog,,710.4,21.8,24.8,0.01,25.1,16,65.5,-1.5,-1.5,69.4,6.49,74.2,0.59,0,4.35,141.8,270.2,0.002,0.274,0.318
9/3/2020,12:59:25 PM,Trout Bog,,710.4,21.8,24.8,0.01,25.1,16,65.5,-1.5,-1.5,69.3,6.47,74.1,0.58,0,4.35,141.9,270.9,0.006,0.276,0.327
9/3/2020,12:59:27 PM,Trout Bog,,710.4,21.8,24.8,0.01,25.1,16,65.4,-1.5,-1.5,69,6.46,73.8,0.56,0,4.35,142,271.5,0.007,0.277,0.308
9/3/2020,12:59:29 PM,Trout Bog,,710.5,21.8,24.9,0.01,25.1,16,65.4,-1.5,-1.5,68.7,6.43,73.5,0.55,0,4.35,142.1,272.1,0.013,0.281,0.328
9/3/2020,12:59:31 PM,Trout Bog,,710.5,21.8,24.9,0.01,25.2,16,65.3,-1.5,-1.5,68.4,6.41,73.1,0.55,0,4.34,142.1,272.9,0.017,0.284,0.342
9/3/2020,12:59:33 PM,Trout Bog,,710.5,21.8,24.9,0.01,25.2,16,65.2,-1.5,-1.5,68,6.38,72.8,0.55,0,4.34,142.1,273.6,0.023,0.288,0.365
9/3/2020,12:59:35 PM,Trout Bog,,710.5,21.8,24.9,0.01,25.2,16,65.1,-1.5,-1.5,67.7,6.36,72.4,0.55,0,4.35,141.9,274,0.03,0.293,0.374
9/3/2020,12:59:37 PM,Trout Bog,,710.2,21.8,25,0.01,25.2,16,64.9,-1.4,-1.4,67.3,6.33,72,0.57,0,4.35,141.8,274.6,0.04,0.3,0.393
9/3/2020,12:59:39 PM,Trout Bog,,710.4,21.8,25,0.01,25.3,16,64.8,-1.4,-1.4,67,6.31,71.7,0.57,0,4.35,141.8,275.3,0.05,0.307,0.397
9/3/2020,12:59:41 PM,Trout Bog,,710.3,21.8,25,0.01,25.3,16,64.8,-1.4,-1.4,66.8,6.3,71.5,0.57,0,4.35,141.7,276.1,0.062,0.316,0.428
9/3/2020,12:59:43 PM,Trout Bog,,710.3,21.8,25,0.01,25.3,16,64.7,-1.4,-1.4,66.7,6.29,71.4,0.57,0,4.35,141.7,277,0.073,0.323,0.434
9/3/2020,12:59:45 PM,Trout Bog,,710.2,21.8,25.1,0.01,25.4,16,64.6,-1.4,-1.4,66.6,6.28,71.2,0.56,0,4.35,141.6,278.1,0.089,0.335,0.472
9/3/2020,12:59:47 PM,Trout Bog,,710.3,21.8,25.1,0.01,25.4,16,64.5,-1.4,-1.4,66.4,6.28,71.1,0.57,0,4.35,141.5,279,0.103,0.345,0.493
9/3/2020,12:59:49 PM,Trout Bog,,710.3,21.8,25.1,0.01,25.4,16,64.5,-1.4,-1.4,66.3,6.27,70.9,0.58,0,4.35,141.5,280.1,0.122,0.358,0.524
9/3/2020,12:59:51 PM,Trout Bog,,710.2,21.8,25.1,0.01,25.4,16,64.4,-1.4,-1.4,66.1,6.26,70.8,0.56,0,4.35,141.5,281.1,0.142,0.372,0.544
9/3/2020,12:59:53 PM,Trout Bog,,710.2,21.8,25.1,0.01,25.4,16,64.3,-1.4,-1.4,66,6.25,70.6,0.54,0,4.35,141.5,282.1,0.162,0.386,0.567
9/3/2020,12:59:55 PM,Trout Bog,,710.2,21.7,25.1,0.01,25.4,16,64.3,-1.4,-1.4,65.8,6.24,70.4,0.53,0,4.35,141.6,283.2,0.189,0.405,0.611
9/3/2020,12:59:57 PM,Trout Bog,,710.2,21.7,25.1,0.01,25.4,16,64.3,-1.4,-1.4,65.7,6.23,70.3,0.52,0,4.35,141.7,284.3,0.214,0.423,0.636
9/3/2020,12:59:59 PM,Trout Bog,,710.3,21.7,25.1,0.01,25.4,16,64.4,-1.4,-1.4,65.6,6.22,70.2,0.54,0,4.34,141.8,285.4,0.244,0.444,0.664
9/3/2020,1:00:01 PM,Trout Bog,,710.3,21.7,25.1,0.01,25.4,16,64.3,-1.4,-1.4,65.4,6.2,70,0.51,0,4.34,141.9,286.5,0.27,0.462,0.697
9/3/2020,1:00:03 PM,Trout Bog,,710.2,21.8,25.1,0.01,25.4,16,64.3,-1.4,-1.4,65.1,6.16,69.6,0.49,0,4.34,142,287.6,0.303,0.486,0.748
9/3/2020,1:00:05 PM,Trout Bog,,710.3,21.8,25.2,0.01,25.5,16,64.3,-1.4,-1.4,64.6,6.12,69.1,0.49,0,4.34,142.1,288.6,0.336,0.509,0.772
9/3/2020,1:00:07 PM,Trout Bog,,710.3,21.8,25.2,0.01,25.5,16,64.3,-1.4,-1.4,64.1,6.08,68.6,0.48,0,4.34,142.2,289.7,0.371,0.534,0.8
9/3/2020,1:00:09 PM,Trout Bog,,710.3,21.8,25.2,0.01,25.5,16,64.2,-1.4,-1.4,63.5,6.03,68,0.47,0,4.33,142.4,290.7,0.406,0.558,0.826
9/3/2020,1:00:11 PM,Trout Bog,,710.3,21.8,25.2,0.01,25.5,16,64.2,-1.4,-1.4,62.9,5.97,67.3,0.47,0,4.33,142.5,291.6,0.444,0.584,0.856
9/3/2020,1:00:13 PM,Trout Bog,,710.4,21.8,25.3,0.01,25.6,16,64.1,-1.4,-1.4,62.4,5.92,66.7,0.45,0,4.33,142.6,292.6,0.479,0.609,0.9
9/3/2020,1:00:15 PM,Trout Bog,,710.3,21.8,25.3,0.01,25.6,16,64.1,-1.4,-1.4,61.9,5.88,66.2,0.46,0,4.33,142.7,293.4,0.524,0.641,0.948
9/3/2020,1:00:17 PM,Trout Bog,,710.3,21.8,25.3,0.01,25.6,16,64.1,-1.4,-1.4,61.6,5.85,65.9,0.46,0,4.33,142.7,294.3,0.565,0.67,0.973
9/3/2020,1:00:19 PM,Trout Bog,,710.3,21.8,25.3,0.01,25.6,16,64.1,-1.4,-1.4,61.4,5.83,65.7,0.46,0,4.33,142.7,295.1,0.609,0.7,1
9/3/2020,1:00:21 PM,Trout Bog,,710.2,21.8,25.3,0.01,25.6,16,64.1,-1.4,-1.4,61.3,5.83,65.6,0.45,0,4.33,142.8,295.9,0.653,0.732,1.017
9/3/2020,1:00:23 PM,Trout Bog,,710.3,21.8,25.3,0.01,25.6,16,64,-1.4,-1.4,61.3,5.83,65.6,0.44,0,4.33,142.8,296.6,0.697,0.763,1.042
9/3/2020,1:00:25 PM,Trout Bog,,710.3,21.8,25.3,0.01,25.6,16,64,-1.4,-1.4,61.3,5.83,65.6,0.44,0,4.33,142.8,297.3,0.74,0.793,1.08
9/3/2020,1:00:27 PM,Trout Bog,,710.3,21.8,25.3,0.01,25.6,16,64,-1.4,-1.4,61.3,5.83,65.6,0.44,0,4.33,142.8,298,0.781,0.822,1.115
9/3/2020,1:00:29 PM,Trout Bog,,710.3,21.8,25.3,0.01,25.6,16,64,-1.4,-1.3,61.2,5.82,65.5,0.44,0,4.33,142.8,298.7,0.828,0.855,1.157
9/3/2020,1:00:31 PM,Trout Bog,,710.3,21.8,25.3,0.01,25.6,16,63.9,-1.3,-1.3,60.9,5.8,65.2,0.44,0,4.33,142.8,299.4,0.872,0.886,1.189
9/3/2020,1:00:33 PM,Trout Bog,,710.3,21.9,25.4,0.01,25.7,17,63.9,-1.3,-1.3,60.4,5.75,64.6,0.45,0,4.32,142.9,300,0.921,0.921,1.227
9/3/2020,1:00:35 PM,Trout Bog,,710.3,21.9,25.5,0.01,25.8,17,63.8,-1.3,-1.3,56,5.33,59.9,0.44,0,4.32,142.9,300.7,0.965,0.951,1.238
9/3/2020,1:00:37 PM,Trout Bog,,710.3,21.9,25.5,0.01,25.9,17,63.7,-1.3,-1.3,55.1,5.26,59,0.46,0,4.32,143.2,301.5,1.012,0.985,1.275
9/3/2020,1:00:39 PM,Trout Bog,,710.3,22,25.6,0.01,26,17,63.6,-1.3,-1.3,54.5,5.21,58.3,0.46,0,4.31,143.6,302.5,1.057,1.016,1.305
9/3/2020,1:00:41 PM,Trout Bog,,710.4,22.1,25.8,0.01,26.1,17,63.4,-1.3,-1.3,53.8,5.15,57.6,0.45,0,4.3,144,303.4,1.102,1.048,1.349
9/3/2020,1:00:43 PM,Trout Bog,,710.2,22.2,26,0.01,26.3,17,63.3,-1.3,-1.3,53.1,5.08,56.8,0.47,0,4.29,144.5,304.4,1.145,1.078,1.369
9/3/2020,1:00:45 PM,Trout Bog,,710.4,22.4,26.2,0.01,26.5,17,63.2,-1.3,-1.3,48.8,4.68,52.2,0.54,0,4.28,145.1,305.4,1.193,1.112,1.413
9/3/2020,1:00:47 PM,Trout Bog,,710.3,22.7,26.6,0.01,26.9,17,63,-1.3,-1.2,44.9,4.32,48.1,0.67,0,4.27,145.9,306.4,1.238,1.144,1.454
9/3/2020,1:00:49 PM,Trout Bog,,710.3,23.4,27.5,0.01,27.9,18,62.9,-1.2,-1.2,41.6,4.01,44.6,0.94,0,4.25,146.7,307.6,1.287,1.178,1.478
9/3/2020,1:00:51 PM,Trout Bog,,710.3,24,28.3,0.01,28.6,18,62.7,-1.2,-1.2,34.6,3.34,37,1.22,0,4.24,147.6,308.5,1.331,1.209,1.502
9/3/2020,1:00:53 PM,Trout Bog,,710.3,24.7,29.2,0.01,29.6,19,62.5,-1.2,-1.2,30.2,2.91,32.3,1.51,0,4.22,148.6,309.6,1.372,1.238,1.527
9/3/2020,1:00:55 PM,Trout Bog,,710.3,25.6,30.3,0.01,30.7,20,62.4,-1.2,-1.2,27.9,2.7,29.9,1.79,0,4.2,149.6,310.1,1.417,1.269,1.559
9/3/2020,1:00:57 PM,Trout Bog,,710.4,26.6,31.5,0.01,31.9,20,62.2,-1.2,-1.2,22.5,2.18,24,1.98,0,4.18,150.5,310.1,1.46,1.3,1.58
9/3/2020,1:00:59 PM,Trout Bog,,710.3,27.6,32.8,0.01,33.2,21,62,-1.2,-1.2,20,1.95,21.4,2.16,0,4.17,151.3,309.9,1.507,1.333,1.618
9/3/2020,1:01:01 PM,Trout Bog,,710.3,28.3,33.8,0.01,34.2,22,61.8,-1.1,-1.1,18.9,1.84,20.2,2.19,0,4.16,151.9,309.3,1.55,1.363,1.643
9/3/2020,1:01:03 PM,Trout Bog,,710.2,28.8,34.5,0.01,34.9,22,61.6,-1.1,-1.1,18.1,1.77,19.3,2.16,0,4.15,152.3,308.8,1.599,1.398,1.69
9/3/2020,1:01:05 PM,Trout Bog,,710.2,29.2,35,0.02,35.4,23,61.4,-1.1,-1.1,17.3,1.69,18.5,2.09,0,4.14,152.7,308.3,1.643,1.429,1.735
9/3/2020,1:01:07 PM,Trout Bog,,710.3,29.1,35,0.02,35.5,23,61.1,-1.1,-1.1,13.3,1.31,14.3,2.01,0,4.14,152.7,307.9,1.691,1.462,1.796
9/3/2020,1:01:09 PM,Trout Bog,,710.3,28.6,34.6,0.01,35.1,22,60.7,-1,-1,12.1,1.19,12.9,1.94,0,4.14,152.5,307.4,1.737,1.495,1.832
9/3/2020,1:01:11 PM,Trout Bog,,710.2,27.9,33.9,0.01,34.3,22,60.4,-1,-1,11.2,1.11,12,1.96,0,4.15,151.9,307,1.787,1.53,1.827
9/3/2020,1:01:13 PM,Trout Bog,,710.2,26.9,32.8,0.01,33.3,21,60.1,-1,-1,10.7,1.06,11.4,2,0,4.3,143.2,306.5,1.83,1.56,1.846
9/3/2020,1:01:15 PM,Trout Bog,,710.2,26,31.8,0.01,32.2,21,59.8,-1,-0.9,10.2,1.02,10.9,2.1,0,4.35,140.1,305.9,1.877,1.593,1.877
9/3/2020,1:01:17 PM,Trout Bog,,710.2,24.8,30.5,0.01,30.9,20,59.4,-0.9,-0.9,9.8,0.98,10.5,2.22,0,4.37,138.8,305.7,1.921,1.624,1.896
9/3/2020,1:01:19 PM,Trout Bog,,710.3,23.7,29.9,0.01,30.4,19,57.3,-0.8,-0.7,9.5,0.97,10.1,2.42,0,4.38,137.9,305.9,1.968,1.657,1.928
9/3/2020,1:01:21 PM,Trout Bog,,710.3,22.8,29,0.01,29.4,19,56.9,-0.7,-0.7,9.2,0.95,9.8,2.62,0,4.39,137.3,306.2,2.007,1.684,1.945
9/3/2020,1:01:23 PM,Trout Bog,,710.2,22.1,28.1,0.01,28.6,18,56.9,-0.7,-0.7,8.9,0.92,9.5,2.82,0,4.4,136.7,306.7,2.051,1.715,1.971
9/3/2020,1:01:25 PM,Trout Bog,,710.4,21.5,27.4,0.01,27.8,18,56.8,-0.7,-0.7,8.4,0.87,8.9,3.04,0,4.41,135.9,307,2.09,1.743,2.008
9/3/2020,1:01:27 PM,Trout Bog,,710.4,20.9,26.7,0.01,27.2,17,56.5,-0.7,-0.7,7.9,0.82,8.4,3.23,0,4.42,135.2,307.2,2.135,1.775,2.035
9/3/2020,1:01:29 PM,Trout Bog,,710.3,20.5,26.3,0.01,26.7,17,56.1,-0.7,-0.7,7.5,0.78,8,3.36,0,4.43,134.6,307.2,2.174,1.801,2.053
9/3/2020,1:01:31 PM,Trout Bog,,710.4,20.1,26.7,0.01,27.1,17,53.8,-0.5,-0.5,7.2,0.77,7.7,3.48,0,4.43,134,307.2,2.212,1.828,2.056
9/3/2020,1:01:33 PM,Trout Bog,,710.4,19.8,26.3,0.01,26.8,17,53.8,-0.5,-0.5,6.9,0.74,7.3,3.53,0,4.44,133.5,306.9,2.252,1.856,2.08
9/3/2020,1:01:35 PM,Trout Bog,,710.5,19.5,25.9,0.01,26.4,17,53.6,-0.5,-0.5,6.6,0.71,7.1,3.55,0,4.44,133,306.4,2.288,1.881,2.098
9/3/2020,1:01:37 PM,Trout Bog,,710.5,19.1,25.5,0.01,25.9,17,53.5,-0.5,-0.5,6.4,0.69,6.8,3.57,0,4.45,132.6,305.8,2.329,1.91,2.15
9/3/2020,1:01:39 PM,Trout Bog,,710.5,18.8,25.1,0.01,25.6,16,53.4,-0.5,-0.5,6.2,0.66,6.6,3.53,0,4.46,132.2,304.9,2.367,1.937,2.173
9/3/2020,1:01:41 PM,Trout Bog,,710.4,18.6,24.8,0.01,25.3,16,53.3,-0.5,-0.5,6,0.64,6.4,3.5,0,4.47,131.4,303.8,2.407,1.965,2.197
9/3/2020,1:01:43 PM,Trout Bog,,710.4,18.4,24.6,0.01,25.1,16,53.2,-0.5,-0.5,5.8,0.63,6.2,3.47,0,4.48,130.7,302.4,2.44,1.989,2.217
9/3/2020,1:01:45 PM,Trout Bog,,710.3,18.3,24.5,0.01,24.9,16,53.1,-0.5,-0.4,5.6,0.61,6,3.4,0,4.49,130.1,265.3,2.478,2.015,2.246
9/3/2020,1:01:47 PM,Trout Bog,,710.3,18.2,24.5,0.01,24.9,16,52.9,-0.4,-0.4,5.4,0.59,5.8,3.36,0,4.5,129.6,260.3,2.512,2.039,2.278
9/3/2020,1:01:49 PM,Trout Bog,,710.2,18.1,24.4,0.01,24.8,16,52.6,-0.4,-0.4,5.3,0.57,5.6,3.32,0,4.51,129.1,256.2,2.553,2.068,2.315
9/3/2020,1:01:51 PM,Trout Bog,,710.1,18,24.3,0.01,24.8,16,52.4,-0.4,-0.4,5.1,0.56,5.5,3.25,0,4.51,128.8,252.7,2.588,2.093,2.34
9/3/2020,1:01:53 PM,Trout Bog,,710.2,17.8,24.3,0.01,24.7,16,52.1,-0.4,-0.4,5,0.55,5.3,3.18,0,4.52,128.5,236,2.629,2.121,2.366
9/3/2020,1:01:55 PM,Trout Bog,,710,17.7,24.2,0.01,24.6,16,51.8,-0.4,-0.4,4.8,0.53,5.2,3.13,0,4.52,128.2,230.7,2.661,2.144,2.361
9/3/2020,1:01:57 PM,Trout Bog,,710.1,17.6,24.1,0.01,24.5,16,51.6,-0.4,-0.4,4.7,0.52,5.1,3.08,0,4.52,128,227.9,2.697,2.169,2.358
9/3/2020,1:01:59 PM,Trout Bog,,710.2,17.5,24,0.01,24.4,16,51.5,-0.4,-0.4,4.6,0.51,5,3.07,0,4.53,127.8,225.6,2.728,2.191,2.409
9/3/2020,1:02:01 PM,Trout Bog,,710.2,17.4,23.9,0.01,24.3,16,51.3,-0.4,-0.3,4.5,0.5,4.8,3.04,0,4.53,127.6,223.7,2.761,2.214,2.458
9/3/2020,1:02:03 PM,Trout Bog,,710.2,17.3,23.9,0.01,24.3,16,51.1,-0.3,-0.3,4.4,0.49,4.7,3.03,0,4.53,127.4,221.9,2.801,2.242,2.494
9/3/2020,1:02:05 PM,Trout Bog,,710.2,17.3,23.8,0.01,24.3,15,51,-0.3,-0.3,4.3,0.48,4.6,3,0,4.54,127.1,220.1,2.834,2.265,2.523
9/3/2020,1:02:07 PM,Trout Bog,,710.2,17.2,23.8,0.01,24.3,15,50.8,-0.3,-0.3,4.2,0.47,4.5,2.94,0,4.54,126.8,218.2,2.874,2.293,2.563
9/3/2020,1:02:09 PM,Trout Bog,,710.3,17.1,23.8,0.01,24.2,15,50.5,-0.3,-0.3,4.1,0.46,4.4,2.88,0,4.55,126.5,200.4,2.912,2.32,2.593
9/3/2020,1:02:11 PM,Trout Bog,,710.3,17,23.8,0.01,24.2,15,50.1,-0.3,-0.3,4,0.45,4.2,2.79,0,4.55,126.2,194.6,2.953,2.349,2.633
9/3/2020,1:02:13 PM,Trout Bog,,710.2,16.8,23.7,0.01,24.1,15,49.7,-0.3,-0.3,3.9,0.44,4.1,2.67,0,4.55,125.8,190.1,2.993,2.377,2.663
9/3/2020,1:02:15 PM,Trout Bog,,710.3,16.7,23.6,0.01,24.1,15,49.3,-0.3,-0.2,3.8,0.43,4,2.56,0,4.56,125.4,175.6,3.038,2.408,2.717
9/3/2020,1:02:17 PM,Trout Bog,,710.3,16.6,23.6,0.01,24.1,15,48.9,-0.2,-0.2,3.7,0.42,3.9,2.43,0,4.57,125,167.3,3.079,2.437,2.751
9/3/2020,1:02:19 PM,Trout Bog,,710.4,16.5,23.6,0.01,24,15,48.5,-0.2,-0.2,3.6,0.41,3.8,2.24,0,4.57,124.5,162.8,3.125,2.47,2.779
9/3/2020,1:02:21 PM,Trout Bog,,710.2,16.4,23.6,0.01,24,15,48.2,-0.2,-0.2,3.5,0.41,3.8,2.12,0,4.58,124,159.4,3.165,2.498,2.803
9/3/2020,1:02:23 PM,Trout Bog,,710.3,16.3,23.6,0.01,24,15,47.9,-0.2,-0.2,3.5,0.4,3.7,2.03,0,4.59,123.5,156.5,3.213,2.532,2.834
9/3/2020,1:02:25 PM,Trout Bog,,710.3,16.3,23.6,0.01,24,15,47.7,-0.2,-0.2,3.4,0.4,3.7,1.93,0,4.59,123.1,144.8,3.255,2.561,2.861
9/3/2020,1:02:27 PM,Trout Bog,,710.3,16.2,23.6,0.01,24,15,47.5,-0.2,-0.2,3.4,0.39,3.6,1.86,0,4.6,122.6,140.5,3.3,2.593,2.887
9/3/2020,1:02:29 PM,Trout Bog,,710.3,16.2,23.6,0.01,24,15,47.4,-0.2,-0.2,3.3,0.39,3.6,1.79,0,4.61,122.3,138.8,3.341,2.622,2.913
9/3/2020,1:02:31 PM,Trout Bog,,710.3,16.1,23.6,0.01,24,15,47.2,-0.2,-0.2,3.3,0.39,3.5,1.71,0,4.61,121.9,136.8,3.382,2.651,2.937
