Date,Time,Site,DATA ID,Barometer,Cond,Sp_Cond,Sal,nLFCond,TDS,Temp (°F),Sigma,Sigma.1,ODO,ODO.1,ODO.2,Turbidity,TSS,pH,pH.1,ORP,Pressure,Depth,Vertical_Position
8/19/2020,9:08:35 AM,Trout Bog,,720.6,21.1,22.8,0.01,22.9,15,70.3,-2.1,-2.1,74.6,6.61,78.7,0.43,0,4.6,134.1,253.8,0.003,0.274,0.282
8/19/2020,9:08:37 AM,Trout Bog,,720.6,21.1,22.7,0.01,22.9,15,70.3,-2.1,-2.1,74.2,6.58,78.2,0.46,0,4.6,134.1,254.7,0.003,0.274,0.282
8/19/2020,9:08:39 AM,Trout Bog,,720.6,21.1,22.7,0.01,22.9,15,70.3,-2.1,-2.1,73.9,6.55,77.9,0.46,0,4.6,134.1,255.7,0.003,0.274,0.284
8/19/2020,9:08:41 AM,Trout Bog,,720.6,21.1,22.7,0.01,22.9,15,70.3,-2.1,-2.1,73.6,6.53,77.6,0.45,0,4.6,134,257.1,0.003,0.274,0.284
8/19/2020,9:08:43 AM,Trout Bog,,720.6,21.1,22.7,0.01,22.9,15,70.3,-2.1,-2.1,73.4,6.51,77.4,0.44,0,4.6,134.1,259.2,0.003,0.274,0.282
8/19/2020,9:08:45 AM,Trout Bog,,720.5,21.1,22.7,0.01,22.9,15,70.3,-2.1,-2.1,73.1,6.48,77.1,0.45,0,4.6,134.1,260.9,0.004,0.275,0.285
8/19/2020,9:08:47 AM,Trout Bog,,720.6,21.1,22.8,0.01,22.9,15,70.3,-2.1,-2.1,72.9,6.46,76.9,0.46,0,4.6,134,262.6,0.003,0.274,0.283
8/19/2020,9:08:49 AM,Trout Bog,,720.5,21.2,22.8,0.01,22.9,15,70.3,-2.1,-2.1,72.6,6.44,76.6,0.45,0,4.6,134,264.1,0.004,0.275,0.285
8/19/2020,9:08:51 AM,Trout Bog,,720.6,21.2,22.8,0.01,23,15,70.2,-2,-2,72.3,6.42,76.3,0.44,0,4.6,134,265.7,0.003,0.274,0.296
8/19/2020,9:08:53 AM,Trout Bog,,720.5,21.2,22.8,0.01,23,15,70.2,-2,-2,72,6.39,75.9,0.45,0,4.6,134,267.2,0.006,0.277,0.308
