Date,Time,Site,Unit ID,User ID,Temp,Barometer,ODO,ODO.1,Cond,Sp_Cond,nLFCond,TDS,Sal,pH,pH.1,ORP,Turbidity,TSS,Depth,Vertical_Position,Pressure
8/2/2022,12:02:38 PM,Trout Bog,BogGhost,Charles,4.128,715.9,-0.9,-0.12,25.3,15.2,25.7,16,0.01,4.45,119.7,110.6,0.72,0,4.387,4.493,5.852
8/2/2022,12:02:40 PM,Trout Bog,BogGhost,Charles,4.102,715.9,-0.9,-0.12,25.4,15.2,25.7,16,0.01,4.45,119.7,110.3,0.73,0,4.401,4.533,5.873
8/2/2022,12:02:42 PM,Trout Bog,BogGhost,Charles,4.089,715.9,-0.9,-0.12,25.4,15.2,25.7,17,0.01,4.45,119.7,109.9,0.73,0,4.411,4.538,5.887
8/2/2022,12:02:44 PM,Trout Bog,BogGhost,Charles,4.083,715.9,-0.9,-0.12,25.4,15.3,25.7,17,0.01,4.45,119.7,109.5,0.72,0,4.424,4.526,5.905
8/2/2022,12:02:46 PM,Trout Bog,BogGhost,Charles,4.082,715.9,-0.9,-0.12,25.4,15.3,25.8,17,0.01,4.45,119.7,109.2,0.73,0,4.437,4.567,5.923
8/2/2022,12:02:48 PM,Trout Bog,BogGhost,Charles,4.084,715.9,-0.9,-0.12,25.4,15.3,25.8,17,0.01,4.45,119.7,108.9,0.72,0,4.447,4.532,5.938
8/2/2022,12:02:50 PM,Trout Bog,BogGhost,Charles,4.087,715.9,-0.9,-0.12,25.4,15.3,25.8,17,0.01,4.45,119.7,108.6,0.72,0,4.462,4.584,5.958
8/2/2022,12:02:52 PM,Trout Bog,BogGhost,Charles,4.089,715.9,-0.9,-0.12,25.4,15.3,25.8,17,0.01,4.45,119.7,108.3,0.72,0,4.474,4.583,5.976
8/2/2022,12:02:54 PM,Trout Bog,BogGhost,Charles,4.088,715.9,-0.9,-0.12,25.4,15.3,25.8,17,0.01,4.45,119.7,108.1,0.7,0,4.487,4.616,5.995
8/2/2022,12:02:56 PM,Trout Bog,BogGhost,Charles,4.083,715.8,-0.9,-0.12,25.5,15.3,25.8,17,0.01,4.45,119.7,107.8,0.71,0,4.499,4.635,6.012
8/2/2022,12:02:58 PM,Trout Bog,BogGhost,Charles,4.077,715.8,-0.9,-0.12,25.5,15.3,25.8,17,0.01,4.45,119.7,107.5,0.71,0,4.51,4.634,6.028
8/2/2022,12:03:00 PM,Trout Bog,BogGhost,Charles,4.07,715.9,-1,-0.13,25.5,15.3,25.8,17,0.01,4.45,119.7,107.2,0.7,0,4.523,4.669,6.046
8/2/2022,12:03:02 PM,Trout Bog,BogGhost,Charles,4.062,715.9,-1,-0.13,25.5,15.3,25.8,17,0.01,4.45,119.7,106.8,0.7,0,4.537,4.672,6.066
8/2/2022,12:03:04 PM,Trout Bog,BogGhost,Charles,4.049,715.9,-1,-0.13,25.5,15.3,25.8,17,0.01,4.45,119.7,106.4,0.69,0,4.549,4.693,6.082
8/2/2022,12:03:06 PM,Trout Bog,BogGhost,Charles,4.039,715.9,-1,-0.13,25.5,15.3,25.9,17,0.01,4.45,119.7,106,0.69,0,4.565,4.718,6.105
8/2/2022,12:03:08 PM,Trout Bog,BogGhost,Charles,4.034,715.9,-1,-0.13,25.5,15.3,25.9,17,0.01,4.45,119.6,105.5,0.68,0,4.578,4.727,6.124
8/2/2022,12:03:10 PM,Trout Bog,BogGhost,Charles,4.034,715.9,-1,-0.13,25.6,15.3,25.9,17,0.01,4.45,119.6,105.1,0.67,0,4.596,4.755,6.149
8/2/2022,12:03:12 PM,Trout Bog,BogGhost,Charles,4.03,715.9,-1,-0.13,25.6,15.3,25.9,17,0.01,4.45,119.6,104.6,0.67,0,4.61,4.766,6.17
8/2/2022,12:03:14 PM,Trout Bog,BogGhost,Charles,4.025,715.8,-1,-0.13,25.6,15.3,25.9,17,0.01,4.45,119.6,104.1,0.66,0,4.627,4.81,6.194
8/2/2022,12:03:16 PM,Trout Bog,BogGhost,Charles,4.023,715.9,-1,-0.14,25.6,15.3,25.9,17,0.01,4.45,119.6,103.6,0.66,0,4.643,4.82,6.217
8/2/2022,12:03:18 PM,Trout Bog,BogGhost,Charles,4.022,715.9,-1,-0.14,25.6,15.3,25.9,17,0.01,4.45,119.6,103.1,0.66,0,4.659,4.805,6.239
8/2/2022,12:03:20 PM,Trout Bog,BogGhost,Charles,4.021,715.8,-1.1,-0.14,25.6,15.4,26,17,0.01,4.45,119.6,102.5,0.65,0,4.674,4.82,6.261
8/2/2022,12:03:22 PM,Trout Bog,BogGhost,Charles,4.015,715.9,-1.1,-0.14,25.6,15.4,26,17,0.01,4.45,119.6,102.1,0.66,0,4.689,4.831,6.282
8/2/2022,12:03:24 PM,Trout Bog,BogGhost,Charles,4.008,715.8,-1.1,-0.14,25.7,15.4,26,17,0.01,4.45,119.6,101.7,0.68,0,4.705,4.871,6.305
8/2/2022,12:03:26 PM,Trout Bog,BogGhost,Charles,4.004,715.9,-1.1,-0.14,25.7,15.4,26,17,0.01,4.45,119.7,101.3,0.67,0,4.721,4.86,6.327
8/2/2022,12:03:28 PM,Trout Bog,BogGhost,Charles,4.001,715.9,-1.1,-0.14,25.7,15.4,26,17,0.01,4.45,119.7,101,0.67,0,4.74,4.892,6.354
8/2/2022,12:03:30 PM,Trout Bog,BogGhost,Charles,3.998,715.9,-1.1,-0.14,25.7,15.4,26,17,0.01,4.45,119.8,100.7,0.67,0,4.756,4.888,6.377
8/2/2022,12:03:32 PM,Trout Bog,BogGhost,Charles,3.992,715.9,-1.1,-0.14,25.7,15.4,26.1,17,0.01,4.44,119.8,100.4,0.66,0,4.773,4.937,6.401
8/2/2022,12:03:34 PM,Trout Bog,BogGhost,Charles,3.989,715.9,-1.1,-0.14,25.7,15.4,26.1,17,0.01,4.44,119.9,100.2,0.65,0,4.789,4.931,6.424
8/2/2022,12:03:36 PM,Trout Bog,BogGhost,Charles,3.99,715.9,-1.1,-0.14,25.7,15.4,26.1,17,0.01,4.44,119.9,100,0.67,0,4.806,4.969,6.448
8/2/2022,12:03:38 PM,Trout Bog,BogGhost,Charles,3.989,715.9,-1.1,-0.15,25.8,15.4,26.1,17,0.01,4.44,120,99.9,0.65,0,4.82,4.972,6.468
8/2/2022,12:03:40 PM,Trout Bog,BogGhost,Charles,3.989,715.9,-1.1,-0.15,25.8,15.4,26.1,17,0.01,4.44,120.1,99.7,0.66,0,4.839,5.017,6.496
8/2/2022,12:03:42 PM,Trout Bog,BogGhost,Charles,3.989,715.9,-1.1,-0.15,25.8,15.4,26.1,17,0.01,4.44,120.1,99.6,0.68,0,4.854,5.021,6.516
8/2/2022,12:03:44 PM,Trout Bog,BogGhost,Charles,3.989,715.8,-1.1,-0.15,25.8,15.5,26.2,17,0.01,4.44,120.2,99.4,0.68,0,4.869,5.026,6.538
8/2/2022,12:03:46 PM,Trout Bog,BogGhost,Charles,3.989,715.9,-1.1,-0.15,25.9,15.5,26.2,17,0.01,4.44,120.2,99.2,0.68,0,4.888,5.074,6.565
8/2/2022,12:03:48 PM,Trout Bog,BogGhost,Charles,3.987,715.9,-1.1,-0.15,25.9,15.5,26.2,17,0.01,4.44,120.2,99,0.69,0,4.905,5.062,6.588
8/2/2022,12:03:50 PM,Trout Bog,BogGhost,Charles,3.986,715.9,-1.1,-0.15,25.9,15.5,26.3,17,0.01,4.44,120.2,98.8,0.68,0,4.925,5.102,6.617
8/2/2022,12:03:52 PM,Trout Bog,BogGhost,Charles,3.985,715.9,-1.1,-0.15,26,15.5,26.3,17,0.01,4.44,120.2,98.6,0.68,0,4.94,5.088,6.639
8/2/2022,12:03:54 PM,Trout Bog,BogGhost,Charles,3.984,715.9,-1.1,-0.15,26,15.6,26.3,17,0.01,4.44,120.2,98.3,0.67,0,4.957,5.136,6.663
8/2/2022,12:03:56 PM,Trout Bog,BogGhost,Charles,3.982,715.9,-1.1,-0.15,26,15.6,26.4,17,0.01,4.44,120.2,98,0.65,0,4.974,5.172,6.687
8/2/2022,12:03:58 PM,Trout Bog,BogGhost,Charles,3.979,715.9,-1.1,-0.15,26.1,15.6,26.4,17,0.01,4.44,120.1,97.7,0.65,0,4.996,5.226,6.718
8/2/2022,12:04:00 PM,Trout Bog,BogGhost,Charles,3.977,715.9,-1.1,-0.15,26.1,15.6,26.4,17,0.01,4.44,120.1,97.3,0.64,0,5.018,5.232,6.75
8/2/2022,12:04:02 PM,Trout Bog,BogGhost,Charles,3.974,715.9,-1.1,-0.15,26.1,15.6,26.5,17,0.01,4.44,120,97,0.64,0,5.038,5.238,6.777
8/2/2022,12:04:04 PM,Trout Bog,BogGhost,Charles,3.97,715.9,-1.1,-0.15,26.1,15.6,26.5,17,0.01,4.44,119.9,96.6,0.63,0,5.057,5.274,6.805
8/2/2022,12:04:06 PM,Trout Bog,BogGhost,Charles,3.967,715.9,-1.1,-0.15,26.2,15.6,26.5,17,0.01,4.44,119.8,96.3,0.63,0,5.076,5.263,6.833
8/2/2022,12:04:08 PM,Trout Bog,BogGhost,Charles,3.965,715.9,-1.1,-0.15,26.2,15.7,26.5,17,0.01,4.45,119.7,95.9,0.63,0,5.098,5.284,6.863
8/2/2022,12:04:10 PM,Trout Bog,BogGhost,Charles,3.963,715.9,-1.1,-0.15,26.2,15.7,26.5,17,0.01,4.45,119.6,95.6,0.67,0,5.121,5.315,6.896
8/2/2022,12:04:12 PM,Trout Bog,BogGhost,Charles,3.962,715.9,-1.2,-0.15,26.2,15.7,26.5,17,0.01,4.45,119.4,95.3,0.68,0,5.137,5.347,6.92
8/2/2022,12:04:14 PM,Trout Bog,BogGhost,Charles,3.962,715.9,-1.2,-0.15,26.2,15.7,26.6,17,0.01,4.45,119.3,95,0.7,0,5.157,5.317,6.948
8/2/2022,12:04:16 PM,Trout Bog,BogGhost,Charles,3.962,715.9,-1.2,-0.15,26.3,15.7,26.6,17,0.01,4.45,119.2,94.7,0.69,0,5.18,5.395,6.979
8/2/2022,12:04:18 PM,Trout Bog,BogGhost,Charles,3.963,715.9,-1.2,-0.15,26.3,15.7,26.6,17,0.01,4.46,119.1,94.5,0.7,0,5.2,5.385,7.009
8/2/2022,12:04:20 PM,Trout Bog,BogGhost,Charles,3.964,715.9,-1.2,-0.15,26.3,15.7,26.7,17,0.01,4.46,119.1,94.3,0.7,0,5.225,5.437,7.044
8/2/2022,12:04:22 PM,Trout Bog,BogGhost,Charles,3.964,715.9,-1.2,-0.15,26.3,15.8,26.7,17,0.01,4.46,119,94.1,0.69,0,5.243,5.425,7.069
8/2/2022,12:04:24 PM,Trout Bog,BogGhost,Charles,3.964,715.9,-1.2,-0.15,26.4,15.8,26.7,17,0.01,4.46,119,93.9,0.68,0,5.265,5.458,7.101
8/2/2022,12:04:26 PM,Trout Bog,BogGhost,Charles,3.965,715.9,-1.2,-0.15,26.4,15.8,26.7,17,0.01,4.46,118.9,93.7,0.64,0,5.284,5.462,7.128
8/2/2022,12:04:28 PM,Trout Bog,BogGhost,Charles,3.965,716,-1.2,-0.15,26.4,15.8,26.8,17,0.01,4.46,118.9,93.5,0.65,0,5.306,5.493,7.16
8/2/2022,12:04:30 PM,Trout Bog,BogGhost,Charles,3.966,715.9,-1.2,-0.15,26.5,15.8,26.8,17,0.01,4.46,118.9,93.3,0.65,0,5.327,5.533,7.189
8/2/2022,12:04:32 PM,Trout Bog,BogGhost,Charles,3.966,715.9,-1.2,-0.15,26.5,15.9,26.9,17,0.01,4.46,118.8,93.1,0.66,0,5.35,5.538,7.221
8/2/2022,12:04:34 PM,Trout Bog,BogGhost,Charles,3.968,715.9,-1.2,-0.15,26.6,15.9,26.9,17,0.01,4.46,118.8,92.8,0.66,0,5.37,5.576,7.25
8/2/2022,12:04:36 PM,Trout Bog,BogGhost,Charles,3.969,715.9,-1.2,-0.15,26.6,15.9,27,17,0.01,4.46,118.7,92.6,0.66,0,5.39,5.59,7.279
8/2/2022,12:04:38 PM,Trout Bog,BogGhost,Charles,3.971,715.9,-1.2,-0.15,26.7,16,27,17,0.01,4.47,118.6,92.3,0.66,0,5.41,5.613,7.307
8/2/2022,12:04:40 PM,Trout Bog,BogGhost,Charles,3.974,715.9,-1.2,-0.15,26.7,16,27.1,17,0.01,4.47,118.6,92,0.66,0,5.435,5.692,7.343
8/2/2022,12:04:42 PM,Trout Bog,BogGhost,Charles,3.977,715.9,-1.2,-0.15,26.8,16,27.2,17,0.01,4.47,118.5,91.7,0.64,0,5.454,5.69,7.369
8/2/2022,12:04:44 PM,Trout Bog,BogGhost,Charles,3.98,715.9,-1.2,-0.15,26.9,16.1,27.2,17,0.01,4.47,118.3,91.4,0.65,0,5.476,5.714,7.402
8/2/2022,12:04:46 PM,Trout Bog,BogGhost,Charles,3.984,715.9,-1.2,-0.15,26.9,16.1,27.3,17,0.01,4.47,118.2,91.1,0.66,0,5.501,5.739,7.436
8/2/2022,12:04:48 PM,Trout Bog,BogGhost,Charles,3.988,715.9,-1.2,-0.15,27,16.2,27.3,18,0.01,4.48,118.1,90.8,0.65,0,5.523,5.735,7.468
8/2/2022,12:04:50 PM,Trout Bog,BogGhost,Charles,3.992,715.9,-1.2,-0.15,27.1,16.2,27.4,18,0.01,4.48,118,90.5,0.66,0,5.55,5.776,7.507
8/2/2022,12:04:52 PM,Trout Bog,BogGhost,Charles,3.997,715.9,-1.2,-0.15,27.1,16.3,27.5,18,0.01,4.48,117.9,90.2,0.66,0,5.57,5.752,7.534
8/2/2022,12:04:54 PM,Trout Bog,BogGhost,Charles,4,715.9,-1.2,-0.15,27.2,16.3,27.6,18,0.01,4.48,117.9,89.9,0.67,0,5.593,5.783,7.567
8/2/2022,12:04:56 PM,Trout Bog,BogGhost,Charles,4.005,715.9,-1.2,-0.15,27.2,16.3,27.6,18,0.01,4.48,117.8,89.7,0.69,0,5.61,5.767,7.592
8/2/2022,12:04:58 PM,Trout Bog,BogGhost,Charles,4.009,715.9,-1.2,-0.15,27.3,16.3,27.6,18,0.01,4.48,117.8,89.4,0.68,0,5.631,5.789,7.621
8/2/2022,12:05:00 PM,Trout Bog,BogGhost,Charles,4.014,715.9,-1.2,-0.16,27.3,16.4,27.7,18,0.01,4.48,117.8,89.2,0.67,0,5.65,5.783,7.648
8/2/2022,12:05:02 PM,Trout Bog,BogGhost,Charles,4.016,715.9,-1.2,-0.16,27.4,16.4,27.8,18,0.01,4.48,117.8,89,0.68,0,5.668,5.785,7.673
8/2/2022,12:05:04 PM,Trout Bog,BogGhost,Charles,4.019,715.9,-1.2,-0.16,27.5,16.5,27.8,18,0.01,4.48,117.8,88.9,0.68,0,5.685,5.808,7.698
8/2/2022,12:05:06 PM,Trout Bog,BogGhost,Charles,4.022,715.9,-1.2,-0.16,27.5,16.5,27.9,18,0.01,4.48,117.9,88.7,0.69,0,5.703,5.815,7.723
8/2/2022,12:05:08 PM,Trout Bog,BogGhost,Charles,4.023,715.9,-1.2,-0.16,27.6,16.5,27.9,18,0.01,4.48,117.9,88.6,0.68,0,5.719,5.848,7.746
8/2/2022,12:05:10 PM,Trout Bog,BogGhost,Charles,4.024,715.9,-1.2,-0.16,27.6,16.6,28,18,0.01,4.48,118,88.4,0.67,0,5.735,5.854,7.769
8/2/2022,12:05:12 PM,Trout Bog,BogGhost,Charles,4.024,715.9,-1.2,-0.16,27.7,16.6,28,18,0.01,4.48,118,88.3,0.69,0,5.751,5.877,7.792
8/2/2022,12:05:14 PM,Trout Bog,BogGhost,Charles,4.025,715.9,-1.2,-0.16,27.7,16.6,28.1,18,0.01,4.48,118,88.1,0.7,0,5.765,5.858,7.813
8/2/2022,12:05:16 PM,Trout Bog,BogGhost,Charles,4.026,715.9,-1.2,-0.16,27.7,16.6,28.1,18,0.01,4.48,118.1,88,0.71,0,5.78,5.889,7.833
8/2/2022,12:05:18 PM,Trout Bog,BogGhost,Charles,4.029,715.9,-1.2,-0.16,27.8,16.7,28.1,18,0.01,4.48,118.1,87.9,0.69,0,5.791,5.87,7.85
8/2/2022,12:05:20 PM,Trout Bog,BogGhost,Charles,4.032,715.9,-1.2,-0.16,27.8,16.7,28.2,18,0.01,4.48,118.1,87.8,0.71,0,5.804,5.922,7.868
8/2/2022,12:05:22 PM,Trout Bog,BogGhost,Charles,4.034,715.9,-1.2,-0.16,27.9,16.7,28.2,18,0.01,4.48,118.1,87.7,0.7,0,5.814,5.894,7.881
8/2/2022,12:05:24 PM,Trout Bog,BogGhost,Charles,4.036,715.9,-1.2,-0.16,27.9,16.7,28.3,18,0.01,4.48,118.1,87.6,0.71,0,5.825,5.929,7.897
8/2/2022,12:05:26 PM,Trout Bog,BogGhost,Charles,4.038,715.9,-1.2,-0.16,27.9,16.7,28.3,18,0.01,4.48,118.1,87.5,0.7,0,5.833,5.909,7.908
8/2/2022,12:05:28 PM,Trout Bog,BogGhost,Charles,4.04,715.9,-1.2,-0.16,27.9,16.8,28.3,18,0.01,4.48,118.1,87.4,0.7,0,5.843,5.931,7.923
8/2/2022,12:05:30 PM,Trout Bog,BogGhost,Charles,4.041,715.9,-1.2,-0.16,28,16.8,28.4,18,0.01,4.48,118.1,87.3,0.69,0,5.851,5.951,7.935
8/2/2022,12:05:32 PM,Trout Bog,BogGhost,Charles,4.042,715.9,-1.2,-0.16,28,16.8,28.4,18,0.01,4.48,118.1,87.2,0.7,0,5.861,5.942,7.948
8/2/2022,12:05:34 PM,Trout Bog,BogGhost,Charles,4.043,715.9,-1.2,-0.16,28,16.8,28.4,18,0.01,4.48,118.1,87.1,0.69,0,5.871,5.982,7.963
8/2/2022,12:05:36 PM,Trout Bog,BogGhost,Charles,4.045,715.9,-1.2,-0.16,28.1,16.8,28.4,18,0.01,4.48,118.1,87,0.71,0,5.882,5.976,7.979
8/2/2022,12:05:38 PM,Trout Bog,BogGhost,Charles,4.048,715.9,-1.2,-0.16,28.1,16.9,28.5,18,0.01,4.48,118.1,86.8,0.72,0,5.894,6.025,7.995
8/2/2022,12:05:40 PM,Trout Bog,BogGhost,Charles,4.051,715.9,-1.2,-0.16,28.1,16.9,28.5,18,0.01,4.48,118,86.6,0.72,0,5.908,6.047,8.016
8/2/2022,12:05:42 PM,Trout Bog,BogGhost,Charles,4.055,715.9,-1.2,-0.16,28.2,16.9,28.6,18,0.01,4.48,118,86.4,0.72,0,5.917,6.02,8.029
8/2/2022,12:05:44 PM,Trout Bog,BogGhost,Charles,4.058,715.9,-1.2,-0.16,28.3,17,28.6,18,0.01,4.48,118,86.2,0.73,0,5.929,6.035,8.045
8/2/2022,12:05:46 PM,Trout Bog,BogGhost,Charles,4.061,715.9,-1.2,-0.16,28.3,17,28.7,18,0.01,4.48,118,86,0.73,0,5.94,6.059,8.061
8/2/2022,12:05:48 PM,Trout Bog,BogGhost,Charles,4.064,715.9,-1.2,-0.16,28.4,17,28.8,18,0.01,4.48,118,85.8,0.74,0,5.951,6.078,8.077
8/2/2022,12:05:50 PM,Trout Bog,BogGhost,Charles,4.067,715.9,-1.2,-0.16,28.5,17.1,28.8,19,0.01,4.48,118,85.7,0.74,0,5.963,6.098,8.094
8/2/2022,12:05:52 PM,Trout Bog,BogGhost,Charles,4.069,715.9,-1.2,-0.16,28.5,17.1,28.9,19,0.01,4.48,118,85.5,0.75,0,5.974,6.076,8.109
8/2/2022,12:05:54 PM,Trout Bog,BogGhost,Charles,4.07,715.9,-1.2,-0.16,28.6,17.2,29,19,0.01,4.48,118.1,85.3,0.75,0,5.987,6.128,8.128
8/2/2022,12:05:56 PM,Trout Bog,BogGhost,Charles,4.071,715.9,-1.2,-0.16,28.7,17.2,29.1,19,0.01,4.48,118.1,85.1,0.75,0,5.997,6.084,8.142
8/2/2022,12:05:58 PM,Trout Bog,BogGhost,Charles,4.071,715.9,-1.2,-0.16,28.7,17.3,29.1,19,0.01,4.48,118.1,84.9,0.76,0,6.01,6.156,8.16
8/2/2022,12:06:00 PM,Trout Bog,BogGhost,Charles,4.073,715.9,-1.2,-0.16,28.8,17.3,29.2,19,0.01,4.48,118.1,84.6,0.77,0,6.025,6.258,8.182
8/2/2022,12:06:02 PM,Trout Bog,BogGhost,Charles,4.077,715.9,-1.2,-0.16,28.9,17.4,29.3,19,0.01,4.48,118,84.3,0.78,0,6.046,6.279,8.212
8/2/2022,12:06:04 PM,Trout Bog,BogGhost,Charles,4.082,715.9,-1.2,-0.16,29.1,17.5,29.5,19,0.01,4.48,117.8,84,0.79,0,6.065,6.292,8.238
8/2/2022,12:06:06 PM,Trout Bog,BogGhost,Charles,4.088,715.9,-1.2,-0.16,29.3,17.6,29.7,19,0.01,4.49,117.6,83.6,0.79,0,6.085,6.291,8.267
8/2/2022,12:06:08 PM,Trout Bog,BogGhost,Charles,4.094,715.9,-1.3,-0.16,29.5,17.7,29.9,19,0.01,4.49,117.2,83,0.8,0,6.103,6.317,8.293
8/2/2022,12:06:10 PM,Trout Bog,BogGhost,Charles,4.102,715.9,-1.3,-0.16,29.7,17.8,30.1,19,0.01,4.5,116.8,82.4,0.81,0,6.122,6.322,8.32
8/2/2022,12:06:12 PM,Trout Bog,BogGhost,Charles,4.11,715.9,-1.3,-0.16,29.9,18,30.3,19,0.01,4.51,116.3,81.8,0.81,0,6.143,6.341,8.35
8/2/2022,12:06:14 PM,Trout Bog,BogGhost,Charles,4.114,715.9,-1.3,-0.17,30.1,18.1,30.5,20,0.01,4.52,115.9,81.2,0.81,0,6.163,6.364,8.378
8/2/2022,12:06:16 PM,Trout Bog,BogGhost,Charles,4.119,715.9,-1.3,-0.17,30.2,18.2,30.6,20,0.01,4.53,115.4,80.6,0.83,0,6.183,6.37,8.406
8/2/2022,12:06:18 PM,Trout Bog,BogGhost,Charles,4.124,715.9,-1.3,-0.17,30.3,18.2,30.7,20,0.01,4.53,115,80,0.83,0,6.201,6.386,8.432
8/2/2022,12:06:20 PM,Trout Bog,BogGhost,Charles,4.128,715.8,-1.3,-0.17,30.3,18.2,30.7,20,0.01,4.54,114.6,79.4,0.83,0,6.22,6.385,8.46
8/2/2022,12:06:22 PM,Trout Bog,BogGhost,Charles,4.132,715.9,-1.3,-0.17,30.4,18.3,30.8,20,0.01,4.55,114.2,78.9,0.84,0,6.239,6.385,8.486
8/2/2022,12:06:24 PM,Trout Bog,BogGhost,Charles,4.134,715.9,-1.3,-0.17,30.4,18.3,30.9,20,0.01,4.55,113.9,78.5,0.85,0,6.26,6.438,8.516
8/2/2022,12:06:26 PM,Trout Bog,BogGhost,Charles,4.136,715.9,-1.3,-0.17,30.5,18.3,30.9,20,0.01,4.56,113.6,78.1,0.88,0,6.276,6.398,8.539
8/2/2022,12:06:28 PM,Trout Bog,BogGhost,Charles,4.137,715.9,-1.3,-0.17,30.5,18.4,30.9,20,0.01,4.56,113.5,77.8,0.88,0,6.297,6.45,8.569
8/2/2022,12:06:30 PM,Trout Bog,BogGhost,Charles,4.138,715.7,-1.3,-0.17,30.5,18.4,30.9,20,0.01,4.56,113.4,77.6,0.89,0,6.314,6.453,8.593
8/2/2022,12:06:32 PM,Trout Bog,BogGhost,Charles,4.139,715.9,-1.3,-0.17,30.6,18.4,31,20,0.01,4.56,113.5,77.5,0.89,0,6.334,6.447,8.621
8/2/2022,12:06:34 PM,Trout Bog,BogGhost,Charles,4.14,715.9,-1.3,-0.17,30.6,18.4,31,20,0.01,4.56,113.5,77.4,0.9,0,6.352,6.47,8.647
8/2/2022,12:06:36 PM,Trout Bog,BogGhost,Charles,4.142,715.8,-1.3,-0.17,30.6,18.4,31.1,20,0.01,4.56,113.5,77.3,0.89,0,6.369,6.455,8.671
8/2/2022,12:06:38 PM,Trout Bog,BogGhost,Charles,4.144,715.9,-1.3,-0.17,30.7,18.5,31.1,20,0.01,4.56,113.5,77.2,0.89,0,6.379,6.437,8.685
8/2/2022,12:06:40 PM,Trout Bog,BogGhost,Charles,4.147,715.9,-1.3,-0.17,30.8,18.5,31.2,20,0.01,4.56,113.5,77.1,0.87,0,6.384,6.388,8.693
8/2/2022,12:06:42 PM,Trout Bog,BogGhost,Charles,4.149,715.9,-1.3,-0.17,30.9,18.6,31.3,20,0.01,4.56,113.5,77,0.88,0,6.393,6.431,8.705
8/2/2022,12:06:44 PM,Trout Bog,BogGhost,Charles,4.15,715.9,-1.3,-0.17,31,18.7,31.4,20,0.01,4.56,113.6,76.8,0.86,0,6.399,6.435,8.714
8/2/2022,12:06:46 PM,Trout Bog,BogGhost,Charles,4.151,715.9,-1.3,-0.17,31.1,18.7,31.6,20,0.01,4.56,113.6,76.7,0.87,0,6.408,6.483,8.727
8/2/2022,12:06:48 PM,Trout Bog,BogGhost,Charles,4.152,715.8,-1.3,-0.17,31.3,18.8,31.7,20,0.01,4.56,113.6,76.5,0.86,0,6.417,6.488,8.739
8/2/2022,12:06:50 PM,Trout Bog,BogGhost,Charles,4.154,715.9,-1.3,-0.17,31.4,18.9,31.8,20,0.01,4.56,113.5,76.3,0.87,0,6.426,6.529,8.752
8/2/2022,12:06:52 PM,Trout Bog,BogGhost,Charles,4.156,715.9,-1.3,-0.17,31.5,19,31.9,20,0.01,4.56,113.5,76,0.88,0,6.435,6.522,8.764
8/2/2022,12:06:54 PM,Trout Bog,BogGhost,Charles,4.159,715.9,-1.3,-0.17,31.6,19,32.1,21,0.01,4.56,113.4,75.8,0.89,0,6.444,6.575,8.778
8/2/2022,12:06:56 PM,Trout Bog,BogGhost,Charles,4.163,715.9,-1.3,-0.17,31.8,19.2,32.2,21,0.01,4.56,113.3,75.5,0.91,0,6.454,6.551,8.791
8/2/2022,12:06:58 PM,Trout Bog,BogGhost,Charles,4.167,715.9,-1.3,-0.17,32,19.3,32.4,21,0.01,4.57,113.1,75.1,0.94,0,6.465,6.621,8.808
8/2/2022,12:07:00 PM,Trout Bog,BogGhost,Charles,4.17,715.9,-1.3,-0.17,32.2,19.4,32.6,21,0.01,4.57,112.9,74.7,0.97,0,6.476,6.593,8.823
8/2/2022,12:07:02 PM,Trout Bog,BogGhost,Charles,4.173,715.9,-1.3,-0.17,32.4,19.5,32.9,21,0.01,4.58,112.6,74.4,0.98,0,6.488,6.646,8.841
8/2/2022,12:07:04 PM,Trout Bog,BogGhost,Charles,4.176,715.9,-1.3,-0.17,32.6,19.7,33.1,21,0.01,4.58,112.4,74,0.99,0,6.5,6.649,8.857
8/2/2022,12:07:06 PM,Trout Bog,BogGhost,Charles,4.179,715.9,-1.3,-0.17,32.8,19.8,33.3,21,0.01,4.59,112.1,73.6,1.01,0,6.513,6.685,8.876
8/2/2022,12:07:08 PM,Trout Bog,BogGhost,Charles,4.182,715.9,-1.3,-0.18,33,19.9,33.5,21,0.01,4.59,111.8,73.3,1.05,0,6.527,6.734,8.896
8/2/2022,12:07:10 PM,Trout Bog,BogGhost,Charles,4.185,715.9,-1.3,-0.18,33.2,20,33.6,22,0.01,4.6,111.5,72.9,1.09,0,6.543,6.748,8.919
8/2/2022,12:07:12 PM,Trout Bog,BogGhost,Charles,4.187,715.9,-1.3,-0.18,33.3,20.1,33.8,22,0.01,4.6,111.2,72.6,1.1,0,6.559,6.76,8.941
8/2/2022,12:07:14 PM,Trout Bog,BogGhost,Charles,4.19,715.9,-1.4,-0.18,33.4,20.1,33.8,22,0.01,4.61,111,72.2,1.11,0,6.575,6.772,8.965
8/2/2022,12:07:16 PM,Trout Bog,BogGhost,Charles,4.191,715.9,-1.4,-0.18,33.5,20.2,33.9,22,0.01,4.61,110.7,71.9,1.13,0,6.595,6.795,8.992
8/2/2022,12:07:18 PM,Trout Bog,BogGhost,Charles,4.193,715.9,-1.4,-0.18,33.6,20.2,34,22,0.01,4.62,110.5,71.5,1.16,0,6.616,6.817,9.022
8/2/2022,12:07:20 PM,Trout Bog,BogGhost,Charles,4.194,715.9,-1.4,-0.18,33.7,20.3,34.1,22,0.01,4.62,110.4,71.1,1.17,0,6.638,6.854,9.053
