Date,Time,Site,Unit ID,User ID,Temp,Barometer,ODO,ODO.1,Sp_Cond,C_uS,nLFC,TDS,Sal,pH,pH.1,ORP,Turbidity,TSS,Depth,Vertical_Position
6/27/2022,10:28:19 AM,Trout Bog,BogGhost,Charles,3.979,724.2,-1.5,-0.2,26,15.5,26.3,17,0.01,4.37,126.8,78,0.11,0,5.059,5.263
6/27/2022,10:28:21 AM,Trout Bog,BogGhost,Charles,3.978,724.1,-1.5,-0.2,26,15.6,26.3,17,0.01,4.37,126.8,77.6,0.12,0,5.077,5.286
6/27/2022,10:28:23 AM,Trout Bog,BogGhost,Charles,3.979,724.1,-1.5,-0.2,26,15.6,26.4,17,0.01,4.38,126.8,77.3,0.12,0,5.099,5.314
6/27/2022,10:28:25 AM,Trout Bog,BogGhost,Charles,3.981,724.2,-1.5,-0.2,26.1,15.6,26.4,17,0.01,4.38,126.7,76.9,0.13,0,5.118,5.347
6/27/2022,10:28:27 AM,Trout Bog,BogGhost,Charles,3.984,724.2,-1.5,-0.2,26.1,15.6,26.5,17,0.01,4.38,126.7,76.7,0.13,0,5.139,5.352
6/27/2022,10:28:29 AM,Trout Bog,BogGhost,Charles,3.989,724.2,-1.5,-0.2,26.2,15.7,26.5,17,0.01,4.38,126.7,76.4,0.14,0,5.162,5.371
6/27/2022,10:28:31 AM,Trout Bog,BogGhost,Charles,3.995,724.3,-1.5,-0.2,26.2,15.7,26.5,17,0.01,4.37,126.8,76.2,0.16,0,5.183,5.366
6/27/2022,10:28:33 AM,Trout Bog,BogGhost,Charles,4,724.1,-1.5,-0.2,26.2,15.7,26.6,17,0.01,4.37,126.9,76,0.16,0,5.207,5.429
6/27/2022,10:28:35 AM,Trout Bog,BogGhost,Charles,4.005,724.1,-1.5,-0.2,26.3,15.7,26.6,17,0.01,4.37,127,75.8,0.16,0,5.226,5.391
6/27/2022,10:28:37 AM,Trout Bog,BogGhost,Charles,4.009,724.1,-1.5,-0.2,26.3,15.8,26.7,17,0.01,4.37,127.1,75.6,0.17,0,5.249,5.436
6/27/2022,10:28:39 AM,Trout Bog,BogGhost,Charles,4.012,724.1,-1.6,-0.2,26.3,15.8,26.7,17,0.01,4.37,127.1,75.4,0.17,0,5.267,5.411
6/27/2022,10:28:41 AM,Trout Bog,BogGhost,Charles,4.011,724,-1.6,-0.2,26.4,15.8,26.7,17,0.01,4.37,127,75.1,0.17,0,5.287,5.456
6/27/2022,10:28:43 AM,Trout Bog,BogGhost,Charles,4.008,724.1,-1.6,-0.2,26.4,15.8,26.8,17,0.01,4.37,126.9,74.7,0.17,0,5.306,5.468
6/27/2022,10:28:45 AM,Trout Bog,BogGhost,Charles,4.002,724.2,-1.6,-0.2,26.4,15.8,26.8,17,0.01,4.37,126.8,74.4,0.16,0,5.326,5.464
6/27/2022,10:28:47 AM,Trout Bog,BogGhost,Charles,3.996,724.2,-1.6,-0.21,26.5,15.8,26.8,17,0.01,4.37,126.8,74,0.17,0,5.344,5.497
6/27/2022,10:28:49 AM,Trout Bog,BogGhost,Charles,3.989,724.2,-1.6,-0.21,26.5,15.9,26.8,17,0.01,4.37,126.8,73.7,0.16,0,5.363,5.5
6/27/2022,10:28:51 AM,Trout Bog,BogGhost,Charles,3.982,724.2,-1.6,-0.21,26.5,15.9,26.9,17,0.01,4.37,126.8,73.4,0.16,0,5.381,5.553
6/27/2022,10:28:53 AM,Trout Bog,BogGhost,Charles,3.975,724.2,-1.6,-0.21,26.5,15.9,26.9,17,0.01,4.38,126.7,73,0.15,0,5.401,5.595
6/27/2022,10:28:55 AM,Trout Bog,BogGhost,Charles,3.97,724.2,-1.6,-0.21,26.6,15.9,26.9,17,0.01,4.38,126.5,72.5,0.16,0,5.42,5.635
6/27/2022,10:28:57 AM,Trout Bog,BogGhost,Charles,3.966,724.1,-1.6,-0.21,26.6,15.9,26.9,17,0.01,4.38,126.3,72,0.16,0,5.44,5.659
6/27/2022,10:28:59 AM,Trout Bog,BogGhost,Charles,3.963,724.2,-1.6,-0.21,26.6,15.9,27,17,0.01,4.39,126,71.5,0.17,0,5.461,5.669
6/27/2022,10:29:01 AM,Trout Bog,BogGhost,Charles,3.961,724.1,-1.6,-0.21,26.6,15.9,27,17,0.01,4.39,125.8,71,0.16,0,5.479,5.668
6/27/2022,10:29:03 AM,Trout Bog,BogGhost,Charles,3.961,724.1,-1.6,-0.21,26.7,16,27,17,0.01,4.39,125.7,70.7,0.16,0,5.499,5.714
6/27/2022,10:29:05 AM,Trout Bog,BogGhost,Charles,3.96,724.1,-1.6,-0.21,26.7,16,27.1,17,0.01,4.4,125.7,70.4,0.18,0,5.516,5.695
6/27/2022,10:29:07 AM,Trout Bog,BogGhost,Charles,3.96,724.2,-1.6,-0.21,26.8,16,27.1,17,0.01,4.4,125.7,70.1,0.18,0,5.537,5.758
6/27/2022,10:29:09 AM,Trout Bog,BogGhost,Charles,3.96,724.1,-1.6,-0.21,26.8,16.1,27.2,17,0.01,4.4,125.6,69.8,0.18,0,5.555,5.729
6/27/2022,10:29:11 AM,Trout Bog,BogGhost,Charles,3.961,724.3,-1.6,-0.21,26.9,16.1,27.2,17,0.01,4.4,125.5,69.5,0.18,0,5.576,5.777
6/27/2022,10:29:13 AM,Trout Bog,BogGhost,Charles,3.961,724.2,-1.6,-0.21,26.9,16.1,27.3,18,0.01,4.4,125.5,69.2,0.18,0,5.594,5.767
6/27/2022,10:29:15 AM,Trout Bog,BogGhost,Charles,3.962,724.2,-1.6,-0.21,27,16.1,27.3,18,0.01,4.4,125.5,69,0.19,0,5.615,5.78
6/27/2022,10:29:17 AM,Trout Bog,BogGhost,Charles,3.962,724.2,-1.6,-0.21,27,16.1,27.3,18,0.01,4.4,125.5,68.8,0.19,0,5.634,5.817
6/27/2022,10:29:19 AM,Trout Bog,BogGhost,Charles,3.963,724.1,-1.6,-0.21,27,16.2,27.4,18,0.01,4.4,125.6,68.6,0.2,0,5.655,5.818
6/27/2022,10:29:21 AM,Trout Bog,BogGhost,Charles,3.964,724.2,-1.6,-0.21,27,16.2,27.4,18,0.01,4.4,125.6,68.5,0.2,0,5.674,5.845
6/27/2022,10:29:23 AM,Trout Bog,BogGhost,Charles,3.966,724.2,-1.6,-0.21,27.1,16.2,27.4,18,0.01,4.4,125.7,68.3,0.2,0,5.693,5.863
6/27/2022,10:29:25 AM,Trout Bog,BogGhost,Charles,3.969,724.1,-1.6,-0.21,27.1,16.2,27.5,18,0.01,4.4,125.7,68.1,0.21,0,5.715,5.889
6/27/2022,10:29:27 AM,Trout Bog,BogGhost,Charles,3.971,724.2,-1.6,-0.21,27.2,16.3,27.6,18,0.01,4.4,125.6,67.8,0.21,0,5.734,5.868
6/27/2022,10:29:29 AM,Trout Bog,BogGhost,Charles,3.974,724.2,-1.6,-0.21,27.3,16.3,27.6,18,0.01,4.4,125.5,67.4,0.23,0,5.754,5.898
6/27/2022,10:29:31 AM,Trout Bog,BogGhost,Charles,3.977,724.1,-1.6,-0.21,27.3,16.4,27.7,18,0.01,4.4,125.3,67.1,0.25,0,5.77,5.886
6/27/2022,10:29:33 AM,Trout Bog,BogGhost,Charles,3.981,724.3,-1.6,-0.21,27.4,16.4,27.8,18,0.01,4.41,125,66.8,0.25,0,5.787,5.955
6/27/2022,10:29:35 AM,Trout Bog,BogGhost,Charles,3.985,724.1,-1.6,-0.21,27.5,16.5,27.9,18,0.01,4.41,124.8,66.5,0.25,0,5.802,5.938
6/27/2022,10:29:37 AM,Trout Bog,BogGhost,Charles,3.988,724.2,-1.6,-0.21,27.6,16.5,28,18,0.01,4.41,124.7,66.2,0.25,0,5.819,5.983
6/27/2022,10:29:39 AM,Trout Bog,BogGhost,Charles,3.992,724.2,-1.6,-0.21,27.7,16.6,28.1,18,0.01,4.42,124.5,66,0.23,0,5.833,5.957
6/27/2022,10:29:41 AM,Trout Bog,BogGhost,Charles,3.995,724.2,-1.6,-0.21,27.8,16.6,28.1,18,0.01,4.42,124.4,65.7,0.23,0,5.85,5.99
6/27/2022,10:29:43 AM,Trout Bog,BogGhost,Charles,3.998,724.2,-1.6,-0.21,27.8,16.7,28.2,18,0.01,4.42,124.3,65.4,0.23,0,5.864,6.004
6/27/2022,10:29:45 AM,Trout Bog,BogGhost,Charles,4.003,724.2,-1.6,-0.21,27.9,16.7,28.2,18,0.01,4.42,124.2,65.1,0.22,0,5.881,6.034
6/27/2022,10:29:47 AM,Trout Bog,BogGhost,Charles,4.007,724.2,-1.6,-0.21,27.9,16.7,28.3,18,0.01,4.43,124,64.9,0.21,0,5.896,6.056
6/27/2022,10:29:49 AM,Trout Bog,BogGhost,Charles,4.011,724.1,-1.6,-0.21,27.9,16.7,28.3,18,0.01,4.43,124,64.7,0.24,0,5.912,6.065
6/27/2022,10:29:51 AM,Trout Bog,BogGhost,Charles,4.018,724.2,-1.6,-0.21,27.9,16.7,28.3,18,0.01,4.43,124,64.5,0.23,0,5.929,6.105
6/27/2022,10:29:53 AM,Trout Bog,BogGhost,Charles,4.025,724.2,-1.6,-0.21,28,16.8,28.4,18,0.01,4.42,124.1,64.4,0.25,0,5.944,6.097
6/27/2022,10:29:55 AM,Trout Bog,BogGhost,Charles,4.033,724.2,-1.6,-0.21,28,16.8,28.4,18,0.01,4.42,124.3,64.2,0.27,0,5.961,6.105
6/27/2022,10:29:57 AM,Trout Bog,BogGhost,Charles,4.042,724.1,-1.6,-0.21,28.1,16.9,28.5,18,0.01,4.42,124.4,64,0.28,0,5.977,6.128
6/27/2022,10:29:59 AM,Trout Bog,BogGhost,Charles,4.05,724.2,-1.6,-0.21,28.2,16.9,28.6,18,0.01,4.42,124.5,63.8,0.29,0,5.994,6.164
6/27/2022,10:30:01 AM,Trout Bog,BogGhost,Charles,4.058,724.1,-1.6,-0.21,28.3,17,28.7,18,0.01,4.42,124.5,63.6,0.31,0,6.009,6.138
6/27/2022,10:30:03 AM,Trout Bog,BogGhost,Charles,4.064,724.1,-1.6,-0.21,28.4,17,28.7,18,0.01,4.42,124.5,63.3,0.31,0,6.025,6.199
6/27/2022,10:30:05 AM,Trout Bog,BogGhost,Charles,4.07,724.2,-1.6,-0.21,28.5,17.1,28.8,18,0.01,4.42,124.5,63,0.33,0,6.041,6.184
6/27/2022,10:30:07 AM,Trout Bog,BogGhost,Charles,4.076,724.1,-1.6,-0.21,28.5,17.1,28.9,19,0.01,4.42,124.5,62.8,0.34,0,6.059,6.244
6/27/2022,10:30:09 AM,Trout Bog,BogGhost,Charles,4.083,724.1,-1.6,-0.21,28.6,17.2,29,19,0.01,4.42,124.4,62.5,0.35,0,6.075,6.216
6/27/2022,10:30:11 AM,Trout Bog,BogGhost,Charles,4.088,724.1,-1.6,-0.21,28.7,17.2,29.1,19,0.01,4.42,124.4,62.2,0.36,0,6.094,6.279
6/27/2022,10:30:13 AM,Trout Bog,BogGhost,Charles,4.094,724.1,-1.6,-0.21,28.8,17.3,29.1,19,0.01,4.42,124.4,62,0.36,0,6.109,6.266
6/27/2022,10:30:15 AM,Trout Bog,BogGhost,Charles,4.099,724.2,-1.6,-0.21,28.8,17.3,29.2,19,0.01,4.42,124.3,61.7,0.36,0,6.127,6.266
6/27/2022,10:30:17 AM,Trout Bog,BogGhost,Charles,4.104,724.1,-1.6,-0.21,28.9,17.4,29.3,19,0.01,4.42,124.2,61.4,0.35,0,6.142,6.287
6/27/2022,10:30:19 AM,Trout Bog,BogGhost,Charles,4.107,724.2,-1.6,-0.21,28.9,17.4,29.3,19,0.01,4.42,124.2,61.2,0.37,0,6.159,6.295
6/27/2022,10:30:21 AM,Trout Bog,BogGhost,Charles,4.109,724,-1.6,-0.21,29,17.4,29.4,19,0.01,4.43,124.1,60.9,0.37,0,6.176,6.342
6/27/2022,10:30:23 AM,Trout Bog,BogGhost,Charles,4.11,724.1,-1.6,-0.21,29,17.4,29.4,19,0.01,4.43,123.9,60.5,0.39,0,6.191,6.343
6/27/2022,10:30:25 AM,Trout Bog,BogGhost,Charles,4.111,724.1,-1.6,-0.21,29.1,17.5,29.4,19,0.01,4.43,123.7,60.2,0.42,0,6.209,6.38
6/27/2022,10:30:27 AM,Trout Bog,BogGhost,Charles,4.112,724.1,-1.6,-0.21,29.1,17.5,29.5,19,0.01,4.44,123.5,59.8,0.43,0,6.225,6.378
6/27/2022,10:30:29 AM,Trout Bog,BogGhost,Charles,4.112,724.1,-1.6,-0.21,29.3,17.6,29.6,19,0.01,4.44,123.4,59.5,0.45,0,6.241,6.389
6/27/2022,10:30:31 AM,Trout Bog,BogGhost,Charles,4.113,724,-1.6,-0.21,29.4,17.7,29.8,19,0.01,4.44,123.2,59.2,0.45,0,6.257,6.426
6/27/2022,10:30:33 AM,Trout Bog,BogGhost,Charles,4.114,724,-1.6,-0.21,29.5,17.7,29.9,19,0.01,4.44,123,58.8,0.45,0,6.274,6.416
6/27/2022,10:30:35 AM,Trout Bog,BogGhost,Charles,4.114,724,-1.6,-0.21,29.7,17.8,30.1,19,0.01,4.45,122.8,58.3,0.45,0,6.289,6.416
6/27/2022,10:30:37 AM,Trout Bog,BogGhost,Charles,4.115,724,-1.6,-0.21,29.8,17.9,30.2,19,0.01,4.45,122.5,57.9,0.45,0,6.306,6.458
6/27/2022,10:30:39 AM,Trout Bog,BogGhost,Charles,4.116,724.2,-1.6,-0.21,29.9,18,30.3,19,0.01,4.46,122.2,57.4,0.43,0,6.32,6.422
6/27/2022,10:30:41 AM,Trout Bog,BogGhost,Charles,4.116,724.2,-1.6,-0.21,29.9,18,30.3,19,0.01,4.47,121.9,56.9,0.45,0,6.336,6.49
6/27/2022,10:30:43 AM,Trout Bog,BogGhost,Charles,4.116,724.1,-1.6,-0.21,30,18,30.4,19,0.01,4.47,121.6,56.5,0.46,0,6.351,6.509
6/27/2022,10:30:45 AM,Trout Bog,BogGhost,Charles,4.115,724.1,-1.6,-0.21,30.1,18.1,30.5,20,0.01,4.48,121.2,56,0.47,0,6.369,6.551
6/27/2022,10:30:47 AM,Trout Bog,BogGhost,Charles,4.113,724,-1.6,-0.21,30.2,18.1,30.6,20,0.01,4.48,120.9,55.6,0.48,0,6.384,6.545
6/27/2022,10:30:49 AM,Trout Bog,BogGhost,Charles,4.11,724,-1.6,-0.22,30.3,18.2,30.7,20,0.01,4.49,120.6,55.1,0.5,0,6.401,6.56
6/27/2022,10:30:51 AM,Trout Bog,BogGhost,Charles,4.108,724.1,-1.6,-0.22,30.5,18.3,30.9,20,0.01,4.5,120.2,54.6,0.5,0,6.418,6.6
6/27/2022,10:30:53 AM,Trout Bog,BogGhost,Charles,4.105,724.1,-1.7,-0.22,30.7,18.4,31.1,20,0.01,4.5,120,54.2,0.51,0,6.436,6.604
6/27/2022,10:30:55 AM,Trout Bog,BogGhost,Charles,4.103,724,-1.7,-0.22,30.8,18.5,31.2,20,0.01,4.5,119.7,53.8,0.51,0,6.453,6.615
6/27/2022,10:30:57 AM,Trout Bog,BogGhost,Charles,4.101,724,-1.7,-0.22,30.9,18.6,31.3,20,0.01,4.51,119.6,53.5,0.49,0,6.471,6.63
6/27/2022,10:30:59 AM,Trout Bog,BogGhost,Charles,4.099,724.1,-1.7,-0.22,31,18.6,31.4,20,0.01,4.51,119.6,53.2,0.48,0,6.486,6.621
6/27/2022,10:31:01 AM,Trout Bog,BogGhost,Charles,4.098,724,-1.7,-0.22,31,18.6,31.4,20,0.01,4.51,119.6,53,0.48,0,6.5,6.613
6/27/2022,10:31:03 AM,Trout Bog,BogGhost,Charles,4.098,724,-1.7,-0.22,31,18.6,31.4,20,0.01,4.51,119.6,52.9,0.47,0,6.515,6.641
6/27/2022,10:31:05 AM,Trout Bog,BogGhost,Charles,4.098,724.1,-1.7,-0.22,31.1,18.7,31.5,20,0.01,4.51,119.6,52.7,0.47,0,6.529,6.65
6/27/2022,10:31:07 AM,Trout Bog,BogGhost,Charles,4.098,724,-1.7,-0.22,31.1,18.7,31.6,20,0.01,4.51,119.6,52.5,0.48,0,6.544,6.694
6/27/2022,10:31:09 AM,Trout Bog,BogGhost,Charles,4.1,724.1,-1.7,-0.22,31.2,18.7,31.6,20,0.01,4.51,119.5,52.2,0.51,0,6.557,6.663
6/27/2022,10:31:11 AM,Trout Bog,BogGhost,Charles,4.103,724,-1.7,-0.22,31.3,18.8,31.7,20,0.01,4.51,119.5,51.9,0.53,0,6.573,6.71
6/27/2022,10:31:13 AM,Trout Bog,BogGhost,Charles,4.106,724,-1.7,-0.22,31.4,18.8,31.8,20,0.01,4.51,119.5,51.7,0.55,0,6.587,6.711
6/27/2022,10:31:15 AM,Trout Bog,BogGhost,Charles,4.11,724.1,-1.7,-0.22,31.5,18.9,31.9,20,0.01,4.51,119.4,51.3,0.59,0,6.605,6.769
6/27/2022,10:31:17 AM,Trout Bog,BogGhost,Charles,4.114,724.1,-1.7,-0.22,31.6,19,32,21,0.01,4.51,119.2,50.9,0.63,0,6.621,6.772
6/27/2022,10:31:19 AM,Trout Bog,BogGhost,Charles,4.118,724,-1.7,-0.22,31.7,19,32.1,21,0.01,4.52,118.9,50.4,0.66,0,6.638,6.772
6/27/2022,10:31:21 AM,Trout Bog,BogGhost,Charles,4.122,724.1,-1.7,-0.22,31.8,19.1,32.2,21,0.01,4.53,118.6,49.9,0.7,0,6.653,6.832
6/27/2022,10:31:23 AM,Trout Bog,BogGhost,Charles,4.126,724.1,-1.7,-0.22,32,19.2,32.4,21,0.01,4.53,118.2,49.3,0.72,0,6.67,6.834
6/27/2022,10:31:25 AM,Trout Bog,BogGhost,Charles,4.13,724.2,-1.7,-0.22,32.1,19.3,32.6,21,0.01,4.54,117.8,48.7,0.75,0,6.686,6.888
6/27/2022,10:31:27 AM,Trout Bog,BogGhost,Charles,4.134,724.1,-1.7,-0.22,32.3,19.5,32.8,21,0.01,4.55,117.4,48.1,0.78,0,6.704,6.897
6/27/2022,10:31:29 AM,Trout Bog,BogGhost,Charles,4.137,724,-1.7,-0.22,32.6,19.6,33,21,0.01,4.55,117,47.6,0.84,0,6.721,6.922
6/27/2022,10:31:31 AM,Trout Bog,BogGhost,Charles,4.14,724.1,-1.7,-0.22,32.8,19.7,33.2,21,0.01,4.56,116.7,47.1,0.84,0,6.738,6.932
6/27/2022,10:31:33 AM,Trout Bog,BogGhost,Charles,4.142,724.1,-1.7,-0.22,33,19.8,33.4,21,0.01,4.56,116.5,46.7,0.86,0,6.755,6.944
6/27/2022,10:31:35 AM,Trout Bog,BogGhost,Charles,4.145,724.1,-1.7,-0.22,33.1,19.9,33.6,22,0.01,4.57,116.3,46.2,0.87,0,6.772,6.955
6/27/2022,10:31:37 AM,Trout Bog,BogGhost,Charles,4.148,724.2,-1.7,-0.22,33.3,20,33.7,22,0.01,4.57,116.1,45.8,0.88,0,6.792,7.004
6/27/2022,10:31:39 AM,Trout Bog,BogGhost,Charles,4.151,724.2,-1.7,-0.22,33.4,20.1,33.9,22,0.01,4.58,115.9,45.4,0.89,0,6.811,6.995
6/27/2022,10:31:41 AM,Trout Bog,BogGhost,Charles,4.153,724.2,-1.7,-0.22,33.5,20.2,34,22,0.01,4.58,115.7,45,0.9,0,6.832,7.033
6/27/2022,10:31:43 AM,Trout Bog,BogGhost,Charles,4.157,724.1,-1.7,-0.22,33.7,20.3,34.1,22,0.01,4.58,115.5,44.6,0.91,0,6.852,7.041
6/27/2022,10:31:45 AM,Trout Bog,BogGhost,Charles,4.16,724.1,-1.7,-0.22,33.8,20.3,34.3,22,0.01,4.59,115.2,44.1,0.93,0,6.874,7.078
6/27/2022,10:31:47 AM,Trout Bog,BogGhost,Charles,4.163,724,-1.7,-0.22,34,20.5,34.4,22,0.01,4.59,114.9,43.6,0.96,0,6.893,7.053
6/27/2022,10:31:49 AM,Trout Bog,BogGhost,Charles,4.167,724,-1.7,-0.22,34.2,20.6,34.6,22,0.01,4.6,114.5,37.9,0.99,0,6.916,7.116
6/27/2022,10:31:51 AM,Trout Bog,BogGhost,Charles,4.171,724,-1.7,-0.22,34.4,20.7,34.8,22,0.02,4.61,113.9,36.6,1.04,0,6.935,7.093
6/27/2022,10:31:53 AM,Trout Bog,BogGhost,Charles,4.174,724,-1.7,-0.22,34.6,20.8,35.1,22,0.02,4.73,107.4,35.6,1.08,0,6.956,7.103
6/27/2022,10:31:55 AM,Trout Bog,BogGhost,Charles,4.177,724,-1.7,-0.23,34.8,21,35.3,23,0.02,4.74,106.7,35.4,1.11,0,6.974,7.133
6/27/2022,10:31:57 AM,Trout Bog,BogGhost,Charles,4.179,724,-1.7,-0.23,35,21.1,35.5,23,0.02,4.74,106.6,35.3,1.12,0,6.992,7.095
6/27/2022,10:31:59 AM,Trout Bog,BogGhost,Charles,4.181,724,-1.7,-0.23,35.2,21.2,35.7,23,0.02,4.74,106.7,35.2,1.14,0,7.007,7.119
6/27/2022,10:32:01 AM,Trout Bog,BogGhost,Charles,4.183,724,-1.7,-0.23,35.4,21.3,35.8,23,0.02,4.74,107,35.2,1.17,0,7.023,7.142
6/27/2022,10:32:03 AM,Trout Bog,BogGhost,Charles,4.184,724,-1.7,-0.23,35.5,21.4,36,23,0.02,4.74,106.9,35.1,1.19,0,7.037,7.137
6/27/2022,10:32:05 AM,Trout Bog,BogGhost,Charles,4.185,724,-1.7,-0.23,35.6,21.4,36.1,23,0.02,4.74,106.9,35,1.2,0,7.05,7.132
6/27/2022,10:32:07 AM,Trout Bog,BogGhost,Charles,4.185,724,-1.7,-0.23,35.7,21.5,36.2,23,0.02,4.74,106.9,35,1.19,0,7.061,7.107
6/27/2022,10:32:09 AM,Trout Bog,BogGhost,Charles,4.186,724,-1.7,-0.23,35.8,21.6,36.3,23,0.02,4.74,106.9,34.8,1.19,0,7.071,7.111
6/27/2022,10:32:11 AM,Trout Bog,BogGhost,Charles,4.186,724,-1.7,-0.23,35.9,21.6,36.4,23,0.02,4.74,106.8,34.6,1.2,0,7.079,7.097
6/27/2022,10:32:13 AM,Trout Bog,BogGhost,Charles,4.186,724,-1.7,-0.23,36,21.7,36.5,23,0.02,4.74,106.8,34.5,1.21,0,7.086,7.07
6/27/2022,10:32:15 AM,Trout Bog,BogGhost,Charles,4.185,724,-1.7,-0.23,36.1,21.7,36.6,23,0.02,4.74,106.8,34.4,1.2,0,7.091,7.084
6/27/2022,10:32:17 AM,Trout Bog,BogGhost,Charles,4.183,724,-1.8,-0.23,36.2,21.8,36.7,24,0.02,4.74,106.9,34.4,1.18,0,7.091,7.017
6/27/2022,10:32:19 AM,Trout Bog,BogGhost,Charles,4.181,724,-1.8,-0.23,36.2,21.8,36.7,24,0.02,4.74,107,34.3,1.18,0,7.093,7.059
6/27/2022,10:32:21 AM,Trout Bog,BogGhost,Charles,4.179,724.1,-1.8,-0.23,36.3,21.8,36.8,24,0.02,4.73,107.3,34.3,1.21,0,7.093,7.067
6/27/2022,10:32:23 AM,Trout Bog,BogGhost,Charles,4.177,724.1,-1.8,-0.23,36.4,21.9,36.9,24,0.02,4.73,107.5,34.2,1.22,0,7.096,7.108
6/27/2022,10:32:25 AM,Trout Bog,BogGhost,Charles,4.176,724.1,-1.8,-0.23,36.5,22,37,24,0.02,4.72,107.7,34.1,1.26,0,7.101,7.176
6/27/2022,10:32:27 AM,Trout Bog,BogGhost,Charles,4.177,724.1,-1.8,-0.23,36.7,22.1,37.2,24,0.02,4.72,107.9,34,1.26,0,7.107,7.217
6/27/2022,10:32:29 AM,Trout Bog,BogGhost,Charles,4.18,724.2,-1.8,-0.23,36.9,22.2,37.4,24,0.02,4.72,107.8,33.6,1.3,0,7.116,7.321
6/27/2022,10:32:31 AM,Trout Bog,BogGhost,Charles,4.185,724.1,-1.8,-0.23,37.4,22.5,37.9,24,0.02,4.85,101.1,33.3,1.34,0,7.127,7.347
6/27/2022,10:32:33 AM,Trout Bog,BogGhost,Charles,4.194,724.1,-1.8,-0.23,38,22.9,38.5,25,0.02,5.01,91.9,21.5,1.4,0,7.145,7.464
6/27/2022,10:32:35 AM,Trout Bog,BogGhost,Charles,4.206,724.2,-1.8,-0.23,39,23.5,39.5,25,0.02,5.05,90,19.6,1.47,0,7.164,7.473
6/27/2022,10:32:37 AM,Trout Bog,BogGhost,Charles,4.218,724.2,-1.8,-0.23,40.3,24.3,40.8,26,0.02,5.08,88.1,17.9,1774.35,0,7.184,7.496
6/27/2022,10:32:39 AM,Trout Bog,BogGhost,Charles,4.231,724.1,-1.8,-0.23,41.8,25.2,42.3,27,0.02,5.1,87,17,199.54,0,7.203,7.478
