Date,Time,Site Name,Cond,Depth,nLFCond,ODO,ODO.1,ORP,Pressure,Sal,Sp_Cond,TDS,Turbidity,TSS,pH,pH.1,Temp,Vertical_Position,Barometer
6/14/2022,11:04:24,Trout Bog,15.8,0.277,17.6,80.3,7.28,241.4,0.007,0.01,17.4,11,0.59,0,4.54,125.3,20.18,0.281,712.3
6/14/2022,11:04:26,Trout Bog,13.3,0.277,14.8,80.4,7.28,241.6,0.007,0.01,14.7,10,0.59,0,4.54,125.4,20.194,0.274,712.3
6/14/2022,11:04:28,Trout Bog,12.4,0.277,13.8,80.4,7.28,241.8,0.007,0,13.7,9,0.61,0,4.54,125.4,20.217,0.27,712.3
6/14/2022,11:04:30,Trout Bog,12.4,0.277,13.8,80.4,7.28,242.3,0.007,0,13.7,9,0.6,0,4.54,125.8,20.227,0.273,712.3
6/14/2022,11:04:32,Trout Bog,12.4,0.277,13.8,80.5,7.29,242.7,0.008,0,13.7,9,0.61,0,4.53,126,20.229,0.289,712.3
6/14/2022,11:04:34,Trout Bog,12.4,0.277,13.8,80.6,7.29,243,0.007,0,13.7,9,0.6,0,4.53,126.2,20.24,0.275,712.3
6/14/2022,11:04:36,Trout Bog,13.2,0.277,14.6,80.6,7.29,243.3,0.008,0.01,14.5,9,0.62,0,4.53,126.3,20.238,0.283,712.3
6/14/2022,11:04:38,Trout Bog,14.8,0.278,16.5,80.5,7.29,243.6,0.008,0.01,16.3,11,0.61,0,4.53,126.3,20.188,0.268,712.3
6/14/2022,11:04:40,Trout Bog,17,0.277,18.9,80.2,7.28,243.8,0.008,0.01,18.7,12,0.6,0,4.53,126.3,20.073,0.294,712.4
6/14/2022,11:04:42,Trout Bog,17.1,0.278,19.1,80,7.28,243.9,0.008,0.01,18.9,12,0.59,0,4.53,126.2,19.94,0.265,712.3
6/14/2022,11:04:44,Trout Bog,17.1,0.277,19.1,79.7,7.27,244.1,0.007,0.01,19,12,0.59,0,4.53,126,19.831,0.283,712.3
6/14/2022,11:04:46,Trout Bog,17.1,0.277,19.2,79.5,7.26,244.4,0.008,0.01,19,12,0.59,0,4.53,126,19.719,0.27,712.3
6/14/2022,11:04:48,Trout Bog,17.1,0.277,19.2,79.2,7.25,244.8,0.008,0.01,19,12,0.58,0,4.53,126,19.598,0.286,712.3
6/14/2022,11:04:50,Trout Bog,17,0.279,19.2,78.8,7.24,245.2,0.01,0.01,19.1,12,0.57,0,4.53,126,19.469,0.315,712.3
6/14/2022,11:04:52,Trout Bog,17,0.283,19.3,78.5,7.23,245.5,0.016,0.01,19.1,12,0.57,0,4.53,125.8,19.353,0.366,712.3
6/14/2022,11:04:54,Trout Bog,17,0.287,19.3,78.2,7.21,245.6,0.021,0.01,19.1,12,0.57,0,4.53,125.5,19.265,0.364,712.3
6/14/2022,11:04:56,Trout Bog,17,0.293,19.3,77.9,7.19,246,0.029,0.01,19.1,12,0.57,0,4.53,125.3,19.191,0.373,712.3
6/14/2022,11:04:58,Trout Bog,16.9,0.298,19.3,77.5,7.17,246.4,0.037,0.01,19.1,12,0.56,0,4.54,125.3,19.108,0.398,712.3
6/14/2022,11:05:00,Trout Bog,16.9,0.304,19.3,77.2,7.16,246.9,0.046,0.01,19.1,12,0.58,0,4.54,125.2,19.042,0.406,712.3
6/14/2022,11:05:02,Trout Bog,16.9,0.312,19.3,77,7.14,247.3,0.057,0.01,19.1,12,0.59,0,4.54,125.1,19.001,0.451,712.3
6/14/2022,11:05:04,Trout Bog,16.9,0.321,19.3,76.7,7.12,247.8,0.07,0.01,19.1,12,0.59,0,4.54,125.1,18.969,0.451,712.3
6/14/2022,11:05:06,Trout Bog,16.9,0.331,19.3,76.6,7.11,248.3,0.084,0.01,19.1,12,0.58,0,4.54,125,18.956,0.469,712.5
6/14/2022,11:05:08,Trout Bog,16.8,0.341,19.2,76.4,7.09,248.8,0.097,0.01,19,12,0.58,0,4.54,125,18.945,0.467,712.3
6/14/2022,11:05:10,Trout Bog,16.8,0.351,19.2,76.2,7.08,249.2,0.112,0.01,19,12,0.59,0,4.54,125,18.923,0.475,712.3
6/14/2022,11:05:12,Trout Bog,16.8,0.361,19.2,76,7.06,249.6,0.127,0.01,19,12,0.58,0,4.54,125,18.899,0.483,712.3
6/14/2022,11:05:14,Trout Bog,16.8,0.372,19.2,75.8,7.05,250.1,0.142,0.01,19,12,0.57,0,4.54,125,18.862,0.492,712.4
6/14/2022,11:05:16,Trout Bog,16.8,0.386,19.2,75.5,7.03,250.5,0.161,0.01,19,12,0.55,0,4.54,125,18.817,0.52,712.3
6/14/2022,11:05:18,Trout Bog,16.8,0.401,19.2,75.3,7.01,250.9,0.183,0.01,19,12,0.55,0,4.54,125,18.781,0.574,712.3
6/14/2022,11:05:20,Trout Bog,16.7,0.416,19.2,74.9,6.99,251.2,0.205,0.01,19,12,0.55,0,4.54,125,18.714,0.577,712.3
6/14/2022,11:05:22,Trout Bog,16.7,0.435,19.2,74.5,6.96,251.6,0.232,0.01,19,12,0.56,0,4.53,125,18.649,0.634,712.3
6/14/2022,11:05:24,Trout Bog,16.7,0.453,19.3,74,6.93,252,0.257,0.01,19.1,12,0.54,0,4.53,125.1,18.579,0.648,712.3
6/14/2022,11:05:26,Trout Bog,16.7,0.475,19.3,70.1,6.56,252.4,0.289,0.01,19.1,12,0.57,0,4.53,125.2,18.516,0.685,712.3
6/14/2022,11:05:28,Trout Bog,16.7,0.494,19.4,67.8,6.36,252.8,0.316,0.01,19.1,12,0.58,0,4.53,125.2,18.407,0.702,712.3
