Date,Time,Site,Unit ID,User ID,Temp,Barometer,ODO,ODO.1,Sp_Cond,C-uS/cm-18E103508,nLFC-uS/cm-18E103508,TDS,Sal,pH,pH.1,ORP,Turbidity,TSS,Depth,Vertical_Position,Pressure
7/18/2022,12:10:34 PM,Trout Bog,BogGhost,Charles,25.494,715.3,84.6,6.93,19,19.2,19,12,0.01,4.44,133.4,291,-0.46,0,0.29,0.39,0.026
7/18/2022,12:10:36 PM,Trout Bog,BogGhost,Charles,25.357,715.2,83.9,6.88,18.9,19.1,18.9,12,0.01,4.45,132.9,291.5,-0.47,0,0.296,0.382,0.034
7/18/2022,12:10:38 PM,Trout Bog,BogGhost,Charles,25.194,715.2,83.2,6.84,18.9,19,18.9,12,0.01,4.46,131.8,292.1,-0.48,0,0.303,0.416,0.044
7/18/2022,12:10:40 PM,Trout Bog,BogGhost,Charles,25.093,715.2,82.7,6.82,18.9,18.9,18.9,12,0.01,4.48,130.5,292.5,-0.48,0,0.309,0.406,0.053
7/18/2022,12:10:42 PM,Trout Bog,BogGhost,Charles,24.983,715.2,82.5,6.82,18.9,18.9,18.9,12,0.01,4.5,129.7,293.4,-0.49,0,0.317,0.418,0.063
7/18/2022,12:10:44 PM,Trout Bog,BogGhost,Charles,24.878,715.1,82.5,6.83,18.8,18.8,18.8,12,0.01,4.51,129.1,294.5,-0.48,0,0.324,0.429,0.073
7/18/2022,12:10:46 PM,Trout Bog,BogGhost,Charles,24.779,715.1,82.6,6.85,18.8,18.7,18.8,12,0.01,4.51,128.6,295.9,-0.47,0,0.334,0.455,0.087
7/18/2022,12:10:48 PM,Trout Bog,BogGhost,Charles,24.672,715.2,82.7,6.88,18.8,18.7,18.8,12,0.01,4.52,128.3,297.1,-0.47,0,0.343,0.496,0.101
7/18/2022,12:10:50 PM,Trout Bog,BogGhost,Charles,24.577,715.2,83.1,6.92,18.8,18.6,18.8,12,0.01,4.52,128,298.3,-0.48,0,0.356,0.492,0.119
7/18/2022,12:10:52 PM,Trout Bog,BogGhost,Charles,24.506,715.2,83.5,6.96,18.7,18.5,18.7,12,0.01,4.53,127.8,299.5,-0.47,0,0.367,0.523,0.135
7/18/2022,12:10:54 PM,Trout Bog,BogGhost,Charles,24.446,715.2,83.8,6.99,18.7,18.5,18.7,12,0.01,4.53,127.6,300.6,-0.46,0,0.381,0.525,0.154
7/18/2022,12:10:56 PM,Trout Bog,BogGhost,Charles,24.397,715.2,83.9,7.01,18.7,18.5,18.7,12,0.01,4.53,127.4,301.8,-0.45,0,0.394,0.551,0.173
7/18/2022,12:10:58 PM,Trout Bog,BogGhost,Charles,24.317,715.1,84,7.02,18.7,18.4,18.7,12,0.01,4.53,127.3,302.9,-0.45,0,0.409,0.576,0.194
7/18/2022,12:11:00 PM,Trout Bog,BogGhost,Charles,24.243,715.1,83.9,7.03,18.7,18.4,18.7,12,0.01,4.53,127.2,304,-0.45,0,0.425,0.589,0.217
7/18/2022,12:11:02 PM,Trout Bog,BogGhost,Charles,24.138,715.1,78.6,6.6,18.7,18.4,18.8,12,0.01,4.53,127.2,305,-0.46,0,0.442,0.608,0.241
7/18/2022,12:11:04 PM,Trout Bog,BogGhost,Charles,23.989,715.2,75.2,6.33,18.8,18.5,18.9,12,0.01,4.53,127.2,306.1,-0.46,0,0.461,0.638,0.268
7/18/2022,12:11:06 PM,Trout Bog,BogGhost,Charles,23.857,715.2,73.2,6.18,18.9,18.5,19,12,0.01,4.53,127.3,307.1,-0.47,0,0.48,0.67,0.295
7/18/2022,12:11:08 PM,Trout Bog,BogGhost,Charles,23.731,715.1,67.8,5.73,19,18.6,19.1,12,0.01,4.53,127.4,308.2,-0.46,0,0.501,0.719,0.325
7/18/2022,12:11:10 PM,Trout Bog,BogGhost,Charles,23.634,715.2,65.4,5.55,19.1,18.6,19.1,12,0.01,4.52,127.5,309.2,-0.47,0,0.519,0.709,0.35
7/18/2022,12:11:12 PM,Trout Bog,BogGhost,Charles,23.546,715.2,64.7,5.49,19.2,18.6,19.2,12,0.01,4.52,127.7,310.2,-0.49,0,0.54,0.754,0.38
7/18/2022,12:11:14 PM,Trout Bog,BogGhost,Charles,23.394,715.1,64,5.45,19.3,18.7,19.3,13,0.01,4.51,127.9,311.1,-0.48,0,0.558,0.748,0.405
7/18/2022,12:11:16 PM,Trout Bog,BogGhost,Charles,21.966,715.2,63.4,5.53,19.9,18.8,20,13,0.01,4.5,128.2,312.1,-0.48,0,0.579,0.785,0.436
7/18/2022,12:11:18 PM,Trout Bog,BogGhost,Charles,21.871,715.2,62.8,5.51,20.1,18.9,20.2,13,0.01,4.49,128.6,313.1,-0.46,0,0.599,0.828,0.464
7/18/2022,12:11:20 PM,Trout Bog,BogGhost,Charles,21.454,715.3,53.2,4.69,20.5,19.2,20.7,13,0.01,4.48,129.1,314.1,-0.43,0,0.622,0.842,0.497
7/18/2022,12:11:22 PM,Trout Bog,BogGhost,Charles,21.282,715.2,48,4.25,21.1,19.6,21.2,14,0.01,4.46,129.8,315.2,-0.41,0,0.644,0.885,0.528
7/18/2022,12:11:24 PM,Trout Bog,BogGhost,Charles,21.132,715.1,38.1,3.39,21.7,20.1,21.9,14,0.01,4.45,130.5,316.2,-0.38,0,0.667,0.904,0.56
7/18/2022,12:11:26 PM,Trout Bog,BogGhost,Charles,21.038,715.2,33.3,2.96,22.4,20.7,22.6,15,0.01,4.44,131.2,317.2,-0.36,0,0.692,0.937,0.596
7/18/2022,12:11:28 PM,Trout Bog,BogGhost,Charles,20.948,715.1,30.2,2.7,23.1,21.4,23.3,15,0.01,4.42,132.1,318.3,-0.32,0,0.715,0.964,0.629
7/18/2022,12:11:30 PM,Trout Bog,BogGhost,Charles,20.864,715.1,23.9,2.13,23.9,22,24.1,16,0.01,4.41,132.9,319.3,-0.29,0,0.74,0.979,0.665
7/18/2022,12:11:32 PM,Trout Bog,BogGhost,Charles,20.733,715.1,21.6,1.93,24.5,22.5,24.7,16,0.01,4.39,133.8,320.3,-0.26,0,0.762,1.008,0.696
7/18/2022,12:11:34 PM,Trout Bog,BogGhost,Charles,20.569,715.1,20.2,1.81,25.1,23,25.3,16,0.01,4.37,134.7,321.2,-0.26,0,0.791,1.035,0.737
7/18/2022,12:11:36 PM,Trout Bog,BogGhost,Charles,20.435,715.2,19.1,1.72,25.5,23.3,25.8,17,0.01,4.36,135.5,322.1,-0.28,0,0.814,1.028,0.77
7/18/2022,12:11:38 PM,Trout Bog,BogGhost,Charles,20.299,715.2,18.2,1.65,26,23.6,26.2,17,0.01,4.34,136.3,322.8,-0.25,0,0.84,1.06,0.806
7/18/2022,12:11:40 PM,Trout Bog,BogGhost,Charles,20.168,715.2,14.1,1.28,26.3,23.9,26.5,17,0.01,4.33,137,323.5,-0.23,0,0.862,1.045,0.838
7/18/2022,12:11:42 PM,Trout Bog,BogGhost,Charles,20.062,715.1,13,1.18,26.5,24,26.7,17,0.01,4.32,137.6,323.9,-0.22,0,0.886,1.071,0.872
7/18/2022,12:11:44 PM,Trout Bog,BogGhost,Charles,19.999,715.2,12.5,1.13,26.7,24.2,26.9,17,0.01,4.31,138.1,323.9,-0.21,0,0.907,1.072,0.901
7/18/2022,12:11:46 PM,Trout Bog,BogGhost,Charles,19.952,715.2,11.9,1.08,26.9,24.3,27.1,17,0.01,4.3,138.5,323.7,-0.21,0,0.928,1.077,0.931
7/18/2022,12:11:48 PM,Trout Bog,BogGhost,Charles,19.886,715.2,11.4,1.04,27,24.4,27.3,18,0.01,4.3,138.7,323.2,-0.16,0,0.947,1.103,0.958
7/18/2022,12:11:50 PM,Trout Bog,BogGhost,Charles,19.797,715.2,10.9,1,27.2,24.5,27.4,18,0.01,4.29,139,322.3,-0.09,0,0.967,1.1,0.987
7/18/2022,12:11:52 PM,Trout Bog,BogGhost,Charles,19.717,715.2,10.5,0.96,27.3,24.6,27.6,18,0.01,4.29,139.2,300.3,-0.05,0,0.984,1.117,1.01
7/18/2022,12:11:54 PM,Trout Bog,BogGhost,Charles,19.62,715.1,10,0.92,27.5,24.7,27.8,18,0.01,4.28,139.3,294.5,-0.02,0,1.001,1.125,1.035
7/18/2022,12:11:56 PM,Trout Bog,BogGhost,Charles,19.47,715.2,9.5,0.87,27.8,24.8,28,18,0.01,4.28,139.5,292.4,0.02,0,1.02,1.132,1.063
7/18/2022,12:11:58 PM,Trout Bog,BogGhost,Charles,19.297,715.2,8.7,0.8,28,25,28.3,18,0.01,4.28,139.6,290.4,0.06,0,1.036,1.141,1.084
7/18/2022,12:12:00 PM,Trout Bog,BogGhost,Charles,19.143,715.2,7.9,0.73,28.2,25.1,28.5,18,0.01,4.27,139.7,289.2,0.08,0,1.051,1.164,1.106
7/18/2022,12:12:02 PM,Trout Bog,BogGhost,Charles,19.008,715.1,7.2,0.67,28.4,25.1,28.7,18,0.01,4.27,139.8,288.4,0.11,0,1.065,1.169,1.126
7/18/2022,12:12:04 PM,Trout Bog,BogGhost,Charles,18.867,715.1,6.6,0.61,28.5,25.2,28.8,19,0.01,4.27,139.9,288,0.09,0,1.079,1.219,1.146
7/18/2022,12:12:06 PM,Trout Bog,BogGhost,Charles,18.725,715.2,6.1,0.57,28.7,25.2,29,19,0.01,4.26,140,287.9,0.1,0,1.092,1.201,1.164
7/18/2022,12:12:08 PM,Trout Bog,BogGhost,Charles,18.537,715.1,5.6,0.52,28.8,25.3,29.1,19,0.01,4.26,140.1,288.1,0.1,0,1.106,1.253,1.185
7/18/2022,12:12:10 PM,Trout Bog,BogGhost,Charles,18.328,715.1,5.2,0.48,29,25.3,29.3,19,0.01,4.26,140.3,288.5,0.07,0,1.118,1.263,1.201
7/18/2022,12:12:12 PM,Trout Bog,BogGhost,Charles,17.153,715.1,4.8,0.46,29.9,25.4,30.3,19,0.01,4.24,140.3,288.9,0.05,0,1.134,1.304,1.224
7/18/2022,12:12:14 PM,Trout Bog,BogGhost,Charles,17.105,715.2,4.5,0.43,30,25.4,30.3,19,0.01,4.24,140.4,289.5,0.02,0,1.146,1.318,1.241
7/18/2022,12:12:16 PM,Trout Bog,BogGhost,Charles,16.66,715.1,4.2,0.41,30.3,25.5,30.7,20,0.01,4.24,140.5,290.1,-0.03,0,1.16,1.331,1.262
7/18/2022,12:12:18 PM,Trout Bog,BogGhost,Charles,16.471,715.1,3.9,0.38,30.5,25.5,30.9,20,0.01,4.23,140.6,290.6,-0.07,0,1.177,1.362,1.285
7/18/2022,12:12:20 PM,Trout Bog,BogGhost,Charles,16.34,715.1,3.7,0.36,30.6,25.6,31,20,0.01,4.23,140.6,291.4,-0.1,0,1.191,1.351,1.306
7/18/2022,12:12:22 PM,Trout Bog,BogGhost,Charles,16.162,715.2,3.5,0.34,30.7,25.5,31.2,20,0.01,4.23,140.6,292.5,-0.14,0,1.21,1.399,1.333
7/18/2022,12:12:24 PM,Trout Bog,BogGhost,Charles,16.052,715.2,3.3,0.33,30.8,25.5,31.2,20,0.01,4.23,140.7,293.7,-0.17,0,1.227,1.406,1.356
7/18/2022,12:12:26 PM,Trout Bog,BogGhost,Charles,15.952,715.2,3.1,0.31,30.8,25.4,31.2,20,0.01,4.23,140.7,295.1,-0.19,0,1.244,1.445,1.381
7/18/2022,12:12:28 PM,Trout Bog,BogGhost,Charles,15.776,715.2,3,0.29,30.8,25.4,31.2,20,0.01,4.23,140.6,296.4,-0.17,0,1.263,1.445,1.408
7/18/2022,12:12:30 PM,Trout Bog,BogGhost,Charles,15.55,715.2,2.8,0.28,30.8,25.3,31.3,20,0.01,4.22,140.6,297.7,-0.15,0,1.283,1.479,1.436
7/18/2022,12:12:32 PM,Trout Bog,BogGhost,Charles,15.311,715.1,2.6,0.26,30.9,25.2,31.4,20,0.01,4.22,140.5,298.9,-0.09,0,1.302,1.492,1.463
7/18/2022,12:12:34 PM,Trout Bog,BogGhost,Charles,15.093,715.2,2.4,0.25,31,25.1,31.4,20,0.01,4.22,140.4,300.1,0.09,0,1.322,1.531,1.491
7/18/2022,12:12:36 PM,Trout Bog,BogGhost,Charles,14.88,715.1,2.3,0.23,31.1,25.1,31.5,20,0.01,4.22,140.3,301.1,0.34,0,1.342,1.553,1.521
7/18/2022,12:12:38 PM,Trout Bog,BogGhost,Charles,14.612,715.2,2.1,0.22,31.2,25,31.7,20,0.01,4.22,140.1,302,0.64,0,1.363,1.573,1.551
7/18/2022,12:12:40 PM,Trout Bog,BogGhost,Charles,14.382,715.2,2,0.2,31.3,24.9,31.7,20,0.01,4.23,139.8,302.7,0.88,0,1.386,1.605,1.583
7/18/2022,12:12:42 PM,Trout Bog,BogGhost,Charles,13.042,715.1,1.9,0.19,32.1,24.8,32.7,21,0.01,4.22,139.6,303.4,1.15,0,1.407,1.602,1.613
7/18/2022,12:12:44 PM,Trout Bog,BogGhost,Charles,13,715.1,1.7,0.18,32,24.7,32.5,21,0.01,4.22,139.3,304.1,1.38,0,1.431,1.611,1.647
7/18/2022,12:12:46 PM,Trout Bog,BogGhost,Charles,12.918,715.2,1.6,0.17,31.8,24.5,32.4,21,0.01,4.23,138.9,304.7,1.62,0,1.452,1.62,1.677
7/18/2022,12:12:48 PM,Trout Bog,BogGhost,Charles,13.065,715.1,1.5,0.16,31.4,24.3,32,20,0.01,4.23,138.6,305.2,1.79,0,1.471,1.653,1.705
7/18/2022,12:12:50 PM,Trout Bog,BogGhost,Charles,13.01,715.1,1.4,0.15,31.1,24,31.6,20,0.01,4.24,138.2,305.7,1.8,0,1.488,1.651,1.728
7/18/2022,12:12:52 PM,Trout Bog,BogGhost,Charles,12.929,715.1,1.3,0.14,30.8,23.7,31.3,20,0.01,4.25,137.9,306.1,1.84,0,1.508,1.674,1.757
7/18/2022,12:12:54 PM,Trout Bog,BogGhost,Charles,12.858,715.1,1.2,0.13,30.4,23.3,30.9,20,0.01,4.25,137.5,306.5,1.85,0,1.527,1.674,1.783
7/18/2022,12:12:56 PM,Trout Bog,BogGhost,Charles,12.776,715,1.2,0.12,30,23,30.5,19,0.01,4.26,137.1,306.8,1.88,0,1.544,1.686,1.808
7/18/2022,12:12:58 PM,Trout Bog,BogGhost,Charles,12.643,715.1,1.1,0.11,29.6,22.6,30.1,19,0.01,4.27,136.7,307.1,1.87,0,1.561,1.7,1.832
7/18/2022,12:13:00 PM,Trout Bog,BogGhost,Charles,12.456,715.1,1,0.11,29.3,22.3,29.8,19,0.01,4.27,136.3,307.3,1.87,0,1.579,1.707,1.857
7/18/2022,12:13:02 PM,Trout Bog,BogGhost,Charles,12.248,715.1,0.9,0.1,29.1,22,29.6,19,0.01,4.27,136,307.6,1.86,0,1.595,1.746,1.881
7/18/2022,12:13:04 PM,Trout Bog,BogGhost,Charles,12.091,715,0.9,0.1,29,21.8,29.5,19,0.01,4.28,135.8,307.8,1.83,0,1.611,1.741,1.903
7/18/2022,12:13:06 PM,Trout Bog,BogGhost,Charles,11.927,715.2,0.8,0.09,28.8,21.6,29.3,19,0.01,4.28,135.5,308,1.79,0,1.629,1.784,1.929
7/18/2022,12:13:08 PM,Trout Bog,BogGhost,Charles,11.77,715.1,0.8,0.08,28.7,21.4,29.2,19,0.01,4.28,135.3,308.3,1.78,0,1.644,1.796,1.951
7/18/2022,12:13:10 PM,Trout Bog,BogGhost,Charles,11.624,715.1,0.7,0.08,28.5,21.2,29,19,0.01,4.28,135.1,308.5,1.76,0,1.662,1.816,1.976
7/18/2022,12:13:12 PM,Trout Bog,BogGhost,Charles,11.468,715.2,0.7,0.07,28.4,21.1,28.9,18,0.01,4.28,134.9,308.7,1.72,0,1.678,1.825,1.998
7/18/2022,12:13:14 PM,Trout Bog,BogGhost,Charles,11.3,715.1,0.6,0.07,28.3,20.9,28.8,18,0.01,4.29,134.8,309,1.67,0,1.694,1.858,2.022
7/18/2022,12:13:16 PM,Trout Bog,BogGhost,Charles,11.128,715.2,0.6,0.06,28.3,20.8,28.8,18,0.01,4.29,134.7,309.2,1.62,0,1.709,1.849,2.042
7/18/2022,12:13:18 PM,Trout Bog,BogGhost,Charles,10.946,715.2,0.5,0.06,28.3,20.7,28.8,18,0.01,4.29,134.6,309.5,1.56,0,1.724,1.873,2.065
7/18/2022,12:13:20 PM,Trout Bog,BogGhost,Charles,10.786,715.2,0.5,0.06,28.3,20.6,28.8,18,0.01,4.28,134.6,309.7,1.51,0,1.737,1.86,2.083
7/18/2022,12:13:22 PM,Trout Bog,BogGhost,Charles,10.655,715.2,0.5,0.05,28.3,20.6,28.8,18,0.01,4.28,134.6,309.9,1.46,0,1.753,1.899,2.106
7/18/2022,12:13:24 PM,Trout Bog,BogGhost,Charles,10.55,715,0.5,0.05,28.3,20.5,28.8,18,0.01,4.28,134.6,310.1,1.41,0,1.766,1.888,2.125
7/18/2022,12:13:26 PM,Trout Bog,BogGhost,Charles,10.457,715.2,0.4,0.05,28.2,20.4,28.7,18,0.01,4.28,134.6,310.2,1.38,0,1.782,1.912,2.147
7/18/2022,12:13:28 PM,Trout Bog,BogGhost,Charles,10.355,715.1,0.4,0.05,28.1,20.2,28.6,18,0.01,4.28,134.6,310.4,1.35,0,1.795,1.926,2.165
7/18/2022,12:13:30 PM,Trout Bog,BogGhost,Charles,10.258,715.1,0.4,0.05,27.9,20,28.4,18,0.01,4.28,134.5,310.5,1.34,0,1.811,1.948,2.188
7/18/2022,12:13:32 PM,Trout Bog,BogGhost,Charles,10.14,715.2,0.4,0.04,27.7,19.9,28.2,18,0.01,4.28,134.5,310.5,1.32,0,1.826,1.979,2.21
7/18/2022,12:13:34 PM,Trout Bog,BogGhost,Charles,10.011,715.2,0.3,0.04,27.6,19.7,28.1,18,0.01,4.28,134.4,310.6,1.31,0,1.844,1.982,2.235
7/18/2022,12:13:36 PM,Trout Bog,BogGhost,Charles,9.893,715.1,0.3,0.03,27.4,19.5,27.9,18,0.01,4.28,134.3,310.6,1.29,0,1.858,1.967,2.255
7/18/2022,12:13:38 PM,Trout Bog,BogGhost,Charles,9.786,715.2,0.3,0.03,27.3,19.4,27.8,18,0.01,4.28,134.2,310.6,1.27,0,1.871,1.994,2.274
7/18/2022,12:13:40 PM,Trout Bog,BogGhost,Charles,9.678,715.1,0.2,0.03,27.2,19.2,27.7,18,0.01,4.28,134,310.5,1.24,0,1.887,2.023,2.296
7/18/2022,12:13:42 PM,Trout Bog,BogGhost,Charles,9.583,715.1,0.2,0.03,27.1,19.1,27.5,18,0.01,4.29,133.9,310.5,1.24,0,1.901,2.019,2.316
7/18/2022,12:13:44 PM,Trout Bog,BogGhost,Charles,9.489,715.1,0.2,0.02,27,19,27.5,18,0.01,4.29,133.7,310.4,1.2,0,1.915,2.044,2.336
7/18/2022,12:13:46 PM,Trout Bog,BogGhost,Charles,9.412,715.1,0.2,0.02,26.9,18.9,27.4,17,0.01,4.29,133.5,310.4,1.2,0,1.927,2.027,2.354
7/18/2022,12:13:48 PM,Trout Bog,BogGhost,Charles,9.316,715.2,0.2,0.02,26.8,18.8,27.3,17,0.01,4.29,133.4,310.3,1.19,0,1.941,2.074,2.373
7/18/2022,12:13:50 PM,Trout Bog,BogGhost,Charles,9.222,715,0.1,0.02,26.7,18.7,27.2,17,0.01,4.29,133.2,310.2,1.17,0,1.952,2.061,2.389
7/18/2022,12:13:52 PM,Trout Bog,BogGhost,Charles,9.145,715.2,0.1,0.01,26.7,18.6,27.1,17,0.01,4.3,133,310.1,1.15,0,1.967,2.087,2.41
7/18/2022,12:13:54 PM,Trout Bog,BogGhost,Charles,9.06,715.1,0.1,0.01,26.6,18.5,27.1,17,0.01,4.3,132.9,310,1.14,0,1.976,2.064,2.423
7/18/2022,12:13:56 PM,Trout Bog,BogGhost,Charles,8.978,715.1,0.1,0.01,26.5,18.4,27,17,0.01,4.3,132.7,309.9,1.13,0,1.99,2.102,2.443
7/18/2022,12:13:58 PM,Trout Bog,BogGhost,Charles,8.903,715.1,0.1,0.01,26.5,18.4,27,17,0.01,4.3,132.6,309.8,1.15,0,2.001,2.113,2.459
7/18/2022,12:14:00 PM,Trout Bog,BogGhost,Charles,8.822,715.1,0,0,26.5,18.3,26.9,17,0.01,4.3,132.5,309.7,1.18,0,2.015,2.108,2.478
7/18/2022,12:14:02 PM,Trout Bog,BogGhost,Charles,8.753,715.2,0,0,26.4,18.2,26.9,17,0.01,4.3,132.4,309.6,1.16,0,2.027,2.136,2.495
7/18/2022,12:14:04 PM,Trout Bog,BogGhost,Charles,8.677,715.1,0,0,26.4,18.2,26.9,17,0.01,4.31,132.3,309.4,1.18,0,2.039,2.13,2.512
7/18/2022,12:14:06 PM,Trout Bog,BogGhost,Charles,8.611,715.1,0,0,26.4,18.1,26.8,17,0.01,4.31,132.2,309.3,1.21,0,2.049,2.152,2.527
7/18/2022,12:14:08 PM,Trout Bog,BogGhost,Charles,8.54,715.1,0,0,26.3,18.1,26.8,17,0.01,4.31,132.1,309.2,1.23,0,2.06,2.148,2.542
7/18/2022,12:14:10 PM,Trout Bog,BogGhost,Charles,8.46,715,0,-0.01,26.3,18,26.7,17,0.01,4.31,132,309.1,1.26,0,2.071,2.142,2.557
7/18/2022,12:14:12 PM,Trout Bog,BogGhost,Charles,8.392,715.1,-0.1,-0.01,26.2,17.9,26.7,17,0.01,4.31,131.9,309,1.27,0,2.079,2.178,2.57
7/18/2022,12:14:14 PM,Trout Bog,BogGhost,Charles,8.33,715.1,-0.1,-0.01,26.2,17.8,26.6,17,0.01,4.31,131.8,308.9,1.24,0,2.09,2.179,2.586
7/18/2022,12:14:16 PM,Trout Bog,BogGhost,Charles,8.253,715.1,-0.1,-0.01,26.1,17.8,26.6,17,0.01,4.31,131.7,308.7,1.25,0,2.1,2.202,2.6
7/18/2022,12:14:18 PM,Trout Bog,BogGhost,Charles,8.185,715.1,-0.1,-0.01,26.1,17.7,26.5,17,0.01,4.31,131.6,308.6,1.25,0,2.111,2.199,2.615
7/18/2022,12:14:20 PM,Trout Bog,BogGhost,Charles,8.13,715.1,-0.1,-0.01,26.1,17.7,26.5,17,0.01,4.31,131.5,308.5,1.23,0,2.119,2.19,2.627
7/18/2022,12:14:22 PM,Trout Bog,BogGhost,Charles,8.061,715.1,-0.1,-0.02,26,17.6,26.5,17,0.01,4.32,131.4,308.4,1.23,0,2.13,2.237,2.643
7/18/2022,12:14:24 PM,Trout Bog,BogGhost,Charles,7.999,715.1,-0.2,-0.02,26,17.6,26.5,17,0.01,4.32,131.3,308.3,1.2,0,2.14,2.227,2.656
7/18/2022,12:14:26 PM,Trout Bog,BogGhost,Charles,7.925,715.1,-0.2,-0.02,26.1,17.6,26.5,17,0.01,4.32,131.1,308.2,1.19,0,2.15,2.25,2.671
7/18/2022,12:14:28 PM,Trout Bog,BogGhost,Charles,7.859,715.1,-0.2,-0.02,26.1,17.5,26.5,17,0.01,4.32,131,308.1,1.19,0,2.16,2.277,2.685
7/18/2022,12:14:30 PM,Trout Bog,BogGhost,Charles,7.791,715.1,-0.2,-0.03,26.1,17.5,26.5,17,0.01,4.32,130.8,308,1.2,0,2.171,2.273,2.7
7/18/2022,12:14:32 PM,Trout Bog,BogGhost,Charles,7.711,715.1,-0.3,-0.03,26.1,17.5,26.5,17,0.01,4.33,130.7,307.8,1.18,0,2.182,2.309,2.717
7/18/2022,12:14:34 PM,Trout Bog,BogGhost,Charles,7.631,715.1,-0.3,-0.03,26,17.4,26.5,17,0.01,4.33,130.5,307.7,1.21,0,2.192,2.289,2.731
7/18/2022,12:14:36 PM,Trout Bog,BogGhost,Charles,7.553,715.2,-0.3,-0.04,26,17.3,26.4,17,0.01,4.33,130.3,307.6,1.2,0,2.205,2.342,2.749
7/18/2022,12:14:38 PM,Trout Bog,BogGhost,Charles,7.474,715.2,-0.3,-0.04,25.9,17.2,26.3,17,0.01,4.33,130.1,307.4,1.19,0,2.216,2.354,2.765
7/18/2022,12:14:40 PM,Trout Bog,BogGhost,Charles,7.4,715.2,-0.3,-0.04,25.8,17.1,26.2,17,0.01,4.33,130,307.1,1.19,0,2.23,2.388,2.784
7/18/2022,12:14:42 PM,Trout Bog,BogGhost,Charles,7.328,715.1,-0.4,-0.04,25.7,17,26.1,17,0.01,4.34,129.8,306.1,1.17,0,2.243,2.392,2.803
7/18/2022,12:14:44 PM,Trout Bog,BogGhost,Charles,7.234,715.2,-0.4,-0.04,25.7,17,26.1,17,0.01,4.34,129.7,285.2,1.16,0,2.259,2.452,2.826
7/18/2022,12:14:46 PM,Trout Bog,BogGhost,Charles,7.139,715.1,-0.4,-0.05,25.6,16.9,26.1,17,0.01,4.34,129.5,277.1,1.14,0,2.275,2.462,2.848
7/18/2022,12:14:48 PM,Trout Bog,BogGhost,Charles,7.092,715,-0.4,-0.05,25.6,16.8,26,17,0.01,4.35,129.2,273.1,1.11,0,2.293,2.495,2.874
7/18/2022,12:14:50 PM,Trout Bog,BogGhost,Charles,7.017,715,-0.4,-0.05,25.5,16.8,26,17,0.01,4.35,129,269,1.09,0,2.31,2.505,2.898
