Date,Time,Site,Unit ID,User ID,Temp,Barometer,ODO,ODO.1,Sp_Cond,C-uS/cm-18E103508,nLFC-uS/cm-18E103508,TDS,Sal,pH,pH.1,ORP,Turbidity,TSS,Depth,Vertical_Position,Pressure
8/22/2022,10:31:10 AM,Trout Bog,BogGhost,Charles,4.09,720.4,-1.2,-0.16,26,15.6,26.3,17,0.01,4.47,114.9,83.7,0.93,0,4.868,5.034,6.537
8/22/2022,10:31:12 AM,Trout Bog,BogGhost,Charles,4.085,720.4,-1.2,-0.16,26,15.6,26.4,17,0.01,4.47,114.9,83.4,0.93,0,4.886,5.09,6.562
8/22/2022,10:31:14 AM,Trout Bog,BogGhost,Charles,4.082,720.5,-1.2,-0.16,26.1,15.7,26.4,17,0.01,4.47,114.9,83.1,0.91,0,4.909,5.094,6.595
8/22/2022,10:31:16 AM,Trout Bog,BogGhost,Charles,4.082,720.5,-1.2,-0.16,26.1,15.7,26.5,17,0.01,4.47,115,82.8,0.91,0,4.933,5.138,6.628
8/22/2022,10:31:18 AM,Trout Bog,BogGhost,Charles,4.083,720.6,-1.2,-0.16,26.2,15.7,26.5,17,0.01,4.47,115,82.5,0.89,0,4.952,5.154,6.656
8/22/2022,10:31:20 AM,Trout Bog,BogGhost,Charles,4.085,720.5,-1.2,-0.16,26.2,15.7,26.6,17,0.01,4.47,115.1,82.3,0.89,0,4.971,5.15,6.682
8/22/2022,10:31:22 AM,Trout Bog,BogGhost,Charles,4.089,720.4,-1.2,-0.16,26.3,15.8,26.6,17,0.01,4.47,115.2,82.1,0.9,0,4.994,5.179,6.716
8/22/2022,10:31:24 AM,Trout Bog,BogGhost,Charles,4.09,720.4,-1.2,-0.16,26.3,15.8,26.6,17,0.01,4.47,115.4,82,0.91,0,5.016,5.199,6.747
8/22/2022,10:31:26 AM,Trout Bog,BogGhost,Charles,4.09,720.5,-1.2,-0.16,26.3,15.8,26.7,17,0.01,4.46,115.5,81.9,0.9,0,5.033,5.22,6.772
8/22/2022,10:31:28 AM,Trout Bog,BogGhost,Charles,4.088,720.5,-1.2,-0.16,26.3,15.8,26.7,17,0.01,4.46,115.8,81.8,0.9,0,5.058,5.254,6.806
8/22/2022,10:31:30 AM,Trout Bog,BogGhost,Charles,4.086,720.5,-1.2,-0.16,26.3,15.8,26.7,17,0.01,4.46,115.9,81.7,0.9,0,5.077,5.259,6.834
8/22/2022,10:31:32 AM,Trout Bog,BogGhost,Charles,4.082,720.6,-1.2,-0.16,26.3,15.8,26.7,17,0.01,4.45,116,81.6,0.9,0,5.094,5.279,6.858
8/22/2022,10:31:34 AM,Trout Bog,BogGhost,Charles,4.077,720.5,-1.2,-0.16,26.4,15.8,26.7,17,0.01,4.45,116.2,81.6,0.91,0,5.116,5.293,6.889
8/22/2022,10:31:36 AM,Trout Bog,BogGhost,Charles,4.074,720.5,-1.2,-0.16,26.4,15.8,26.7,17,0.01,4.45,116.3,81.5,0.89,0,5.134,5.278,6.915
8/22/2022,10:31:38 AM,Trout Bog,BogGhost,Charles,4.073,720.5,-1.2,-0.16,26.4,15.8,26.7,17,0.01,4.45,116.4,81.4,0.89,0,5.152,5.302,6.94
8/22/2022,10:31:40 AM,Trout Bog,BogGhost,Charles,4.072,720.5,-1.2,-0.16,26.4,15.8,26.7,17,0.01,4.45,116.4,81.4,0.88,0,5.168,5.321,6.963
8/22/2022,10:31:42 AM,Trout Bog,BogGhost,Charles,4.073,720.5,-1.2,-0.16,26.4,15.8,26.7,17,0.01,4.45,116.5,81.3,0.87,0,5.189,5.339,6.993
8/22/2022,10:31:44 AM,Trout Bog,BogGhost,Charles,4.073,720.5,-1.2,-0.16,26.4,15.8,26.7,17,0.01,4.45,116.5,81.2,0.87,0,5.202,5.337,7.011
8/22/2022,10:31:46 AM,Trout Bog,BogGhost,Charles,4.073,720.6,-1.2,-0.16,26.4,15.9,26.8,17,0.01,4.45,116.5,81.1,0.87,0,5.217,5.319,7.033
8/22/2022,10:31:48 AM,Trout Bog,BogGhost,Charles,4.073,720.5,-1.2,-0.16,26.4,15.9,26.8,17,0.01,4.45,116.5,81.1,0.87,0,5.235,5.357,7.058
8/22/2022,10:31:50 AM,Trout Bog,BogGhost,Charles,4.072,720.6,-1.2,-0.16,26.4,15.9,26.8,17,0.01,4.45,116.4,81,0.88,0,5.252,5.419,7.083
8/22/2022,10:31:52 AM,Trout Bog,BogGhost,Charles,4.071,720.6,-1.2,-0.16,26.4,15.9,26.8,17,0.01,4.45,116.4,80.8,0.87,0,5.268,5.425,7.106
8/22/2022,10:31:54 AM,Trout Bog,BogGhost,Charles,4.07,720.5,-1.2,-0.16,26.4,15.9,26.8,17,0.01,4.45,116.3,80.7,0.87,0,5.285,5.418,7.129
8/22/2022,10:31:56 AM,Trout Bog,BogGhost,Charles,4.069,720.6,-1.2,-0.16,26.5,15.9,26.8,17,0.01,4.45,116.3,80.4,0.89,0,5.3,5.454,7.151
8/22/2022,10:31:58 AM,Trout Bog,BogGhost,Charles,4.068,720.5,-1.2,-0.16,26.5,15.9,26.8,17,0.01,4.45,116.2,80.2,0.9,0,5.316,5.462,7.174
8/22/2022,10:32:00 AM,Trout Bog,BogGhost,Charles,4.067,720.5,-1.2,-0.16,26.5,15.9,26.8,17,0.01,4.45,116.1,80,0.9,0,5.33,5.487,7.194
8/22/2022,10:32:02 AM,Trout Bog,BogGhost,Charles,4.067,720.5,-1.2,-0.16,26.5,15.9,26.8,17,0.01,4.45,116,79.8,0.89,0,5.347,5.492,7.217
8/22/2022,10:32:04 AM,Trout Bog,BogGhost,Charles,4.067,720.5,-1.2,-0.16,26.5,15.9,26.9,17,0.01,4.45,116,79.5,0.88,0,5.363,5.529,7.241
8/22/2022,10:32:06 AM,Trout Bog,BogGhost,Charles,4.069,720.4,-1.2,-0.16,26.5,15.9,26.9,17,0.01,4.46,115.9,79.2,0.89,0,5.378,5.533,7.261
8/22/2022,10:32:08 AM,Trout Bog,BogGhost,Charles,4.07,720.5,-1.2,-0.16,26.6,15.9,26.9,17,0.01,4.46,115.9,79,0.89,0,5.395,5.582,7.285
8/22/2022,10:32:10 AM,Trout Bog,BogGhost,Charles,4.071,720.5,-1.2,-0.16,26.6,16,26.9,17,0.01,4.46,115.8,78.7,0.89,0,5.41,5.559,7.307
8/22/2022,10:32:12 AM,Trout Bog,BogGhost,Charles,4.073,720.5,-1.2,-0.16,26.6,16,27,17,0.01,4.46,115.8,78.4,0.88,0,5.428,5.622,7.333
8/22/2022,10:32:14 AM,Trout Bog,BogGhost,Charles,4.075,720.5,-1.2,-0.16,26.7,16,27,17,0.01,4.46,115.8,78.2,0.87,0,5.444,5.612,7.355
8/22/2022,10:32:16 AM,Trout Bog,BogGhost,Charles,4.077,720.6,-1.2,-0.16,26.7,16.1,27.1,17,0.01,4.46,115.8,78,0.88,0,5.464,5.669,7.384
8/22/2022,10:32:18 AM,Trout Bog,BogGhost,Charles,4.078,720.5,-1.2,-0.16,26.8,16.1,27.2,17,0.01,4.46,115.8,77.8,0.89,0,5.48,5.663,7.407
8/22/2022,10:32:20 AM,Trout Bog,BogGhost,Charles,4.077,720.5,-1.2,-0.16,26.9,16.1,27.2,17,0.01,4.46,115.8,77.6,0.89,0,5.501,5.688,7.436
8/22/2022,10:32:22 AM,Trout Bog,BogGhost,Charles,4.077,720.5,-1.2,-0.16,26.9,16.2,27.3,18,0.01,4.46,115.8,77.5,0.91,0,5.52,5.734,7.464
8/22/2022,10:32:24 AM,Trout Bog,BogGhost,Charles,4.078,720.6,-1.2,-0.16,27,16.2,27.4,18,0.01,4.46,115.9,77.4,0.91,0,5.542,5.732,7.496
8/22/2022,10:32:26 AM,Trout Bog,BogGhost,Charles,4.079,720.5,-1.3,-0.16,27.1,16.3,27.5,18,0.01,4.46,115.9,77.2,0.93,0,5.563,5.776,7.524
8/22/2022,10:32:28 AM,Trout Bog,BogGhost,Charles,4.079,720.4,-1.3,-0.16,27.2,16.3,27.5,18,0.01,4.46,115.9,77.1,0.95,0,5.582,5.778,7.552
8/22/2022,10:32:30 AM,Trout Bog,BogGhost,Charles,4.08,720.4,-1.3,-0.16,27.2,16.3,27.6,18,0.01,4.46,115.9,77,0.97,0,5.602,5.81,7.58
8/22/2022,10:32:32 AM,Trout Bog,BogGhost,Charles,4.082,720.5,-1.3,-0.17,27.2,16.4,27.6,18,0.01,4.45,116,77,0.99,0,5.621,5.804,7.607
8/22/2022,10:32:34 AM,Trout Bog,BogGhost,Charles,4.085,720.5,-1.3,-0.17,27.3,16.4,27.7,18,0.01,4.45,116,76.9,0.99,0,5.644,5.817,7.64
8/22/2022,10:32:36 AM,Trout Bog,BogGhost,Charles,4.087,720.5,-1.3,-0.17,27.3,16.4,27.7,18,0.01,4.45,116,76.8,0.99,0,5.661,5.851,7.664
8/22/2022,10:32:38 AM,Trout Bog,BogGhost,Charles,4.09,720.5,-1.3,-0.17,27.4,16.4,27.7,18,0.01,4.45,116,76.7,0.98,0,5.683,5.858,7.696
8/22/2022,10:32:40 AM,Trout Bog,BogGhost,Charles,4.09,720.6,-1.3,-0.17,27.4,16.5,27.8,18,0.01,4.45,116,76.6,0.96,0,5.7,5.869,7.72
8/22/2022,10:32:42 AM,Trout Bog,BogGhost,Charles,4.091,720.5,-1.3,-0.17,27.5,16.5,27.8,18,0.01,4.45,116,76.5,0.97,0,5.719,5.884,7.746
8/22/2022,10:32:44 AM,Trout Bog,BogGhost,Charles,4.092,720.4,-1.3,-0.17,27.5,16.5,27.9,18,0.01,4.45,116,76.3,0.97,0,5.739,5.888,7.775
8/22/2022,10:32:46 AM,Trout Bog,BogGhost,Charles,4.092,720.4,-1.3,-0.17,27.6,16.6,27.9,18,0.01,4.45,116,76.2,0.95,0,5.754,5.91,7.796
8/22/2022,10:32:48 AM,Trout Bog,BogGhost,Charles,4.092,720.4,-1.3,-0.17,27.6,16.6,28,18,0.01,4.45,116,76,0.96,0,5.777,5.951,7.829
8/22/2022,10:32:50 AM,Trout Bog,BogGhost,Charles,4.093,720.4,-1.3,-0.17,27.7,16.6,28.1,18,0.01,4.46,115.9,75.8,0.95,0,5.794,5.96,7.853
8/22/2022,10:32:52 AM,Trout Bog,BogGhost,Charles,4.093,720.5,-1.3,-0.17,27.7,16.7,28.1,18,0.01,4.46,115.9,75.6,0.96,0,5.814,6.008,7.882
8/22/2022,10:32:54 AM,Trout Bog,BogGhost,Charles,4.095,720.5,-1.3,-0.17,27.8,16.7,28.2,18,0.01,4.46,115.7,75.3,0.96,0,5.835,5.986,7.912
8/22/2022,10:32:56 AM,Trout Bog,BogGhost,Charles,4.097,720.5,-1.3,-0.17,27.8,16.7,28.2,18,0.01,4.46,115.7,75,0.96,0,5.846,5.961,7.928
8/22/2022,10:32:58 AM,Trout Bog,BogGhost,Charles,4.099,720.5,-1.3,-0.17,27.9,16.7,28.2,18,0.01,4.46,115.6,74.7,0.94,0,5.868,6.033,7.959
8/22/2022,10:33:00 AM,Trout Bog,BogGhost,Charles,4.1,720.5,-1.3,-0.17,28,16.8,28.3,18,0.01,4.46,115.5,74.3,0.96,0,5.886,6.063,7.984
8/22/2022,10:33:02 AM,Trout Bog,BogGhost,Charles,4.102,720.6,-1.3,-0.17,28,16.9,28.4,18,0.01,4.47,115.4,74,0.95,0,5.903,6.087,8.009
8/22/2022,10:33:04 AM,Trout Bog,BogGhost,Charles,4.103,720.6,-1.3,-0.17,28.1,16.9,28.5,18,0.01,4.47,115.2,73.7,0.97,0,5.924,6.114,8.038
8/22/2022,10:33:06 AM,Trout Bog,BogGhost,Charles,4.104,720.5,-1.3,-0.17,28.2,16.9,28.6,18,0.01,4.47,115.1,73.3,0.98,0,5.94,6.096,8.061
8/22/2022,10:33:08 AM,Trout Bog,BogGhost,Charles,4.105,720.4,-1.3,-0.17,28.3,17,28.6,18,0.01,4.47,115,73,0.98,0,5.953,6.104,8.079
8/22/2022,10:33:10 AM,Trout Bog,BogGhost,Charles,4.107,720.5,-1.3,-0.17,28.3,17,28.7,18,0.01,4.47,114.9,72.6,0.99,0,5.973,6.16,8.108
8/22/2022,10:33:12 AM,Trout Bog,BogGhost,Charles,4.109,720.4,-1.3,-0.17,28.4,17.1,28.8,18,0.01,4.48,114.7,72.2,1.01,0,5.994,6.195,8.138
8/22/2022,10:33:14 AM,Trout Bog,BogGhost,Charles,4.112,720.4,-1.3,-0.17,28.4,17.1,28.8,18,0.01,4.48,114.6,71.9,1.01,0,6.009,6.18,8.16
8/22/2022,10:33:16 AM,Trout Bog,BogGhost,Charles,4.116,720.4,-1.3,-0.17,28.4,17.1,28.8,18,0.01,4.48,114.5,71.6,1.01,0,6.032,6.229,8.191
8/22/2022,10:33:18 AM,Trout Bog,BogGhost,Charles,4.119,720.6,-1.3,-0.17,28.5,17.1,28.9,19,0.01,4.48,114.4,71.2,1.01,0,6.046,6.222,8.211
8/22/2022,10:33:20 AM,Trout Bog,BogGhost,Charles,4.122,720.4,-1.3,-0.17,28.6,17.2,28.9,19,0.01,4.49,114.3,70.9,1.01,0,6.065,6.278,8.239
8/22/2022,10:33:22 AM,Trout Bog,BogGhost,Charles,4.126,720.5,-1.3,-0.17,28.7,17.2,29,19,0.01,4.49,114.1,70.4,1.02,0,6.089,6.299,8.272
8/22/2022,10:33:24 AM,Trout Bog,BogGhost,Charles,4.128,720.4,-1.3,-0.17,28.8,17.3,29.1,19,0.01,4.49,113.9,70.1,1.05,0,6.106,6.305,8.297
8/22/2022,10:33:26 AM,Trout Bog,BogGhost,Charles,4.131,720.4,-1.3,-0.17,28.9,17.4,29.3,19,0.01,4.5,113.8,69.7,1.04,0,6.128,6.309,8.329
8/22/2022,10:33:28 AM,Trout Bog,BogGhost,Charles,4.133,720.5,-1.3,-0.17,29,17.4,29.4,19,0.01,4.5,113.6,69.3,1.04,0,6.147,6.295,8.355
8/22/2022,10:33:30 AM,Trout Bog,BogGhost,Charles,4.134,720.5,-1.3,-0.17,29.1,17.5,29.5,19,0.01,4.5,113.4,68.9,1.05,0,6.16,6.298,8.374
8/22/2022,10:33:32 AM,Trout Bog,BogGhost,Charles,4.136,720.5,-1.3,-0.17,29.2,17.6,29.6,19,0.01,4.51,113.2,68.5,1.06,0,6.18,6.335,8.402
8/22/2022,10:33:34 AM,Trout Bog,BogGhost,Charles,4.138,720.5,-1.3,-0.17,29.3,17.6,29.7,19,0.01,4.51,113.1,68.1,1.08,0,6.197,6.347,8.427
8/22/2022,10:33:36 AM,Trout Bog,BogGhost,Charles,4.141,720.6,-1.3,-0.17,29.4,17.7,29.8,19,0.01,4.51,112.9,67.7,1.08,0,6.218,6.408,8.456
8/22/2022,10:33:38 AM,Trout Bog,BogGhost,Charles,4.143,720.5,-1.3,-0.17,29.5,17.8,29.9,19,0.01,4.52,112.6,67.2,1.06,0,6.24,6.408,8.488
8/22/2022,10:33:40 AM,Trout Bog,BogGhost,Charles,4.145,720.4,-1.3,-0.17,29.6,17.8,30,19,0.01,4.52,112.3,66.8,1.08,0,6.257,6.405,8.512
8/22/2022,10:33:42 AM,Trout Bog,BogGhost,Charles,4.146,720.6,-1.3,-0.17,29.7,17.8,30.1,19,0.01,4.53,112.1,66.4,1.09,0,6.272,6.428,8.533
8/22/2022,10:33:44 AM,Trout Bog,BogGhost,Charles,4.146,720.5,-1.3,-0.17,29.7,17.9,30.1,19,0.01,4.53,111.9,65.9,1.1,0,6.291,6.451,8.56
8/22/2022,10:33:46 AM,Trout Bog,BogGhost,Charles,4.147,720.5,-1.3,-0.17,29.8,17.9,30.2,19,0.01,4.53,111.7,65.5,1.11,0,6.312,6.498,8.591
8/22/2022,10:33:48 AM,Trout Bog,BogGhost,Charles,4.148,720.6,-1.3,-0.17,29.9,18,30.3,19,0.01,4.54,111.5,65.2,1.11,0,6.326,6.483,8.61
8/22/2022,10:33:50 AM,Trout Bog,BogGhost,Charles,4.15,720.6,-1.3,-0.17,29.9,18,30.3,19,0.01,4.54,111.3,64.8,1.12,0,6.344,6.516,8.635
8/22/2022,10:33:52 AM,Trout Bog,BogGhost,Charles,4.154,720.5,-1.3,-0.17,30,18.1,30.4,19,0.01,4.55,111,64.3,1.15,0,6.366,6.536,8.667
8/22/2022,10:33:54 AM,Trout Bog,BogGhost,Charles,4.159,720.5,-1.3,-0.17,30.1,18.1,30.5,20,0.01,4.55,110.7,63.8,1.16,0,6.381,6.536,8.689
8/22/2022,10:33:56 AM,Trout Bog,BogGhost,Charles,4.165,720.6,-1.3,-0.17,30.1,18.1,30.5,20,0.01,4.56,110.4,63.4,1.19,0,6.401,6.596,8.717
8/22/2022,10:33:58 AM,Trout Bog,BogGhost,Charles,4.169,720.4,-1.3,-0.17,30.2,18.2,30.6,20,0.01,4.56,110.2,63,1.22,0,6.415,6.593,8.737
8/22/2022,10:34:00 AM,Trout Bog,BogGhost,Charles,4.172,720.5,-1.3,-0.17,30.3,18.2,30.7,20,0.01,4.57,109.8,62.5,1.24,0,6.434,6.58,8.764
8/22/2022,10:34:02 AM,Trout Bog,BogGhost,Charles,4.174,720.5,-1.3,-0.17,30.4,18.3,30.8,20,0.01,4.57,109.6,62.1,1.24,0,6.449,6.606,8.785
8/22/2022,10:34:04 AM,Trout Bog,BogGhost,Charles,4.178,720.5,-1.3,-0.17,30.4,18.3,30.8,20,0.01,4.58,109.2,61.6,1.26,0,6.466,6.602,8.809
8/22/2022,10:34:06 AM,Trout Bog,BogGhost,Charles,4.18,720.4,-1.3,-0.17,30.5,18.3,30.9,20,0.01,4.59,108.9,61.2,1.27,0,6.481,6.658,8.83
8/22/2022,10:34:08 AM,Trout Bog,BogGhost,Charles,4.181,720.5,-1.3,-0.17,30.6,18.4,31,20,0.01,4.59,108.6,60.8,1.3,0,6.497,6.614,8.853
8/22/2022,10:34:10 AM,Trout Bog,BogGhost,Charles,4.182,720.5,-1.3,-0.17,30.7,18.5,31.1,20,0.01,4.6,108.2,60.2,1.3,0,6.517,6.678,8.881
8/22/2022,10:34:12 AM,Trout Bog,BogGhost,Charles,4.186,720.6,-1.3,-0.17,30.8,18.5,31.2,20,0.01,4.61,107.9,59.7,1.3,0,6.532,6.668,8.903
8/22/2022,10:34:14 AM,Trout Bog,BogGhost,Charles,4.189,720.6,-1.3,-0.17,30.9,18.6,31.3,20,0.01,4.61,107.6,59.3,1.3,0,6.548,6.681,8.925
8/22/2022,10:34:16 AM,Trout Bog,BogGhost,Charles,4.192,720.5,-1.3,-0.17,31,18.7,31.4,20,0.01,4.62,107.1,58.8,1.33,0,6.563,6.713,8.948
8/22/2022,10:34:18 AM,Trout Bog,BogGhost,Charles,4.193,720.5,-1.3,-0.17,31.1,18.7,31.5,20,0.01,4.63,106.8,58.3,1.35,0,6.58,6.714,8.971
8/22/2022,10:34:20 AM,Trout Bog,BogGhost,Charles,4.193,720.6,-1.3,-0.17,31.2,18.8,31.7,20,0.01,4.63,106.3,57.7,1.38,0,6.596,6.724,8.994
8/22/2022,10:34:22 AM,Trout Bog,BogGhost,Charles,4.195,720.4,-1.3,-0.17,31.3,18.9,31.7,20,0.01,4.64,106,57.3,1.39,0,6.611,6.74,9.015
8/22/2022,10:34:24 AM,Trout Bog,BogGhost,Charles,4.197,720.4,-1.3,-0.17,31.4,18.9,31.9,20,0.01,4.65,105.7,56.8,1.4,0,6.627,6.788,9.038
8/22/2022,10:34:26 AM,Trout Bog,BogGhost,Charles,4.199,720.4,-1.3,-0.17,31.5,19,32,20,0.01,4.65,105.4,56.3,1.4,0,6.641,6.777,9.058
8/22/2022,10:34:28 AM,Trout Bog,BogGhost,Charles,4.201,720.5,-1.3,-0.17,31.6,19.1,32,21,0.01,4.66,105.1,55.8,1.43,0,6.657,6.797,9.081
8/22/2022,10:34:30 AM,Trout Bog,BogGhost,Charles,4.203,720.5,-1.3,-0.17,31.7,19.1,32.1,21,0.01,4.66,104.8,55.3,1.44,0,6.672,6.825,9.102
8/22/2022,10:34:32 AM,Trout Bog,BogGhost,Charles,4.206,720.5,-1.3,-0.17,31.7,19.1,32.2,21,0.01,4.67,104.5,54.8,1.45,0,6.687,6.816,9.123
8/22/2022,10:34:34 AM,Trout Bog,BogGhost,Charles,4.209,720.5,-1.3,-0.17,31.8,19.2,32.2,21,0.01,4.67,104.3,54.4,1.45,0,6.703,6.86,9.146
8/22/2022,10:34:36 AM,Trout Bog,BogGhost,Charles,4.212,720.4,-1.3,-0.17,31.8,19.2,32.2,21,0.01,4.68,104,54,1.46,0,6.716,6.864,9.165
8/22/2022,10:34:38 AM,Trout Bog,BogGhost,Charles,4.214,720.6,-1.3,-0.17,31.9,19.2,32.3,21,0.01,4.68,103.9,53.7,1.48,0,6.729,6.865,9.184
8/22/2022,10:34:40 AM,Trout Bog,BogGhost,Charles,4.217,720.5,-1.3,-0.17,32.1,19.3,32.5,21,0.01,4.68,103.7,53.3,1.5,0,6.747,6.915,9.208
8/22/2022,10:34:42 AM,Trout Bog,BogGhost,Charles,4.221,720.4,-1.3,-0.17,32.3,19.5,32.7,21,0.01,4.69,103.5,52.9,1.51,0,6.764,6.889,9.233
8/22/2022,10:34:44 AM,Trout Bog,BogGhost,Charles,4.226,720.5,-1.3,-0.17,32.5,19.6,32.9,21,0.01,4.69,103.2,52.5,1.53,0,6.779,6.95,9.254
8/22/2022,10:34:46 AM,Trout Bog,BogGhost,Charles,4.231,720.5,-1.3,-0.17,32.7,19.8,33.2,21,0.01,4.7,102.9,52.1,1.54,0,6.797,6.954,9.279
8/22/2022,10:34:48 AM,Trout Bog,BogGhost,Charles,4.236,720.5,-1.3,-0.17,33,19.9,33.4,21,0.01,4.7,102.6,51.7,1.56,0,6.811,6.995,9.3
8/22/2022,10:34:50 AM,Trout Bog,BogGhost,Charles,4.242,720.5,-1.3,-0.17,33.3,20.1,33.8,22,0.01,4.71,102.3,51.2,1.59,0,6.827,7.007,9.322
8/22/2022,10:34:52 AM,Trout Bog,BogGhost,Charles,4.247,720.5,-1.3,-0.17,33.7,20.3,34.1,22,0.01,4.72,101.8,45.2,1.61,0,6.845,7.003,9.348
8/22/2022,10:34:54 AM,Trout Bog,BogGhost,Charles,4.252,720.6,-1.3,-0.17,34,20.5,34.5,22,0.01,4.73,101.2,44.8,1.61,0,6.861,7.031,9.37
8/22/2022,10:34:56 AM,Trout Bog,BogGhost,Charles,4.257,720.5,-1.3,-0.17,34.5,20.8,35,22,0.02,4.74,100.6,44.6,1.63,0,6.879,7.047,9.396
8/22/2022,10:34:58 AM,Trout Bog,BogGhost,Charles,4.259,720.5,-1.3,-0.17,35.1,21.2,35.6,23,0.02,4.75,100.1,44.4,1.64,0,6.895,7.066,9.419
8/22/2022,10:35:00 AM,Trout Bog,BogGhost,Charles,4.261,720.4,-1.3,-0.17,35.7,21.5,36.1,23,0.02,4.76,99.6,44.2,1.65,0,6.913,7.094,9.445
8/22/2022,10:35:02 AM,Trout Bog,BogGhost,Charles,4.261,720.6,-1.3,-0.17,36.4,22,36.8,24,0.02,4.77,99,44.2,1.66,0,6.932,7.095,9.472
8/22/2022,10:35:04 AM,Trout Bog,BogGhost,Charles,4.261,720.4,-1.3,-0.17,36.9,22.3,37.4,24,0.02,4.78,98.6,44.1,1.64,0,6.952,7.141,9.501
8/22/2022,10:35:06 AM,Trout Bog,BogGhost,Charles,4.261,720.4,-1.3,-0.17,37.4,22.6,37.9,24,0.02,4.79,98.1,43.9,1.67,0,6.968,7.121,9.524
8/22/2022,10:35:08 AM,Trout Bog,BogGhost,Charles,4.263,720.5,-1.3,-0.17,37.8,22.8,38.3,25,0.02,4.8,97.7,43.6,1.69,0,6.988,7.19,9.551
8/22/2022,10:35:10 AM,Trout Bog,BogGhost,Charles,4.264,720.4,-1.3,-0.17,38.1,23,38.6,25,0.02,4.8,97.2,43.3,1.71,0,7.006,7.184,9.577
8/22/2022,10:35:12 AM,Trout Bog,BogGhost,Charles,4.268,720.5,-1.3,-0.18,38.4,23.2,38.9,25,0.02,4.81,96.7,43,1.74,0,7.027,7.208,9.606
8/22/2022,10:35:14 AM,Trout Bog,BogGhost,Charles,4.273,720.5,-1.4,-0.18,38.6,23.3,39.1,25,0.02,4.82,96.3,42.6,1.76,0,7.046,7.258,9.633
8/22/2022,10:35:16 AM,Trout Bog,BogGhost,Charles,4.278,720.5,-1.4,-0.18,38.8,23.5,39.4,25,0.02,4.83,95.8,36.4,1.83,0,7.065,7.269,9.661
8/22/2022,10:35:18 AM,Trout Bog,BogGhost,Charles,4.284,720.5,-1.4,-0.18,39.2,23.7,39.7,25,0.02,4.84,95.2,36.1,1.87,0,7.087,7.294,9.693
8/22/2022,10:35:20 AM,Trout Bog,BogGhost,Charles,4.288,720.5,-1.4,-0.18,39.5,23.9,40.1,26,0.02,4.95,89.2,35.7,1.91,0,7.107,7.292,9.721
8/22/2022,10:35:22 AM,Trout Bog,BogGhost,Charles,4.291,720.4,-1.4,-0.18,39.8,24.1,40.4,26,0.02,4.96,88.8,35.4,1.92,0,7.127,7.29,9.748
8/22/2022,10:35:24 AM,Trout Bog,BogGhost,Charles,4.295,720.5,-1.4,-0.18,40.2,24.3,40.8,26,0.02,4.97,88.5,35.2,1.92,0,7.144,7.3,9.774
8/22/2022,10:35:26 AM,Trout Bog,BogGhost,Charles,4.299,720.6,-1.4,-0.18,40.7,24.6,41.2,26,0.02,4.97,88.3,34.9,1.94,0,7.164,7.346,9.802
8/22/2022,10:35:28 AM,Trout Bog,BogGhost,Charles,4.302,720.6,-1.4,-0.18,41.1,24.8,41.7,27,0.02,4.97,88.2,34.7,1.96,0,7.182,7.366,9.828
8/22/2022,10:35:30 AM,Trout Bog,BogGhost,Charles,4.305,720.4,-1.4,-0.18,41.4,25,41.9,27,0.02,4.98,87.9,34.5,1.97,0,7.203,7.407,9.858
8/22/2022,10:35:32 AM,Trout Bog,BogGhost,Charles,4.308,720.4,-1.4,-0.18,41.6,25.2,42.2,27,0.02,4.99,87.5,34.3,2.02,0,7.221,7.372,9.883
8/22/2022,10:35:34 AM,Trout Bog,BogGhost,Charles,4.313,720.5,-1.4,-0.18,41.9,25.3,42.5,27,0.02,4.99,87.3,34,2.08,0,7.242,7.439,9.913
8/22/2022,10:35:36 AM,Trout Bog,BogGhost,Charles,4.318,720.6,-1.4,-0.18,42.1,25.5,42.7,27,0.02,4.99,87,33.6,2.14,0,7.26,7.414,9.938
8/22/2022,10:35:38 AM,Trout Bog,BogGhost,Charles,4.323,720.6,-1.4,-0.18,42.3,25.6,42.9,28,0.02,5,86.8,27.2,2.27,0,7.281,7.482,9.969
8/22/2022,10:35:40 AM,Trout Bog,BogGhost,Charles,4.327,720.5,-1.4,-0.18,42.4,25.6,43,28,0.02,5,86.5,25.2,2.43,0,7.3,7.483,9.995
8/22/2022,10:35:42 AM,Trout Bog,BogGhost,Charles,4.331,720.5,-1.4,-0.18,42.4,25.7,43,28,0.02,5.01,86.3,24.5,559.54,0,7.317,7.499,10.02
