Date,Time,Site,PROBE_ID,Barometer,Cond,Sp_Cond,Sal,nLFCond,TDS,Temp,Sigma,Sigma.1,ODO,ODO.1,ODO.2,Turbidity,TSS,pH,pH.1,ORP,Pressure,Depth,Vertical_Position
7/4/2023,11:03:58 AM,Trout Bog,,717.1,20.8,19.9,0.01,19.8,13,81.5,-3.6,-3.6,-0.21,0,4.4,126.6,350.7,89.3,7.05,94.7,-0.001,0.271,0.27
7/4/2023,11:04:00 AM,Trout Bog,,717.1,20.8,19.9,0.01,19.7,13,81.6,-3.6,-3.6,-0.22,0,4.4,126.7,351.1,89.4,7.06,94.8,0,0.272,0.288
7/4/2023,11:04:02 AM,Trout Bog,,717.1,20.8,19.8,0.01,19.7,13,81.6,-3.6,-3.6,-0.23,0,4.4,127,351.6,89.5,7.06,94.9,-0.001,0.272,0.268
7/4/2023,11:04:04 AM,Trout Bog,,717,20.8,19.8,0.01,19.7,13,81.7,-3.6,-3.6,-0.22,0,4.39,127.4,352.3,89.7,7.07,95.1,0,0.272,0.276
7/4/2023,11:04:06 AM,Trout Bog,,717.1,20.8,19.8,0.01,19.7,13,81.8,-3.7,-3.7,-0.21,0,4.38,127.7,352.9,89.8,7.07,95.2,0,0.272,0.26
7/4/2023,11:04:08 AM,Trout Bog,,717.1,20.8,19.8,0.01,19.7,13,81.8,-3.7,-3.7,-0.22,0,4.38,128,353.5,89.9,7.08,95.3,-0.001,0.271,0.277
7/4/2023,11:04:10 AM,Trout Bog,,717.1,20.8,19.8,0.01,19.7,13,81.8,-3.7,-3.7,-0.21,0,4.38,128.3,354,89.9,7.08,95.3,0,0.272,0.268
7/4/2023,11:04:12 AM,Trout Bog,,717.1,20.9,19.8,0.01,19.7,13,81.8,-3.7,-3.7,-0.21,0,4.37,128.5,354.5,89.9,7.08,95.2,0,0.272,0.282
7/4/2023,11:04:14 AM,Trout Bog,,717.1,20.9,19.9,0.01,19.8,13,81.7,-3.6,-3.6,-0.21,0,4.37,128.8,355,89.8,7.07,95.1,0,0.272,0.263
7/4/2023,11:04:16 AM,Trout Bog,,717.1,20.9,19.9,0.01,19.8,13,81.6,-3.6,-3.6,-0.22,0,4.36,129,355.5,89.6,7.07,94.9,0.001,0.273,0.272
7/4/2023,11:04:18 AM,Trout Bog,,717.1,20.9,19.9,0.01,19.8,13,81.5,-3.6,-3.6,-0.22,0,4.36,129.1,356.1,89.4,7.06,94.7,0,0.272,0.285
7/4/2023,11:04:20 AM,Trout Bog,,717.1,20.9,20,0.01,19.9,13,81.3,-3.6,-3.6,-0.23,0,4.36,129.2,356.6,89.1,7.05,94.5,0.002,0.273,0.282
7/4/2023,11:04:22 AM,Trout Bog,,717.1,20.9,20,0.01,19.9,13,81.2,-3.6,-3.6,-0.23,0,4.35,129.4,357.3,88.9,7.04,94.2,0.001,0.273,0.295
7/4/2023,11:04:24 AM,Trout Bog,,717.1,20.8,20,0.01,19.9,13,81,-3.5,-3.5,-0.25,0,4.35,129.5,357.9,88.7,7.03,94,0.004,0.275,0.296
7/4/2023,11:04:26 AM,Trout Bog,,717.1,20.8,20,0.01,19.9,13,80.9,-3.5,-3.5,-0.25,0,4.35,129.4,358.6,88.3,7.02,93.6,0.007,0.277,0.325
7/4/2023,11:04:28 AM,Trout Bog,,717.1,20.8,20,0.01,20,13,80.6,-3.5,-3.5,-0.24,0,4.35,129.2,359.4,87.9,7,93.1,0.011,0.28,0.332
7/4/2023,11:04:30 AM,Trout Bog,,717.1,20.8,20.1,0.01,20,13,80.3,-3.4,-3.4,-0.22,0,4.35,129.2,360.3,87.4,6.98,92.6,0.018,0.285,0.367
7/4/2023,11:04:32 AM,Trout Bog,,717.1,20.8,20.6,0.01,20.5,13,78,-3.1,-3.1,-0.23,0,4.34,129.2,361.5,84.5,6.91,89.5,0.025,0.289,0.372
7/4/2023,11:04:34 AM,Trout Bog,,717.1,20.7,20.6,0.01,20.6,13,77.4,-3,-3,-0.22,0,4.34,129.1,362.9,83.3,6.83,88.2,0.036,0.297,0.436
7/4/2023,11:04:36 AM,Trout Bog,,717.1,20.6,20.6,0.01,20.6,13,77,-2.9,-2.9,-0.22,0,4.34,129.1,364.5,83.4,6.88,88.4,0.049,0.306,0.473
