Date,Time,Site,PROBE_ID,Barometer,Cond,Sp_Cond,Sal,nLFCond,TDS,Temp,Sigma,Sigma.1,ODO,ODO.1,ODO.2,Turbidity,TSS,pH,pH.1,ORP,Pressure,Depth,Vertical_Position
6/12/2023,10:05:28 AM,Trout Bog,BogGhost,714.4,16.8,20,0.01,20.3,13,16.72222222,-1.2,-1.2,72.5,7.05,77.2,0.5,0,4.04,144.1,421.8,0.013,0,0.292
6/12/2023,10:05:30 AM,Trout Bog,BogGhost,714.4,16.8,20,0.01,20.2,13,16.72222222,-1.2,-1.2,72.9,7.09,77.6,0.5,0,4.06,143,421.9,0.012,0.0125,0.277
6/12/2023,10:05:32 AM,Trout Bog,BogGhost,714.5,16.8,20,0.01,20.2,13,16.77777778,-1.2,-1.2,73.2,7.11,77.9,0.51,0,4.07,142.4,421.9,0.012,0.025,0.281
6/12/2023,10:05:34 AM,Trout Bog,BogGhost,714.4,16.8,20,0.01,20.2,13,16.77777778,-1.2,-1.2,73.8,7.17,78.5,0.5,0,4.08,141.9,421.9,0.012,0.0375,0.291
6/12/2023,10:05:36 AM,Trout Bog,BogGhost,714.5,16.8,20,0.01,20.2,13,16.77777778,-1.2,-1.2,74.3,7.22,79.1,0.51,0,4.07,142.2,422.7,0.012,0.05,0.287
6/12/2023,10:05:38 AM,Trout Bog,BogGhost,714.5,16.8,20,0.01,20.2,13,16.77777778,-1.2,-1.2,74.8,7.26,79.5,0.5,0,4.07,142.4,423.3,0.012,0.0625,0.278
6/12/2023,10:05:40 AM,Trout Bog,BogGhost,714.4,16.9,20,0.01,20.2,13,16.83333333,-1.2,-1.2,75.1,7.29,79.9,0.5,0,4.07,142.5,423.9,0.013,0.075,0.292
6/12/2023,10:05:42 AM,Trout Bog,BogGhost,714.5,16.9,20,0.01,20.3,13,16.83333333,-1.2,-1.2,75.4,7.32,80.2,0.52,0,4.07,142.7,424.3,0.013,0.0875,0.279
6/12/2023,10:05:44 AM,Trout Bog,BogGhost,714.4,16.9,20,0.01,20.3,13,16.83333333,-1.2,-1.2,75.6,7.34,80.5,0.52,0,4.06,142.8,424.7,0.013,0.1,0.289
6/12/2023,10:05:46 AM,Trout Bog,BogGhost,714.4,16.9,20,0.01,20.3,13,16.83333333,-1.2,-1.2,75.8,7.36,80.7,0.52,0,4.06,142.9,425,0.013,0.1125,0.285
6/12/2023,10:05:48 AM,Trout Bog,BogGhost,714.5,16.9,20,0.01,20.3,13,16.83333333,-1.2,-1.2,76,7.37,80.8,0.51,0,4.06,143,425.3,0.012,0.125,0.278
6/12/2023,10:05:50 AM,Trout Bog,BogGhost,714.5,16.9,20,0.01,20.3,13,16.83333333,-1.2,-1.2,76.2,7.39,81,0.53,0,4.06,143,425.5,0.013,0.1375,0.288
6/12/2023,10:05:52 AM,Trout Bog,BogGhost,714.5,16.9,20,0.01,20.3,13,16.83333333,-1.2,-1.2,76.3,7.4,81.1,0.52,0,4.06,143.1,425.8,0.012,0.15,0.285
6/12/2023,10:05:54 AM,Trout Bog,BogGhost,714.5,16.9,20,0.01,20.3,13,16.83333333,-1.2,-1.2,76.3,7.41,81.2,0.52,0,4.06,143,426,0.011,0.1625,0.269
6/12/2023,10:05:56 AM,Trout Bog,BogGhost,714.4,16.9,20,0.01,20.3,13,16.77777778,-1.2,-1.2,76.4,7.42,81.3,0.51,0,4.06,142.7,426,0.011,0.175,0.286
6/12/2023,10:05:58 AM,Trout Bog,BogGhost,714.4,16.9,20,0.01,20.3,13,16.77777778,-1.2,-1.2,76.4,7.42,81.3,0.5,0,4.07,142.2,425.8,0.011,0.1875,0.27
6/12/2023,10:06:00 AM,Trout Bog,BogGhost,714.4,16.9,20,0.01,20.3,13,16.77777778,-1.2,-1.2,76.5,7.43,81.4,0.49,0,4.08,141.8,425.7,0.012,0.2,0.286
6/12/2023,10:06:02 AM,Trout Bog,BogGhost,714.4,16.9,20,0.01,20.3,13,16.77777778,-1.2,-1.2,76.5,7.43,81.4,0.5,0,4.09,141.4,425.7,0.011,0.2125,0.266
6/12/2023,10:06:04 AM,Trout Bog,BogGhost,714.4,16.9,20,0.01,20.3,13,16.77777778,-1.2,-1.2,76.5,7.43,81.4,0.49,0,4.09,141.1,425.9,0.012,0.225,0.283
6/12/2023,10:06:06 AM,Trout Bog,BogGhost,714.4,16.9,20,0.01,20.3,13,16.77777778,-1.2,-1.2,76.5,7.43,81.4,0.48,0,4.1,140.8,426.1,0.011,0.2375,0.279
6/12/2023,10:06:08 AM,Trout Bog,BogGhost,714.5,16.9,20,0.01,20.3,13,16.72222222,-1.2,-1.2,76.5,7.43,81.4,0.48,0,4.1,140.6,426.3,0.014,0.25,0.315
6/12/2023,10:06:10 AM,Trout Bog,BogGhost,714.4,16.9,20,0.01,20.3,13,16.72222222,-1.2,-1.2,76.5,7.43,81.4,0.49,0,4.11,140.4,426.6,0.019,0.2625,0.361
6/12/2023,10:06:12 AM,Trout Bog,BogGhost,714.4,16.9,20,0.01,20.3,13,16.72222222,-1.2,-1.2,76.5,7.43,81.3,0.5,0,4.11,140.2,427,0.026,0.275,0.376
