DATE,TIME,SITE,PROBE_ID,Barometer,Cond,Sp_Cond,Sal,nLFCond,TDS,Temp,Sigma,Sigma.1,ODO,ODO.1,ODO.2,Turbidity,TSS,pH,pH.1,ORP,Pressure,Depth,Vertical_Position
7/29/2023,11:17:28 AM,Trout Bog,BogGhost,721.1,17.5,17.7,0.01,17.8,12,24.33333333,-2.8,-2.8,89.5,7.49,94.3,-0.04,0,4.32,131.9,374.4,0.001,0,0.261
7/29/2023,11:17:30 AM,Trout Bog,BogGhost,721.2,17.6,17.8,0.01,17.8,12,24.33333333,-2.8,-2.8,89.5,7.49,94.4,-0.03,0,4.32,131.9,374.7,0,0.0155,0.259
7/29/2023,11:17:32 AM,Trout Bog,BogGhost,721.1,17.6,17.8,0.01,17.9,12,24.33333333,-2.8,-2.8,89.6,7.5,94.4,-0.02,0,4.32,132,375,0.001,0.031,0.29
7/29/2023,11:17:34 AM,Trout Bog,BogGhost,721.2,18,18.2,0.01,18.2,12,24.33333333,-2.8,-2.8,89.6,7.5,94.5,-0.01,0,4.32,132.3,375.7,0,0.0465,0.273
7/29/2023,11:17:36 AM,Trout Bog,BogGhost,721.2,18,18.2,0.01,18.2,12,24.33333333,-2.8,-2.8,89.7,7.51,94.5,-0.01,0,4.31,132.6,376.4,0.001,0.062,0.27
7/29/2023,11:17:38 AM,Trout Bog,BogGhost,721.2,18,18.2,0.01,18.2,12,24.27777778,-2.8,-2.8,89.7,7.51,94.5,-0.01,0,4.3,132.9,377.2,0,0.0775,0.28
7/29/2023,11:17:40 AM,Trout Bog,BogGhost,721.2,18,18.2,0.01,18.3,12,24.27777778,-2.8,-2.8,89.6,7.51,94.5,-0.01,0,4.3,133.1,378,0,0.093,0.265
7/29/2023,11:17:42 AM,Trout Bog,BogGhost,721.2,18,18.3,0.01,18.3,12,24.22222222,-2.8,-2.8,89.6,7.5,94.4,-0.02,0,4.3,133.3,378.9,0,0.1085,0.28
7/29/2023,11:17:44 AM,Trout Bog,BogGhost,721.2,18,18.3,0.01,18.3,12,24.22222222,-2.7,-2.7,89.5,7.51,94.3,0,0,4.3,133.4,379.7,0.001,0.124,0.28
7/29/2023,11:17:46 AM,Trout Bog,BogGhost,721.1,18,18.3,0.01,18.3,12,24.11111111,-2.7,-2.7,89.5,7.51,94.3,-0.02,0,4.29,133.5,380.7,0,0.1395,0.271
7/29/2023,11:17:48 AM,Trout Bog,BogGhost,721.2,18,18.4,0.01,18.4,12,24.05555556,-2.7,-2.7,89.5,7.52,94.3,-0.01,0,4.29,133.5,381.7,0.001,0.155,0.276
7/29/2023,11:17:50 AM,Trout Bog,BogGhost,721.1,18,18.4,0.01,18.4,12,23.94444444,-2.7,-2.7,89.6,7.54,94.4,-0.01,0,4.29,133.6,382.8,0,0.1705,0.28
7/29/2023,11:17:52 AM,Trout Bog,BogGhost,721.2,18,18.4,0.01,18.5,12,23.88888889,-2.7,-2.7,89.7,7.56,94.5,-0.01,0,4.29,133.7,384,0.001,0.186,0.279
7/29/2023,11:17:54 AM,Trout Bog,BogGhost,721.2,18,18.4,0.01,18.5,12,23.83333333,-2.6,-2.6,89.9,7.59,94.7,0,0,4.29,133.7,385.2,0.003,0.2015,0.32
7/29/2023,11:17:56 AM,Trout Bog,BogGhost,721.2,18,18.5,0.01,18.5,12,23.77777778,-2.6,-2.6,90,7.61,94.9,-0.01,0,4.29,133.5,386.3,0.007,0.217,0.31
7/29/2023,11:17:58 AM,Trout Bog,BogGhost,721.1,18,18.5,0.01,18.5,12,23.66666667,-2.6,-2.6,90.2,7.63,95,0,0,4.29,133.3,387.3,0.012,0.2325,0.341
7/29/2023,11:18:00 AM,Trout Bog,BogGhost,721.1,18,18.5,0.01,18.5,12,23.66666667,-2.6,-2.6,90.3,7.65,95.2,-0.01,0,4.3,133.1,388.4,0.016,0.248,0.336
7/29/2023,11:18:02 AM,Trout Bog,BogGhost,721.2,18,18.5,0.01,18.5,12,23.61111111,-2.6,-2.6,90.4,7.67,95.3,-0.03,0,4.3,132.9,389.7,0.023,0.2635,0.375
7/29/2023,11:18:04 AM,Trout Bog,BogGhost,721.2,18,18.5,0.01,18.5,12,23.55555556,-2.6,-2.6,90.5,7.68,95.4,-0.04,0,4.3,132.9,391.1,0.031,0.279,0.394
7/29/2023,11:18:06 AM,Trout Bog,BogGhost,721.2,17.9,18.5,0.01,18.5,12,23.55555556,-2.6,-2.6,90.5,7.69,95.4,-0.02,0,4.3,132.8,392.5,0.042,0.2945,0.409
7/29/2023,11:18:08 AM,Trout Bog,BogGhost,721.2,17.9,18.5,0.01,18.5,12,23.5,-2.6,-2.6,90.5,7.69,95.4,-0.02,0,4.3,132.8,393.8,0.053,0.309,0.441
7/29/2023,11:18:10 AM,Trout Bog,BogGhost,721.1,17.9,18.5,0.01,18.5,12,23.44444444,-2.6,-2.6,90.5,7.69,95.3,-0.01,0,4.3,132.8,395.2,0.067,0.319,0.455
7/29/2023,11:18:12 AM,Trout Bog,BogGhost,721.2,17.9,18.5,0.01,18.5,12,23.38888889,-2.5,-2.5,90.3,7.69,95.2,-0.01,0,4.3,132.7,396.6,0.082,0.33,0.502
7/29/2023,11:18:14 AM,Trout Bog,BogGhost,721.2,17.9,18.5,0.01,18.5,12,23.33333333,-2.5,-2.5,90.1,7.68,95,-0.01,0,4.3,132.7,397.9,0.098,0.341,0.499
7/29/2023,11:18:16 AM,Trout Bog,BogGhost,721.1,17.9,18.5,0.01,18.6,12,23.22222222,-2.5,-2.5,90,7.68,94.8,0.06,0,4.3,132.6,399.2,0.119,0.356,0.548
7/29/2023,11:18:18 AM,Trout Bog,BogGhost,721,17.9,18.5,0.01,18.6,12,23.16666667,-2.5,-2.5,89.8,7.67,94.6,0.11,0,4.3,132.6,400.4,0.139,0.37,0.561
