Date,Time,Site,PROBE_ID,Barometer,Cond,Sp_Cond,Sal,nLFCond,TDS,Temp,Sigma,Sigma.1,ODO,ODO.1,ODO.2,Turbidity,TSS,pH,pH.1,ORP,Pressure,Depth,Vertical_Position
8/7/2023,11:58:58 AM,Trout Bog,BogGhost,716.1,18.9,18.5,0.01,18.4,12,26.16666667,-3.2,-3.2,94.6,7.66,100.4,0.07,0,4.46,122.7,395.6,0.007,0,0.273
8/7/2023,11:59:00 AM,Trout Bog,BogGhost,715.9,18.9,18.5,0.01,18.4,12,26.16666667,-3.2,-3.2,94.6,7.66,100.4,0.08,0,4.46,122.8,395.8,0.006,0.018,0.271
8/7/2023,11:59:02 AM,Trout Bog,BogGhost,716,18.9,18.5,0.01,18.4,12,26.16666667,-3.2,-3.2,94.6,7.66,100.5,0.09,0,4.46,122.8,395.9,0.007,0.036,0.279
8/7/2023,11:59:04 AM,Trout Bog,BogGhost,716,18.9,18.5,0.01,18.4,12,26.16666667,-3.2,-3.2,94.7,7.66,100.5,0.1,0,4.27,133.9,396.5,0.006,0.054,0.276
8/7/2023,11:59:06 AM,Trout Bog,BogGhost,716,18.9,18.5,0.01,18.4,12,26.16666667,-3.2,-3.2,94.7,7.66,100.5,0.14,0,4.21,137.6,412.2,0.006,0.072,0.268
8/7/2023,11:59:08 AM,Trout Bog,BogGhost,715.9,18.9,18.5,0.01,18.4,12,26.11111111,-3.2,-3.2,94.6,7.66,100.4,0.29,0,4.25,134.9,407.8,0.006,0.09,0.288
8/7/2023,11:59:10 AM,Trout Bog,BogGhost,716,18.9,18.5,0.01,18.5,12,26.05555556,-3.2,-3.2,94.3,7.65,100.1,0.45,0,4.3,132.3,407,0.006,0.108,0.263
8/7/2023,11:59:12 AM,Trout Bog,BogGhost,716,18.9,18.9,0.01,18.9,12,24.83333333,-2.9,-2.9,90.5,7.35,96.1,0.49,0,4.32,130.8,406.7,0.006,0.126,0.29
8/7/2023,11:59:14 AM,Trout Bog,BogGhost,716,18.9,19,0.01,19,12,24.77777778,-2.9,-2.9,90.4,7.5,96,0.52,0,4.33,129.8,406.9,0.005,0.144,0.263
8/7/2023,11:59:16 AM,Trout Bog,BogGhost,716,18.9,19,0.01,19,12,24.77777778,-2.9,-2.9,89.1,7.38,94.6,0.51,0,4.34,129.1,407.4,0.006,0.162,0.292
8/7/2023,11:59:18 AM,Trout Bog,BogGhost,716,18.9,19.1,0.01,19.1,12,24.44444444,-2.8,-2.8,89,7.43,94.5,0.49,0,4.35,128.5,408,0.006,0.18,0.297
8/7/2023,11:59:20 AM,Trout Bog,BogGhost,716,18.9,19.1,0.01,19.1,12,24.44444444,-2.8,-2.8,88.8,7.42,94.3,0.46,0,4.35,128,408.7,0.009,0.198,0.301
8/7/2023,11:59:22 AM,Trout Bog,BogGhost,716.1,18.8,19,0.01,19,12,24.61111111,-2.8,-2.8,88.7,7.39,94.1,0.35,0,4.36,127.6,409.4,0.011,0.216,0.322
8/7/2023,11:59:24 AM,Trout Bog,BogGhost,716,18.8,19,0.01,19,12,24.61111111,-2.8,-2.8,88.6,7.37,94,0.22,0,4.37,127.2,410.1,0.015,0.234,0.332
8/7/2023,11:59:26 AM,Trout Bog,BogGhost,716.1,18.8,18.9,0.01,19,12,24.61111111,-2.8,-2.8,88.4,7.36,93.9,0.13,0,4.37,127,410.8,0.02,0.252,0.355
8/7/2023,11:59:28 AM,Trout Bog,BogGhost,716.1,18.8,18.9,0.01,18.9,12,24.66666667,-2.9,-2.9,88.3,7.35,93.7,0.09,0,4.38,126.7,411.5,0.026,0.27,0.351
8/7/2023,11:59:30 AM,Trout Bog,BogGhost,716,18.8,18.9,0.01,18.9,12,24.66666667,-2.9,-2.9,88.1,7.33,93.5,0.06,0,4.39,126.1,412.3,0.033,0.288,0.386
8/7/2023,11:59:32 AM,Trout Bog,BogGhost,716,18.7,18.9,0.01,18.9,12,24.66666667,-2.9,-2.9,87.8,7.3,93.2,0.06,0,4.4,125.4,413.3,0.04,0.3,0.379
8/7/2023,11:59:34 AM,Trout Bog,BogGhost,716.1,18.7,18.8,0.01,18.8,12,24.66666667,-2.9,-2.9,87.6,7.28,93,0.06,0,4.41,125,414.7,0.049,0.307,0.399
8/7/2023,11:59:36 AM,Trout Bog,BogGhost,716.1,18.7,18.8,0.01,18.8,12,24.55555556,-2.8,-2.8,87.4,7.28,92.8,0.05,0,4.41,124.7,416.2,0.059,0.314,0.419
8/7/2023,11:59:38 AM,Trout Bog,BogGhost,716,18.6,18.8,0.01,18.8,12,24.5,-2.8,-2.8,87.3,7.28,92.7,0,0,4.42,124.5,417.6,0.072,0.323,0.434
8/7/2023,11:59:40 AM,Trout Bog,BogGhost,716,18.6,18.8,0.01,18.9,12,24.38888889,-2.8,-2.8,87.3,7.29,92.6,-0.02,0,4.42,124.3,419.1,0.084,0.331,0.451
8/7/2023,11:59:42 AM,Trout Bog,BogGhost,715.9,18.6,18.9,0.01,18.9,12,24.27777778,-2.8,-2.8,87.3,7.3,92.6,-0.02,0,4.42,124.1,420.5,0.098,0.341,0.479
8/7/2023,11:59:44 AM,Trout Bog,BogGhost,716,18.6,18.9,0.01,18.9,12,24.16666667,-2.7,-2.7,87.3,7.32,92.6,-0.04,0,4.42,124,422,0.112,0.351,0.468
8/7/2023,11:59:46 AM,Trout Bog,BogGhost,716,18.5,18.9,0.01,18.9,12,24.05555556,-2.7,-2.7,87.3,7.33,92.6,-0.03,0,4.42,123.9,423.4,0.13,0.364,0.518
8/7/2023,11:59:48 AM,Trout Bog,BogGhost,716.1,18.5,18.9,0.01,18.9,12,23.88888889,-2.7,-2.7,87.3,7.35,92.6,-0.03,0,4.42,123.9,424.8,0.147,0.376,0.523
8/7/2023,11:59:50 AM,Trout Bog,BogGhost,716,18.4,18.9,0.01,18.9,12,23.77777778,-2.6,-2.6,87.2,7.37,92.6,-0.01,0,4.42,123.8,426.2,0.169,0.391,0.54
8/7/2023,11:59:52 AM,Trout Bog,BogGhost,716,18.4,18.9,0.01,18.9,12,23.61111111,-2.6,-2.6,87.2,7.39,92.5,-0.01,0,4.42,123.8,427.7,0.189,0.405,0.575
8/7/2023,11:59:54 AM,Trout Bog,BogGhost,716,18.3,18.8,0.01,18.9,12,23.44444444,-2.6,-2.6,87.1,7.4,92.4,0,0,4.42,123.8,429,0.215,0.423,0.607
8/7/2023,11:59:56 AM,Trout Bog,BogGhost,716.1,18.2,18.8,0.01,18.9,12,23.27777778,-2.5,-2.5,86.9,7.41,92.2,0,0,4.42,123.7,430.4,0.239,0.44,0.643
8/7/2023,11:59:58 AM,Trout Bog,BogGhost,716,18.1,18.8,0.01,18.9,12,23.16666667,-2.5,-2.5,86.8,7.41,92.1,0,0,4.42,123.7,431.7,0.267,0.46,0.67
8/7/2023,12:00:00 PM,Trout Bog,BogGhost,716,18.1,18.8,0.01,18.8,12,23.11111111,-2.5,-2.5,86.6,7.41,91.9,0.01,0,4.42,123.7,433,0.294,0.479,0.708
8/7/2023,12:00:02 PM,Trout Bog,BogGhost,716.1,18,18.7,0.01,18.8,12,23.05555556,-2.5,-2.5,86.4,7.41,91.7,0.02,0,4.42,123.7,434.2,0.325,0.501,0.726
8/7/2023,12:00:04 PM,Trout Bog,BogGhost,716.2,18,18.7,0.01,18.8,12,22.94444444,-2.4,-2.4,86.2,7.4,91.4,0.04,0,4.42,123.8,435.5,0.353,0.521,0.751
8/7/2023,12:00:06 PM,Trout Bog,BogGhost,716,18,18.7,0.01,18.8,12,22.88888889,-2.4,-2.4,85.8,7.37,91,0.06,0,4.41,123.8,436.7,0.383,0.542,0.777
8/7/2023,12:00:08 PM,Trout Bog,BogGhost,716,18,18.7,0.01,18.8,12,22.83333333,-2.4,-2.4,80.7,6.94,85.6,0.09,0,4.41,123.9,437.9,0.416,0.565,0.799
8/7/2023,12:00:10 PM,Trout Bog,BogGhost,716.1,18,18.8,0.01,18.8,12,22.72222222,-2.4,-2.4,79,6.8,83.8,0.09,0,4.41,124.1,439.1,0.446,0.587,0.802
8/7/2023,12:00:12 PM,Trout Bog,BogGhost,716,18,18.8,0.01,18.9,12,22.61111111,-2.4,-2.4,77.8,6.72,82.6,0.12,0,4.4,124.3,440.2,0.481,0.611,0.852
8/7/2023,12:00:14 PM,Trout Bog,BogGhost,715.9,18.1,19,0.01,19,12,22.5,-2.3,-2.3,76.6,6.63,81.3,0.15,0,4.4,124.5,441.4,0.512,0.633,0.849
8/7/2023,12:00:16 PM,Trout Bog,BogGhost,716.1,18.1,19.1,0.01,19.2,12,22.44444444,-2.3,-2.3,71.1,6.16,75.4,0.17,0,4.39,124.7,442.6,0.548,0.658,0.896
8/7/2023,12:00:18 PM,Trout Bog,BogGhost,716,18.2,19.2,0.01,19.3,12,22.33333333,-2.3,-2.3,69.4,6.03,73.7,0.18,0,4.39,125,443.7,0.579,0.68,0.881
8/7/2023,12:00:20 PM,Trout Bog,BogGhost,716,18.3,19.4,0.01,19.5,13,22.22222222,-2.3,-2.3,68.3,5.95,72.5,0.18,0,4.38,125.3,444.7,0.615,0.705,0.921
8/7/2023,12:00:22 PM,Trout Bog,BogGhost,716,18.5,19.5,0.01,19.7,13,22.11111111,-2.2,-2.2,67.4,5.88,71.6,0.18,0,4.38,125.6,445.8,0.646,0.727,0.93
8/7/2023,12:00:24 PM,Trout Bog,BogGhost,716,18.6,19.7,0.01,19.8,13,22.05555556,-2.2,-2.2,66.7,5.82,70.7,0.18,0,4.37,125.9,446.8,0.681,0.752,0.937
8/7/2023,12:00:26 PM,Trout Bog,BogGhost,716,18.7,19.9,0.01,20,13,21.94444444,-2.2,-2.2,63.1,5.52,67,0.19,0,4.36,126.2,447.8,0.711,0.773,0.959
