DATE,TIME,SITE,PROBE_ID,Barometer,Cond,Sp_Cond,Sal,nLFCond,TDS,Temp,Sigma,Sigma.1,ODO,ODO.1,ODO.2,Turbidity,TSS,pH,pH.1,ORP,Pressure,Depth,Vertical_Position
7/10/2023,10:22:58 AM,Trout Bog,BogGhost,712.6,18.7,19.6,0.01,19.7,13,22.5,-2.3,-2.3,90.3,7.81,96.3,0.05,0,4.14,138.1,385.3,0.015,0,0.29
7/10/2023,10:23:00 AM,Trout Bog,BogGhost,712.5,18.7,19.7,0.01,19.8,13,22.44444444,-2.3,-2.3,90.2,7.82,96.2,0.06,0,4.14,138.1,386,0.015,0.0145,0.278
7/10/2023,10:23:02 AM,Trout Bog,BogGhost,712.6,18.7,19.7,0.01,19.8,13,22.44444444,-2.3,-2.3,90.1,7.82,96.1,0.05,0,4.15,138,386.9,0.014,0.029,0.279
7/10/2023,10:23:04 AM,Trout Bog,BogGhost,712.6,18.7,19.7,0.01,19.8,13,22.38888889,-2.3,-2.3,90.2,7.82,96.2,0.05,0,3.99,146.8,388.2,0.015,0.0435,0.29
7/10/2023,10:23:06 AM,Trout Bog,BogGhost,712.6,18.7,19.7,0.01,19.7,13,22.38888889,-2.3,-2.3,90.2,7.83,96.3,0.05,0,3.9,152.2,400.5,0.015,0.058,0.283
7/10/2023,10:23:08 AM,Trout Bog,BogGhost,712.6,18.7,19.6,0.01,19.7,13,22.38888889,-2.3,-2.3,90.3,7.84,96.4,0.06,0,3.92,150.9,409.2,0.015,0.0725,0.28
7/10/2023,10:23:10 AM,Trout Bog,BogGhost,712.6,18.7,19.6,0.01,19.7,13,22.33333333,-2.3,-2.3,90.4,7.85,96.4,0.06,0,3.94,149.8,406.2,0.016,0.087,0.301
7/10/2023,10:23:12 AM,Trout Bog,BogGhost,712.6,18.6,19.6,0.01,19.7,13,22.33333333,-2.3,-2.3,90.4,7.85,96.4,0.08,0,3.95,149.4,406.3,0.015,0.1015,0.272
7/10/2023,10:23:14 AM,Trout Bog,BogGhost,712.6,18.6,19.7,0.01,19.8,13,22.27777778,-2.3,-2.3,90.3,7.85,96.4,0.08,0,3.97,148.3,406,0.016,0.116,0.29
7/10/2023,10:23:16 AM,Trout Bog,BogGhost,712.6,18.6,19.7,0.01,19.8,13,22.27777778,-2.3,-2.3,90.4,7.86,96.4,0.06,0,3.99,146.8,405,0.015,0.1305,0.278
7/10/2023,10:23:18 AM,Trout Bog,BogGhost,712.6,18.6,19.7,0.01,19.8,13,22.22222222,-2.3,-2.3,90.4,7.87,96.4,0.07,0,4.01,145.7,404.3,0.015,0.145,0.28
7/10/2023,10:23:20 AM,Trout Bog,BogGhost,712.6,18.6,19.7,0.01,19.8,13,22.16666667,-2.3,-2.3,90.3,7.87,96.3,0.08,0,4.03,144.8,403.7,0.014,0.1595,0.289
7/10/2023,10:23:22 AM,Trout Bog,BogGhost,712.6,18.6,19.7,0.01,19.8,13,22.11111111,-2.2,-2.2,90.2,7.87,96.2,0.08,0,4.04,144,403.3,0.014,0.174,0.276
7/10/2023,10:23:24 AM,Trout Bog,BogGhost,712.6,18.6,19.7,0.01,19.8,13,22.05555556,-2.2,-2.2,90.1,7.87,96.1,0.1,0,4.05,143.3,403.1,0.015,0.1885,0.29
7/10/2023,10:23:26 AM,Trout Bog,BogGhost,712.6,18.6,19.7,0.01,19.8,13,22,-2.2,-2.2,90.2,7.88,96.2,0.12,0,4.06,142.7,403,0.014,0.203,0.272
7/10/2023,10:23:28 AM,Trout Bog,BogGhost,712.6,18.5,19.7,0.01,19.8,13,21.94444444,-2.2,-2.2,90.2,7.89,96.2,0.12,0,4.07,142.3,403.1,0.014,0.2175,0.282
7/10/2023,10:23:30 AM,Trout Bog,BogGhost,712.6,18.5,19.7,0.01,19.8,13,21.88888889,-2.2,-2.2,90.1,7.89,96.1,0.13,0,4.07,141.9,403.2,0.015,0.232,0.291
7/10/2023,10:23:32 AM,Trout Bog,BogGhost,712.6,18.5,19.7,0.01,19.8,13,21.77777778,-2.2,-2.2,90.1,7.91,96.1,0.15,0,4.08,141.4,403.3,0.017,0.2465,0.325
7/10/2023,10:23:34 AM,Trout Bog,BogGhost,712.6,18.5,19.7,0.01,19.8,13,21.72222222,-2.2,-2.2,90.1,7.92,96.1,0.14,0,4.1,140.4,403.4,0.021,0.261,0.347
7/10/2023,10:23:36 AM,Trout Bog,BogGhost,712.6,18.4,19.7,0.01,19.8,13,21.61111111,-2.1,-2.1,90.2,7.94,96.2,0.16,0,4.11,139.5,403.6,0.027,0.2755,0.386
7/10/2023,10:23:38 AM,Trout Bog,BogGhost,712.6,18.4,19.7,0.01,19.8,13,21.5,-2.1,-2.1,90.2,7.96,96.2,0.17,0,4.12,138.9,404.1,0.035,0.29,0.391
7/10/2023,10:23:40 AM,Trout Bog,BogGhost,712.6,18.3,19.7,0.01,19.8,13,21.44444444,-2.1,-2.1,90.3,7.98,96.3,0.24,0,4.13,138.5,404.9,0.046,0.304,0.435
7/10/2023,10:23:42 AM,Trout Bog,BogGhost,712.6,18.3,19.7,0.01,19.8,13,21.38888889,-2.1,-2.1,90.3,7.99,96.4,0.3,0,4.13,138.2,405.9,0.056,0.311,0.437
7/10/2023,10:23:44 AM,Trout Bog,BogGhost,712.5,18.3,19.7,0.01,19.8,13,21.33333333,-2.1,-2.1,90.4,8,96.4,0.37,0,4.14,137.9,407.1,0.069,0.321,0.473
7/10/2023,10:23:46 AM,Trout Bog,BogGhost,712.6,18.3,19.7,0.01,19.8,13,21.27777778,-2.1,-2.1,90.3,8,96.3,0.46,0,4.14,137.7,408.2,0.082,0.33,0.47
