Date,Time,Sit,DATA ID,Barometer,Cond,Sp_Cond,Sal,nLFCond,TDS,Temp (°F),Sigma,Sigma.1,ODO,ODO.1,ODO.2,Turbidity,TSS,pH,pH.1,ORP,Pressure,Depth,Vertical_Position
5/26/2021,11:25:09 AM,Trout Bog,,720.2,13.8,22.8,0.01,23.1,15,39.9,0,0,1.6,0.21,1.7,0.12,0,4.13,135.3,80.3,3.67,2.852,2.872
5/26/2021,11:25:11 AM,Trout Bog,,720.2,13.8,22.8,0.01,23.1,15,39.9,0,0,1.6,0.2,1.7,0.14,0,4.13,135.2,79.6,3.675,2.856,2.861
5/26/2021,11:25:13 AM,Trout Bog,,720.1,13.8,22.8,0.01,23.1,15,39.9,0,0,1.6,0.2,1.7,0.13,0,4.13,135.2,78.8,3.681,2.86,2.858
5/26/2021,11:25:15 AM,Trout Bog,,720.1,13.8,22.7,0.01,23,15,39.9,0,0,1.6,0.2,1.6,0.14,0,4.13,135.1,77.9,3.685,2.863,2.858
5/26/2021,11:25:17 AM,Trout Bog,,720.2,13.8,22.7,0.01,23,15,39.9,0,0,1.6,0.2,1.6,0.14,0,4.14,135,77.2,3.687,2.864,2.844
5/26/2021,11:25:19 AM,Trout Bog,,720.2,13.8,22.7,0.01,23,15,39.9,0,0,1.5,0.2,1.6,0.14,0,4.14,135,76.4,3.689,2.866,2.86
5/26/2021,11:25:21 AM,Trout Bog,,720.2,13.8,22.7,0.01,23,15,39.9,0,0,1.5,0.2,1.6,0.15,0,4.14,134.9,75.7,3.694,2.87,2.913
5/26/2021,11:25:23 AM,Trout Bog,,720.2,13.8,22.7,0.01,23,15,39.9,0,0,1.5,0.2,1.6,0.15,0,4.14,134.8,75,3.704,2.876,2.969
5/26/2021,11:25:25 AM,Trout Bog,,720.1,13.8,22.8,0.01,23.1,15,39.9,0,0,1.5,0.2,1.6,0.14,0,4.14,134.8,74.3,3.715,2.884,2.99
5/26/2021,11:25:27 AM,Trout Bog,,720.1,13.8,22.8,0.01,23.1,15,39.9,0,0,1.5,0.2,1.6,0.16,0,4.14,134.8,73.7,3.727,2.892,3.009
5/26/2021,11:25:29 AM,Trout Bog,,720.2,13.8,22.8,0.01,23.1,15,39.8,0,0,1.5,0.2,1.6,0.16,0,4.14,134.8,73,3.736,2.899,3.021
5/26/2021,11:25:31 AM,Trout Bog,,720.1,13.8,22.9,0.01,23.2,15,39.8,0,0,1.5,0.19,1.6,0.16,0,4.14,134.8,72.5,3.749,2.908,3.028
5/26/2021,11:25:33 AM,Trout Bog,,720.3,13.9,22.9,0.01,23.2,15,39.8,0,0,1.5,0.19,1.6,0.16,0,4.14,134.9,71.9,3.758,2.915,3.039
5/26/2021,11:25:35 AM,Trout Bog,,720.2,13.9,23,0.01,23.3,15,39.7,0,0,1.5,0.19,1.6,0.15,0,4.14,135,71.3,3.771,2.924,3.051
5/26/2021,11:25:37 AM,Trout Bog,,720.2,13.9,23,0.01,23.3,15,39.7,0,0,1.5,0.19,1.6,0.15,0,4.13,135.1,70.7,3.784,2.933,3.067
5/26/2021,11:25:39 AM,Trout Bog,,720.1,13.9,23,0.01,23.3,15,39.7,0,0,1.5,0.19,1.6,0.14,0,4.13,135.1,70.2,3.798,2.943,3.085
5/26/2021,11:25:41 AM,Trout Bog,,720.1,13.9,23,0.01,23.3,15,39.7,0,0,1.5,0.19,1.6,0.14,0,4.13,135.2,69.7,3.813,2.953,3.093
5/26/2021,11:25:43 AM,Trout Bog,,720.1,13.9,23,0.01,23.3,15,39.7,0,0,1.5,0.19,1.6,0.12,0,4.13,135.3,69.3,3.827,2.963,3.086
5/26/2021,11:25:45 AM,Trout Bog,,720.2,13.9,23,0.01,23.3,15,39.7,0,0,1.5,0.19,1.6,0.14,0,4.13,135.4,68.9,3.843,2.974,3.127
5/26/2021,11:25:47 AM,Trout Bog,,720.2,13.9,23,0.01,23.3,15,39.7,0,0,1.5,0.19,1.6,0.12,0,4.12,135.5,68.4,3.861,2.987,3.137
5/26/2021,11:25:49 AM,Trout Bog,,720.2,13.9,23,0.01,23.4,15,39.7,0,0,1.5,0.19,1.5,0.13,0,4.12,135.6,68,3.884,3.003,3.159
5/26/2021,11:25:51 AM,Trout Bog,,720.3,13.9,23,0.01,23.4,15,39.7,0,0,1.5,0.19,1.5,0.13,0,4.12,135.6,67.6,3.905,3.018,3.165
5/26/2021,11:25:53 AM,Trout Bog,,720.2,13.9,23,0.01,23.4,15,39.6,0,0,1.5,0.19,1.5,0.13,0,4.12,135.6,67.1,3.931,3.036,3.178
5/26/2021,11:25:55 AM,Trout Bog,,720.2,13.9,23.1,0.01,23.4,15,39.6,0,0,1.4,0.19,1.5,0.14,0,4.12,135.7,66.7,3.956,3.054,3.185
5/26/2021,11:25:57 AM,Trout Bog,,720.2,13.9,23.1,0.01,23.4,15,39.6,0,0,1.4,0.19,1.5,0.15,0,4.12,135.7,66.3,3.978,3.069,3.196
5/26/2021,11:25:59 AM,Trout Bog,,720.2,13.9,23.1,0.01,23.4,15,39.6,0,0,1.4,0.19,1.5,0.14,0,4.12,135.7,65.9,4.005,3.088,3.206
5/26/2021,11:26:01 AM,Trout Bog,,720.2,13.9,23.1,0.01,23.4,15,39.6,0,0,1.4,0.19,1.5,0.12,0,4.12,135.8,65.5,4.023,3.101,3.211
5/26/2021,11:26:03 AM,Trout Bog,,720.2,13.9,23.1,0.01,23.4,15,39.6,0,0,1.4,0.19,1.5,0.14,0,4.12,135.8,65.1,4.041,3.113,3.22
5/26/2021,11:26:05 AM,Trout Bog,,720.2,13.9,23.1,0.01,23.4,15,39.6,0,0,1.4,0.19,1.5,0.14,0,4.12,135.8,64.7,4.056,3.124,3.216
5/26/2021,11:26:07 AM,Trout Bog,,720.3,13.9,23.1,0.01,23.4,15,39.6,0,0,1.4,0.18,1.5,0.15,0,4.12,135.9,64.2,4.071,3.134,3.22
5/26/2021,11:26:09 AM,Trout Bog,,720.2,13.9,23.1,0.01,23.4,15,39.6,0,0,1.4,0.18,1.5,0.15,0,4.12,135.9,63.8,4.086,3.145,3.222
5/26/2021,11:26:11 AM,Trout Bog,,720.3,13.9,23.1,0.01,23.4,15,39.6,0,0,1.4,0.18,1.5,0.14,0,4.12,135.9,63.3,4.099,3.155,3.225
5/26/2021,11:26:13 AM,Trout Bog,,720.2,13.9,23.1,0.01,23.4,15,39.6,0,0,1.4,0.18,1.5,0.13,0,4.12,135.9,62.8,4.114,3.165,3.228
5/26/2021,11:26:15 AM,Trout Bog,,720.2,13.9,23.1,0.01,23.4,15,39.6,0,0,1.4,0.18,1.5,0.13,0,4.12,135.8,62.3,4.127,3.174,3.236
5/26/2021,11:26:17 AM,Trout Bog,,720.3,13.9,23.1,0.01,23.4,15,39.6,0,0,1.4,0.18,1.5,0.13,0,4.12,135.8,61.8,4.138,3.181,3.243
5/26/2021,11:26:19 AM,Trout Bog,,720.2,13.9,23.1,0.01,23.4,15,39.6,0,0,1.4,0.18,1.5,0.13,0,4.12,135.8,61.3,4.152,3.191,3.264
5/26/2021,11:26:21 AM,Trout Bog,,720.3,13.9,23.1,0.01,23.4,15,39.6,0,0,1.4,0.18,1.5,0.12,0,4.12,135.8,60.7,4.164,3.2,3.287
5/26/2021,11:26:23 AM,Trout Bog,,720.1,13.9,23.1,0.01,23.4,15,39.5,0,0,1.4,0.18,1.5,0.11,0,4.12,135.7,60.1,4.181,3.212,3.312
5/26/2021,11:26:25 AM,Trout Bog,,720.2,13.9,23.1,0.01,23.4,15,39.5,0,0,1.4,0.18,1.4,0.11,0,4.12,135.7,59.5,4.194,3.221,3.339
5/26/2021,11:26:27 AM,Trout Bog,,720.2,13.9,23.1,0.01,23.4,15,39.5,0,0,1.4,0.18,1.4,0.13,0,4.12,135.7,59,4.209,3.232,3.349
5/26/2021,11:26:29 AM,Trout Bog,,720.2,13.9,23.1,0.01,23.4,15,39.5,0,0,1.4,0.18,1.4,0.13,0,4.12,135.7,58.4,4.223,3.241,3.357
5/26/2021,11:26:31 AM,Trout Bog,,720.2,13.9,23.1,0.01,23.4,15,39.5,0,0,1.4,0.18,1.4,0.13,0,4.12,135.7,57.9,4.237,3.251,3.371
5/26/2021,11:26:33 AM,Trout Bog,,720.2,13.9,23.1,0.01,23.4,15,39.5,0,0,1.4,0.18,1.4,0.14,0,4.12,135.8,57.3,4.252,3.262,3.38
5/26/2021,11:26:35 AM,Trout Bog,,720.2,13.9,23.1,0.01,23.4,15,39.5,0,0,1.3,0.18,1.4,0.13,0,4.12,135.8,56.8,4.266,3.271,3.388
5/26/2021,11:26:37 AM,Trout Bog,,720.2,13.9,23.1,0.01,23.4,15,39.5,0,0,1.3,0.18,1.4,0.14,0,4.12,135.8,56.2,4.281,3.282,3.395
5/26/2021,11:26:39 AM,Trout Bog,,720.1,13.9,23.1,0.01,23.4,15,39.5,0,0,1.3,0.17,1.4,0.15,0,4.12,135.8,55.7,4.296,3.293,3.4
5/26/2021,11:26:41 AM,Trout Bog,,720.3,13.9,23.1,0.01,23.4,15,39.5,0,0,1.3,0.17,1.4,0.14,0,4.12,135.9,55.2,4.308,3.301,3.404
5/26/2021,11:26:43 AM,Trout Bog,,720.1,13.9,23.1,0.01,23.4,15,39.5,0,0,1.3,0.17,1.4,0.15,0,4.12,135.9,54.6,4.324,3.313,3.414
5/26/2021,11:26:45 AM,Trout Bog,,720.2,13.9,23.1,0.01,23.4,15,39.5,0,0,1.3,0.17,1.4,0.16,0,4.12,135.9,54.1,4.339,3.323,3.421
5/26/2021,11:26:47 AM,Trout Bog,,720.1,13.9,23.1,0.01,23.4,15,39.5,0,0,1.3,0.17,1.4,0.15,0,4.12,135.9,53.5,4.355,3.334,3.434
5/26/2021,11:26:49 AM,Trout Bog,,720.1,13.9,23.1,0.01,23.4,15,39.5,0,0,1.3,0.17,1.4,0.15,0,4.12,135.8,53,4.373,3.347,3.456
5/26/2021,11:26:51 AM,Trout Bog,,720.3,13.9,23.1,0.01,23.4,15,39.5,0,0,1.3,0.17,1.4,0.14,0,4.12,135.8,52.4,4.387,3.357,3.46
5/26/2021,11:26:53 AM,Trout Bog,,720.1,13.9,23.1,0.01,23.4,15,39.5,0,0,1.3,0.17,1.4,0.13,0,4.12,135.8,51.9,4.41,3.373,3.469
5/26/2021,11:26:55 AM,Trout Bog,,720.1,13.9,23.1,0.01,23.4,15,39.5,0,0,1.3,0.17,1.4,0.12,0,4.12,135.7,51.4,4.424,3.382,3.478
5/26/2021,11:26:57 AM,Trout Bog,,720.1,13.9,23.1,0.01,23.4,15,39.4,0,0,1.3,0.17,1.4,0.11,0,4.12,135.7,50.8,4.44,3.394,3.495
5/26/2021,11:26:59 AM,Trout Bog,,720.1,13.9,23.1,0.01,23.4,15,39.4,0,0,1.3,0.17,1.4,0.1,0,4.12,135.7,50.3,4.459,3.407,3.498
5/26/2021,11:27:01 AM,Trout Bog,,720.2,13.9,23.1,0.01,23.5,15,39.4,0,0,1.3,0.17,1.4,0.11,0,4.12,135.7,49.9,4.472,3.416,3.504
5/26/2021,11:27:03 AM,Trout Bog,,720.1,13.9,23.2,0.01,23.5,15,39.4,0,0,1.3,0.17,1.4,0.12,0,4.12,135.7,49.4,4.487,3.427,3.514
5/26/2021,11:27:05 AM,Trout Bog,,720.1,13.9,23.2,0.01,23.5,15,39.4,0,0,1.3,0.17,1.4,0.12,0,4.12,135.7,49,4.499,3.436,3.527
5/26/2021,11:27:07 AM,Trout Bog,,720.2,14,23.2,0.01,23.5,15,39.4,0,0,1.3,0.17,1.4,0.12,0,4.12,135.8,48.7,4.511,3.444,3.522
5/26/2021,11:27:09 AM,Trout Bog,,720.1,14,23.2,0.01,23.5,15,39.4,0,0,1.3,0.17,1.4,0.12,0,4.12,135.9,48.4,4.524,3.453,3.55
5/26/2021,11:27:11 AM,Trout Bog,,720.1,14,23.2,0.01,23.5,15,39.4,0,0,1.3,0.17,1.4,0.12,0,4.12,135.9,48.1,4.54,3.464,3.595
5/26/2021,11:27:13 AM,Trout Bog,,720.2,14,23.3,0.01,23.6,15,39.4,0,0,1.3,0.17,1.4,0.12,0,4.12,135.9,47.9,4.555,3.475,3.611
5/26/2021,11:27:15 AM,Trout Bog,,720.2,14,23.3,0.01,23.6,15,39.4,0,0,1.3,0.17,1.4,0.12,0,4.12,135.9,47.6,4.573,3.487,3.634
5/26/2021,11:27:17 AM,Trout Bog,,720.2,14,23.3,0.01,23.6,15,39.4,0,0,1.3,0.17,1.4,0.11,0,4.12,136,47.3,4.589,3.498,3.648
5/26/2021,11:27:19 AM,Trout Bog,,720.2,14.1,23.4,0.01,23.7,15,39.4,0,0,1.3,0.17,1.4,0.1,0,4.11,136,47,4.607,3.511,3.659
5/26/2021,11:27:21 AM,Trout Bog,,720.2,14.1,23.4,0.01,23.8,15,39.4,0,0,1.3,0.17,1.4,0.1,0,4.11,136.1,46.8,4.628,3.526,3.68
5/26/2021,11:27:23 AM,Trout Bog,,720.1,14.1,23.5,0.01,23.8,15,39.4,0,0,1.3,0.17,1.4,0.11,0,4.11,136.1,46.6,4.652,3.543,3.685
5/26/2021,11:27:25 AM,Trout Bog,,720.1,14.1,23.5,0.01,23.8,15,39.4,0,0,1.3,0.17,1.4,0.11,0,4.11,136.2,46.3,4.667,3.554,3.688
5/26/2021,11:27:27 AM,Trout Bog,,720.2,14.2,23.6,0.01,23.9,15,39.4,0,0,1.3,0.17,1.4,0.11,0,4.11,136.2,46,4.689,3.569,3.701
5/26/2021,11:27:29 AM,Trout Bog,,720.2,14.2,23.6,0.01,23.9,15,39.4,0,0,1.3,0.17,1.4,0.11,0,4.11,136.2,45.7,4.706,3.581,3.71
5/26/2021,11:27:31 AM,Trout Bog,,720.2,14.2,23.6,0.01,23.9,15,39.4,0,0,1.3,0.17,1.4,0.11,0,4.11,136.2,45.5,4.724,3.594,3.717
5/26/2021,11:27:33 AM,Trout Bog,,720.1,14.2,23.6,0.01,23.9,15,39.4,0,0,1.3,0.17,1.4,0.11,0,4.11,136.3,45.2,4.745,3.609,3.728
5/26/2021,11:27:35 AM,Trout Bog,,720.1,14.2,23.6,0.01,23.9,15,39.4,0,0,1.3,0.17,1.4,0.12,0,4.11,136.4,44.9,4.761,3.62,3.734
5/26/2021,11:27:37 AM,Trout Bog,,720.1,14.2,23.6,0.01,23.9,15,39.4,0,0,1.3,0.17,1.4,0.12,0,4.11,136.5,44.7,4.78,3.633,3.75
5/26/2021,11:27:39 AM,Trout Bog,,720.1,14.2,23.6,0.01,23.9,15,39.4,0,0,1.3,0.17,1.4,0.11,0,4.1,136.5,44.4,4.797,3.645,3.766
5/26/2021,11:27:41 AM,Trout Bog,,720.2,14.2,23.6,0.01,23.9,15,39.4,0,0,1.3,0.17,1.4,0.1,0,4.1,136.6,44.2,4.817,3.659,3.771
5/26/2021,11:27:43 AM,Trout Bog,,720.2,14.2,23.6,0.01,23.9,15,39.4,0,0,1.3,0.17,1.4,0.09,0,4.1,136.7,43.9,4.839,3.674,3.785
5/26/2021,11:27:45 AM,Trout Bog,,720.1,14.2,23.6,0.01,23.9,15,39.4,0,0,1.3,0.17,1.4,0.09,0,4.1,136.7,43.6,4.862,3.691,3.8
5/26/2021,11:27:47 AM,Trout Bog,,720.2,14.2,23.7,0.01,24,15,39.4,0,0,1.3,0.17,1.4,0.11,0,4.1,136.8,43.3,4.877,3.701,3.829
5/26/2021,11:27:49 AM,Trout Bog,,720.2,14.2,23.7,0.01,24,15,39.4,0,0,1.3,0.17,1.4,0.11,0,4.1,136.9,43,4.901,3.718,3.863
5/26/2021,11:27:51 AM,Trout Bog,,720.3,14.3,23.8,0.01,24.1,15,39.4,0,0,1.3,0.17,1.4,0.11,0,4.1,137,42.6,4.92,3.731,3.868
5/26/2021,11:27:53 AM,Trout Bog,,720.1,14.3,23.8,0.01,24.1,15,39.4,0,0,1.3,0.17,1.4,0.11,0,4.09,137,42.3,4.939,3.745,3.878
5/26/2021,11:27:55 AM,Trout Bog,,720.3,14.3,23.8,0.01,24.2,15,39.4,0,0,1.3,0.17,1.4,0.11,0,4.09,137.1,42,4.955,3.756,3.888
5/26/2021,11:27:57 AM,Trout Bog,,720.2,14.3,23.9,0.01,24.2,16,39.4,0,0,1.3,0.17,1.4,0.11,0,4.09,137.2,41.8,4.972,3.768,3.906
5/26/2021,11:27:59 AM,Trout Bog,,720.3,14.4,23.9,0.01,24.2,16,39.4,0,0,1.3,0.17,1.4,0.14,0,4.09,137.1,41.5,4.991,3.781,3.916
5/26/2021,11:28:01 AM,Trout Bog,,720.2,14.4,23.9,0.01,24.3,16,39.4,0,0,1.3,0.17,1.4,0.11,0,4.09,137.1,41.2,5.008,3.793,3.923
5/26/2021,11:28:03 AM,Trout Bog,,720.2,14.4,23.9,0.01,24.3,16,39.4,0,0,1.3,0.17,1.4,0.11,0,4.09,137.1,40.9,5.026,3.806,3.928
5/26/2021,11:28:05 AM,Trout Bog,,720.3,14.4,23.9,0.01,24.3,16,39.4,0,0,1.3,0.17,1.4,0.11,0,4.09,137.1,40.6,5.043,3.818,3.935
5/26/2021,11:28:07 AM,Trout Bog,,720.2,14.4,23.9,0.01,24.3,16,39.4,0,0,1.3,0.17,1.4,0.12,0,4.09,137.1,40.3,5.062,3.831,3.958
5/26/2021,11:28:09 AM,Trout Bog,,720.3,14.4,24,0.01,24.3,16,39.4,0,0,1.3,0.17,1.4,0.13,0,4.1,137,40,5.082,3.845,3.973
5/26/2021,11:28:11 AM,Trout Bog,,720.2,14.4,24,0.01,24.3,16,39.4,0,0,1.3,0.17,1.4,0.12,0,4.1,136.9,39.7,5.102,3.86,3.994
5/26/2021,11:28:13 AM,Trout Bog,,720.2,14.4,24,0.01,24.3,16,39.4,0,0,1.3,0.17,1.4,0.11,0,4.1,136.8,39.4,5.121,3.873,4.002
5/26/2021,11:28:15 AM,Trout Bog,,720.2,14.4,24,0.01,24.3,16,39.4,0,0,1.3,0.17,1.4,0.11,0,4.1,136.7,39.1,5.143,3.888,4.023
5/26/2021,11:28:17 AM,Trout Bog,,720.1,14.4,24,0.01,24.3,16,39.4,0,0,1.3,0.17,1.4,0.1,0,4.1,136.6,38.7,5.162,3.902,4.04
5/26/2021,11:28:19 AM,Trout Bog,,720.2,14.4,24,0.01,24.3,16,39.4,0,0,1.3,0.17,1.4,0.09,0,4.1,136.5,38.4,5.184,3.917,4.056
5/26/2021,11:28:21 AM,Trout Bog,,720.2,14.4,24,0.01,24.3,16,39.4,0,0,1.3,0.17,1.4,0.09,0,4.11,136.4,38,5.207,3.933,4.096
5/26/2021,11:28:23 AM,Trout Bog,,720.2,14.4,24,0.01,24.3,16,39.4,0,0,1.3,0.17,1.4,0.09,0,4.11,136.3,37.6,5.229,3.949,4.112
5/26/2021,11:28:25 AM,Trout Bog,,720.2,14.4,24,0.01,24.4,16,39.4,0,0,1.3,0.17,1.4,0.1,0,4.11,136.2,37.2,5.253,3.966,4.126
5/26/2021,11:28:27 AM,Trout Bog,,720.2,14.4,24,0.01,24.4,16,39.4,0,0,1.3,0.17,1.4,0.1,0,4.11,136.1,36.8,5.273,3.98,4.149
5/26/2021,11:28:29 AM,Trout Bog,,720.2,14.4,24,0.01,24.4,16,39.4,0,0,1.3,0.17,1.4,0.1,0,4.11,136.1,36.3,5.297,3.996,4.163
5/26/2021,11:28:31 AM,Trout Bog,,720.3,14.4,24,0.01,24.3,16,39.4,0,0,1.3,0.17,1.4,0.1,0,4.11,136,36,5.318,4.011,4.18
5/26/2021,11:28:33 AM,Trout Bog,,720.2,14.4,24,0.01,24.3,16,39.4,0,0,1.3,0.17,1.4,0.1,0,4.11,136,35.6,5.34,4.027,4.181
5/26/2021,11:28:35 AM,Trout Bog,,720.2,14.4,24,0.01,24.3,16,39.4,0,0,1.3,0.17,1.4,0.12,0,4.11,136,35.2,5.361,4.041,4.187
5/26/2021,11:28:37 AM,Trout Bog,,720.2,14.4,24,0.01,24.4,16,39.4,0,0,1.3,0.17,1.3,0.11,0,4.12,135.9,34.9,5.384,4.058,4.191
5/26/2021,11:28:39 AM,Trout Bog,,720.3,14.4,24,0.01,24.4,16,39.4,0,0,1.3,0.17,1.3,0.1,0,4.12,135.9,34.5,5.405,4.073,4.196
5/26/2021,11:28:41 AM,Trout Bog,,720.3,14.4,24,0.01,24.4,16,39.4,0,0,1.3,0.17,1.3,0.1,0,4.12,135.9,34.1,5.426,4.087,4.207
5/26/2021,11:28:43 AM,Trout Bog,,720.4,14.4,24,0.01,24.4,16,39.4,0,0,1.3,0.17,1.3,0.1,0,4.12,135.8,33.8,5.444,4.1,4.213
5/26/2021,11:28:45 AM,Trout Bog,,720.2,14.4,24,0.01,24.4,16,39.4,0,0,1.3,0.17,1.3,0.1,0,4.12,135.8,33.5,5.465,4.115,4.219
5/26/2021,11:28:47 AM,Trout Bog,,720.3,14.5,24.1,0.01,24.4,16,39.4,0,0,1.3,0.16,1.3,0.12,0,4.12,135.9,33.1,5.485,4.129,4.225
5/26/2021,11:28:49 AM,Trout Bog,,720.3,14.5,24.1,0.01,24.4,16,39.4,0,0,1.3,0.16,1.3,0.12,0,4.12,135.9,32.7,5.502,4.141,4.231
5/26/2021,11:28:51 AM,Trout Bog,,720.3,14.5,24.1,0.01,24.4,16,39.4,0,0,1.3,0.16,1.3,0.11,0,4.12,135.9,32.3,5.518,4.152,4.237
5/26/2021,11:28:53 AM,Trout Bog,,720.3,14.5,24.1,0.01,24.5,16,39.4,0,0,1.2,0.16,1.3,0.11,0,4.11,136,31.9,5.537,4.165,4.238
5/26/2021,11:28:55 AM,Trout Bog,,720.2,14.5,24.2,0.01,24.5,16,39.4,0,0,1.2,0.16,1.3,0.12,0,4.11,136,31.5,5.554,4.177,4.255
5/26/2021,11:28:57 AM,Trout Bog,,720.2,14.5,24.2,0.01,24.5,16,39.4,0,0,1.2,0.16,1.3,0.11,0,4.11,136,31.2,5.568,4.187,4.274
5/26/2021,11:28:59 AM,Trout Bog,,720.2,14.6,24.2,0.01,24.6,16,39.4,0,0,1.2,0.16,1.3,0.11,0,4.11,136.1,30.8,5.584,4.199,4.295
5/26/2021,11:29:01 AM,Trout Bog,,720.4,14.6,24.3,0.01,24.6,16,39.4,0,0,1.2,0.16,1.3,0.1,0,4.11,136.1,30.4,5.597,4.207,4.309
5/26/2021,11:29:03 AM,Trout Bog,,720.4,14.6,24.3,0.01,24.7,16,39.4,0,0,1.2,0.16,1.3,0.1,0,4.11,136.1,30.1,5.611,4.217,4.323
5/26/2021,11:29:05 AM,Trout Bog,,720.2,14.6,24.4,0.01,24.7,16,39.4,0,0,1.2,0.16,1.3,0.1,0,4.11,136.1,29.7,5.628,4.229,4.349
5/26/2021,11:29:07 AM,Trout Bog,,720.1,14.6,24.4,0.01,24.7,16,39.4,0,0,1.2,0.16,1.3,0.1,0,4.12,136,29.2,5.643,4.24,4.365
5/26/2021,11:29:09 AM,Trout Bog,,720.1,14.7,24.4,0.01,24.7,16,39.4,0,0,1.2,0.16,1.3,0.11,0,4.12,135.8,28.8,5.661,4.252,4.382
5/26/2021,11:29:11 AM,Trout Bog,,720.1,14.7,24.4,0.01,24.7,16,39.4,0,0,1.2,0.16,1.3,0.11,0,4.12,135.7,28.4,5.675,4.262,4.368
5/26/2021,11:29:13 AM,Trout Bog,,720.1,14.7,24.4,0.01,24.7,16,39.4,0,0,1.2,0.16,1.3,0.11,0,4.12,135.6,28.1,5.69,4.273,4.369
5/26/2021,11:29:15 AM,Trout Bog,,720.1,14.6,24.4,0.01,24.7,16,39.4,0,0,1.2,0.15,1.2,0.12,0,4.12,135.5,27.7,5.701,4.281,4.334
5/26/2021,11:29:17 AM,Trout Bog,,720.1,14.6,24.4,0.01,24.7,16,39.4,0,0,1.2,0.15,1.2,0.12,0,4.13,135.3,27.3,5.711,4.287,4.299
5/26/2021,11:29:19 AM,Trout Bog,,720.1,14.6,24.4,0.01,24.7,16,39.4,0,0,1.2,0.15,1.2,0.12,0,4.13,135.2,26.9,5.713,4.289,4.27
5/26/2021,11:29:21 AM,Trout Bog,,720.1,14.6,24.4,0.01,24.7,16,39.4,0,0,1.2,0.15,1.2,0.11,0,4.13,135.1,26.5,5.719,4.293,4.279
5/26/2021,11:29:23 AM,Trout Bog,,720.2,14.7,24.4,0.01,24.7,16,39.4,0,0,1.2,0.15,1.2,0.1,0,4.13,135,26.1,5.727,4.299,4.341
5/26/2021,11:29:25 AM,Trout Bog,,720.2,14.7,24.4,0.01,24.8,16,39.4,0,0,1.2,0.15,1.2,0.11,0,4.13,135,25.7,5.738,4.307,4.435
5/26/2021,11:29:27 AM,Trout Bog,,720.1,14.7,24.5,0.01,24.8,16,39.4,0,0,1.2,0.15,1.2,0.1,0,4.13,135,25.3,5.759,4.321,4.485
5/26/2021,11:29:29 AM,Trout Bog,,720.2,14.7,24.5,0.01,24.9,16,39.4,0,0,1.2,0.15,1.2,0.09,0,4.13,135.1,25,5.779,4.335,4.512
5/26/2021,11:29:31 AM,Trout Bog,,720.2,14.8,24.5,0.01,24.9,16,39.4,0,0,1.2,0.15,1.2,0.1,0,4.13,135.1,24.7,5.8,4.351,4.557
5/26/2021,11:29:33 AM,Trout Bog,,720.2,14.7,24.5,0.01,24.9,16,39.4,0,0,1.2,0.15,1.2,0.1,0,4.13,135,24.2,5.832,4.373,4.665
5/26/2021,11:29:35 AM,Trout Bog,,720.2,14.7,24.5,0.01,24.9,16,39.4,0,0,1.2,0.15,1.2,0.11,0,4.14,134.9,23.9,5.86,4.393,4.688
5/26/2021,11:29:37 AM,Trout Bog,,720.2,14.7,24.5,0.01,24.8,16,39.4,0,0,1.2,0.15,1.2,0.12,0,4.14,134.7,23.5,5.893,4.416,4.712
5/26/2021,11:29:39 AM,Trout Bog,,720.2,14.7,24.5,0.01,24.8,16,39.4,0,0,1.1,0.15,1.2,0.12,0,4.14,134.6,23.1,5.921,4.435,4.701
5/26/2021,11:29:41 AM,Trout Bog,,720.2,14.7,24.4,0.01,24.7,16,39.4,0,0,1.1,0.15,1.2,0.12,0,4.14,134.4,22.7,5.953,4.458,4.698
5/26/2021,11:29:43 AM,Trout Bog,,720.3,14.7,24.4,0.01,24.7,16,39.4,0,0,1.1,0.15,1.2,0.13,0,4.15,134.2,22.4,5.978,4.475,4.72
5/26/2021,11:29:45 AM,Trout Bog,,720.3,14.6,24.3,0.01,24.7,16,39.4,0,0,1.1,0.15,1.2,0.13,0,4.15,134,22,6.009,4.497,4.769
5/26/2021,11:29:47 AM,Trout Bog,,720.3,14.6,24.3,0.01,24.7,16,39.4,0,0,1.1,0.15,1.2,0.14,0,4.15,133.8,21.6,6.039,4.519,4.804
5/26/2021,11:29:49 AM,Trout Bog,,720.3,14.6,24.4,0.01,24.7,16,39.4,0,0,1.1,0.15,1.2,0.14,0,4.16,133.7,21.3,6.075,4.543,4.835
5/26/2021,11:29:51 AM,Trout Bog,,720.1,14.7,24.4,0.01,24.7,16,39.4,0,0,1.1,0.15,1.2,0.14,0,4.16,133.5,20.9,6.111,4.569,4.845
5/26/2021,11:29:53 AM,Trout Bog,,720.3,14.7,24.4,0.01,24.7,16,39.4,0,0,1.1,0.15,1.2,0.14,0,4.16,133.4,20.6,6.149,4.595,4.836
5/26/2021,11:29:55 AM,Trout Bog,,720.2,14.7,24.5,0.01,24.8,16,39.4,0,0,1.1,0.15,1.2,0.13,0,4.16,133.4,20.4,6.186,4.622,4.855
5/26/2021,11:29:57 AM,Trout Bog,,720.2,14.7,24.5,0.01,24.8,16,39.4,0,0,1.1,0.15,1.2,0.14,0,4.16,133.5,20.2,6.23,4.653,4.837
5/26/2021,11:29:59 AM,Trout Bog,,720.1,14.8,24.6,0.01,24.9,16,39.4,0,0,1.1,0.15,1.2,0.14,0,4.16,133.5,19.9,6.276,4.685,4.875
