Date,Time,Site Name,Cond,Depth,nLFCond,ODO,ODO.1,ORP,Pressure,Sal,Sp_Cond,TDS,Turbidity,TSS,pH,pH.1,Temp,Vertical_Position,Barometer
7/6/2021,11:28:47,Trout Bog,8.7,0.271,8.6,78.2,6.43,254.8,-0.002,0,8.6,6,0.17,0,4.53,111.3,25.273,0.272,719.5
7/6/2021,11:28:49,Trout Bog,9,0.271,8.9,78.2,6.43,255.3,-0.001,0,8.9,6,0.17,0,4.53,111.3,25.255,0.272,719.5
7/6/2021,11:28:51,Trout Bog,10.1,0.271,10.1,78.2,6.44,255.7,-0.001,0,10.1,7,0.18,0,4.53,111.3,25.233,0.273,719.5
7/6/2021,11:28:53,Trout Bog,11.6,0.271,11.5,78.3,6.44,268.5,-0.001,0,11.5,7,0.19,0,4.52,111.4,25.24,0.271,719.5
7/6/2021,11:28:55,Trout Bog,13.1,0.271,13.1,78.3,6.44,266.1,-0.001,0,13.1,9,0.2,0,4.52,111.7,25.256,0.273,719.5
7/6/2021,11:28:57,Trout Bog,14.8,0.272,14.7,78.4,6.45,264.4,0.001,0.01,14.8,10,0.2,0,4.51,112,25.276,0.273,719.5
7/6/2021,11:28:59,Trout Bog,16.1,0.271,16,78.4,6.44,264.1,-0.001,0.01,16.1,10,0.2,0,4.51,112.3,25.294,0.273,719.6
7/6/2021,11:29:01,Trout Bog,17.4,0.271,17.3,78.3,6.44,264,-0.002,0.01,17.3,11,0.21,0,4.51,112.5,25.309,0.275,719.5
7/6/2021,11:29:03,Trout Bog,18.2,0.273,18,78.3,6.43,264.2,0.001,0.01,18.1,12,0.21,0,4.5,112.8,25.328,0.272,719.6
7/6/2021,11:29:05,Trout Bog,18.2,0.272,18.1,78.2,6.42,264.6,-0.001,0.01,18.1,12,0.2,0,4.5,113.2,25.334,0.275,719.6
7/6/2021,11:29:07,Trout Bog,18.2,0.272,18.1,78,6.41,264.9,-0.001,0.01,18.1,12,0.19,0,4.49,113.5,25.328,0.274,719.5
7/6/2021,11:29:09,Trout Bog,18.2,0.272,18.1,77.8,6.39,265.4,-0.001,0.01,18.1,12,0.2,0,4.48,113.9,25.322,0.273,719.6
7/6/2021,11:29:11,Trout Bog,18.2,0.272,18.1,77.7,6.38,265.7,-0.001,0.01,18.1,12,0.2,0,4.48,114.2,25.313,0.273,719.5
7/6/2021,11:29:13,Trout Bog,18.3,0.272,18.2,77.6,6.37,266,0,0.01,18.2,12,0.2,0,4.47,114.6,25.307,0.284,719.5
7/6/2021,11:29:15,Trout Bog,18.4,0.272,18.3,77.6,6.37,266.3,0,0.01,18.3,12,0.22,0,4.47,114.8,25.302,0.306,719.5
7/6/2021,11:29:17,Trout Bog,18.5,0.277,18.4,77.7,6.39,266.7,0.007,0.01,18.4,12,0.22,0,4.47,114.9,25.297,0.333,719.5
7/6/2021,11:29:19,Trout Bog,18.5,0.281,18.4,77.9,6.41,267.1,0.012,0.01,18.4,12,0.23,0,4.46,115,25.301,0.348,719.5
7/6/2021,11:29:21,Trout Bog,18.5,0.285,18.4,78.3,6.43,267.9,0.018,0.01,18.4,12,0.22,0,4.46,115.2,25.291,0.366,719.5
7/6/2021,11:29:23,Trout Bog,18.6,0.29,18.5,78.6,6.46,268.8,0.025,0.01,18.5,12,0.22,0,4.46,115.4,25.281,0.376,719.6
7/6/2021,11:29:25,Trout Bog,18.6,0.296,18.5,79,6.5,269.6,0.034,0.01,18.5,12,0.24,0,4.45,115.6,25.27,0.394,719.5
7/6/2021,11:29:27,Trout Bog,18.6,0.303,18.5,79.3,6.52,270.4,0.043,0.01,18.5,12,0.25,0,4.45,115.8,25.255,0.4,719.5
7/6/2021,11:29:29,Trout Bog,18.6,0.311,18.5,79.5,6.54,271.1,0.056,0.01,18.5,12,0.25,0,4.45,115.9,25.244,0.412,719.5
7/6/2021,11:29:31,Trout Bog,18.6,0.318,18.5,79.6,6.55,271.8,0.065,0.01,18.6,12,0.26,0,4.45,115.9,25.232,0.423,719.5
7/6/2021,11:29:33,Trout Bog,18.6,0.327,18.6,79.7,6.56,272.5,0.078,0.01,18.6,12,0.25,0,4.45,116,25.219,0.429,719.5
7/6/2021,11:29:35,Trout Bog,18.6,0.334,18.6,79.7,6.56,273.3,0.089,0.01,18.6,12,0.24,0,4.44,116.1,25.206,0.438,719.5
7/6/2021,11:29:37,Trout Bog,18.6,0.343,18.6,79.8,6.57,274,0.101,0.01,18.6,12,0.22,0,4.44,116.2,25.192,0.446,719.5
7/6/2021,11:29:39,Trout Bog,18.6,0.354,18.6,79.8,6.57,274.6,0.116,0.01,18.6,12,0.23,0,4.44,116.2,25.185,0.455,719.5
7/6/2021,11:29:41,Trout Bog,18.6,0.362,18.6,79.8,6.58,275.3,0.128,0.01,18.6,12,0.22,0,4.44,116.2,25.18,0.46,719.6
7/6/2021,11:29:43,Trout Bog,18.7,0.373,18.6,79.9,6.58,275.8,0.144,0.01,18.6,12,0.2,0,4.44,116.2,25.177,0.476,719.5
7/6/2021,11:29:45,Trout Bog,18.7,0.384,18.6,79.9,6.58,276.3,0.159,0.01,18.6,12,0.2,0,4.44,116.1,25.173,0.49,719.5
7/6/2021,11:29:47,Trout Bog,18.7,0.397,18.6,79.9,6.58,276.7,0.177,0.01,18.6,12,0.19,0,4.45,116,25.165,0.505,719.5
7/6/2021,11:29:49,Trout Bog,18.7,0.409,18.6,79.9,6.58,277.1,0.194,0.01,18.6,12,0.21,0,4.45,115.8,25.154,0.514,719.6
7/6/2021,11:29:51,Trout Bog,18.7,0.423,18.6,79.8,6.58,277.6,0.213,0.01,18.6,12,0.22,0,4.45,115.8,25.14,0.528,719.5
7/6/2021,11:29:53,Trout Bog,18.7,0.434,18.6,79.7,6.57,278.1,0.23,0.01,18.6,12,0.21,0,4.45,115.7,25.125,0.537,719.5
7/6/2021,11:29:55,Trout Bog,18.7,0.446,18.7,79.7,6.57,278.5,0.247,0.01,18.7,12,0.2,0,4.45,115.7,25.113,0.546,719.5
7/6/2021,11:29:57,Trout Bog,18.7,0.458,18.7,79.5,6.56,279,0.263,0.01,18.7,12,0.21,0,4.45,115.6,25.1,0.555,719.5
7/6/2021,11:29:59,Trout Bog,18.7,0.467,18.7,79.4,6.55,279.4,0.276,0.01,18.7,12,0.21,0,4.45,115.6,25.091,0.566,719.5
7/6/2021,11:30:01,Trout Bog,18.7,0.478,18.7,79.3,6.55,280,0.292,0.01,18.7,12,0.2,0,4.45,115.5,25.08,0.58,719.5
7/6/2021,11:30:03,Trout Bog,18.7,0.488,18.7,79.2,6.54,280.5,0.306,0.01,18.7,12,0.21,0,4.45,115.5,25.06,0.586,719.5
7/6/2021,11:30:05,Trout Bog,18.7,0.498,18.7,79.1,6.53,281,0.321,0.01,18.7,12,0.22,0,4.45,115.5,25.021,0.598,719.5
7/6/2021,11:30:07,Trout Bog,18.7,0.508,18.7,78.8,6.52,281.5,0.335,0.01,18.7,12,0.23,0,4.45,115.5,24.958,0.605,719.5
7/6/2021,11:30:09,Trout Bog,18.7,0.519,18.8,78.5,6.5,282,0.35,0.01,18.7,12,0.27,0,4.45,115.5,24.892,0.616,719.5
7/6/2021,11:30:11,Trout Bog,18.7,0.529,18.8,74.3,6.16,282.5,0.364,0.01,18.8,12,0.28,0,4.45,115.6,24.807,0.622,719.5
7/6/2021,11:30:13,Trout Bog,18.7,0.541,18.8,71.9,5.97,283.1,0.382,0.01,18.8,12,0.3,0,4.45,115.7,24.7,0.649,719.5
7/6/2021,11:30:15,Trout Bog,18.7,0.551,18.9,70.6,5.87,283.6,0.396,0.01,18.9,12,0.32,0,4.44,115.9,24.555,0.664,719.5
7/6/2021,11:30:17,Trout Bog,18.7,0.562,19,69.1,5.77,284.2,0.412,0.01,18.9,12,0.36,0,4.44,116.1,24.38,0.676,719.5
7/6/2021,11:30:19,Trout Bog,18.7,0.575,19.1,63,5.28,284.9,0.429,0.01,19,12,0.38,0,4.43,116.3,24.17,0.685,719.6
7/6/2021,11:30:21,Trout Bog,18.8,0.586,19.2,60.6,5.1,285.5,0.446,0.01,19.1,12,0.41,0,4.43,116.6,23.94,0.699,719.5
