Date,Time,Site Name,Cond,Depth,nLFCond,ODO,ODO.1,ORP,Pressure,Sal,Sp_Cond,TDS,Turbidity,TSS,pH,pH.1,Temp,Vertical_Position,Barometer
7/26/2021,12:49:41,Trout Bog,16,0.271,15.2,81.9,6.46,239.6,-0.001,0.01,15.3,10,2.42,0,4.24,109.5,27.612,0.274,718.5
7/26/2021,12:49:43,Trout Bog,16.1,0.272,15.2,82.2,6.47,240.3,0,0.01,15.3,10,2.41,0,4.22,110.6,27.765,0.272,718.4
7/26/2021,12:49:45,Trout Bog,16.2,0.271,15.2,82.4,6.47,240.8,-0.001,0.01,15.3,10,2.4,0,4.21,111.1,27.891,0.271,718.4
7/26/2021,12:49:47,Trout Bog,16.3,0.27,15.3,82.7,6.48,241.8,-0.003,0.01,15.4,10,2.4,0,4.21,111.4,28.027,0.274,718.5
7/26/2021,12:49:49,Trout Bog,16.9,0.27,15.8,83,6.48,242.2,-0.002,0.01,15.9,10,2.4,0,4.21,111.5,28.13,0.275,718.5
7/26/2021,12:49:51,Trout Bog,18.4,0.271,17.3,82.9,6.47,242.5,-0.002,0.01,17.4,11,0.81,0,4.21,111.5,28.13,0.273,718.5
7/26/2021,12:49:53,Trout Bog,19.4,0.271,18.2,82.6,6.46,242.8,-0.002,0.01,18.3,12,0.8,0,4.2,111.6,28.065,0.273,718.5
7/26/2021,12:49:55,Trout Bog,19.9,0.271,18.7,78.6,6.15,243.1,-0.002,0.01,18.8,12,0.46,0,4.2,111.7,27.999,0.273,718.5
7/26/2021,12:49:57,Trout Bog,19.9,0.271,19.2,79.1,6.34,243.5,-0.002,0.01,19.3,13,0.46,0,4.19,111.9,26.615,0.275,718.6
7/26/2021,12:49:59,Trout Bog,19.8,0.273,19.4,77.7,6.27,244,0.001,0.01,19.4,13,0.46,0,4.18,112.1,26.118,0.273,718.4
7/26/2021,12:50:01,Trout Bog,19.8,0.273,19.4,76,6.16,245.2,0.001,0.01,19.4,13,0.45,0,4.17,112.5,25.904,0.274,718.4
7/26/2021,12:50:03,Trout Bog,19.7,0.273,19.5,74.7,6.11,246.4,0.001,0.01,19.5,13,0.45,0,4.16,112.9,25.449,0.274,718.3
7/26/2021,12:50:05,Trout Bog,19.6,0.274,19.6,74.3,6.11,247.8,0.003,0.01,19.6,13,0.43,0,4.15,113.1,25.135,0.299,718.3
7/26/2021,12:50:07,Trout Bog,19.5,0.275,19.5,74.1,6.13,260.4,0.004,0.01,19.5,13,0.44,0,4.14,113.4,24.968,0.322,718.4
7/26/2021,12:50:09,Trout Bog,19.4,0.279,19.5,74.1,6.14,262.3,0.01,0.01,19.5,13,0.44,0,4.14,113.6,24.854,0.336,718.3
7/26/2021,12:50:11,Trout Bog,19.4,0.283,19.4,74.1,6.15,263.2,0.015,0.01,19.4,13,0.43,0,4.13,113.8,24.765,0.348,718.3
7/26/2021,12:50:13,Trout Bog,19.3,0.288,19.4,74,6.14,264.1,0.022,0.01,19.4,13,0.41,0,4.13,114.1,24.645,0.362,718.3
7/26/2021,12:50:15,Trout Bog,19.2,0.292,19.4,74.3,6.2,265,0.029,0.01,19.4,13,0.42,0,4.12,114.5,24.46,0.362,718.4
7/26/2021,12:50:17,Trout Bog,19.1,0.297,19.4,74.7,6.25,265.8,0.035,0.01,19.4,13,0.41,0,4.11,114.7,24.383,0.376,718.3
7/26/2021,12:50:19,Trout Bog,19.1,0.302,19.4,75.2,6.29,266.6,0.043,0.01,19.4,13,0.4,0,4.11,114.9,24.333,0.384,718.3
7/26/2021,12:50:21,Trout Bog,19.1,0.31,19.4,75.6,6.33,267.3,0.054,0.01,19.4,13,0.4,0,4.11,115,24.259,0.397,718.3
7/26/2021,12:50:23,Trout Bog,19.1,0.317,19.4,76.1,6.38,267.9,0.063,0.01,19.4,13,0.41,0,4.1,115.2,24.195,0.41,718.3
7/26/2021,12:50:25,Trout Bog,19,0.323,19.4,76.5,6.42,268.4,0.072,0.01,19.4,13,0.4,0,4.1,115.2,24.135,0.425,718.3
7/26/2021,12:50:27,Trout Bog,19,0.334,19.4,76.8,6.45,268.9,0.088,0.01,19.3,13,0.4,0,4.1,115.2,24.097,0.451,718.3
