Date,Time,Site,DATA ID,Barometer,Cond,Sp Cond,Sal,nLFCond,TDS,Temp (°F),Sigma,Sigma.1,ODO,ODO.1,ODO.2,Turbidity,TSS,pH,pH.1,ORP,Pressure,Depth,Vertical_Position
6/22/2021,11:31:19 AM,Trout Bog,,716.5,13.2,21.7,0.01,22,14,40.2,0,0,1.4,0.17,1.4,0.62,0,4.3,127.3,127.9,4.446,3.398,3.5
6/22/2021,11:31:21 AM,Trout Bog,,716.6,13.2,21.7,0.01,22,14,40.2,0,0,1.4,0.17,1.4,0.62,0,4.3,127.3,127,4.46,3.408,3.509
6/22/2021,11:31:23 AM,Trout Bog,,716.6,13.2,21.7,0.01,22,14,40.2,0,0,1.3,0.17,1.4,0.6,0,4.3,127.3,126.1,4.474,3.418,3.526
6/22/2021,11:31:25 AM,Trout Bog,,716.6,13.2,21.7,0.01,22,14,40.1,0,0,1.3,0.17,1.4,0.6,0,4.3,127.3,125.5,4.491,3.43,3.548
6/22/2021,11:31:27 AM,Trout Bog,,716.7,13.2,21.7,0.01,22,14,40.1,0,0,1.3,0.17,1.4,0.59,0,4.3,127.3,119.2,4.506,3.44,3.562
6/22/2021,11:31:29 AM,Trout Bog,,716.6,13.2,21.7,0.01,22,14,40.1,0,0,1.3,0.17,1.4,0.59,0,4.3,127.4,117.8,4.526,3.454,3.58
6/22/2021,11:31:31 AM,Trout Bog,,716.6,13.2,21.7,0.01,22,14,40.1,0,0,1.3,0.17,1.4,0.58,0,4.3,127.4,117.3,4.543,3.467,3.595
6/22/2021,11:31:33 AM,Trout Bog,,716.7,13.2,21.7,0.01,22,14,40,0,0,1.3,0.17,1.4,0.57,0,4.3,127.5,116.6,4.562,3.48,3.619
6/22/2021,11:31:35 AM,Trout Bog,,716.6,13.2,21.7,0.01,22,14,40,0,0,1.3,0.17,1.4,0.59,0,4.3,127.6,116,4.582,3.493,3.633
6/22/2021,11:31:37 AM,Trout Bog,,716.6,13.2,21.7,0.01,22,14,40,0,0,1.3,0.17,1.4,0.61,0,4.3,127.6,115.4,4.602,3.508,3.652
6/22/2021,11:31:39 AM,Trout Bog,,716.5,13.2,21.7,0.01,22,14,40,0,0,1.3,0.17,1.4,0.6,0,4.29,127.7,114.8,4.622,3.522,3.664
6/22/2021,11:31:41 AM,Trout Bog,,716.5,13.2,21.7,0.01,22,14,40,0,0,1.3,0.17,1.4,0.6,0,4.29,127.7,114.3,4.642,3.536,3.681
6/22/2021,11:31:43 AM,Trout Bog,,716.5,13.2,21.7,0.01,22,14,40,0,0,1.3,0.17,1.4,0.6,0,4.29,127.7,113.8,4.663,3.551,3.692
6/22/2021,11:31:45 AM,Trout Bog,,716.5,13.2,21.7,0.01,22,14,40,0,0,1.3,0.17,1.4,0.6,0,4.29,127.8,113.3,4.681,3.564,3.679
6/22/2021,11:31:47 AM,Trout Bog,,716.5,13.2,21.7,0.01,22,14,39.9,0,0,1.3,0.17,1.4,0.6,0,4.29,127.8,112.7,4.703,3.579,3.699
6/22/2021,11:31:49 AM,Trout Bog,,716.6,13.2,21.7,0.01,22,14,39.9,0,0,1.3,0.17,1.4,0.59,0,4.29,127.8,112.2,4.719,3.59,3.711
6/22/2021,11:31:51 AM,Trout Bog,,716.6,13.2,21.8,0.01,22,14,39.9,0,0,1.3,0.17,1.4,0.59,0,4.29,127.8,106.7,4.739,3.605,3.727
6/22/2021,11:31:53 AM,Trout Bog,,716.6,13.2,21.8,0.01,22.1,14,39.9,0,0,1.3,0.17,1.4,0.58,0,4.29,127.8,105.9,4.758,3.618,3.743
6/22/2021,11:31:55 AM,Trout Bog,,716.5,13.2,21.8,0.01,22.1,14,39.9,0,0,1.3,0.17,1.4,0.58,0,4.29,127.8,105.5,4.781,3.634,3.76
6/22/2021,11:31:57 AM,Trout Bog,,716.5,13.2,21.8,0.01,22.1,14,39.9,0,0,1.3,0.17,1.4,0.58,0,4.29,127.8,105.1,4.8,3.647,3.771
6/22/2021,11:31:59 AM,Trout Bog,,716.5,13.2,21.8,0.01,22.1,14,39.8,0,0,1.3,0.17,1.4,0.58,0,4.29,127.9,104.8,4.822,3.663,3.785
6/22/2021,11:32:01 AM,Trout Bog,,716.6,13.2,21.8,0.01,22.1,14,39.8,0,0,1.3,0.17,1.4,0.58,0,4.29,127.9,104.4,4.84,3.675,3.797
6/22/2021,11:32:03 AM,Trout Bog,,716.5,13.2,21.9,0.01,22.2,14,39.8,0,0,1.3,0.17,1.4,0.59,0,4.29,128,104.1,4.862,3.691,3.809
6/22/2021,11:32:05 AM,Trout Bog,,716.5,13.2,21.9,0.01,22.2,14,39.8,0,0,1.3,0.17,1.4,0.59,0,4.29,128.1,103.8,4.881,3.704,3.821
6/22/2021,11:32:07 AM,Trout Bog,,716.6,13.3,21.9,0.01,22.2,14,39.8,0,0,1.3,0.17,1.4,0.58,0,4.28,128.1,103.4,4.899,3.717,3.836
6/22/2021,11:32:09 AM,Trout Bog,,716.5,13.3,21.9,0.01,22.2,14,39.8,0,0,1.3,0.17,1.4,0.58,0,4.28,128.2,103,4.919,3.73,3.844
6/22/2021,11:32:11 AM,Trout Bog,,716.5,13.3,21.9,0.01,22.2,14,39.8,0,0,1.3,0.17,1.4,0.57,0,4.28,128.3,102.7,4.939,3.745,3.857
6/22/2021,11:32:13 AM,Trout Bog,,716.5,13.3,22,0.01,22.3,14,39.8,0,0,1.3,0.17,1.4,0.57,0,4.28,128.3,102.3,4.956,3.757,3.87
6/22/2021,11:32:15 AM,Trout Bog,,716.6,13.3,22,0.01,22.3,14,39.7,0,0,1.3,0.17,1.4,0.55,0,4.28,128.4,101.9,4.969,3.766,3.882
6/22/2021,11:32:17 AM,Trout Bog,,716.5,13.3,22,0.01,22.3,14,39.7,0,0,1.3,0.17,1.4,0.54,0,4.28,128.5,101.4,4.99,3.781,3.896
6/22/2021,11:32:19 AM,Trout Bog,,716.5,13.3,22,0.01,22.3,14,39.7,0,0,1.3,0.17,1.4,0.54,0,4.28,128.6,100.7,5.007,3.793,3.908
6/22/2021,11:32:21 AM,Trout Bog,,716.5,13.3,22,0.01,22.3,14,39.7,0,0,1.3,0.17,1.4,0.54,0,4.28,128.6,99.9,5.025,3.805,3.926
6/22/2021,11:32:23 AM,Trout Bog,,716.6,13.3,22,0.01,22.3,14,39.7,0,0,1.3,0.17,1.4,0.54,0,4.27,128.7,99.2,5.04,3.816,3.934
6/22/2021,11:32:25 AM,Trout Bog,,716.5,13.3,22,0.01,22.3,14,39.7,0,0,1.3,0.17,1.4,0.54,0,4.27,128.8,98.5,5.062,3.831,3.958
6/22/2021,11:32:27 AM,Trout Bog,,716.5,13.3,22.1,0.01,22.4,14,39.7,0,0,1.3,0.17,1.4,0.53,0,4.27,128.9,97.7,5.08,3.844,3.978
6/22/2021,11:32:29 AM,Trout Bog,,716.6,13.4,22.1,0.01,22.4,14,39.7,0,0,1.3,0.17,1.3,0.53,0,4.27,128.9,96.9,5.101,3.858,4.009
6/22/2021,11:32:31 AM,Trout Bog,,716.5,13.4,22.1,0.01,22.4,14,39.7,0,0,1.3,0.17,1.3,0.55,0,4.27,129,96.2,5.122,3.873,4.014
6/22/2021,11:32:33 AM,Trout Bog,,716.5,13.4,22.2,0.01,22.5,14,39.7,0,0,1.3,0.16,1.3,0.54,0,4.27,129.1,95.5,5.142,3.888,4.022
6/22/2021,11:32:35 AM,Trout Bog,,716.6,13.4,22.2,0.01,22.5,14,39.7,0,0,1.3,0.16,1.3,0.54,0,4.27,129.1,94.8,5.16,3.9,4.034
6/22/2021,11:32:37 AM,Trout Bog,,716.5,13.4,22.2,0.01,22.5,14,39.7,0,0,1.3,0.16,1.3,0.54,0,4.27,129.2,94.2,5.182,3.916,4.055
6/22/2021,11:32:39 AM,Trout Bog,,716.5,13.4,22.3,0.01,22.6,14,39.7,0,0,1.3,0.16,1.3,0.54,0,4.26,129.3,93.6,5.202,3.93,4.075
6/22/2021,11:32:41 AM,Trout Bog,,716.5,13.5,22.3,0.01,22.6,14,39.7,0,0,1.3,0.16,1.3,0.55,0,4.26,129.3,93,5.224,3.945,4.09
6/22/2021,11:32:43 AM,Trout Bog,,716.5,13.5,22.3,0.01,22.6,14,39.7,0,0,1.3,0.16,1.3,0.54,0,4.26,129.4,92.4,5.244,3.959,4.101
6/22/2021,11:32:45 AM,Trout Bog,,716.5,13.5,22.3,0.01,22.6,15,39.7,0,0,1.3,0.16,1.3,0.55,0,4.26,129.4,91.8,5.267,3.976,4.115
6/22/2021,11:32:47 AM,Trout Bog,,716.6,13.5,22.3,0.01,22.6,15,39.7,0,0,1.3,0.16,1.3,0.56,0,4.26,129.5,91.3,5.285,3.988,4.13
6/22/2021,11:32:49 AM,Trout Bog,,716.5,13.5,22.4,0.01,22.7,15,39.7,0,0,1.3,0.16,1.3,0.57,0,4.26,129.6,90.7,5.309,4.005,4.146
6/22/2021,11:32:51 AM,Trout Bog,,716.5,13.5,22.4,0.01,22.7,15,39.7,0,0,1.3,0.16,1.3,0.56,0,4.26,129.7,90.2,5.33,4.02,4.164
6/22/2021,11:32:53 AM,Trout Bog,,716.5,13.5,22.4,0.01,22.7,15,39.7,0,0,1.3,0.16,1.3,0.57,0,4.25,129.8,89.8,5.353,4.036,4.188
6/22/2021,11:32:55 AM,Trout Bog,,716.5,13.5,22.4,0.01,22.7,15,39.7,0,0,1.3,0.16,1.3,0.57,0,4.25,129.9,89.3,5.377,4.053,4.202
6/22/2021,11:32:57 AM,Trout Bog,,716.5,13.5,22.4,0.01,22.7,15,39.7,0,0,1.3,0.16,1.3,0.58,0,4.25,130,88.8,5.397,4.067,4.207
6/22/2021,11:32:59 AM,Trout Bog,,716.5,13.6,22.4,0.01,22.8,15,39.7,0,0,1.3,0.16,1.3,0.57,0,4.25,130.1,88.2,5.42,4.083,4.217
6/22/2021,11:33:01 AM,Trout Bog,,716.6,13.6,22.5,0.01,22.8,15,39.7,0,0,1.3,0.16,1.3,0.56,0,4.25,130.2,87.7,5.44,4.097,4.235
6/22/2021,11:33:03 AM,Trout Bog,,716.5,13.6,22.5,0.01,22.8,15,39.7,0,0,1.3,0.16,1.3,0.56,0,4.25,130.3,87.1,5.465,4.115,4.25
6/22/2021,11:33:05 AM,Trout Bog,,716.5,13.6,22.5,0.01,22.8,15,39.7,0,0,1.3,0.16,1.3,0.56,0,4.24,130.4,86.5,5.485,4.129,4.261
6/22/2021,11:33:07 AM,Trout Bog,,716.5,13.6,22.5,0.01,22.8,15,39.7,0,0,1.3,0.16,1.3,0.55,0,4.24,130.4,85.9,5.506,4.144,4.274
6/22/2021,11:33:09 AM,Trout Bog,,716.5,13.6,22.6,0.01,22.9,15,39.7,0,0,1.3,0.16,1.3,0.56,0,4.24,130.5,85.2,5.526,4.158,4.288
6/22/2021,11:33:11 AM,Trout Bog,,716.5,13.7,22.6,0.01,22.9,15,39.7,0,0,1.3,0.16,1.3,0.56,0,4.24,130.5,84.6,5.548,4.173,4.306
6/22/2021,11:33:13 AM,Trout Bog,,716.5,13.7,22.6,0.01,23,15,39.7,0,0,1.3,0.16,1.3,0.57,0,4.24,130.6,84,5.568,4.187,4.32
6/22/2021,11:33:15 AM,Trout Bog,,716.5,13.7,22.7,0.01,23,15,39.7,0,0,1.2,0.16,1.3,0.56,0,4.24,130.6,83.3,5.591,4.203,4.341
6/22/2021,11:33:17 AM,Trout Bog,,716.6,13.7,22.7,0.01,23,15,39.7,0,0,1.2,0.16,1.3,0.57,0,4.24,130.6,82.7,5.609,4.216,4.353
6/22/2021,11:33:19 AM,Trout Bog,,716.6,13.8,22.8,0.01,23.1,15,39.7,0,0,1.2,0.16,1.3,0.57,0,4.24,130.6,82.1,5.629,4.23,4.366
6/22/2021,11:33:21 AM,Trout Bog,,716.6,13.8,22.8,0.01,23.1,15,39.7,0,0,1.2,0.16,1.3,0.56,0,4.24,130.5,81.6,5.651,4.246,4.383
6/22/2021,11:33:23 AM,Trout Bog,,716.5,13.8,22.8,0.01,23.1,15,39.7,0,0,1.2,0.16,1.3,0.55,0,4.24,130.5,81.1,5.673,4.261,4.396
6/22/2021,11:33:25 AM,Trout Bog,,716.5,13.8,22.8,0.01,23.1,15,39.7,0,0,1.2,0.16,1.3,0.54,0,4.24,130.5,80.6,5.695,4.276,4.414
6/22/2021,11:33:27 AM,Trout Bog,,716.6,13.8,22.8,0.01,23.1,15,39.7,0,0,1.2,0.16,1.3,0.53,0,4.24,130.5,80.1,5.714,4.29,4.427
6/22/2021,11:33:29 AM,Trout Bog,,716.5,13.8,22.8,0.01,23.1,15,39.7,0,0,1.2,0.16,1.3,0.53,0,4.24,130.5,79.6,5.737,4.306,4.441
6/22/2021,11:33:31 AM,Trout Bog,,716.6,13.8,22.8,0.01,23.1,15,39.6,0,0,1.2,0.16,1.3,0.53,0,4.24,130.4,79.2,5.755,4.319,4.452
6/22/2021,11:33:33 AM,Trout Bog,,716.5,13.8,22.8,0.01,23.2,15,39.6,0,0,1.2,0.16,1.3,0.52,0,4.24,130.4,78.8,5.777,4.334,4.463
6/22/2021,11:33:35 AM,Trout Bog,,716.6,13.8,22.8,0.01,23.1,15,39.6,0,0,1.2,0.16,1.3,0.52,0,4.24,130.4,78.3,5.795,4.347,4.479
6/22/2021,11:33:37 AM,Trout Bog,,716.6,13.8,22.8,0.01,23.1,15,39.6,0,0,1.2,0.16,1.3,0.54,0,4.24,130.3,77.9,5.817,4.362,4.501
6/22/2021,11:33:39 AM,Trout Bog,,716.5,13.8,22.8,0.01,23.1,15,39.6,0,0,1.2,0.16,1.3,0.53,0,4.24,130.3,77.6,5.838,4.377,4.518
6/22/2021,11:33:41 AM,Trout Bog,,716.5,13.8,22.8,0.01,23.1,15,39.6,0,0,1.2,0.16,1.3,0.53,0,4.25,130.3,77.2,5.861,4.393,4.541
6/22/2021,11:33:43 AM,Trout Bog,,716.5,13.8,22.8,0.01,23.1,15,39.6,0,0,1.2,0.16,1.3,0.52,0,4.25,130.3,76.8,5.882,4.408,4.561
6/22/2021,11:33:45 AM,Trout Bog,,716.5,13.8,22.8,0.01,23.2,15,39.6,0,0,1.2,0.16,1.3,0.52,0,4.25,130.2,76.5,5.904,4.423,4.576
6/22/2021,11:33:47 AM,Trout Bog,,716.5,13.8,22.9,0.01,23.2,15,39.6,0,0,1.2,0.16,1.3,0.52,0,4.25,130.2,76.1,5.928,4.44,4.594
6/22/2021,11:33:49 AM,Trout Bog,,716.5,13.8,22.9,0.01,23.2,15,39.6,0,0,1.2,0.16,1.3,0.51,0,4.25,130.2,75.7,5.95,4.456,4.605
6/22/2021,11:33:51 AM,Trout Bog,,716.5,13.8,22.9,0.01,23.2,15,39.6,0,0,1.2,0.16,1.3,0.51,0,4.25,130.2,75.4,5.974,4.473,4.624
6/22/2021,11:33:53 AM,Trout Bog,,716.5,13.8,22.9,0.01,23.2,15,39.6,0,0,1.2,0.16,1.3,0.51,0,4.25,130.3,75.1,5.995,4.488,4.642
6/22/2021,11:33:55 AM,Trout Bog,,716.6,13.8,23,0.01,23.3,15,39.6,0,0,1.2,0.16,1.3,0.51,0,4.24,130.3,74.8,6.018,4.504,4.667
6/22/2021,11:33:57 AM,Trout Bog,,716.6,13.9,23,0.01,23.3,15,39.6,0,0,1.2,0.16,1.3,0.52,0,4.24,130.4,74.5,6.041,4.52,4.684
6/22/2021,11:33:59 AM,Trout Bog,,716.6,13.9,23.1,0.01,23.4,15,39.6,0,0,1.2,0.16,1.3,0.51,0,4.24,130.5,74.3,6.066,4.538,4.706
6/22/2021,11:34:01 AM,Trout Bog,,716.5,14,23.2,0.01,23.5,15,39.6,0,0,1.2,0.16,1.3,0.51,0,4.24,130.6,74,6.091,4.555,4.724
6/22/2021,11:34:03 AM,Trout Bog,,716.6,14,23.2,0.01,23.5,15,39.6,0,0,1.2,0.16,1.3,0.51,0,4.24,130.7,73.8,6.116,4.572,4.743
6/22/2021,11:34:05 AM,Trout Bog,,716.5,14,23.3,0.01,23.6,15,39.5,0,0,1.2,0.16,1.3,0.51,0,4.24,130.8,73.6,6.141,4.59,4.763
6/22/2021,11:34:07 AM,Trout Bog,,716.6,14.1,23.3,0.01,23.7,15,39.5,0,0,1.2,0.16,1.3,0.51,0,4.23,130.9,73.4,6.166,4.608,4.778
6/22/2021,11:34:09 AM,Trout Bog,,716.5,14.1,23.4,0.01,23.7,15,39.5,0,0,1.2,0.16,1.3,0.5,0,4.23,131.1,73.2,6.192,4.626,4.793
6/22/2021,11:34:11 AM,Trout Bog,,716.5,14.1,23.4,0.01,23.7,15,39.6,0,0,1.2,0.16,1.3,0.49,0,4.23,131.2,73,6.22,4.645,4.81
6/22/2021,11:34:13 AM,Trout Bog,,716.6,14.1,23.4,0.01,23.7,15,39.6,0,0,1.2,0.16,1.3,0.49,0,4.23,131.4,72.8,6.243,4.662,4.829
6/22/2021,11:34:15 AM,Trout Bog,,716.6,14.1,23.4,0.01,23.7,15,39.6,0,0,1.2,0.16,1.3,0.5,0,4.22,131.5,72.6,6.271,4.681,4.848
6/22/2021,11:34:17 AM,Trout Bog,,716.6,14.1,23.4,0.01,23.7,15,39.5,0,0,1.2,0.16,1.3,0.51,0,4.22,131.6,72.3,6.295,4.699,4.867
6/22/2021,11:34:19 AM,Trout Bog,,716.5,14.1,23.5,0.01,23.8,15,39.5,0,0,1.2,0.16,1.3,0.52,0,4.22,131.7,72.1,6.321,4.717,4.881
6/22/2021,11:34:21 AM,Trout Bog,,716.6,14.2,23.5,0.01,23.8,15,39.5,0,0,1.2,0.16,1.3,0.52,0,4.22,131.8,71.9,6.347,4.735,4.902
6/22/2021,11:34:23 AM,Trout Bog,,716.5,14.2,23.6,0.01,23.9,15,39.5,0,0,1.2,0.16,1.3,0.53,0,4.22,131.8,71.7,6.373,4.753,4.921
6/22/2021,11:34:25 AM,Trout Bog,,716.5,14.2,23.6,0.01,23.9,15,39.5,0,0,1.2,0.16,1.3,0.53,0,4.22,131.9,71.5,6.4,4.772,4.938
6/22/2021,11:34:27 AM,Trout Bog,,716.6,14.3,23.7,0.01,24,15,39.5,0,0,1.2,0.16,1.3,0.54,0,4.21,132,71.3,6.422,4.788,4.934
6/22/2021,11:34:29 AM,Trout Bog,,716.6,14.3,23.7,0.01,24,15,39.5,0,0,1.2,0.16,1.3,0.53,0,4.21,132,71.1,6.448,4.806,4.959
6/22/2021,11:34:31 AM,Trout Bog,,716.6,14.3,23.8,0.01,24.1,15,39.5,0,0,1.2,0.16,1.3,0.54,0,4.21,132.1,70.9,6.473,4.824,5.017
6/22/2021,11:34:33 AM,Trout Bog,,716.6,14.4,23.8,0.01,24.2,15,39.5,0,0,1.2,0.16,1.3,0.53,0,4.21,132.1,70.7,6.503,4.844,5.03
6/22/2021,11:34:35 AM,Trout Bog,,716.5,14.4,23.9,0.01,24.2,16,39.5,0,0,1.2,0.16,1.3,0.54,0,4.21,132.1,70.5,6.531,4.864,5.026
6/22/2021,11:34:37 AM,Trout Bog,,716.5,14.5,24,0.01,24.3,16,39.5,0,0,1.2,0.16,1.3,0.55,0,4.21,132.2,70.3,6.554,4.881,5.02
6/22/2021,11:34:39 AM,Trout Bog,,716.6,14.5,24.1,0.01,24.4,16,39.5,0,0,1.2,0.16,1.3,0.56,0,4.21,132.2,70,6.576,4.896,5.042
6/22/2021,11:34:41 AM,Trout Bog,,716.6,14.5,24.1,0.01,24.5,16,39.5,0,0,1.2,0.16,1.3,0.56,0,4.21,132.2,69.7,6.601,4.913,5.06
6/22/2021,11:34:43 AM,Trout Bog,,716.6,14.6,24.2,0.01,24.5,16,39.5,0,0,1.2,0.16,1.3,0.57,0,4.21,132.2,69.3,6.623,4.929,5.074
6/22/2021,11:34:45 AM,Trout Bog,,716.6,14.6,24.2,0.01,24.5,16,39.5,0,0,1.2,0.16,1.3,0.57,0,4.21,132.1,69,6.647,4.946,5.093
6/22/2021,11:34:47 AM,Trout Bog,,716.6,14.6,24.2,0.01,24.5,16,39.5,0,0,1.2,0.16,1.3,0.57,0,4.21,132.1,68.6,6.67,4.962,5.109
6/22/2021,11:34:49 AM,Trout Bog,,716.5,14.6,24.2,0.01,24.5,16,39.5,0,0,1.2,0.16,1.3,0.57,0,4.21,132,68.2,6.694,4.979,5.125
6/22/2021,11:34:51 AM,Trout Bog,,716.6,14.6,24.2,0.01,24.5,16,39.5,0,0,1.2,0.16,1.3,0.56,0,4.22,131.9,67.7,6.717,4.995,5.144
6/22/2021,11:34:53 AM,Trout Bog,,716.6,14.6,24.2,0.01,24.5,16,39.5,0,0,1.2,0.16,1.3,0.56,0,4.22,131.7,67.2,6.74,5.011,5.16
6/22/2021,11:34:55 AM,Trout Bog,,716.6,14.6,24.2,0.01,24.5,16,39.5,0,0,1.2,0.16,1.3,0.55,0,4.22,131.6,66.8,6.764,5.028,5.177
6/22/2021,11:34:57 AM,Trout Bog,,716.5,14.6,24.2,0.01,24.5,16,39.5,0,0,1.2,0.16,1.3,0.56,0,4.22,131.5,66.3,6.787,5.044,5.195
6/22/2021,11:34:59 AM,Trout Bog,,716.5,14.6,24.2,0.01,24.5,16,39.5,0,0,1.2,0.16,1.3,0.56,0,4.23,131.3,65.8,6.813,5.062,5.225
6/22/2021,11:35:01 AM,Trout Bog,,716.5,14.6,24.2,0.01,24.5,16,39.5,0,0,1.2,0.16,1.3,0.57,0,4.23,131.2,65.3,6.835,5.078,5.237
6/22/2021,11:35:03 AM,Trout Bog,,716.6,14.6,24.2,0.01,24.5,16,39.5,0,0,1.2,0.15,1.3,0.57,0,4.23,131,64.8,6.859,5.095,5.244
6/22/2021,11:35:05 AM,Trout Bog,,716.5,14.6,24.2,0.01,24.6,16,39.5,0,0,1.2,0.15,1.3,0.58,0,4.23,130.9,64.3,6.883,5.111,5.245
6/22/2021,11:35:07 AM,Trout Bog,,716.5,14.6,24.2,0.01,24.6,16,39.5,0,0,1.2,0.15,1.3,0.57,0,4.24,130.8,63.8,6.906,5.128,5.246
6/22/2021,11:35:09 AM,Trout Bog,,716.6,14.6,24.2,0.01,24.6,16,39.5,0,0,1.2,0.15,1.3,0.57,0,4.24,130.7,63.4,6.922,5.139,5.254
6/22/2021,11:35:11 AM,Trout Bog,,716.5,14.6,24.3,0.01,24.6,16,39.5,0,0,1.2,0.15,1.3,0.56,0,4.24,130.6,63,6.942,5.153,5.276
6/22/2021,11:35:13 AM,Trout Bog,,716.5,14.6,24.3,0.01,24.6,16,39.5,0,0,1.2,0.15,1.3,0.57,0,4.24,130.6,62.6,6.961,5.167,5.307
6/22/2021,11:35:15 AM,Trout Bog,,716.6,14.6,24.3,0.01,24.6,16,39.5,0,0,1.2,0.15,1.3,0.56,0,4.24,130.5,62.2,6.984,5.183,5.344
6/22/2021,11:35:17 AM,Trout Bog,,716.5,14.6,24.3,0.01,24.6,16,39.5,0,0,1.2,0.15,1.3,0.56,0,4.24,130.4,61.8,7.009,5.2,5.369
6/22/2021,11:35:19 AM,Trout Bog,,716.5,14.6,24.3,0.01,24.6,16,39.5,0,0,1.2,0.15,1.3,0.54,0,4.24,130.4,61.4,7.035,5.219,5.389
6/22/2021,11:35:21 AM,Trout Bog,,716.5,14.7,24.4,0.01,24.7,16,39.5,0,0,1.2,0.15,1.2,0.54,0,4.24,130.4,61.1,7.059,5.235,5.405
6/22/2021,11:35:23 AM,Trout Bog,,716.6,14.7,24.4,0.01,24.7,16,39.5,0,0,1.2,0.15,1.2,0.55,0,4.24,130.4,60.7,7.081,5.251,5.423
6/22/2021,11:35:25 AM,Trout Bog,,716.6,14.7,24.4,0.01,24.8,16,39.5,0,0,1.2,0.15,1.2,0.56,0,4.24,130.5,60.4,7.107,5.269,5.439
6/22/2021,11:35:27 AM,Trout Bog,,716.5,14.8,24.5,0.01,24.8,16,39.5,0,0,1.2,0.15,1.2,0.56,0,4.24,130.5,60.1,7.132,5.287,5.45
6/22/2021,11:35:29 AM,Trout Bog,,716.5,14.8,24.6,0.01,24.9,16,39.5,0,0,1.2,0.15,1.2,0.56,0,4.24,130.5,59.8,7.157,5.304,5.461
6/22/2021,11:35:31 AM,Trout Bog,,716.5,14.8,24.6,0.01,24.9,16,39.5,0,0,1.2,0.15,1.2,0.56,0,4.24,130.6,59.6,7.179,5.32,5.47
6/22/2021,11:35:33 AM,Trout Bog,,716.5,14.9,24.7,0.01,25,16,39.5,0,0,1.2,0.15,1.3,0.56,0,4.24,130.6,59.3,7.204,5.337,5.484
6/22/2021,11:35:35 AM,Trout Bog,,716.5,14.9,24.7,0.01,25,16,39.5,0,0,1.2,0.15,1.3,0.57,0,4.24,130.7,59.1,7.227,5.353,5.494
6/22/2021,11:35:37 AM,Trout Bog,,716.5,14.9,24.8,0.01,25.1,16,39.5,0,0,1.2,0.15,1.3,0.59,0,4.24,130.8,58.8,7.247,5.368,5.507
6/22/2021,11:35:39 AM,Trout Bog,,716.5,15,24.8,0.01,25.1,16,39.6,0,0,1.2,0.15,1.3,0.57,0,4.24,130.8,58.6,7.269,5.383,5.523
6/22/2021,11:35:41 AM,Trout Bog,,716.5,15,24.9,0.01,25.2,16,39.6,0,0,1.2,0.15,1.3,0.57,0,4.23,130.9,58.3,7.291,5.399,5.541
6/22/2021,11:35:43 AM,Trout Bog,,716.5,15,24.9,0.01,25.2,16,39.6,0,0,1.2,0.15,1.3,0.57,0,4.23,130.9,58.1,7.313,5.414,5.553
6/22/2021,11:35:45 AM,Trout Bog,,716.5,15,24.9,0.01,25.3,16,39.6,0,0,1.2,0.15,1.3,0.58,0,4.23,130.9,57.8,7.339,5.432,5.571
6/22/2021,11:35:47 AM,Trout Bog,,716.6,15.1,25,0.01,25.3,16,39.6,0,0,1.2,0.15,1.3,0.57,0,4.23,130.9,57.6,7.361,5.448,5.586
6/22/2021,11:35:49 AM,Trout Bog,,716.5,15.1,25,0.01,25.4,16,39.6,0,0,1.2,0.15,1.3,0.57,0,4.23,130.9,57.4,7.388,5.467,5.604
6/22/2021,11:35:51 AM,Trout Bog,,716.5,15.1,25.1,0.01,25.4,16,39.6,0,0,1.2,0.15,1.3,0.59,0,4.23,130.9,57.2,7.411,5.483,5.618
6/22/2021,11:35:53 AM,Trout Bog,,716.7,15.1,25.1,0.01,25.4,16,39.6,0,0,1.2,0.15,1.3,0.58,0,4.23,130.9,57,7.432,5.498,5.653
6/22/2021,11:35:55 AM,Trout Bog,,716.5,15.2,25.2,0.01,25.5,16,39.6,0,0,1.2,0.15,1.3,0.58,0,4.24,130.9,56.8,7.456,5.515,5.679
6/22/2021,11:35:57 AM,Trout Bog,,716.6,15.2,25.2,0.01,25.5,16,39.6,0,0,1.2,0.15,1.3,0.58,0,4.24,130.8,56.6,7.479,5.531,5.705
6/22/2021,11:35:59 AM,Trout Bog,,716.5,15.2,25.3,0.01,25.6,16,39.6,0,0,1.2,0.15,1.3,0.59,0,4.24,130.8,56.4,7.504,5.548,5.724
6/22/2021,11:36:01 AM,Trout Bog,,716.5,15.3,25.3,0.01,25.7,16,39.6,0,0,1.2,0.15,1.3,0.6,0,4.24,130.8,56.2,7.526,5.564,5.739
6/22/2021,11:36:03 AM,Trout Bog,,716.6,15.3,25.4,0.01,25.8,17,39.6,0,0,1.2,0.15,1.3,0.6,0,4.24,130.8,56,7.55,5.581,5.757
6/22/2021,11:36:05 AM,Trout Bog,,716.5,15.4,25.5,0.01,25.8,17,39.6,0,0,1.2,0.15,1.3,0.6,0,4.24,130.8,55.8,7.574,5.598,5.771
6/22/2021,11:36:07 AM,Trout Bog,,716.5,15.4,25.6,0.01,25.9,17,39.6,0,0,1.2,0.15,1.3,0.61,0,4.24,130.8,55.6,7.601,5.617,5.784
6/22/2021,11:36:09 AM,Trout Bog,,716.5,15.5,25.7,0.01,26,17,39.6,0,0,1.2,0.15,1.3,0.61,0,4.24,130.8,55.4,7.623,5.632,5.792
