Date,Time,Site,Cond,Depth,Cond,ODO,ODO.1,ORP,Pressure,Sal psu,nLFCond,TDS,Turbidity,TSS,pH,pH.1,Temp,Vertical_Position,Barometer mmHg
8/3/2021,11:06:55,Trout Bog,18.3,0.273,19.4,73.5,6.41,262.5,0.001,0.01,19.3,13,0.61,0,4.37,102.8,22.198,0.274,720.6
8/3/2021,11:06:57,Trout Bog,18.2,0.273,19.4,73.4,6.4,262.8,0.002,0.01,19.3,13,0.6,0,4.37,102.8,22.197,0.274,720.7
8/3/2021,11:06:59,Trout Bog,18.2,0.273,19.4,73.3,6.39,263.2,0.002,0.01,19.3,13,0.59,0,4.37,102.8,22.196,0.274,720.6
8/3/2021,11:07:01,Trout Bog,18.2,0.273,19.4,73.2,6.38,263.7,0.002,0.01,19.3,13,0.58,0,4.37,103,22.197,0.273,720.7
8/3/2021,11:07:03,Trout Bog,18,0.273,19.1,73.1,6.37,264.3,0.002,0.01,19,12,0.57,0,4.29,107.7,22.195,0.272,720.7
8/3/2021,11:07:05,Trout Bog,18.1,0.273,19.2,73,6.36,274.5,0.002,0.01,19.1,12,0.58,0,4.25,109.8,22.179,0.274,720.7
8/3/2021,11:07:07,Trout Bog,18.2,0.273,19.3,72.8,6.35,283.8,0.002,0.01,19.2,12,0.59,0,4.2,112.9,22.158,0.274,720.7
8/3/2021,11:07:09,Trout Bog,18.2,0.273,19.4,72.7,6.34,282.3,0.002,0.01,19.3,13,0.6,0,4.21,112.4,22.134,0.275,720.7
8/3/2021,11:07:11,Trout Bog,18.3,0.273,19.5,72.4,6.32,281.5,0.002,0.01,19.4,13,0.59,0,4.22,111.8,22.103,0.274,720.6
8/3/2021,11:07:13,Trout Bog,18.4,0.274,19.6,72.2,6.3,281.3,0.002,0.01,19.5,13,0.58,0,4.23,111.3,22.061,0.273,720.7
8/3/2021,11:07:15,Trout Bog,18.7,0.274,19.9,71.9,6.28,281.5,0.002,0.01,19.8,13,0.57,0,4.23,110.9,22.009,0.274,720.7
8/3/2021,11:07:17,Trout Bog,18.7,0.274,20,71.6,6.27,281.9,0.002,0.01,19.9,13,0.57,0,4.24,110.7,21.964,0.274,720.6
8/3/2021,11:07:19,Trout Bog,18.7,0.274,20,71.4,6.25,282.3,0.003,0.01,19.9,13,0.58,0,4.24,110.6,21.919,0.289,720.7
8/3/2021,11:07:21,Trout Bog,18.7,0.275,20,71.2,6.24,282.7,0.005,0.01,19.9,13,0.59,0,4.24,110.4,21.878,0.304,720.7
8/3/2021,11:07:23,Trout Bog,18.7,0.278,20,71.1,6.24,283,0.008,0.01,19.9,13,0.59,0,4.24,110.3,21.841,0.329,720.7
8/3/2021,11:07:25,Trout Bog,18.7,0.281,20,71.1,6.24,283.4,0.012,0.01,19.9,13,0.58,0,4.24,110.2,21.808,0.334,720.7
8/3/2021,11:07:27,Trout Bog,18.7,0.284,20,71.1,6.24,283.7,0.018,0.01,19.9,13,0.59,0,4.25,110.1,21.791,0.352,720.7
8/3/2021,11:07:29,Trout Bog,18.7,0.289,20,71.2,6.25,284.1,0.024,0.01,19.9,13,0.59,0,4.25,109.9,21.772,0.357,720.7
8/3/2021,11:07:31,Trout Bog,18.7,0.294,20,71.3,6.26,284.7,0.031,0.01,19.9,13,0.61,0,4.25,109.6,21.756,0.377,720.7
8/3/2021,11:07:33,Trout Bog,18.7,0.3,20,71.4,6.27,285.5,0.039,0.01,19.9,13,0.59,0,4.25,109.5,21.735,0.383,720.7
8/3/2021,11:07:35,Trout Bog,18.7,0.306,20.1,71.4,6.28,286.5,0.048,0.01,19.9,13,0.58,0,4.25,109.5,21.708,0.396,720.7
8/3/2021,11:07:37,Trout Bog,18.7,0.313,20.1,71.5,6.29,287.4,0.058,0.01,20,13,0.57,0,4.25,109.6,21.686,0.409,720.6
8/3/2021,11:07:39,Trout Bog,18.7,0.321,20.1,71.5,6.3,288.3,0.07,0.01,20,13,0.57,0,4.25,109.6,21.658,0.436,720.7
8/3/2021,11:07:41,Trout Bog,18.7,0.33,20.1,71.6,6.3,289.2,0.083,0.01,20,13,0.58,0,4.25,109.6,21.635,0.466,720.7
8/3/2021,11:07:43,Trout Bog,18.7,0.342,20.2,71.6,6.31,290.1,0.1,0.01,20,13,0.58,0,4.25,109.7,21.605,0.497,720.7
8/3/2021,11:07:45,Trout Bog,18.8,0.354,20.2,71.6,6.31,291.1,0.117,0.01,20.1,13,0.57,0,4.25,109.8,21.586,0.51,720.7
8/3/2021,11:07:47,Trout Bog,18.8,0.368,20.2,71.6,6.31,292,0.137,0.01,20.1,13,0.58,0,4.25,109.9,21.575,0.533,720.7
8/3/2021,11:07:49,Trout Bog,18.7,0.382,20.2,71.6,6.31,292.9,0.156,0.01,20.1,13,0.58,0,4.24,110,21.561,0.552,720.6
8/3/2021,11:07:51,Trout Bog,18.7,0.398,20.2,71.6,6.32,293.8,0.179,0.01,20.1,13,0.57,0,4.24,110.1,21.548,0.567,720.7
8/3/2021,11:07:53,Trout Bog,18.7,0.414,20.2,71.6,6.31,294.6,0.201,0.01,20.1,13,0.56,0,4.24,110.2,21.538,0.585,720.7
8/3/2021,11:07:55,Trout Bog,18.7,0.43,20.2,71.5,6.31,295.5,0.224,0.01,20.1,13,0.57,0,4.24,110.3,21.527,0.6,720.6
8/3/2021,11:07:57,Trout Bog,18.7,0.448,20.2,71.5,6.31,296.3,0.25,0.01,20.1,13,0.58,0,4.24,110.4,21.517,0.614,720.7
8/3/2021,11:07:59,Trout Bog,18.8,0.464,20.2,71.5,6.31,297.1,0.273,0.01,20.1,13,0.59,0,4.24,110.4,21.504,0.634,720.7
8/3/2021,11:08:01,Trout Bog,18.8,0.483,20.3,71.4,6.31,297.9,0.299,0.01,20.1,13,0.59,0,4.24,110.5,21.491,0.66,720.6
8/3/2021,11:08:03,Trout Bog,18.8,0.5,20.3,71.4,6.31,298.6,0.323,0.01,20.2,13,0.6,0,4.23,110.5,21.481,0.671,720.7
8/3/2021,11:08:05,Trout Bog,18.8,0.518,20.3,71.3,6.3,299.2,0.35,0.01,20.2,13,0.6,0,4.23,110.6,21.472,0.684,720.7
8/3/2021,11:08:07,Trout Bog,18.9,0.535,20.4,71.3,6.3,299.7,0.374,0.01,20.2,13,0.61,0,4.23,110.6,21.467,0.699,720.7
8/3/2021,11:08:09,Trout Bog,18.9,0.555,20.4,71.3,6.3,300.2,0.401,0.01,20.3,13,0.62,0,4.23,110.7,21.467,0.721,720.7
8/3/2021,11:08:11,Trout Bog,18.9,0.572,20.4,71.2,6.29,300.7,0.426,0.01,20.3,13,0.61,0,4.23,110.8,21.465,0.734,720.7
8/3/2021,11:08:13,Trout Bog,18.9,0.592,20.4,71.1,6.29,301.1,0.454,0.01,20.3,13,0.59,0,4.23,110.8,21.461,0.758,720.6
8/3/2021,11:08:15,Trout Bog,18.9,0.61,20.4,71,6.27,301.5,0.48,0.01,20.3,13,0.59,0,4.23,110.9,21.459,0.773,720.7
8/3/2021,11:08:17,Trout Bog,18.9,0.628,20.4,70.8,6.26,301.8,0.506,0.01,20.3,13,0.59,0,4.23,110.9,21.45,0.787,720.7
8/3/2021,11:08:19,Trout Bog,18.9,0.647,20.4,70.5,6.23,302.1,0.533,0.01,20.3,13,0.59,0,4.23,110.9,21.437,0.808,720.7
8/3/2021,11:08:21,Trout Bog,18.9,0.664,20.4,70,6.19,302.3,0.556,0.01,20.3,13,0.59,0,4.23,110.9,21.422,0.82,720.6
8/3/2021,11:08:23,Trout Bog,18.9,0.682,20.5,66.2,5.85,302.6,0.582,0.01,20.3,13,0.59,0,4.23,111,21.401,0.842,720.7
8/3/2021,11:08:25,Trout Bog,19,0.698,20.5,64.9,5.74,302.8,0.605,0.01,20.4,13,0.6,0,4.23,111,21.38,0.855,720.6
8/3/2021,11:08:27,Trout Bog,19,0.716,20.5,64.1,5.67,303.1,0.631,0.01,20.4,13,0.6,0,4.22,111.1,21.351,0.878,720.6
8/3/2021,11:08:29,Trout Bog,19,0.733,20.6,63.3,5.61,303.5,0.654,0.01,20.4,13,0.62,0,4.22,111.2,21.309,0.892,720.7
8/3/2021,11:08:31,Trout Bog,19,0.751,20.6,62.7,5.56,303.9,0.68,0.01,20.5,13,0.61,0,4.22,111.3,21.258,0.916,720.7
8/3/2021,11:08:33,Trout Bog,19,0.768,20.7,62.2,5.52,304.3,0.704,0.01,20.5,13,0.62,0,4.22,111.4,21.201,0.935,720.6
8/3/2021,11:08:35,Trout Bog,19.1,0.787,20.8,61.7,5.49,304.8,0.73,0.01,20.6,13,0.63,0,4.21,111.6,21.144,0.953,720.7
8/3/2021,11:08:37,Trout Bog,19.2,0.803,20.9,61.3,5.46,305.3,0.754,0.01,20.7,13,0.61,0,4.21,111.8,21.086,0.96,720.7
8/3/2021,11:08:39,Trout Bog,19.2,0.822,20.9,60.9,5.43,305.8,0.78,0.01,20.8,14,0.6,0,4.21,112,21.032,0.987,720.7
8/3/2021,11:08:41,Trout Bog,19.3,0.838,21.1,60.1,5.36,306.3,0.804,0.01,20.9,14,0.6,0,4.2,112.2,20.972,1.005,720.7
8/3/2021,11:08:43,Trout Bog,19.3,0.857,21.1,59.4,5.3,306.9,0.83,0.01,21,14,0.59,0,4.2,112.4,20.917,1.018,720.7
8/3/2021,11:08:45,Trout Bog,19.4,0.874,21.2,58.6,5.24,307.4,0.854,0.01,21.1,14,0.6,0,4.19,112.7,20.881,1.034,720.7
8/3/2021,11:08:47,Trout Bog,19.5,0.89,21.4,57.9,5.18,307.9,0.877,0.01,21.2,14,0.61,0,4.19,113,20.804,1.044,720.6
8/3/2021,11:08:49,Trout Bog,19.6,0.908,21.5,53.4,4.78,308.3,0.903,0.01,21.4,14,0.61,0,4.18,113.3,20.76,1.059,720.7
8/3/2021,11:08:51,Trout Bog,19.7,0.926,21.7,50.5,4.53,308.7,0.928,0.01,21.5,14,0.61,0,4.17,113.7,20.698,1.081,720.7
8/3/2021,11:08:53,Trout Bog,19.8,0.942,21.8,42,3.77,309.3,0.951,0.01,21.7,14,0.61,0,4.16,114.3,20.625,1.104,720.7
8/3/2021,11:08:55,Trout Bog,20,0.959,22,35.1,3.16,310,0.975,0.01,21.9,14,0.65,0,4.15,114.9,20.565,1.122,720.7
8/3/2021,11:08:57,Trout Bog,20.2,0.977,22.2,32.2,2.9,310.2,1.001,0.01,22.1,14,0.67,0,4.14,115.6,20.459,1.141,720.7
8/3/2021,11:08:59,Trout Bog,20.2,0.994,22.4,25.8,2.33,291.7,1.025,0.01,22.2,14,0.71,0,4.12,116.4,20.354,1.157,720.6
8/3/2021,11:09:01,Trout Bog,20.3,1.012,22.5,22.6,2.05,285.9,1.051,0.01,22.3,15,0.78,0,4.11,117.1,20.26,1.177,720.6
8/3/2021,11:09:03,Trout Bog,20.6,1.029,22.9,21.7,1.97,283.4,1.075,0.01,22.7,15,0.89,0,4.1,117.8,20.116,1.193,720.7
8/3/2021,11:09:05,Trout Bog,21,1.048,23.4,21,1.91,280.8,1.101,0.01,23.2,15,0.95,0,4.08,118.6,19.972,1.209,720.7
8/3/2021,11:09:07,Trout Bog,21.4,1.064,24,20.6,1.88,278.5,1.125,0.01,23.8,15,1.05,0,4.07,119.4,19.796,1.223,720.7
8/3/2021,11:09:09,Trout Bog,21.8,1.082,24.6,20.1,1.84,277.1,1.15,0.01,24.3,16,1.09,0,4.05,120.2,19.61,1.238,720.7
8/3/2021,11:09:11,Trout Bog,22.2,1.098,25.1,16.1,1.48,275.9,1.173,0.01,24.8,16,1.15,0,4.04,120.9,19.435,1.25,720.7
8/3/2021,11:09:13,Trout Bog,22.5,1.115,25.5,14.1,1.3,275,1.198,0.01,25.3,16,1.19,0,4.02,121.7,19.263,1.267,720.6
8/3/2021,11:09:15,Trout Bog,22.7,1.131,25.9,13.1,1.21,274.2,1.22,0.01,25.6,17,1.21,0,4.01,122.3,19.109,1.283,720.7
8/3/2021,11:09:17,Trout Bog,22.8,1.149,26.1,12.2,1.13,273.6,1.245,0.01,25.8,17,1.21,0,4,122.8,18.955,1.301,720.7
8/3/2021,11:09:19,Trout Bog,23,1.165,26.4,11.5,1.07,273.2,1.267,0.01,26.1,17,1.23,0,3.99,123.3,18.773,1.32,720.6
8/3/2021,11:09:21,Trout Bog,23.3,1.18,26.8,10.9,1.02,272.9,1.29,0.01,26.5,17,1.25,0,3.98,123.9,18.603,1.332,720.7
8/3/2021,11:09:23,Trout Bog,23.7,1.198,27.4,10.4,0.98,272.7,1.315,0.01,27.1,18,1.27,0,3.97,124.3,18.446,1.352,720.6
8/3/2021,11:09:25,Trout Bog,24.3,1.214,28.2,10,0.94,272.2,1.338,0.01,27.8,18,1.31,0,3.96,124.8,18.307,1.37,720.7
8/3/2021,11:09:27,Trout Bog,25,1.232,29.1,9.6,0.91,271.6,1.364,0.01,28.8,19,1.34,0,3.95,125.1,18.152,1.386,720.6
8/3/2021,11:09:29,Trout Bog,25.8,1.248,30.1,8.8,0.83,271.7,1.387,0.01,29.7,19,1.4,0,3.94,125.4,17.989,1.401,720.7
8/3/2021,11:09:31,Trout Bog,26.5,1.266,31.1,8.2,0.77,272.2,1.412,0.01,30.7,20,1.45,0,3.94,125.7,17.865,1.419,720.6
8/3/2021,11:09:33,Trout Bog,27.1,1.282,31.9,7.6,0.72,285.7,1.434,0.01,31.5,20,1.5,0,3.93,126,17.745,1.441,720.7
8/3/2021,11:09:35,Trout Bog,27.6,1.3,32.4,7.2,0.68,288.4,1.459,0.01,32,21,1.54,0,3.93,126.2,17.743,1.458,720.7
8/3/2021,11:09:37,Trout Bog,28,1.315,33,6.7,0.64,290.8,1.482,0.01,32.6,21,1.62,0,3.92,126.4,17.635,1.469,720.6
8/3/2021,11:09:39,Trout Bog,28.3,1.333,33.4,6.4,0.61,292.1,1.506,0.01,33,21,1.65,0,3.92,126.5,17.52,1.482,720.7
8/3/2021,11:09:41,Trout Bog,28.4,1.348,33.7,6.1,0.58,292.5,1.528,0.01,33.2,22,1.67,0,3.92,126.6,17.391,1.498,720.7
8/3/2021,11:09:43,Trout Bog,28.6,1.365,33.9,5.8,0.55,293.1,1.552,0.01,33.5,22,1.71,0,3.91,126.7,17.263,1.518,720.7
8/3/2021,11:09:45,Trout Bog,28.7,1.38,34.1,5.5,0.53,294.1,1.574,0.01,33.7,22,1.7,0,3.91,126.7,17.211,1.534,720.7
8/3/2021,11:09:47,Trout Bog,28.8,1.396,35.3,5.3,0.53,295,1.597,0.02,34.8,23,1.72,0,3.89,126.8,15.891,1.547,720.6
8/3/2021,11:09:49,Trout Bog,28.9,1.413,35.4,5.2,0.51,296.1,1.621,0.02,34.9,23,1.73,0,3.89,126.9,15.873,1.561,720.7
8/3/2021,11:09:51,Trout Bog,29,1.429,35.5,5.1,0.5,297.1,1.643,0.02,35,23,1.73,0,3.89,126.9,16.014,1.57,720.7
8/3/2021,11:09:53,Trout Bog,29.1,1.445,35.5,5,0.49,298,1.667,0.02,35,23,1.73,0,3.89,127,16.121,1.583,720.7
8/3/2021,11:09:55,Trout Bog,29.1,1.46,35.7,4.8,0.48,298.8,1.688,0.02,35.2,23,1.76,0,3.89,127.1,16,1.592,720.7
8/3/2021,11:09:57,Trout Bog,29.2,1.476,35.7,4.7,0.47,299.6,1.71,0.02,35.2,23,1.77,0,3.89,127.1,15.992,1.602,720.6
8/3/2021,11:09:59,Trout Bog,29.2,1.49,35.7,4.6,0.46,300.7,1.73,0.02,35.2,23,1.8,0,3.89,127.1,16.11,1.61,720.7
8/3/2021,11:10:01,Trout Bog,29.3,1.506,35.8,4.5,0.44,302.4,1.753,0.02,35.3,23,1.82,0,3.89,127.2,16.036,1.64,720.7
8/3/2021,11:10:03,Trout Bog,29.3,1.52,36,4.4,0.43,304.1,1.773,0.02,35.5,23,1.82,0,3.89,127.2,15.918,1.648,720.7
8/3/2021,11:10:05,Trout Bog,29.2,1.536,36,4.2,0.42,305.8,1.795,0.02,35.5,23,1.85,0,3.89,127.1,15.744,1.667,720.7
8/3/2021,11:10:07,Trout Bog,29.1,1.55,36,4.1,0.41,307.4,1.815,0.02,35.5,23,1.88,0,3.89,127.1,15.585,1.679,720.7
8/3/2021,11:10:09,Trout Bog,28.9,1.565,35.8,4.1,0.4,308.9,1.837,0.02,35.2,23,1.92,0,3.89,127,15.511,1.695,720.7
8/3/2021,11:10:11,Trout Bog,28.6,1.578,35.5,4,0.4,310.3,1.856,0.02,35,23,1.96,0,3.89,126.9,15.34,1.707,720.6
8/3/2021,11:10:13,Trout Bog,28.2,1.593,35.2,3.9,0.39,311.4,1.877,0.02,34.7,23,1.99,0,3.89,126.8,15.197,1.726,720.7
8/3/2021,11:10:15,Trout Bog,27.8,1.607,34.7,3.9,0.39,312.5,1.896,0.01,34.2,22,2.04,0,3.89,126.6,15.147,1.741,720.7
8/3/2021,11:10:17,Trout Bog,27.4,1.622,34.3,3.9,0.39,313.3,1.918,0.01,33.8,22,2.06,0,3.9,126.3,15.133,1.762,720.6
8/3/2021,11:10:19,Trout Bog,27.2,1.636,34,3.8,0.39,314,1.938,0.01,33.5,22,2.11,0,3.9,126,15.095,1.784,720.6
8/3/2021,11:10:21,Trout Bog,27,1.65,34.8,3.8,0.39,314.6,1.959,0.01,34.2,22,2.15,0,3.91,125.7,13.888,1.799,720.7
8/3/2021,11:10:23,Trout Bog,26.8,1.666,35.3,3.8,0.4,314.9,1.981,0.02,34.7,23,2.19,0,3.89,125.3,13.037,1.825,720.7
8/3/2021,11:10:25,Trout Bog,26.5,1.681,34.9,3.9,0.41,315,2.002,0.01,34.4,22,2.23,0,3.9,124.8,13.063,1.84,720.7
8/3/2021,11:10:27,Trout Bog,26.3,1.697,34.7,3.9,0.41,315,2.025,0.01,34.1,22,2.3,0,3.91,124.4,13.09,1.856,720.7
8/3/2021,11:10:29,Trout Bog,25.9,1.712,34.1,3.9,0.41,314.8,2.047,0.01,33.6,22,2.34,0,3.92,123.9,13.023,1.877,720.7
8/3/2021,11:10:31,Trout Bog,25.3,1.73,33.4,3.9,0.41,314.5,2.072,0.01,32.8,21,2.38,0,3.93,123.3,12.917,1.903,720.7
8/3/2021,11:10:33,Trout Bog,24.6,1.746,32.6,3.8,0.41,314.2,2.095,0.01,32,21,2.44,0,3.93,122.7,12.811,1.914,720.7
8/3/2021,11:10:35,Trout Bog,23.8,1.764,31.7,3.8,0.4,313.8,2.121,0.01,31.2,20,2.51,0,3.94,122.1,12.698,1.933,720.6
8/3/2021,11:10:37,Trout Bog,23.1,1.781,30.8,3.7,0.4,313.3,2.145,0.01,30.3,20,2.56,0,3.95,121.5,12.583,1.948,720.7
8/3/2021,11:10:39,Trout Bog,22.3,1.799,29.8,3.7,0.39,312.8,2.171,0.01,29.3,19,2.59,0,3.96,120.9,12.402,1.966,720.7
8/3/2021,11:10:41,Trout Bog,21.6,1.816,29,3.6,0.39,312.4,2.194,0.01,28.5,19,2.59,0,3.97,120.4,12.251,1.976,720.7
8/3/2021,11:10:43,Trout Bog,21.1,1.834,28.5,3.6,0.38,311.9,2.22,0.01,28,18,2.57,0,3.98,119.8,12.154,1.994,720.6
8/3/2021,11:10:45,Trout Bog,20.7,1.851,28,3.5,0.38,311.5,2.244,0.01,27.5,18,2.62,0,3.99,119.1,12.081,2.01,720.6
8/3/2021,11:10:47,Trout Bog,20.4,1.869,27.6,3.5,0.37,311.2,2.27,0.01,27.1,18,2.57,0,4,118.6,12.006,2.033,720.7
8/3/2021,11:10:49,Trout Bog,20.2,1.886,27.4,3.4,0.37,310.9,2.295,0.01,26.9,17,2.52,0,4.01,118,11.936,2.051,720.7
8/3/2021,11:10:51,Trout Bog,20.1,1.904,27.3,3.4,0.37,310.6,2.32,0.01,26.8,17,2.47,0,4.02,117.4,11.873,2.07,720.7
8/3/2021,11:10:53,Trout Bog,20,1.923,27.3,3.3,0.36,310.3,2.347,0.01,26.8,17,2.42,0,4.03,116.8,11.784,2.09,720.6
8/3/2021,11:10:55,Trout Bog,20,1.942,27.3,3.3,0.36,310.1,2.374,0.01,26.9,17,2.37,0,4.04,116.1,11.668,2.109,720.6
8/3/2021,11:10:57,Trout Bog,20,1.96,27.5,3.3,0.35,309.9,2.399,0.01,27,18,2.34,0,4.05,115.4,11.527,2.128,720.6
8/3/2021,11:10:59,Trout Bog,20.1,1.979,27.6,3.2,0.35,309.8,2.426,0.01,27.1,18,2.3,0,4.06,114.7,11.425,2.15,720.6
8/3/2021,11:11:01,Trout Bog,20.1,1.996,27.7,3.2,0.35,309.7,2.452,0.01,27.2,18,2.31,0,4.08,113.9,11.314,2.181,720.7
8/3/2021,11:11:03,Trout Bog,20,2.014,27.7,3.1,0.34,309.6,2.477,0.01,27.2,18,2.33,0,4.09,113.1,11.19,2.197,720.7
8/3/2021,11:11:05,Trout Bog,19.9,2.034,27.5,3,0.33,309.5,2.505,0.01,27.1,18,2.33,0,4.1,112.3,11.079,2.211,720.6
8/3/2021,11:11:07,Trout Bog,19.6,2.052,27.2,3,0.33,309.3,2.53,0.01,26.8,17,2.31,0,4.12,111.5,10.982,2.224,720.7
8/3/2021,11:11:09,Trout Bog,19.3,2.07,26.8,2.9,0.32,308.9,2.557,0.01,26.3,17,2.31,0,4.13,110.7,10.934,2.242,720.7
8/3/2021,11:11:11,Trout Bog,18.9,2.088,26.3,2.8,0.31,308.5,2.581,0.01,25.8,17,2.32,0,4.14,109.9,10.863,2.256,720.7
8/3/2021,11:11:13,Trout Bog,18.5,2.106,25.8,2.7,0.3,307.9,2.607,0.01,25.4,16,2.31,0,4.15,109.3,10.73,2.25,720.7
8/3/2021,11:11:15,Trout Bog,18.1,2.121,25.3,2.7,0.3,307.2,2.629,0.01,24.9,16,2.3,0,4.16,108.7,10.62,2.258,720.7
8/3/2021,11:11:17,Trout Bog,17.7,2.138,24.9,2.6,0.29,306.6,2.653,0.01,24.5,16,2.27,0,4.17,108.1,10.52,2.265,720.6
8/3/2021,11:11:19,Trout Bog,17.4,2.153,24.6,2.6,0.29,305.8,2.675,0.01,24.2,16,2.25,0,4.18,107.7,10.379,2.284,720.6
8/3/2021,11:11:21,Trout Bog,17.2,2.169,24.4,2.5,0.29,305,2.697,0.01,24,16,2.26,0,4.18,107.3,10.186,2.297,720.6
8/3/2021,11:11:23,Trout Bog,17,2.186,24.3,2.5,0.28,304.2,2.721,0.01,23.9,16,2.26,0,4.19,106.9,9.95,2.323,720.7
8/3/2021,11:11:25,Trout Bog,16.8,2.201,24.1,2.5,0.28,303.2,2.743,0.01,23.7,15,2.25,0,4.19,106.7,9.829,2.342,720.7
8/3/2021,11:11:27,Trout Bog,16.6,2.219,23.8,2.4,0.28,302.1,2.768,0.01,23.4,15,2.24,0,4.19,106.4,9.795,2.369,720.7
8/3/2021,11:11:29,Trout Bog,16.4,2.235,23.5,2.4,0.27,301,2.79,0.01,23.1,15,2.19,0,4.2,106.2,9.804,2.384,720.6
8/3/2021,11:11:31,Trout Bog,16.2,2.252,23.2,2.4,0.27,281.8,2.815,0.01,22.8,15,2.16,0,4.2,105.9,9.84,2.405,720.7
8/3/2021,11:11:33,Trout Bog,16,2.268,23,2.4,0.27,273,2.837,0.01,22.6,15,2.15,0,4.21,105.8,9.879,2.422,720.5
8/3/2021,11:11:35,Trout Bog,15.9,2.285,22.8,2.3,0.26,268.3,2.862,0.01,22.4,15,2.1,0,4.21,105.6,9.885,2.443,720.6
8/3/2021,11:11:37,Trout Bog,15.8,2.301,22.6,2.3,0.26,265.1,2.884,0.01,22.2,14,2.06,0,4.21,105.4,9.931,2.458,720.7
8/3/2021,11:11:39,Trout Bog,15.7,2.317,22.6,2.3,0.26,263.5,2.908,0.01,22.2,14,2.02,0,4.22,105.2,9.798,2.479,720.7
8/3/2021,11:11:41,Trout Bog,15.6,2.332,23.2,2.2,0.26,262,2.929,0.01,22.8,15,1.96,0,4.21,105,8.529,2.492,720.7
8/3/2021,11:11:43,Trout Bog,15.6,2.348,23.3,2.2,0.26,260.2,2.953,0.01,22.9,15,1.92,0,4.21,104.7,8.241,2.51,720.6
8/3/2021,11:11:45,Trout Bog,15.5,2.364,23.2,2.2,0.26,258.4,2.974,0.01,22.8,15,1.9,0,4.21,104.5,8.186,2.528,720.6
8/3/2021,11:11:47,Trout Bog,15.4,2.381,23.1,2.2,0.26,243.8,2.998,0.01,22.7,15,1.87,0,4.22,104.3,8.176,2.54,720.7
8/3/2021,11:11:49,Trout Bog,15.4,2.396,23,2.2,0.26,242.2,3.02,0.01,22.6,15,1.81,0,4.22,104.1,8.16,2.563,720.7
8/3/2021,11:11:51,Trout Bog,15.3,2.414,23,2.2,0.26,240.9,3.045,0.01,22.6,15,1.76,0,4.22,103.8,8.148,2.573,720.7
8/3/2021,11:11:53,Trout Bog,15.3,2.43,22.9,2.2,0.26,239.4,3.069,0.01,22.5,15,1.7,0,4.23,103.7,8.157,2.59,720.7
8/3/2021,11:11:55,Trout Bog,15.2,2.448,22.8,2.2,0.26,238.2,3.094,0.01,22.4,15,1.65,0,4.23,103.5,8.117,2.612,720.7
8/3/2021,11:11:57,Trout Bog,15.2,2.467,22.8,2.2,0.25,237.1,3.121,0.01,22.4,15,1.59,0,4.23,103.3,8.09,2.626,720.6
8/3/2021,11:11:59,Trout Bog,15.1,2.484,22.7,2.1,0.25,236.2,3.145,0.01,22.3,14,1.54,0,4.24,103.1,8.121,2.629,720.7
8/3/2021,11:12:01,Trout Bog,15.1,2.502,22.6,2.1,0.25,235.4,3.171,0.01,22.2,14,1.48,0,4.24,103,8.173,2.641,720.7
8/3/2021,11:12:03,Trout Bog,15,2.517,22.5,2.1,0.25,234.6,3.193,0.01,22.1,14,1.47,0,4.24,102.9,8.191,2.646,720.6
8/3/2021,11:12:05,Trout Bog,15,2.533,22.4,2.1,0.24,233.9,3.216,0.01,22.1,14,1.46,0,4.24,102.8,8.147,2.653,720.7
8/3/2021,11:12:07,Trout Bog,14.9,2.547,22.4,2.1,0.24,233.2,3.235,0.01,22,14,1.44,0,4.24,102.7,8.094,2.662,720.6
8/3/2021,11:12:09,Trout Bog,14.9,2.563,22.4,2.1,0.24,232.6,3.257,0.01,22,14,1.4,0,4.24,102.6,8.042,2.687,720.7
8/3/2021,11:12:11,Trout Bog,14.8,2.577,22.4,2,0.24,232,3.277,0.01,22,14,1.4,0,4.24,102.6,7.957,2.696,720.7
8/3/2021,11:12:13,Trout Bog,14.8,2.592,22.4,2,0.24,230.8,3.298,0.01,22,14,1.37,0,4.25,102.5,7.807,2.711,720.6
8/3/2021,11:12:15,Trout Bog,14.8,2.605,22.4,2,0.24,229.5,3.317,0.01,22.1,14,1.37,0,4.24,102.5,7.67,2.718,720.7
8/3/2021,11:12:17,Trout Bog,14.7,2.619,22.5,2,0.24,228.3,3.337,0.01,22.1,14,1.33,0,4.24,102.4,7.572,2.726,720.7
8/3/2021,11:12:19,Trout Bog,14.7,2.631,22.5,2,0.24,227.2,3.354,0.01,22.1,14,1.3,0,4.24,102.4,7.52,2.735,720.6
8/3/2021,11:12:21,Trout Bog,14.7,2.644,22.5,2,0.24,226.3,3.374,0.01,22.1,14,1.27,0,4.24,102.4,7.488,2.756,720.6
8/3/2021,11:12:23,Trout Bog,14.7,2.657,22.4,2,0.24,225.3,3.391,0.01,22.1,14,1.27,0,4.25,102.3,7.444,2.78,720.7
8/3/2021,11:12:25,Trout Bog,14.7,2.669,22.5,2,0.24,224.1,3.409,0.01,22.1,14,1.24,0,4.25,102.2,7.366,2.792,720.7
8/3/2021,11:12:27,Trout Bog,14.6,2.683,22.5,2,0.24,222.9,3.429,0.01,22.1,14,1.24,0,4.25,102.2,7.291,2.812,720.6
8/3/2021,11:12:29,Trout Bog,14.6,2.696,22.5,2,0.24,210.2,3.447,0.01,22.1,14,1.23,0,4.25,102.1,7.237,2.819,720.6
