Date,Time,Site Name,Cond,Depth,nLFCond,ODO,ODO.1,ORP,Pressure,Sal,Sp_Cond,TDS,Turbidity,TSS,pH,pH.1,Temp,Vertical_Position,Barometer
7/20/2021,11:51:34,Trout Bog,17.9,0.273,18.1,84.4,7.06,250.3,0.001,0.01,18.1,12,0.28,0,4.45,103.8,24.294,0.271,722.4
7/20/2021,11:51:36,Trout Bog,17.9,0.272,18.2,84.3,7.06,263.2,0,0.01,18.1,12,0.28,0,4.28,113.5,24.299,0.274,722.2
7/20/2021,11:51:38,Trout Bog,17.9,0.273,18.2,84.3,7.06,264.3,0.001,0.01,18.1,12,0.28,0,4.24,115.9,24.3,0.27,722.3
7/20/2021,11:51:40,Trout Bog,18,0.272,18.3,84.2,7.05,265.1,0,0.01,18.3,12,0.28,0,4.24,116.3,24.298,0.274,722.5
7/20/2021,11:51:42,Trout Bog,18.2,0.274,18.5,84.1,7.04,264.5,0.003,0.01,18.5,12,0.29,0,4.25,115.5,24.28,0.271,722.3
7/20/2021,11:51:44,Trout Bog,18.4,0.273,18.7,83.9,7.03,263.9,0.001,0.01,18.6,12,0.28,0,4.26,114.8,24.256,0.273,722.3
7/20/2021,11:51:46,Trout Bog,18.5,0.272,18.8,83.8,7.02,263.3,0,0.01,18.8,12,0.28,0,4.27,114.1,24.226,0.27,722.3
7/20/2021,11:51:48,Trout Bog,18.6,0.273,19,83.6,7.01,263,0.001,0.01,18.9,12,0.28,0,4.28,113.5,24.197,0.274,722.3
7/20/2021,11:51:50,Trout Bog,18.8,0.272,19.1,83.4,7,263.1,0,0.01,19.1,12,0.27,0,4.29,113.2,24.165,0.27,722.3
7/20/2021,11:51:52,Trout Bog,18.9,0.273,19.3,83.2,6.99,263.4,0.001,0.01,19.2,13,0.25,0,4.29,113,24.135,0.272,722.3
7/20/2021,11:51:54,Trout Bog,19,0.273,19.3,83.1,6.98,263.7,0.001,0.01,19.3,13,0.25,0,4.29,112.9,24.123,0.272,722.3
7/20/2021,11:51:56,Trout Bog,19,0.273,19.4,82.9,6.97,264.1,0.001,0.01,19.3,13,0.24,0,4.29,112.9,24.117,0.273,722.3
7/20/2021,11:51:58,Trout Bog,19,0.273,19.4,82.8,6.96,264.5,0.002,0.01,19.4,13,0.24,0,4.29,113,24.112,0.274,722.3
7/20/2021,11:52:00,Trout Bog,19.1,0.273,19.4,82.8,6.95,264.9,0.002,0.01,19.4,13,0.24,0,4.29,113,24.106,0.272,722.3
7/20/2021,11:52:02,Trout Bog,19.1,0.272,19.5,82.7,6.95,265.3,0,0.01,19.4,13,0.23,0,4.29,112.9,24.103,0.279,722.3
7/20/2021,11:52:04,Trout Bog,19.1,0.274,19.5,82.6,6.94,265.9,0.003,0.01,19.4,13,0.25,0,4.29,112.8,24.103,0.286,722.3
7/20/2021,11:52:06,Trout Bog,19.1,0.275,19.5,82.6,6.94,266.5,0.005,0.01,19.4,13,0.25,0,4.3,112.6,24.102,0.304,722.3
7/20/2021,11:52:08,Trout Bog,19.1,0.277,19.5,82.5,6.93,267.3,0.007,0.01,19.4,13,0.25,0,4.3,112.6,24.101,0.311,722.3
7/20/2021,11:52:10,Trout Bog,19.1,0.28,19.5,82.4,6.93,268.2,0.011,0.01,19.4,13,0.26,0,4.29,112.7,24.101,0.321,722.3
7/20/2021,11:52:12,Trout Bog,19.1,0.282,19.5,82.3,6.92,269,0.014,0.01,19.4,13,0.25,0,4.29,112.8,24.102,0.326,722.3
7/20/2021,11:52:14,Trout Bog,19.1,0.285,19.5,82.3,6.91,269.8,0.018,0.01,19.4,13,0.23,0,4.29,112.9,24.103,0.341,722.4
7/20/2021,11:52:16,Trout Bog,19.1,0.29,19.4,82.2,6.91,270.5,0.025,0.01,19.4,13,0.23,0,4.29,113,24.099,0.355,722.3
7/20/2021,11:52:18,Trout Bog,19.1,0.293,19.4,82.1,6.9,271.3,0.03,0.01,19.4,13,0.22,0,4.29,113.1,24.088,0.365,722.4
7/20/2021,11:52:20,Trout Bog,19,0.298,19.4,82,6.9,272.1,0.037,0.01,19.4,13,0.22,0,4.29,113.2,24.07,0.375,722.4
7/20/2021,11:52:22,Trout Bog,19,0.304,19.4,82,6.89,272.9,0.045,0.01,19.4,13,0.21,0,4.29,113.2,24.051,0.385,722.4
7/20/2021,11:52:24,Trout Bog,19,0.312,19.4,81.9,6.89,273.7,0.056,0.01,19.4,13,0.21,0,4.28,113.2,24.031,0.398,722.3
7/20/2021,11:52:26,Trout Bog,19,0.32,19.4,81.8,6.89,274.5,0.068,0.01,19.3,13,0.21,0,4.28,113.2,24.008,0.407,722.4
7/20/2021,11:52:28,Trout Bog,19,0.327,19.4,81.8,6.88,275.3,0.078,0.01,19.3,13,0.21,0,4.28,113.2,23.986,0.417,722.3
7/20/2021,11:52:30,Trout Bog,19,0.333,19.4,81.7,6.88,276.1,0.086,0.01,19.3,13,0.22,0,4.28,113.3,23.962,0.425,722.4
7/20/2021,11:52:32,Trout Bog,19,0.343,19.4,81.7,6.88,276.9,0.1,0.01,19.4,13,0.22,0,4.28,113.3,23.945,0.44,722.4
7/20/2021,11:52:34,Trout Bog,19,0.35,19.4,81.7,6.89,277.6,0.11,0.01,19.4,13,0.2,0,4.28,113.2,23.922,0.453,722.4
7/20/2021,11:52:36,Trout Bog,19,0.362,19.5,81.7,6.89,278.4,0.128,0.01,19.4,13,0.2,0,4.28,113.2,23.894,0.47,722.3
7/20/2021,11:52:38,Trout Bog,19,0.372,19.5,81.8,6.9,279.1,0.141,0.01,19.5,13,0.21,0,4.28,113.2,23.865,0.473,722.3
7/20/2021,11:52:40,Trout Bog,19.1,0.383,19.5,81.8,6.91,279.8,0.157,0.01,19.5,13,0.2,0,4.29,113.1,23.844,0.483,722.4
7/20/2021,11:52:42,Trout Bog,19.1,0.394,19.6,81.9,6.91,280.4,0.172,0.01,19.5,13,0.21,0,4.29,113,23.83,0.498,722.4
7/20/2021,11:52:44,Trout Bog,19.1,0.406,19.6,81.9,6.92,281.1,0.191,0.01,19.6,13,0.21,0,4.29,112.9,23.806,0.518,722.3
7/20/2021,11:52:46,Trout Bog,19.1,0.417,19.6,81.9,6.92,281.8,0.206,0.01,19.6,13,0.21,0,4.29,112.8,23.787,0.53,722.3
7/20/2021,11:52:48,Trout Bog,19.2,0.426,19.7,81.9,6.92,282.4,0.219,0.01,19.6,13,0.23,0,4.29,112.8,23.771,0.538,722.4
7/20/2021,11:52:50,Trout Bog,19.2,0.44,19.7,81.8,6.92,283.1,0.238,0.01,19.6,13,0.23,0,4.29,112.9,23.761,0.546,722.4
7/20/2021,11:52:52,Trout Bog,19.2,0.451,19.7,81.8,6.92,283.8,0.254,0.01,19.7,13,0.22,0,4.29,112.9,23.732,0.559,722.3
7/20/2021,11:52:54,Trout Bog,19.2,0.463,19.7,81.7,6.91,284.5,0.271,0.01,19.7,13,0.23,0,4.29,113,23.7,0.571,722.4
7/20/2021,11:52:56,Trout Bog,19.2,0.476,19.7,81.5,6.9,285.1,0.289,0.01,19.7,13,0.22,0,4.28,113.1,23.681,0.576,722.4
7/20/2021,11:52:58,Trout Bog,19.2,0.486,19.7,81.4,6.9,285.8,0.304,0.01,19.7,13,0.22,0,4.28,113.2,23.66,0.583,722.4
7/20/2021,11:53:00,Trout Bog,19.2,0.495,19.8,81.2,6.88,286.5,0.317,0.01,19.7,13,0.22,0,4.28,113.3,23.641,0.594,722.3
7/20/2021,11:53:02,Trout Bog,19.2,0.508,19.8,81,6.87,287.2,0.335,0.01,19.7,13,0.2,0,4.28,113.4,23.617,0.61,722.3
7/20/2021,11:53:04,Trout Bog,19.2,0.519,19.8,80.8,6.85,287.9,0.35,0.01,19.7,13,0.21,0,4.28,113.5,23.586,0.627,722.3
7/20/2021,11:53:06,Trout Bog,19.2,0.533,19.8,80.5,6.83,288.7,0.37,0.01,19.8,13,0.22,0,4.27,113.7,23.565,0.649,722.4
7/20/2021,11:53:08,Trout Bog,19.2,0.543,19.8,80.1,6.8,289.7,0.385,0.01,19.8,13,0.21,0,4.27,113.9,23.538,0.661,722.3
