Date,Time,Site Name,Cond,Depth,nLFCond,ODO,ODO.1,ORP,Pressure,Sal,Sp_Cond,TDS,Turbidity,TSS,pH,pH.1,Temp,Vertical_Position,Barometer
7/14/2021,10:33:20,Trout Bog,18,0.274,17.9,84.5,6.93,257.4,0.003,0.01,17.9,12,0.13,0,4.69,103.4,25.454,0.274,719.5
7/14/2021,10:33:22,Trout Bog,18,0.273,17.8,84.5,6.92,258.3,0.002,0.01,17.8,12,0.13,0,4.68,103.6,25.452,0.272,719.5
7/14/2021,10:33:24,Trout Bog,18,0.274,17.8,84.4,6.92,274.8,0.002,0.01,17.8,12,0.16,0,4.55,111.6,25.447,0.274,719.5
7/14/2021,10:33:26,Trout Bog,18,0.273,17.9,84.3,6.91,269.3,0.002,0.01,17.9,12,0.16,0,4.6,108.4,25.43,0.272,719.6
7/14/2021,10:33:28,Trout Bog,18,0.273,17.9,84.1,6.9,271.8,0.001,0.01,17.9,12,0.16,0,4.59,109.4,25.394,0.274,719.7
7/14/2021,10:33:30,Trout Bog,18,0.273,17.9,83.9,6.89,271.5,0.001,0.01,17.9,12,0.17,0,4.59,109.1,25.359,0.272,719.6
7/14/2021,10:33:32,Trout Bog,18,0.272,17.9,83.6,6.87,271.4,0,0.01,17.9,12,0.17,0,4.59,108.9,25.327,0.275,719.6
7/14/2021,10:33:34,Trout Bog,18.1,0.274,18,83.4,6.85,271.5,0.003,0.01,18,12,0.18,0,4.59,109,25.294,0.272,719.6
7/14/2021,10:33:36,Trout Bog,18.2,0.273,18.1,83.2,6.84,271.7,0.001,0.01,18.1,12,0.18,0,4.59,109.1,25.251,0.273,719.7
7/14/2021,10:33:38,Trout Bog,18.3,0.272,18.2,82.7,6.81,272.2,0,0.01,18.2,12,0.19,0,4.58,109.4,25.178,0.273,719.5
7/14/2021,10:33:40,Trout Bog,18.4,0.274,18.4,82.4,6.79,272.9,0.003,0.01,18.4,12,0.19,0,4.58,109.7,25.078,0.275,719.5
7/14/2021,10:33:42,Trout Bog,18.6,0.275,18.6,82,6.78,273.8,0.005,0.01,18.6,12,0.2,0,4.57,109.9,24.957,0.274,719.5
7/14/2021,10:33:44,Trout Bog,18.7,0.275,18.8,81.7,6.77,274.7,0.004,0.01,18.8,12,0.2,0,4.57,110.1,24.8,0.284,719.6
7/14/2021,10:33:46,Trout Bog,18.8,0.276,18.9,81.4,6.76,275.5,0.005,0.01,18.9,12,0.22,0,4.57,110.3,24.622,0.294,719.5
7/14/2021,10:33:48,Trout Bog,18.9,0.275,19.1,81.1,6.76,276.4,0.004,0.01,19.1,12,0.22,0,4.56,110.5,24.435,0.303,719.6
7/14/2021,10:33:50,Trout Bog,18.9,0.28,19.2,80.9,6.77,277.3,0.011,0.01,19.2,12,0.22,0,4.56,110.6,24.253,0.322,719.5
7/14/2021,10:33:52,Trout Bog,18.9,0.282,19.2,80.9,6.79,278.7,0.014,0.01,19.2,12,0.24,0,4.55,110.9,24.117,0.33,719.5
7/14/2021,10:33:54,Trout Bog,18.9,0.287,19.3,80.8,6.8,280.2,0.021,0.01,19.2,13,0.24,0,4.54,111.2,24.006,0.347,719.6
7/14/2021,10:33:56,Trout Bog,18.8,0.289,19.3,80.9,6.81,281.8,0.024,0.01,19.2,12,0.24,0,4.54,111.5,23.933,0.354,719.5
7/14/2021,10:33:58,Trout Bog,18.8,0.296,19.3,80.9,6.82,283.5,0.035,0.01,19.2,12,0.24,0,4.53,111.7,23.877,0.373,719.5
7/14/2021,10:34:00,Trout Bog,18.8,0.301,19.3,80.9,6.83,285.1,0.041,0.01,19.2,12,0.26,0,4.53,111.9,23.831,0.386,719.5
7/14/2021,10:34:02,Trout Bog,18.8,0.307,19.3,81,6.84,286.4,0.049,0.01,19.2,12,0.26,0,4.53,112,23.794,0.389,719.5
7/14/2021,10:34:04,Trout Bog,18.8,0.313,19.3,81.1,6.86,287.6,0.057,0.01,19.2,12,0.27,0,4.53,112.1,23.768,0.389,719.5
7/14/2021,10:34:06,Trout Bog,18.8,0.321,19.3,81.2,6.87,288.7,0.069,0.01,19.2,12,0.25,0,4.53,112.1,23.74,0.406,719.5
7/14/2021,10:34:08,Trout Bog,18.8,0.327,19.3,81.4,6.89,289.8,0.078,0.01,19.3,13,0.25,0,4.52,112.2,23.717,0.419,719.5
7/14/2021,10:34:10,Trout Bog,18.8,0.335,19.3,81.6,6.91,290.8,0.09,0.01,19.3,13,0.26,0,4.52,112.3,23.686,0.424,719.5
7/14/2021,10:34:12,Trout Bog,18.8,0.344,19.3,81.8,6.93,291.8,0.102,0.01,19.3,13,0.26,0,4.52,112.3,23.661,0.446,719.5
7/14/2021,10:34:14,Trout Bog,18.8,0.353,19.4,82,6.95,292.7,0.115,0.01,19.3,13,0.26,0,4.52,112.4,23.642,0.455,719.6
7/14/2021,10:34:16,Trout Bog,18.8,0.364,19.4,82.2,6.96,293.6,0.13,0.01,19.3,13,0.28,0,4.52,112.5,23.615,0.481,719.5
7/14/2021,10:34:18,Trout Bog,18.8,0.376,19.4,82.3,6.98,294.4,0.148,0.01,19.4,13,0.28,0,4.52,112.6,23.579,0.505,719.5
7/14/2021,10:34:20,Trout Bog,18.8,0.39,19.4,82.4,6.99,295.3,0.167,0.01,19.4,13,0.27,0,4.51,112.7,23.536,0.533,719.5
7/14/2021,10:34:22,Trout Bog,18.8,0.402,19.4,82.4,7,296.1,0.185,0.01,19.4,13,0.28,0,4.51,112.8,23.492,0.55,719.6
7/14/2021,10:34:24,Trout Bog,18.8,0.419,19.4,82.5,7.02,297,0.209,0.01,19.4,13,0.28,0,4.51,112.9,23.446,0.583,719.5
7/14/2021,10:34:26,Trout Bog,18.8,0.433,19.4,82.5,7.03,297.7,0.228,0.01,19.4,13,0.27,0,4.51,113,23.397,0.601,719.5
