Date,Time,Site Name,Cond,Depth,nLFCond,ODO,ODO.1,ORP,Pressure,Sal psu,Sp_Cond,TDS,Turbidity,TSS,pH,pH.1,Temp,Vertical_Position,Barometer
8/9/2021,11:49:35,Trout Bog,9.1,0.272,9.2,87,7.25,292.2,-0.001,0,9.2,6,0.99,0,4.17,111.9,24.498,0.273,715.7
8/9/2021,11:49:37,Trout Bog,9.2,0.272,9.3,86.9,7.25,292.6,0,0,9.2,6,1.02,0,4.17,111.9,24.512,0.274,715.7
8/9/2021,11:49:39,Trout Bog,10.5,0.272,10.6,86.9,7.24,293,0,0,10.6,7,0.96,0,4.16,112,24.521,0.274,715.7
8/9/2021,11:49:41,Trout Bog,11.8,0.272,11.9,86.8,7.24,293.8,0,0,11.9,8,0.9,0,4.16,112.3,24.506,0.273,715.8
8/9/2021,11:49:43,Trout Bog,13.3,0.272,13.4,86.6,7.22,295,0,0,13.4,9,0.86,0,4.15,112.7,24.487,0.272,715.7
8/9/2021,11:49:45,Trout Bog,14.8,0.272,15,86.2,7.2,295.8,0,0.01,15,10,0.83,0,4.15,113,24.414,0.274,715.7
8/9/2021,11:49:47,Trout Bog,16.3,0.272,17,82.5,6.91,296.3,0,0.01,16.9,11,0.79,0,4.14,113,23.099,0.272,715.7
8/9/2021,11:49:49,Trout Bog,17.8,0.272,18.6,82.7,7.1,297.1,0.001,0.01,18.5,12,0.72,0,4.13,113.1,22.932,0.273,715.6
8/9/2021,11:49:51,Trout Bog,18.7,0.272,19.5,82,7.05,297.8,0.001,0.01,19.5,13,0.64,0,4.13,113.1,22.917,0.273,715.7
8/9/2021,11:49:53,Trout Bog,18.7,0.272,19.6,81.4,7,299.1,0.001,0.01,19.5,13,0.61,0,4.13,113.3,22.875,0.272,715.7
8/9/2021,11:49:55,Trout Bog,18.6,0.273,19.6,81.1,6.98,300.6,0.001,0.01,19.5,13,0.59,0,4.12,113.5,22.76,0.273,715.7
8/9/2021,11:49:57,Trout Bog,18.6,0.273,19.6,80.9,6.98,302.3,0.001,0.01,19.5,13,0.57,0,4.12,113.6,22.671,0.274,715.7
8/9/2021,11:49:59,Trout Bog,18.6,0.273,19.6,80.7,6.97,304,0.001,0.01,19.5,13,0.56,0,4.11,113.8,22.617,0.272,715.7
8/9/2021,11:50:01,Trout Bog,18.6,0.273,19.5,80.6,6.97,305.7,0.001,0.01,19.4,13,0.54,0,4.11,114,22.579,0.273,715.7
8/9/2021,11:50:03,Trout Bog,18.5,0.273,19.5,80.5,6.96,307.3,0.001,0.01,19.4,13,0.54,0,4.11,114,22.545,0.272,715.7
8/9/2021,11:50:05,Trout Bog,18.5,0.273,19.5,80.3,6.96,308.6,0.001,0.01,19.4,13,0.53,0,4.11,113.9,22.472,0.275,715.7
8/9/2021,11:50:07,Trout Bog,18.5,0.273,19.5,80.3,6.96,310.1,0.002,0.01,19.4,13,0.51,0,4.11,113.9,22.43,0.276,715.7
8/9/2021,11:50:09,Trout Bog,18.4,0.273,19.5,80.2,6.96,311.7,0.001,0.01,19.4,13,0.51,0,4.11,114,22.412,0.272,715.6
8/9/2021,11:50:11,Trout Bog,18.4,0.273,19.5,80.2,6.96,313.4,0.002,0.01,19.4,13,0.51,0,4.11,114,22.402,0.275,715.7
8/9/2021,11:50:13,Trout Bog,18.4,0.273,19.5,80.2,6.96,314.9,0.002,0.01,19.4,13,0.5,0,4.11,114.1,22.391,0.276,715.7
8/9/2021,11:50:15,Trout Bog,18.4,0.274,19.5,80.1,6.96,316.2,0.003,0.01,19.4,13,0.52,0,4.11,114.2,22.371,0.283,715.6
8/9/2021,11:50:17,Trout Bog,18.4,0.275,19.5,80,6.95,317.4,0.004,0.01,19.4,13,0.51,0,4.1,114.2,22.345,0.292,715.7
8/9/2021,11:50:19,Trout Bog,18.4,0.277,19.5,80,6.95,318.5,0.006,0.01,19.4,13,0.52,0,4.1,114.3,22.316,0.318,715.6
8/9/2021,11:50:21,Trout Bog,18.4,0.279,19.5,79.9,6.95,319.5,0.009,0.01,19.4,13,0.53,0,4.1,114.4,22.292,0.324,715.6
8/9/2021,11:50:23,Trout Bog,18.4,0.283,19.5,79.9,6.95,320.5,0.015,0.01,19.4,13,0.55,0,4.1,114.4,22.263,0.355,715.6
8/9/2021,11:50:25,Trout Bog,18.4,0.287,19.5,79.8,6.94,321.5,0.022,0.01,19.4,13,0.56,0,4.1,114.5,22.241,0.369,715.8
8/9/2021,11:50:27,Trout Bog,18.4,0.293,19.5,79.7,6.94,322.4,0.029,0.01,19.4,13,0.57,0,4.1,114.5,22.215,0.379,715.6
8/9/2021,11:50:29,Trout Bog,18.4,0.299,19.5,79.7,6.94,323.3,0.038,0.01,19.4,13,0.58,0,4.1,114.6,22.2,0.396,715.7
8/9/2021,11:50:31,Trout Bog,18.3,0.306,19.5,79.5,6.93,324.1,0.048,0.01,19.4,13,0.58,0,4.1,114.6,22.189,0.409,715.6
8/9/2021,11:50:33,Trout Bog,18.3,0.314,19.5,79.4,6.92,325,0.06,0.01,19.4,13,0.59,0,4.1,114.6,22.166,0.431,715.6
8/9/2021,11:50:35,Trout Bog,18.3,0.322,19.5,79.3,6.91,325.8,0.071,0.01,19.4,13,0.58,0,4.1,114.7,22.138,0.442,715.8
8/9/2021,11:50:37,Trout Bog,18.3,0.332,19.5,79.1,6.9,326.7,0.086,0.01,19.4,13,0.58,0,4.09,114.8,22.112,0.458,715.7
8/9/2021,11:50:39,Trout Bog,18.3,0.342,19.5,78.9,6.89,327.5,0.099,0.01,19.4,13,0.56,0,4.09,114.9,22.094,0.467,715.7
8/9/2021,11:50:41,Trout Bog,18.3,0.353,19.5,78.7,6.87,328.3,0.115,0.01,19.4,13,0.57,0,4.09,115,22.077,0.485,715.7
8/9/2021,11:50:43,Trout Bog,18.3,0.364,19.5,78.5,6.86,329.1,0.131,0.01,19.4,13,0.56,0,4.09,115.1,22.055,0.494,715.7
8/9/2021,11:50:45,Trout Bog,18.3,0.377,19.5,78.2,6.83,329.8,0.149,0.01,19.4,13,0.56,0,4.09,115.2,22.043,0.518,715.7
8/9/2021,11:50:47,Trout Bog,18.3,0.391,19.5,77.9,6.81,330.4,0.168,0.01,19.4,13,0.55,0,4.08,115.3,22.033,0.541,715.7
8/9/2021,11:50:49,Trout Bog,18.3,0.406,19.6,77.5,6.78,331.1,0.191,0.01,19.4,13,0.55,0,4.08,115.4,22.019,0.569,715.7
8/9/2021,11:50:51,Trout Bog,18.3,0.422,19.6,77.1,6.74,331.6,0.213,0.01,19.5,13,0.54,0,4.08,115.5,22.013,0.581,715.6
8/9/2021,11:50:53,Trout Bog,18.4,0.439,19.6,76.7,6.71,332.2,0.237,0.01,19.5,13,0.54,0,4.08,115.6,22.001,0.595,715.8
8/9/2021,11:50:55,Trout Bog,18.4,0.455,19.6,76.3,6.67,332.7,0.26,0.01,19.5,13,0.53,0,4.08,115.7,21.991,0.609,715.7
8/9/2021,11:50:57,Trout Bog,18.4,0.471,19.6,75.8,6.63,333.1,0.283,0.01,19.5,13,0.52,0,4.07,115.8,21.969,0.631,715.8
8/9/2021,11:50:59,Trout Bog,18.4,0.49,19.6,75.4,6.6,333.5,0.309,0.01,19.5,13,0.52,0,4.07,115.9,21.94,0.668,715.7
8/9/2021,11:51:01,Trout Bog,18.4,0.508,19.7,75,6.57,333.9,0.335,0.01,19.6,13,0.53,0,4.07,115.9,21.91,0.688,715.6
8/9/2021,11:51:03,Trout Bog,18.4,0.525,19.7,74.6,6.54,334.3,0.359,0.01,19.6,13,0.53,0,4.07,116,21.879,0.706,715.7
8/9/2021,11:51:05,Trout Bog,18.4,0.542,19.8,74.2,6.5,334.7,0.383,0.01,19.6,13,0.53,0,4.07,116,21.831,0.72,715.7
8/9/2021,11:51:07,Trout Bog,18.5,0.561,19.8,73.8,6.48,335.1,0.41,0.01,19.7,13,0.53,0,4.07,116.1,21.77,0.739,715.6
8/9/2021,11:51:09,Trout Bog,18.5,0.578,19.9,73.4,6.45,335.5,0.435,0.01,19.7,13,0.54,0,4.07,116.1,21.706,0.752,715.6
8/9/2021,11:51:11,Trout Bog,18.5,0.597,19.9,73,6.43,335.9,0.461,0.01,19.8,13,0.53,0,4.07,116.1,21.64,0.767,715.7
8/9/2021,11:51:13,Trout Bog,18.5,0.614,20,72.6,6.4,336.3,0.485,0.01,19.8,13,0.56,0,4.06,116.2,21.576,0.78,715.7
8/9/2021,11:51:15,Trout Bog,18.6,0.633,20,72.2,6.37,336.8,0.512,0.01,19.9,13,0.56,0,4.06,116.2,21.506,0.795,715.8
8/9/2021,11:51:17,Trout Bog,18.6,0.65,20.1,71.7,6.33,337.2,0.536,0.01,19.9,13,0.57,0,4.06,116.3,21.434,0.81,715.7
8/9/2021,11:51:19,Trout Bog,18.6,0.669,20.1,71.1,6.29,337.6,0.564,0.01,20,13,0.57,0,4.06,116.3,21.362,0.828,715.7
8/9/2021,11:51:21,Trout Bog,18.6,0.687,20.2,70.4,6.24,338,0.588,0.01,20,13,0.58,0,4.06,116.4,21.29,0.844,715.8
8/9/2021,11:51:23,Trout Bog,18.7,0.706,20.2,69.6,6.18,338.4,0.616,0.01,20.1,13,0.58,0,4.06,116.5,21.235,0.864,715.7
8/9/2021,11:51:25,Trout Bog,18.7,0.723,20.3,65.9,5.85,338.8,0.64,0.01,20.1,13,0.59,0,4.05,116.6,21.182,0.882,715.7
8/9/2021,11:51:27,Trout Bog,18.7,0.74,20.3,64.1,5.7,339.2,0.664,0.01,20.2,13,0.57,0,4.05,116.8,21.139,0.894,715.7
8/9/2021,11:51:29,Trout Bog,18.7,0.758,20.4,62.2,5.53,339.7,0.69,0.01,20.2,13,0.58,0,4.04,117,21.102,0.914,715.7
8/9/2021,11:51:31,Trout Bog,18.8,0.775,20.4,54,4.8,340.2,0.713,0.01,20.3,13,0.59,0,4.04,117.3,21.062,0.927,715.7
8/9/2021,11:51:33,Trout Bog,18.8,0.793,20.5,50,4.45,340.8,0.74,0.01,20.4,13,0.58,0,4.03,117.7,21.028,0.944,715.7
8/9/2021,11:51:35,Trout Bog,18.9,0.809,20.6,47.3,4.22,341.4,0.763,0.01,20.5,13,0.61,0,4.03,118.1,20.998,0.957,715.6
8/9/2021,11:51:37,Trout Bog,19,0.827,20.8,40.6,3.62,342.1,0.787,0.01,20.6,13,0.62,0,4.02,118.5,20.974,0.973,715.6
8/9/2021,11:51:39,Trout Bog,19.2,0.842,20.9,36,3.21,342.7,0.809,0.01,20.8,14,0.63,0,4.01,119,20.947,0.995,715.8
8/9/2021,11:51:41,Trout Bog,19.4,0.859,21.2,28.9,2.58,343.1,0.834,0.01,21.1,14,0.66,0,3.88,126.3,20.902,1.028,715.6
8/9/2021,11:51:43,Trout Bog,19.8,0.876,21.7,23.7,2.11,342.7,0.857,0.01,21.6,14,0.68,0,3.87,126.8,20.827,1.049,715.7
8/9/2021,11:51:45,Trout Bog,20.3,0.894,22.3,21.4,1.92,321.7,0.883,0.01,22.1,14,0.72,0,3.88,126.7,20.737,1.064,715.6
8/9/2021,11:51:47,Trout Bog,20.8,0.911,22.9,19.8,1.77,319.5,0.907,0.01,22.7,15,0.76,0,3.86,127.3,20.63,1.075,715.6
8/9/2021,11:51:49,Trout Bog,21.4,0.929,23.6,18.5,1.66,316.5,0.932,0.01,23.4,15,0.79,0,3.86,127.4,20.538,1.089,715.6
8/9/2021,11:51:51,Trout Bog,22,0.945,24.3,14.1,1.27,314.1,0.956,0.01,24.1,16,0.84,0,3.85,127.7,20.409,1.117,715.7
8/9/2021,11:51:53,Trout Bog,22.7,0.964,25.2,13.3,1.2,310.7,0.983,0.01,24.9,16,0.89,0,3.85,127.8,20.261,1.136,715.6
8/9/2021,11:51:55,Trout Bog,23.2,0.982,25.8,13,1.18,307.5,1.007,0.01,25.6,17,0.94,0,3.85,128,20.137,1.153,715.7
8/9/2021,11:51:57,Trout Bog,23.7,0.999,26.4,12.7,1.15,305,1.032,0.01,26.2,17,0.99,0,3.84,128.1,20.02,1.173,715.6
8/9/2021,11:51:59,Trout Bog,24.2,1.018,27,12.3,1.12,289.1,1.059,0.01,26.8,17,1.03,0,3.84,128.2,19.898,1.189,715.7
8/9/2021,11:52:01,Trout Bog,24.6,1.036,27.6,11.8,1.08,286.6,1.084,0.01,27.4,18,1.08,0,3.84,128.3,19.76,1.209,715.6
8/9/2021,11:52:03,Trout Bog,25.1,1.055,28.2,11.3,1.04,285.3,1.111,0.01,28,18,1.13,0,3.83,128.4,19.636,1.234,715.6
8/9/2021,11:52:05,Trout Bog,25.5,1.073,28.7,10.9,1,284.6,1.137,0.01,28.4,18,1.17,0,3.83,128.6,19.557,1.247,715.6
8/9/2021,11:52:07,Trout Bog,25.8,1.092,29.2,10.3,0.95,283.9,1.164,0.01,28.9,19,1.19,0,3.83,128.8,19.465,1.268,715.7
8/9/2021,11:52:09,Trout Bog,26.1,1.11,29.5,9.5,0.88,283.4,1.19,0.01,29.3,19,1.2,0,3.82,129.1,19.413,1.288,715.7
8/9/2021,11:52:11,Trout Bog,26.4,1.13,29.9,8.8,0.81,283,1.218,0.01,29.6,19,1.21,0,3.81,129.5,19.329,1.309,715.6
8/9/2021,11:52:13,Trout Bog,26.7,1.149,30.2,8.2,0.76,282.9,1.245,0.01,29.9,19,1.21,0,3.8,129.9,19.264,1.321,715.6
8/9/2021,11:52:15,Trout Bog,26.9,1.169,30.5,7.7,0.71,282.8,1.273,0.01,30.2,20,1.22,0,3.8,130.3,19.188,1.34,715.6
8/9/2021,11:52:17,Trout Bog,27,1.187,30.7,7.2,0.67,282.9,1.299,0.01,30.4,20,1.23,0,3.78,130.9,19.071,1.356,715.7
8/9/2021,11:52:19,Trout Bog,27.1,1.207,31,6.8,0.63,283,1.327,0.01,30.7,20,1.21,0,3.77,131.4,18.955,1.381,715.6
8/9/2021,11:52:21,Trout Bog,27.3,1.224,31.2,6.4,0.6,283.1,1.352,0.01,30.9,20,1.23,0,3.76,132,18.808,1.401,715.7
8/9/2021,11:52:23,Trout Bog,27.4,1.244,31.6,6.1,0.57,283.1,1.38,0.01,31.2,20,1.24,0,3.75,132.6,18.644,1.421,715.6
8/9/2021,11:52:25,Trout Bog,27.6,1.262,31.9,5.8,0.55,283.2,1.406,0.01,31.5,20,1.24,0,3.74,133.1,18.431,1.437,715.8
8/9/2021,11:52:27,Trout Bog,27.8,1.282,32.3,5.6,0.53,283.2,1.435,0.01,31.9,21,1.25,0,3.73,133.6,18.213,1.46,715.7
8/9/2021,11:52:29,Trout Bog,27.9,1.3,32.7,5.4,0.51,283.5,1.461,0.01,32.3,21,1.29,0,3.72,134.2,17.954,1.482,715.6
8/9/2021,11:52:31,Trout Bog,28.1,1.321,33.1,5.2,0.5,284.3,1.489,0.01,32.7,21,1.32,0,3.7,134.6,17.714,1.5,715.7
8/9/2021,11:52:33,Trout Bog,28.3,1.339,33.4,5.1,0.49,285.5,1.515,0.01,33,21,1.38,0,3.69,135,17.464,1.523,715.6
8/9/2021,11:52:35,Trout Bog,28.4,1.357,33.8,5,0.48,301.3,1.542,0.01,33.3,22,1.43,0,3.69,135.3,17.235,1.542,715.7
8/9/2021,11:52:37,Trout Bog,28.5,1.378,34.1,4.9,0.47,303.9,1.571,0.01,33.6,22,1.5,0,3.68,135.5,17.048,1.561,715.7
8/9/2021,11:52:39,Trout Bog,28.6,1.396,34.4,4.8,0.46,304.9,1.597,0.01,33.9,22,1.6,0,3.68,135.5,16.848,1.569,715.6
8/9/2021,11:52:41,Trout Bog,28.7,1.416,34.6,4.7,0.46,305.8,1.625,0.01,34.2,22,1.69,0,3.68,135.5,16.658,1.595,715.7
8/9/2021,11:52:43,Trout Bog,28.7,1.435,34.8,4.6,0.45,306.9,1.651,0.01,34.4,22,1.76,0,3.67,135.5,16.417,1.62,715.8
8/9/2021,11:52:45,Trout Bog,28.8,1.456,35,4.5,0.44,307.9,1.682,0.01,34.5,22,1.82,0,3.67,135.5,16.201,1.656,715.7
8/9/2021,11:52:47,Trout Bog,28.7,1.475,36.1,4.4,0.44,308.9,1.71,0.02,35.5,23,1.88,0,3.67,135.3,14.908,1.683,715.7
8/9/2021,11:52:49,Trout Bog,28.5,1.497,35.8,4.3,0.44,309.8,1.741,0.02,35.3,23,1.92,0,3.66,135.2,15.046,1.698,715.6
8/9/2021,11:52:51,Trout Bog,28.3,1.518,35.6,4.2,0.43,310.6,1.77,0.02,35.1,23,1.98,0,3.67,135,14.863,1.733,715.8
8/9/2021,11:52:53,Trout Bog,28,1.541,35.5,4.2,0.42,311.3,1.803,0.02,34.9,23,1.98,0,3.67,134.6,14.593,1.753,715.7
8/9/2021,11:52:55,Trout Bog,27.6,1.561,35.2,4.1,0.42,312.1,1.832,0.02,34.6,22,2.01,0,3.67,134.2,14.413,1.77,715.7
8/9/2021,11:52:57,Trout Bog,27.2,1.584,34.7,4,0.41,312.7,1.865,0.01,34.2,22,2.04,0,3.68,133.7,14.294,1.792,715.7
8/9/2021,11:52:59,Trout Bog,26.6,1.605,34.1,4,0.41,313.3,1.894,0.01,33.6,22,2.1,0,3.69,133.2,14.179,1.807,715.7
8/9/2021,11:53:01,Trout Bog,26.1,1.625,33.5,3.9,0.4,314.6,1.923,0.01,33,21,2.15,0,3.7,132.7,14.064,1.826,715.7
8/9/2021,11:53:03,Trout Bog,25.5,1.648,32.9,3.8,0.39,315.9,1.955,0.01,32.4,21,2.17,0,3.71,132.1,13.95,1.842,715.8
8/9/2021,11:53:05,Trout Bog,24.9,1.67,32.3,3.8,0.39,316.9,1.987,0.01,31.8,21,2.22,0,3.72,131.4,13.718,1.864,715.7
8/9/2021,11:53:07,Trout Bog,24.4,1.69,31.7,3.7,0.38,317.8,2.015,0.01,31.2,20,2.24,0,3.73,130.7,13.556,1.882,715.6
8/9/2021,11:53:09,Trout Bog,23.7,1.71,30.9,3.6,0.38,318.4,2.044,0.01,30.4,20,2.29,0,3.74,129.9,13.366,1.899,715.6
8/9/2021,11:53:11,Trout Bog,23.1,1.732,30.3,3.6,0.38,319,2.075,0.01,29.8,19,2.32,0,3.75,129.1,13.164,1.92,715.6
8/9/2021,11:53:13,Trout Bog,22.6,1.752,29.8,3.5,0.37,319.4,2.104,0.01,29.3,19,2.35,0,3.76,128.2,12.977,1.93,715.7
8/9/2021,11:53:15,Trout Bog,22.1,1.774,29.3,3.5,0.37,319.7,2.134,0.01,28.8,19,2.34,0,3.78,127.3,12.821,1.951,715.6
8/9/2021,11:53:17,Trout Bog,21.7,1.794,28.9,3.4,0.36,319.9,2.163,0.01,28.4,18,2.38,0,3.79,126.4,12.67,1.974,715.7
8/9/2021,11:53:19,Trout Bog,21.4,1.816,28.6,3.3,0.36,320.1,2.195,0.01,28.1,18,2.42,0,3.81,125.5,12.504,1.996,715.7
8/9/2021,11:53:21,Trout Bog,21.2,1.836,28.4,3.3,0.35,320.1,2.223,0.01,27.9,18,2.43,0,3.82,124.6,12.367,2.018,715.7
8/9/2021,11:53:23,Trout Bog,21.1,1.857,28.4,3.2,0.35,320.2,2.253,0.01,27.9,18,2.45,0,3.83,123.8,12.264,2.028,715.7
8/9/2021,11:53:25,Trout Bog,21.1,1.875,28.4,3.2,0.34,320.2,2.279,0.01,27.9,18,2.48,0,3.85,122.9,12.175,2.044,715.8
8/9/2021,11:53:27,Trout Bog,21,1.895,28.3,3.2,0.34,320.1,2.307,0.01,27.8,18,2.49,0,3.86,122.1,12.084,2.06,715.6
8/9/2021,11:53:29,Trout Bog,20.8,1.912,28.2,3.1,0.34,320.1,2.332,0.01,27.7,18,2.51,0,3.87,121.4,11.991,2.077,715.7
8/9/2021,11:53:31,Trout Bog,20.7,1.93,28,3.1,0.34,320,2.356,0.01,27.5,18,2.53,0,3.88,120.8,11.909,2.093,715.6
8/9/2021,11:53:33,Trout Bog,20.4,1.949,27.8,3.1,0.33,320,2.383,0.01,27.3,18,2.53,0,3.89,120.2,11.79,2.117,715.6
8/9/2021,11:53:35,Trout Bog,20.1,1.966,27.4,3.1,0.33,320.1,2.408,0.01,27,18,2.55,0,3.9,119.7,11.695,2.138,715.7
8/9/2021,11:53:37,Trout Bog,19.8,1.986,27,3.1,0.33,320.1,2.436,0.01,26.6,17,2.58,0,3.91,119.2,11.631,2.161,715.7
8/9/2021,11:53:39,Trout Bog,19.5,2.003,26.7,3,0.33,320.1,2.461,0.01,26.2,17,2.56,0,3.92,118.7,11.534,2.172,715.7
8/9/2021,11:53:41,Trout Bog,19.2,2.022,26.3,3,0.33,320.1,2.488,0.01,25.9,17,2.54,0,3.92,118.4,11.431,2.186,715.7
8/9/2021,11:53:43,Trout Bog,18.9,2.039,26,3,0.33,320.1,2.512,0.01,25.6,17,2.52,0,3.93,118,11.337,2.204,715.6
8/9/2021,11:53:45,Trout Bog,18.7,2.058,25.7,2.9,0.32,320.1,2.539,0.01,25.3,16,2.5,0,3.93,117.8,11.265,2.22,715.6
8/9/2021,11:53:47,Trout Bog,18.5,2.075,25.5,2.9,0.32,320.2,2.563,0.01,25.1,16,2.51,0,3.93,117.5,11.204,2.234,715.6
8/9/2021,11:53:49,Trout Bog,18.3,2.093,25.3,2.9,0.32,320.3,2.589,0.01,24.9,16,2.54,0,3.94,117.2,11.104,2.25,715.8
8/9/2021,11:53:51,Trout Bog,18.1,2.11,25.1,2.9,0.32,320.4,2.613,0.01,24.7,16,2.51,0,3.94,117,10.99,2.269,715.6
8/9/2021,11:53:53,Trout Bog,17.9,2.129,24.9,2.9,0.32,320.5,2.64,0.01,24.5,16,2.53,0,3.94,116.7,10.867,2.283,715.7
8/9/2021,11:53:55,Trout Bog,17.7,2.145,24.8,2.9,0.32,320.6,2.663,0.01,24.4,16,2.57,0,3.95,116.5,10.724,2.292,715.6
8/9/2021,11:53:57,Trout Bog,17.5,2.162,24.7,2.9,0.32,320.6,2.688,0.01,24.2,16,2.58,0,3.95,116.2,10.567,2.31,715.8
8/9/2021,11:53:59,Trout Bog,17.4,2.178,24.6,2.9,0.32,320.7,2.709,0.01,24.1,16,2.61,0,3.95,116,10.399,2.32,715.7
8/9/2021,11:54:01,Trout Bog,17.3,2.195,24.5,2.9,0.32,320.7,2.734,0.01,24.1,16,2.58,0,3.96,115.7,10.207,2.346,715.7
8/9/2021,11:54:03,Trout Bog,17.1,2.211,24.4,2.8,0.32,320.6,2.757,0.01,24,16,2.52,0,3.96,115.4,10.006,2.36,715.7
8/9/2021,11:54:05,Trout Bog,17,2.227,24.3,2.8,0.32,320,2.78,0.01,23.9,16,2.46,0,3.96,115,9.84,2.378,715.6
8/9/2021,11:54:07,Trout Bog,16.9,2.245,24.3,2.8,0.32,302.8,2.805,0.01,23.8,15,2.38,0,3.97,114.6,9.65,2.4,715.7
8/9/2021,11:54:09,Trout Bog,16.7,2.261,24.2,2.8,0.31,294.9,2.828,0.01,23.8,15,2.3,0,3.97,114.2,9.492,2.416,715.7
8/9/2021,11:54:11,Trout Bog,16.6,2.278,24.2,2.7,0.31,291.9,2.853,0.01,23.7,15,2.22,0,3.98,113.7,9.337,2.434,715.7
8/9/2021,11:54:13,Trout Bog,16.5,2.294,24.1,2.7,0.31,288.8,2.876,0.01,23.7,15,2.11,0,3.99,113.2,9.195,2.458,715.8
8/9/2021,11:54:15,Trout Bog,16.5,2.312,24.1,2.7,0.31,285.8,2.901,0.01,23.7,15,2.01,0,4,112.7,9.073,2.48,715.7
8/9/2021,11:54:17,Trout Bog,16.4,2.328,24,2.6,0.31,283.6,2.924,0.01,23.6,15,1.94,0,4.01,112.1,8.938,2.491,715.6
8/9/2021,11:54:19,Trout Bog,16.3,2.346,24,2.6,0.3,281.7,2.95,0.01,23.6,15,1.88,0,4.01,111.6,8.822,2.516,715.7
8/9/2021,11:54:21,Trout Bog,16.2,2.363,24,2.6,0.3,279.8,2.973,0.01,23.5,15,1.82,0,4.02,111.1,8.712,2.531,715.6
8/9/2021,11:54:23,Trout Bog,16.1,2.381,23.9,2.6,0.3,278,2.999,0.01,23.5,15,1.76,0,4.03,110.7,8.604,2.551,715.7
8/9/2021,11:54:25,Trout Bog,16,2.398,23.8,2.6,0.3,263.6,3.023,0.01,23.4,15,1.69,0,4.03,110.3,8.495,2.567,715.6
8/9/2021,11:54:27,Trout Bog,16,2.417,23.8,2.6,0.3,261.5,3.049,0.01,23.4,15,1.63,0,4.04,109.9,8.391,2.591,715.7
8/9/2021,11:54:29,Trout Bog,15.9,2.434,23.8,2.5,0.3,260,3.074,0.01,23.4,15,1.59,0,4.05,109.5,8.286,2.607,715.6
8/9/2021,11:54:31,Trout Bog,15.8,2.453,23.7,2.5,0.3,258.7,3.101,0.01,23.3,15,1.56,0,4.05,109.2,8.187,2.626,715.8
8/9/2021,11:54:33,Trout Bog,15.7,2.47,23.6,2.5,0.3,257.6,3.126,0.01,23.2,15,1.51,0,4.05,109,8.095,2.642,715.7
8/9/2021,11:54:35,Trout Bog,15.6,2.488,23.5,2.5,0.3,256.4,3.151,0.01,23.1,15,1.47,0,4.06,108.7,8.011,2.659,715.9
8/9/2021,11:54:37,Trout Bog,15.4,2.507,23.3,2.5,0.3,255.3,3.179,0.01,22.9,15,1.42,0,4.06,108.4,7.94,2.679,715.7
8/9/2021,11:54:39,Trout Bog,15.3,2.525,23.1,2.5,0.29,254.2,3.204,0.01,22.8,15,1.4,0,4.06,108.2,7.891,2.699,715.7
8/9/2021,11:54:41,Trout Bog,15.2,2.545,23,2.5,0.29,253.3,3.232,0.01,22.6,15,1.35,0,4.07,108,7.835,2.72,715.7
8/9/2021,11:54:43,Trout Bog,15.1,2.563,22.9,2.4,0.29,252.4,3.258,0.01,22.5,15,1.33,0,4.07,107.8,7.777,2.735,715.6
8/9/2021,11:54:45,Trout Bog,15,2.583,22.8,2.4,0.29,251.5,3.286,0.01,22.4,15,1.31,0,4.07,107.6,7.709,2.759,715.8
8/9/2021,11:54:47,Trout Bog,14.9,2.601,22.7,2.4,0.28,250.6,3.312,0.01,22.4,15,1.27,0,4.08,107.4,7.638,2.778,715.7
8/9/2021,11:54:49,Trout Bog,14.9,2.621,22.7,2.4,0.28,249.6,3.34,0.01,22.3,14,1.25,0,4.08,107.2,7.609,2.794,715.7
8/9/2021,11:54:51,Trout Bog,14.8,2.639,22.6,2.3,0.28,247.9,3.366,0.01,22.3,14,1.23,0,4.08,107,7.538,2.809,715.7
8/9/2021,11:54:53,Trout Bog,14.8,2.658,22.6,2.3,0.28,246.1,3.393,0.01,22.2,14,1.21,0,4.08,106.9,7.476,2.822,715.7
8/9/2021,11:54:55,Trout Bog,14.7,2.675,22.6,2.3,0.27,233.8,3.417,0.01,22.2,14,1.21,0,4.09,106.8,7.414,2.835,715.7
8/9/2021,11:54:57,Trout Bog,14.7,2.694,22.5,2.3,0.27,232.1,3.444,0.01,22.1,14,1.2,0,4.09,106.7,7.365,2.858,715.7
8/9/2021,11:54:59,Trout Bog,14.6,2.711,22.5,2.3,0.27,230.4,3.469,0.01,22.1,14,1.18,0,4.09,106.6,7.319,2.876,715.8
8/9/2021,11:55:01,Trout Bog,14.6,2.731,22.4,2.2,0.27,228.4,3.496,0.01,22,14,1.17,0,4.09,106.5,7.248,2.904,715.6
8/9/2021,11:55:03,Trout Bog,14.5,2.748,22.4,2.2,0.27,226.9,3.521,0.01,22,14,1.17,0,4.09,106.5,7.157,2.913,715.7
8/9/2021,11:55:05,Trout Bog,14.5,2.765,22.4,2.2,0.27,225.4,3.546,0.01,22,14,1.17,0,4.09,106.4,7.081,2.927,715.7
8/9/2021,11:55:07,Trout Bog,14.4,2.784,22.4,2.2,0.27,224.1,3.573,0.01,22,14,1.15,0,4.09,106.3,7.009,2.949,715.7
