Date,Time,Site Name,Cond,Depth,nLFCond,ODO,ODO.1,ORP,Pressure,Sal,Sp_Cond,TDS,Turbidity,TSS,pH,pH.1,Temp,Vertical_Position,Barometer
8/18/2021,14:33:36,Trout Bog,22.4,0.275,19.7,95.3,7.06,263.7,0.005,0.01,20.0,13,0.48,0,4.33,115.4,31.133,0.278,721.2
8/18/2021,14:33:38,Trout Bog,22.4,0.275,19.8,95.4,7.07,264.4,0.005,0.01,20.0,13,0.51,0,4.33,115.4,31.132,0.276,721.2
8/18/2021,14:33:40,Trout Bog,22.4,0.275,19.8,95.4,7.08,264.1,0.005,0.01,20.0,13,0.55,0,4.33,115.4,31.122,0.277,721.2
8/18/2021,14:33:42,Trout Bog,22.4,0.275,19.8,95.5,7.08,264.1,0.005,0.01,20.0,13,0.56,0,4.33,115.4,31.125,0.277,721.0
8/18/2021,14:33:44,Trout Bog,22.4,0.275,19.8,95.5,7.08,264.3,0.005,0.01,20.1,13,0.53,0,4.33,115.6,31.121,0.276,721.2
8/18/2021,14:33:46,Trout Bog,22.4,0.276,19.9,95.1,7.05,264.5,0.005,0.01,20.1,13,0.49,0,4.33,115.7,31.058,0.279,721.2
8/18/2021,14:33:48,Trout Bog,22.4,0.275,20.6,88.7,6.60,264.7,0.005,0.01,20.7,13,0.43,0,4.33,115.7,29.136,0.274,721.2
8/18/2021,14:33:50,Trout Bog,22.4,0.276,21.2,88.7,6.95,265.0,0.005,0.01,21.3,14,0.36,0,4.30,115.7,27.678,0.277,721.2
8/18/2021,14:33:52,Trout Bog,22.3,0.275,21.3,87.3,6.92,265.4,0.005,0.01,21.4,14,0.29,0,4.30,115.7,27.156,0.274,721.2
8/18/2021,14:33:54,Trout Bog,22.2,0.275,21.3,86.0,6.86,265.8,0.005,0.01,21.4,14,0.22,0,4.29,115.7,26.894,0.276,721.2
8/18/2021,14:33:56,Trout Bog,22.0,0.275,21.3,81.3,6.52,266.4,0.005,0.01,21.4,14,0.16,0,4.29,115.7,26.615,0.276,721.1
8/18/2021,14:33:58,Trout Bog,21.8,0.275,21.2,79.4,6.39,266.6,0.005,0.01,21.2,14,0.14,0,4.29,115.7,26.400,0.275,721.1
8/18/2021,14:34:00,Trout Bog,21.5,0.275,21.0,78.1,6.31,266.8,0.005,0.01,21.1,14,0.13,0,4.29,115.7,26.189,0.275,721.2
8/18/2021,14:34:02,Trout Bog,21.3,0.275,20.9,77.4,6.28,267.7,0.005,0.01,20.9,14,0.11,0,4.29,115.7,26.000,0.274,721.1
8/18/2021,14:34:04,Trout Bog,21.1,0.275,20.8,77.1,6.27,269.0,0.005,0.01,20.8,14,0.11,0,4.28,115.6,25.823,0.273,721.1
8/18/2021,14:34:06,Trout Bog,21.0,0.275,20.7,76.8,6.28,270.4,0.005,0.01,20.8,13,0.11,0,4.28,115.5,25.497,0.270,721.1
8/18/2021,14:34:08,Trout Bog,20.8,0.275,20.7,76.6,6.30,271.6,0.005,0.01,20.7,13,0.11,0,4.28,115.5,25.213,0.284,721.1
8/18/2021,14:34:10,Trout Bog,20.7,0.276,20.7,76.5,6.32,272.9,0.006,0.01,20.7,13,0.12,0,4.28,115.5,24.969,0.289,721.2
8/18/2021,14:34:12,Trout Bog,20.6,0.277,20.7,76.3,6.33,274.1,0.007,0.01,20.7,13,0.11,0,4.27,115.6,24.753,0.296,721.2
8/18/2021,14:34:14,Trout Bog,20.5,0.278,20.7,76.3,6.35,275.4,0.009,0.01,20.7,13,0.08,0,4.27,115.7,24.568,0.306,721.1
8/18/2021,14:34:16,Trout Bog,20.4,0.280,20.7,76.4,6.38,276.7,0.012,0.01,20.7,13,0.09,0,4.27,115.7,24.403,0.315,721.2
8/18/2021,14:34:18,Trout Bog,20.4,0.282,20.7,76.6,6.42,278.0,0.015,0.01,20.7,13,0.11,0,4.27,115.7,24.256,0.317,721.1
8/18/2021,14:34:20,Trout Bog,20.3,0.285,20.7,77.0,6.46,279.1,0.019,0.01,20.6,13,0.12,0,4.27,115.7,24.119,0.326,721.1
8/18/2021,14:34:22,Trout Bog,20.2,0.288,20.6,77.3,6.50,280.3,0.022,0.01,20.6,13,0.13,0,4.26,115.8,24.006,0.333,721.2
8/18/2021,14:34:24,Trout Bog,20.1,0.291,20.6,77.5,6.53,281.4,0.027,0.01,20.6,13,0.13,0,4.26,115.8,23.936,0.343,721.2
8/18/2021,14:34:26,Trout Bog,20.1,0.295,20.6,77.7,6.55,282.7,0.033,0.01,20.5,13,0.13,0,4.26,115.9,23.902,0.349,721.1
8/18/2021,14:34:28,Trout Bog,20.1,0.299,20.5,77.9,6.57,283.7,0.039,0.01,20.5,13,0.14,0,4.26,115.9,23.890,0.356,721.2
8/18/2021,14:34:30,Trout Bog,20.0,0.304,20.5,78.0,6.58,284.8,0.045,0.01,20.5,13,0.15,0,4.26,115.8,23.880,0.366,721.2
8/18/2021,14:34:32,Trout Bog,20.0,0.309,20.5,78.0,6.58,285.8,0.053,0.01,20.4,13,0.17,0,4.26,115.8,23.867,0.377,721.2
8/18/2021,14:34:34,Trout Bog,20.0,0.315,20.5,78.0,6.58,286.9,0.060,0.01,20.4,13,0.18,0,4.26,115.8,23.852,0.381,721.2
8/18/2021,14:34:36,Trout Bog,20.0,0.321,20.5,77.9,6.58,287.9,0.069,0.01,20.4,13,0.19,0,4.26,115.9,23.820,0.386,721.2
