Date ,Time,Site Name,Cond,Depth,nLFCond,ODO,ODO.1,ORP,Pressure,Sal,SpCond,TDS,Turbidity,TSS,pH,pH.1,Temp,Vertical_Position,Barometer
6/28/2021,13:28:02,Trout Bog,13.4,3.411,22.3,1.8,0.24,130,4.464,0.01,22,14,0.58,0,4.4,107.9,4.503,3.614,720.9
6/28/2021,13:28:04,Trout Bog,13.4,3.435,22.3,1.8,0.24,129.5,4.498,0.01,22,14,0.57,0,4.4,108,4.472,3.637,720.8
6/28/2021,13:28:06,Trout Bog,13.4,3.455,22.3,1.8,0.24,129,4.527,0.01,22,14,0.58,0,4.4,108,4.454,3.654,720.8
6/28/2021,13:28:08,Trout Bog,13.4,3.478,22.3,1.8,0.24,128.5,4.56,0.01,22,14,0.57,0,4.4,108,4.438,3.677,720.8
6/28/2021,13:28:10,Trout Bog,13.4,3.499,22.3,1.8,0.24,127.8,4.589,0.01,22,14,0.57,0,4.4,108,4.422,3.69,720.8
6/28/2021,13:28:12,Trout Bog,13.4,3.521,22.3,1.8,0.24,126.8,4.621,0.01,22,14,0.58,0,4.4,108,4.411,3.71,720.8
6/28/2021,13:28:14,Trout Bog,13.4,3.542,22.3,1.8,0.24,125.8,4.65,0.01,22,14,0.57,0,4.4,108,4.401,3.74,720.8
6/28/2021,13:28:16,Trout Bog,13.4,3.565,22.3,1.8,0.24,124.8,4.683,0.01,22,14,0.56,0,4.4,108.1,4.391,3.777,720.8
6/28/2021,13:28:18,Trout Bog,13.4,3.587,22.3,1.8,0.24,124,4.714,0.01,22,14,0.57,0,4.4,108.1,4.381,3.795,720.8
6/28/2021,13:28:20,Trout Bog,13.4,3.61,22.4,1.8,0.24,123.2,4.747,0.01,22.1,14,0.57,0,4.4,108.2,4.371,3.822,720.8
6/28/2021,13:28:22,Trout Bog,13.4,3.632,22.4,1.8,0.24,122.4,4.778,0.01,22.1,14,0.57,0,4.4,108.2,4.362,3.851,720.8
6/28/2021,13:28:24,Trout Bog,13.4,3.657,22.4,1.8,0.24,121.7,4.814,0.01,22.1,14,0.56,0,4.4,108.2,4.355,3.879,720.7
6/28/2021,13:28:26,Trout Bog,13.4,3.677,22.4,1.8,0.24,120.8,4.842,0.01,22.1,14,0.56,0,4.4,108.3,4.351,3.902,720.9
6/28/2021,13:28:28,Trout Bog,13.4,3.7,22.4,1.8,0.23,114.9,4.875,0.01,22.1,14,0.56,0,4.4,108.3,4.347,3.926,720.8
6/28/2021,13:28:30,Trout Bog,13.4,3.724,22.5,1.8,0.23,114.4,4.909,0.01,22.2,14,0.56,0,4.39,108.4,4.346,3.955,720.9
6/28/2021,13:28:32,Trout Bog,13.4,3.747,22.5,1.8,0.23,114.1,4.942,0.01,22.2,14,0.55,0,4.39,108.4,4.345,3.97,720.8
6/28/2021,13:28:34,Trout Bog,13.4,3.771,22.5,1.8,0.23,113.8,4.976,0.01,22.2,14,0.55,0,4.39,108.5,4.346,3.991,720.8
6/28/2021,13:28:36,Trout Bog,13.5,3.793,22.5,1.8,0.23,113.6,5.008,0.01,22.2,14,0.55,0,4.39,108.5,4.343,4.008,720.8
6/28/2021,13:28:38,Trout Bog,13.5,3.817,22.5,1.7,0.23,113.3,5.042,0.01,22.2,14,0.56,0,4.39,108.6,4.337,4.029,720.8
6/28/2021,13:28:40,Trout Bog,13.5,3.839,22.6,1.7,0.23,113.2,5.072,0.01,22.3,14,0.56,0,4.39,108.6,4.334,4.042,720.8
6/28/2021,13:28:42,Trout Bog,13.5,3.863,22.6,1.7,0.22,113,5.107,0.01,22.3,14,0.56,0,4.39,108.6,4.329,4.057,720.7
6/28/2021,13:28:44,Trout Bog,13.5,3.884,22.6,1.7,0.22,112.8,5.137,0.01,22.3,14,0.56,0,4.39,108.6,4.322,4.072,720.7
6/28/2021,13:28:46,Trout Bog,13.5,3.906,22.6,1.7,0.22,112.6,5.169,0.01,22.3,14,0.56,0,4.39,108.7,4.316,4.091,720.8
6/28/2021,13:28:48,Trout Bog,13.5,3.927,22.6,1.7,0.22,112.4,5.198,0.01,22.3,15,0.56,0,4.39,108.7,4.314,4.107,720.8
6/28/2021,13:28:50,Trout Bog,13.5,3.95,22.6,1.7,0.22,112.2,5.231,0.01,22.3,15,0.55,0,4.39,108.7,4.315,4.125,720.8
6/28/2021,13:28:52,Trout Bog,13.5,3.969,22.7,1.7,0.22,112,5.257,0.01,22.4,15,0.53,0,4.39,108.8,4.311,4.138,720.7
6/28/2021,13:28:54,Trout Bog,13.5,3.993,22.7,1.7,0.22,111.6,5.292,0.01,22.4,15,0.53,0,4.39,108.8,4.307,4.16,720.7
6/28/2021,13:28:56,Trout Bog,13.5,4.01,22.7,1.7,0.22,111.2,5.316,0.01,22.4,15,0.53,0,4.39,108.8,4.306,4.177,720.9
6/28/2021,13:28:58,Trout Bog,13.5,4.028,22.7,1.7,0.21,110.8,5.342,0.01,22.4,15,0.52,0,4.39,108.8,4.304,4.201,720.7
6/28/2021,13:29:00,Trout Bog,13.5,4.049,22.7,1.6,0.21,110.4,5.372,0.01,22.4,15,0.52,0,4.39,108.9,4.302,4.221,720.7
6/28/2021,13:29:02,Trout Bog,13.6,4.067,22.7,1.6,0.21,110,5.398,0.01,22.4,15,0.49,0,4.38,108.9,4.297,4.24,720.7
6/28/2021,13:29:04,Trout Bog,13.6,4.089,22.7,1.6,0.21,109.5,5.429,0.01,22.4,15,0.48,0,4.38,108.9,4.294,4.264,720.8
6/28/2021,13:29:06,Trout Bog,13.6,4.105,22.7,1.6,0.21,109,5.452,0.01,22.4,15,0.48,0,4.39,108.9,4.291,4.278,720.9
6/28/2021,13:29:08,Trout Bog,13.6,4.125,22.7,1.6,0.21,108.6,5.48,0.01,22.4,15,0.49,0,4.39,108.8,4.285,4.326,720.9
6/28/2021,13:29:10,Trout Bog,13.6,4.144,22.7,1.6,0.21,108.1,5.506,0.01,22.4,15,0.49,0,4.39,108.8,4.279,4.356,720.9
6/28/2021,13:29:12,Trout Bog,13.6,4.165,22.8,1.6,0.21,107.6,5.537,0.01,22.4,15,0.51,0,4.39,108.8,4.277,4.366,720.8
6/28/2021,13:29:14,Trout Bog,13.6,4.184,22.8,1.7,0.21,107,5.563,0.01,22.5,15,0.51,0,4.39,108.7,4.279,4.379,720.9
6/28/2021,13:29:16,Trout Bog,13.6,4.207,22.8,1.7,0.22,106.5,5.597,0.01,22.5,15,0.53,0,4.39,108.7,4.276,4.396,720.8
6/28/2021,13:29:18,Trout Bog,13.6,4.224,22.8,1.7,0.22,106,5.62,0.01,22.5,15,0.54,0,4.39,108.6,4.28,4.416,721
6/28/2021,13:29:20,Trout Bog,13.6,4.242,22.8,1.7,0.22,105.4,5.646,0.01,22.5,15,0.54,0,4.39,108.6,4.283,4.418,720.9
6/28/2021,13:29:22,Trout Bog,13.6,4.263,22.8,1.7,0.22,104.8,5.675,0.01,22.5,15,0.53,0,4.39,108.5,4.286,4.432,720.8
6/28/2021,13:29:24,Trout Bog,13.6,4.284,22.8,1.7,0.22,104.3,5.705,0.01,22.5,15,0.54,0,4.39,108.5,4.285,4.458,720.9
6/28/2021,13:29:26,Trout Bog,13.6,4.303,22.9,1.7,0.22,103.9,5.733,0.01,22.5,15,0.54,0,4.39,108.4,4.278,4.481,720.8
6/28/2021,13:29:28,Trout Bog,13.6,4.32,22.9,1.7,0.21,103.4,5.757,0.01,22.6,15,0.53,0,4.39,108.4,4.272,4.503,720.9
6/28/2021,13:29:30,Trout Bog,13.7,4.343,22.9,1.7,0.21,103,5.79,0.01,22.6,15,0.52,0,4.39,108.4,4.268,4.529,720.9
6/28/2021,13:29:32,Trout Bog,13.7,4.363,22.9,1.6,0.21,102.6,5.818,0.01,22.6,15,0.52,0,4.38,109.1,4.261,4.545,720.9
6/28/2021,13:29:34,Trout Bog,13.7,4.384,22.9,1.6,0.21,102.3,5.848,0.01,22.6,15,0.52,0,4.39,108.6,4.258,4.559,720.9
6/28/2021,13:29:36,Trout Bog,13.7,4.402,23,1.6,0.21,102,5.873,0.01,22.7,15,0.53,0,4.39,108.8,4.259,4.578,721
6/28/2021,13:29:38,Trout Bog,13.7,4.422,23,1.6,0.21,101.7,5.903,0.01,22.7,15,0.52,0,4.38,109.1,4.263,4.578,720.9
6/28/2021,13:29:40,Trout Bog,13.7,4.438,23,1.6,0.21,101.4,5.925,0.01,22.7,15,0.52,0,4.38,109.2,4.267,4.594,720.9
6/28/2021,13:29:42,Trout Bog,13.7,4.455,23,1.6,0.21,101.1,5.949,0.01,22.7,15,0.53,0,4.38,109.3,4.269,4.609,721
6/28/2021,13:29:44,Trout Bog,13.7,4.476,23,1.6,0.21,100.9,5.979,0.01,22.7,15,0.53,0,4.37,109.4,4.268,4.643,720.9
6/28/2021,13:29:46,Trout Bog,13.8,4.499,23.1,1.6,0.21,100.6,6.011,0.01,22.8,15,0.52,0,4.37,109.5,4.265,4.677,720.7
6/28/2021,13:29:48,Trout Bog,13.8,4.515,23.1,1.6,0.21,100.4,6.034,0.01,22.8,15,0.53,0,4.37,109.6,4.26,4.701,720.8
6/28/2021,13:29:50,Trout Bog,13.8,4.531,23.2,1.6,0.21,100.1,6.057,0.01,22.9,15,0.53,0,4.37,109.7,4.252,4.714,720.8
6/28/2021,13:29:52,Trout Bog,13.8,4.552,23.2,1.6,0.21,99.9,6.087,0.01,22.9,15,0.53,0,4.37,109.8,4.245,4.736,720.8
6/28/2021,13:29:54,Trout Bog,13.8,4.571,23.3,1.6,0.21,99.7,6.114,0.01,22.9,15,0.53,0,4.37,109.9,4.238,4.757,720.9
6/28/2021,13:29:56,Trout Bog,13.9,4.589,23.3,1.6,0.21,99.5,6.14,0.01,23,15,0.53,0,4.36,110,4.233,4.773,720.9
6/28/2021,13:29:58,Trout Bog,13.9,4.606,23.3,1.6,0.21,99.3,6.163,0.01,23,15,0.53,0,4.36,110.2,4.232,4.789,720.9
6/28/2021,13:30:00,Trout Bog,13.9,4.627,23.3,1.6,0.21,99.1,6.193,0.01,23,15,0.52,0,4.36,110.3,4.229,4.813,720.8
6/28/2021,13:30:02,Trout Bog,13.9,4.643,23.4,1.6,0.21,98.9,6.217,0.01,23,15,0.52,0,4.35,110.5,4.229,4.821,721
6/28/2021,13:30:04,Trout Bog,13.9,4.668,23.4,1.6,0.21,98.7,6.252,0.01,23.1,15,0.52,0,4.35,110.6,4.229,4.865,720.9
6/28/2021,13:30:06,Trout Bog,14,4.687,23.4,1.6,0.21,98.5,6.279,0.01,23.1,15,0.51,0,4.35,110.8,4.228,4.894,720.9
6/28/2021,13:30:08,Trout Bog,14,4.708,23.5,1.6,0.21,98.3,6.309,0.01,23.2,15,0.52,0,4.35,110.9,4.225,4.906,720.9
6/28/2021,13:30:10,Trout Bog,14,4.727,23.5,1.6,0.21,98.1,6.336,0.01,23.2,15,0.52,0,4.34,111,4.223,4.907,720.9
6/28/2021,13:30:12,Trout Bog,14,4.747,23.6,1.6,0.21,98,6.364,0.01,23.3,15,0.52,0,4.34,111.1,4.222,4.927,720.9
6/28/2021,13:30:14,Trout Bog,14.1,4.765,23.6,1.6,0.21,97.8,6.39,0.01,23.3,15,0.52,0,4.34,111.2,4.221,4.961,721
6/28/2021,13:30:16,Trout Bog,14.1,4.787,23.7,1.6,0.2,97.6,6.421,0.01,23.4,15,0.52,0,4.34,111.3,4.218,5.005,720.9
6/28/2021,13:30:18,Trout Bog,14.1,4.809,23.8,1.6,0.2,97.4,6.453,0.01,23.5,15,0.52,0,4.34,111.4,4.216,5.017,721
6/28/2021,13:30:20,Trout Bog,14.2,4.828,23.8,1.6,0.2,97.3,6.48,0.01,23.5,15,0.52,0,4.34,111.5,4.216,5.024,721
6/28/2021,13:30:22,Trout Bog,14.2,4.852,23.9,1.6,0.2,97.1,6.513,0.01,23.6,15,0.52,0,4.33,111.6,4.216,5.048,721
6/28/2021,13:30:24,Trout Bog,14.3,4.871,24,1.6,0.2,96.9,6.54,0.01,23.6,15,0.52,0,4.33,111.7,4.215,5.06,720.9
6/28/2021,13:30:26,Trout Bog,14.3,4.892,24,1.6,0.2,96.7,6.571,0.01,23.7,15,0.52,0,4.33,111.8,4.215,5.08,720.9
6/28/2021,13:30:28,Trout Bog,14.3,4.913,24.1,1.6,0.2,96.5,6.6,0.01,23.8,15,0.52,0,4.33,111.9,4.215,5.098,720.9
6/28/2021,13:30:30,Trout Bog,14.4,4.935,24.2,1.6,0.2,96.3,6.632,0.01,23.8,15,0.52,0,4.33,112,4.216,5.128,720.9
6/28/2021,13:30:32,Trout Bog,14.4,4.953,24.2,1.6,0.2,96.2,6.657,0.01,23.9,16,0.52,0,4.32,112.2,4.217,5.163,721
6/28/2021,13:30:34,Trout Bog,14.5,4.976,24.3,1.6,0.2,96,6.689,0.01,24,16,0.53,0,4.32,112.3,4.218,5.201,721
6/28/2021,13:30:36,Trout Bog,14.5,4.999,24.4,1.6,0.2,95.8,6.723,0.01,24,16,0.53,0,4.32,112.4,4.22,5.22,721
6/28/2021,13:30:38,Trout Bog,14.5,5.025,24.4,1.6,0.2,95.6,6.759,0.01,24.1,16,0.54,0,4.32,112.5,4.222,5.255,720.9
6/28/2021,13:30:40,Trout Bog,14.6,5.046,24.5,1.6,0.2,95.4,6.789,0.01,24.2,16,0.54,0,4.32,112.6,4.225,5.274,720.8
6/28/2021,13:30:42,Trout Bog,14.6,5.071,24.6,1.5,0.2,95.2,6.826,0.01,24.2,16,0.55,0,4.31,112.7,4.229,5.301,720.7
6/28/2021,13:30:44,Trout Bog,14.7,5.092,24.6,1.5,0.2,95,6.855,0.01,24.3,16,0.54,0,4.31,112.7,4.232,5.32,720.8
6/28/2021,13:30:46,Trout Bog,14.7,5.114,24.6,1.5,0.2,94.8,6.886,0.01,24.3,16,0.54,0,4.31,112.8,4.235,5.336,720.8
6/28/2021,13:30:48,Trout Bog,14.7,5.138,24.7,1.5,0.2,94.6,6.921,0.01,24.3,16,0.54,0,4.31,112.8,4.239,5.358,720.8
6/28/2021,13:30:50,Trout Bog,14.7,5.161,24.7,1.5,0.2,94.4,6.953,0.01,24.3,16,0.53,0,4.31,112.8,4.243,5.372,720.8
6/28/2021,13:30:52,Trout Bog,14.7,5.186,24.7,1.5,0.2,94.3,6.988,0.01,24.3,16,0.53,0,4.31,112.9,4.247,5.387,720.8
6/28/2021,13:30:54,Trout Bog,14.7,5.206,24.7,1.5,0.2,94.1,7.017,0.01,24.3,16,0.53,0,4.31,112.9,4.251,5.4,720.8
6/28/2021,13:30:56,Trout Bog,14.7,5.23,24.7,1.5,0.2,94,7.051,0.01,24.3,16,0.54,0,4.31,112.9,4.254,5.41,720.8
6/28/2021,13:30:58,Trout Bog,14.7,5.248,24.7,1.5,0.2,93.9,7.077,0.01,24.4,16,0.54,0,4.31,113,4.258,5.421,720.7
6/28/2021,13:31:00,Trout Bog,14.7,5.271,24.7,1.5,0.2,93.7,7.109,0.01,24.4,16,0.56,0,4.31,113,4.262,5.433,720.8
6/28/2021,13:31:02,Trout Bog,14.7,5.29,24.7,1.5,0.2,93.6,7.137,0.01,24.4,16,0.56,0,4.31,113.1,4.264,5.448,720.8
6/28/2021,13:31:04,Trout Bog,14.8,5.311,24.8,1.5,0.2,93.5,7.166,0.01,24.5,16,0.57,0,4.31,113.1,4.266,5.468,720.7
6/28/2021,13:31:06,Trout Bog,14.8,5.331,24.9,1.5,0.2,93.4,7.194,0.01,24.6,16,0.58,0,4.3,113.2,4.268,5.503,720.8
6/28/2021,13:31:08,Trout Bog,14.9,5.354,25,1.5,0.2,93.3,7.227,0.01,24.7,16,0.58,0,4.3,113.3,4.269,5.548,720.7
6/28/2021,13:31:10,Trout Bog,15,5.376,25.1,1.5,0.2,93.1,7.258,0.01,24.8,16,0.58,0,4.3,113.4,4.27,5.573,720.8
6/28/2021,13:31:12,Trout Bog,15,5.396,25.2,1.5,0.2,93,7.288,0.01,24.9,16,0.57,0,4.3,113.5,4.271,5.592,720.8
6/28/2021,13:31:14,Trout Bog,15.1,5.416,25.3,1.5,0.2,92.8,7.316,0.01,25,16,0.57,0,4.3,113.6,4.272,5.609,720.8
6/28/2021,13:31:16,Trout Bog,15.1,5.437,25.4,1.5,0.2,92.6,7.346,0.01,25,16,0.57,0,4.3,113.7,4.273,5.63,720.8
6/28/2021,13:31:18,Trout Bog,15.2,5.456,25.4,1.5,0.2,92.5,7.373,0.01,25.1,16,0.57,0,4.29,113.8,4.274,5.662,720.8
6/28/2021,13:31:20,Trout Bog,15.2,5.476,25.5,1.5,0.2,92.3,7.4,0.01,25.1,16,0.56,0,4.29,113.8,4.275,5.679,720.8
6/28/2021,13:31:22,Trout Bog,15.2,5.498,25.5,1.5,0.2,92.1,7.432,0.01,25.2,16,0.55,0,4.29,113.9,4.276,5.714,720.7
6/28/2021,13:31:24,Trout Bog,15.2,5.516,25.6,1.5,0.2,91.9,7.458,0.01,25.2,16,0.56,0,4.29,113.9,4.277,5.73,720.8
6/28/2021,13:31:26,Trout Bog,15.3,5.54,25.6,1.5,0.2,91.7,7.491,0.01,25.3,16,0.57,0,4.29,113.9,4.279,5.756,720.7
6/28/2021,13:31:28,Trout Bog,15.3,5.56,25.7,1.5,0.2,91.5,7.52,0.01,25.3,16,0.57,0,4.29,114,4.281,5.775,720.8
6/28/2021,13:31:30,Trout Bog,15.4,5.582,25.8,1.5,0.2,91.2,7.552,0.01,25.4,17,0.58,0,4.29,113.9,4.284,5.801,720.7
6/28/2021,13:31:32,Trout Bog,15.4,5.602,25.9,1.5,0.19,91,7.581,0.01,25.5,17,0.59,0,4.29,113.9,4.287,5.817,720.7
6/28/2021,13:31:34,Trout Bog,15.5,5.627,26,1.5,0.19,90.8,7.616,0.01,25.6,17,0.59,0,4.29,113.9,4.289,5.836,720.8
6/28/2021,13:31:36,Trout Bog,15.5,5.648,26,1.5,0.19,90.6,7.646,0.01,25.7,17,0.61,0,4.29,113.9,4.291,5.847,720.7
6/28/2021,13:31:38,Trout Bog,15.6,5.672,26.1,1.5,0.19,90.3,7.68,0.01,25.8,17,0.8,0,4.29,113.9,4.293,5.866,720.7
6/28/2021,13:31:40,Trout Bog,15.6,5.693,26.2,1.5,0.19,90.1,7.71,0.01,25.8,17,0.9,0,4.29,114,4.294,5.879,720.8
6/28/2021,13:31:42,Trout Bog,15.6,5.716,26.2,1.5,0.19,89.9,7.742,0.01,25.9,17,0.89,0,4.29,114,4.295,5.894,720.9
6/28/2021,13:31:44,Trout Bog,15.7,5.737,26.3,1.5,0.19,89.6,7.773,0.01,25.9,17,0.89,0,4.29,114,4.296,5.907,720.8
6/28/2021,13:31:46,Trout Bog,15.7,5.76,26.3,1.5,0.19,89.3,7.805,0.01,26,17,0.9,0,4.29,114,4.298,5.934,720.8
6/28/2021,13:31:48,Trout Bog,15.8,5.778,26.4,1.5,0.19,89,7.83,0.01,26.1,17,0.9,0,4.29,114,4.3,5.955,720.7
6/28/2021,13:31:50,Trout Bog,15.8,5.799,26.6,1.5,0.19,88.7,7.86,0.01,26.2,17,0.91,0,4.29,113.9,4.302,5.99,720.7
6/28/2021,13:31:52,Trout Bog,15.9,5.821,26.7,1.5,0.19,88.3,7.891,0.01,26.3,17,0.79,0,4.29,113.9,4.304,6.009,720.7
6/28/2021,13:31:54,Trout Bog,16,5.84,26.8,1.5,0.19,88.1,7.919,0.01,26.4,17,0.65,0,4.29,113.9,4.306,6.017,720.8
6/28/2021,13:31:56,Trout Bog,16,5.862,26.9,1.5,0.19,87.6,7.951,0.01,26.5,17,0.63,0,4.29,113.8,4.308,6.037,720.8
6/28/2021,13:31:58,Trout Bog,16.1,5.879,27,1.5,0.19,87.3,7.974,0.01,26.6,17,0.63,0,4.3,113.7,4.31,6.057,720.8
6/28/2021,13:32:00,Trout Bog,16.1,5.9,27.1,1.5,0.19,86.9,8.004,0.01,26.7,17,0.64,0,4.3,113.7,4.312,6.09,720.9
6/28/2021,13:32:02,Trout Bog,16.2,5.92,27.2,1.5,0.19,86.5,8.032,0.01,26.8,17,0.63,0,4.3,113.6,4.314,6.114,720.8
6/28/2021,13:32:04,Trout Bog,16.3,5.941,27.3,1.5,0.19,86.1,8.062,0.01,26.9,17,0.64,0,4.3,113.5,4.316,6.147,720.8
6/28/2021,13:32:06,Trout Bog,16.4,5.961,27.4,1.5,0.19,85.6,8.091,0.01,27,18,0.66,0,4.3,113.4,4.318,6.17,720.7
6/28/2021,13:32:08,Trout Bog,16.5,5.983,27.6,1.5,0.19,85.2,8.122,0.01,27.2,18,0.66,0,4.3,113.2,4.32,6.196,720.7
6/28/2021,13:32:10,Trout Bog,16.6,6.002,27.7,1.5,0.19,84.8,8.15,0.01,27.4,18,0.68,0,4.31,113.1,4.322,6.222,720.7
6/28/2021,13:32:12,Trout Bog,16.6,6.025,27.9,1.5,0.19,84.4,8.182,0.01,27.5,18,0.7,0,4.31,113,4.324,6.241,720.8
6/28/2021,13:32:14,Trout Bog,16.7,6.047,28,1.5,0.19,84,8.213,0.01,27.6,18,0.7,0,4.31,112.9,4.326,6.257,720.7
6/28/2021,13:32:16,Trout Bog,16.8,6.068,28.1,1.5,0.19,83.6,8.244,0.01,27.7,18,0.71,0,4.31,112.7,4.327,6.274,720.8
6/28/2021,13:32:18,Trout Bog,16.8,6.089,28.2,1.5,0.19,83.2,8.273,0.01,27.8,18,0.72,0,4.32,112.6,4.329,6.292,720.7
6/28/2021,13:32:20,Trout Bog,16.9,6.112,28.3,1.5,0.19,82.8,8.306,0.01,27.9,18,0.72,0,4.32,112.5,4.331,6.31,720.8
6/28/2021,13:32:22,Trout Bog,16.9,6.133,28.3,1.5,0.19,82.4,8.336,0.01,28,18,0.72,0,4.32,112.4,4.332,6.319,720.8
6/28/2021,13:32:24,Trout Bog,17,6.154,28.4,1.5,0.19,82.1,8.366,0.01,28,18,0.71,0,4.32,112.2,4.334,6.326,720.8
6/28/2021,13:32:26,Trout Bog,17,6.176,28.5,1.5,0.19,81.8,8.397,0.01,28.1,18,0.72,0,4.33,112.1,4.335,6.342,720.7
6/28/2021,13:32:28,Trout Bog,17.1,6.195,28.6,1.5,0.19,81.5,8.423,0.01,28.2,18,0.72,0,4.33,111.9,4.338,6.361,720.7
6/28/2021,13:32:30,Trout Bog,17.1,6.215,28.7,1.5,0.19,81.2,8.453,0.01,28.3,18,0.73,0,4.33,111.8,4.34,6.39,720.7
6/28/2021,13:32:32,Trout Bog,17.2,6.235,28.8,1.5,0.19,80.9,8.48,0.01,28.4,18,0.73,0,4.33,111.6,4.342,6.424,720.8
6/28/2021,13:32:34,Trout Bog,17.3,6.258,28.9,1.5,0.19,80.6,8.514,0.01,28.5,19,0.74,0,4.34,111.5,4.344,6.454,720.8
6/28/2021,13:32:36,Trout Bog,17.3,6.278,29,1.5,0.19,80.3,8.542,0.01,28.6,19,0.74,0,4.34,111.3,4.346,6.478,720.8
6/28/2021,13:32:38,Trout Bog,17.3,6.302,29,1.5,0.19,79.9,8.575,0.01,28.7,19,0.76,0,4.34,111.2,4.348,6.506,720.8
6/28/2021,13:32:40,Trout Bog,17.4,6.323,29.1,1.4,0.19,79.5,8.606,0.01,28.7,19,0.77,0,4.35,111,4.35,6.526,720.7
6/28/2021,13:32:42,Trout Bog,17.4,6.346,29.1,1.4,0.19,79,8.638,0.01,28.7,19,0.76,0,4.35,110.8,4.352,6.55,720.8
6/28/2021,13:32:44,Trout Bog,17.4,6.365,29.1,1.4,0.19,78.5,8.665,0.01,28.7,19,0.76,0,4.35,110.5,4.354,6.566,720.7
6/28/2021,13:32:46,Trout Bog,17.4,6.387,29.1,1.4,0.19,78,8.697,0.01,28.7,19,0.76,0,4.36,110.3,4.357,6.584,720.7
6/28/2021,13:32:48,Trout Bog,17.4,6.407,29.1,1.4,0.19,77.5,8.724,0.01,28.7,19,0.79,0,4.36,110.1,4.359,6.598,720.7
6/28/2021,13:32:50,Trout Bog,17.4,6.428,29.1,1.4,0.19,77,8.754,0.01,28.7,19,0.79,0,4.37,109.9,4.361,6.624,720.7
6/28/2021,13:32:52,Trout Bog,17.4,6.447,29.1,1.4,0.18,76.5,8.782,0.01,28.7,19,0.8,0,4.37,109.7,4.364,6.642,720.7
6/28/2021,13:32:54,Trout Bog,17.4,6.465,29.2,1.4,0.18,76,8.808,0.01,28.8,19,0.82,0,4.38,109.4,4.366,6.663,720.8
6/28/2021,13:32:56,Trout Bog,17.5,6.488,29.2,1.4,0.18,75.5,8.84,0.01,28.8,19,0.82,0,4.38,109.3,4.367,6.682,720.8
6/28/2021,13:32:58,Trout Bog,17.5,6.507,29.2,1.4,0.18,75,8.867,0.01,28.8,19,0.84,0,4.38,109.1,4.368,6.701,720.7
6/28/2021,13:33:00,Trout Bog,17.5,6.53,29.2,1.4,0.18,74.5,8.9,0.01,28.9,19,0.85,0,4.39,108.8,4.369,6.722,720.8
6/28/2021,13:33:02,Trout Bog,17.5,6.553,29.3,1.4,0.19,74.1,8.932,0.01,28.9,19,0.86,0,4.39,108.6,4.37,6.743,720.7
6/28/2021,13:33:04,Trout Bog,17.5,6.574,29.3,1.4,0.19,73.7,8.962,0.01,28.9,19,0.88,0,4.39,108.5,4.372,6.763,720.7
6/28/2021,13:33:06,Trout Bog,17.5,6.595,29.3,1.4,0.19,73.4,8.993,0.01,28.9,19,0.9,0,4.39,108.4,4.373,6.785,720.8
6/28/2021,13:33:08,Trout Bog,17.5,6.617,29.3,1.4,0.19,73,9.024,0.01,28.9,19,0.93,0,4.4,108.2,4.375,6.804,720.8
6/28/2021,13:33:10,Trout Bog,17.5,6.637,29.3,1.4,0.19,72.5,9.053,0.01,28.9,19,0.95,0,4.4,108,4.377,6.829,720.7
6/28/2021,13:33:12,Trout Bog,17.5,6.66,29.3,1.4,0.19,72,9.084,0.01,28.9,19,0.98,0,4.41,107.8,4.38,6.855,720.8
6/28/2021,13:33:14,Trout Bog,17.6,6.681,29.4,1.4,0.19,71.6,9.114,0.01,29,19,1.02,0,4.41,107.5,4.384,6.874,720.7
6/28/2021,13:33:16,Trout Bog,17.6,6.701,29.4,1.4,0.19,71.2,9.143,0.01,29,19,1.05,0,4.42,107.2,4.388,6.898,720.8
6/28/2021,13:33:18,Trout Bog,17.6,6.721,29.5,1.4,0.19,70.8,9.171,0.01,29.1,19,1.08,0,4.42,107,4.391,6.915,720.7
6/28/2021,13:33:20,Trout Bog,17.7,6.743,29.5,1.4,0.19,70.3,9.203,0.01,29.1,19,1.1,0,4.43,106.7,4.395,6.93,720.7
6/28/2021,13:33:22,Trout Bog,17.7,6.762,29.6,1.4,0.19,69.6,9.23,0.01,29.2,19,1.12,0,4.43,106.4,4.401,6.942,720.8
6/28/2021,13:33:24,Trout Bog,17.8,6.78,29.8,1.4,0.19,62.9,9.255,0.01,29.4,19,1.15,0,4.44,106.1,4.406,6.956,720.8
6/28/2021,13:33:26,Trout Bog,18,6.8,30,1.4,0.19,61,9.284,0.01,29.6,19,1.17,0,4.45,105.6,4.409,6.971,720.8
6/28/2021,13:33:28,Trout Bog,18.1,6.818,30.3,1.4,0.19,60.5,9.31,0.01,29.9,19,1.18,0,4.46,105.1,4.412,6.984,720.7
6/28/2021,13:33:30,Trout Bog,18.4,6.838,30.8,1.4,0.19,60,9.339,0.01,30.3,20,1.19,0,4.47,104.6,4.417,7.002,720.7
6/28/2021,13:33:32,Trout Bog,18.8,6.857,31.4,1.5,0.19,59.5,9.365,0.01,31,20,1.19,0,4.48,103.9,4.421,7.017,720.7
6/28/2021,13:33:34,Trout Bog,19.2,6.877,32.1,1.5,0.19,59,9.393,0.01,31.6,21,1.21,0,4.6,97,4.424,7.039,720.7
6/28/2021,13:33:36,Trout Bog,19.6,6.895,32.7,1.5,0.19,58.5,9.419,0.01,32.2,21,1.22,0,4.62,96.1,4.426,7.055,720.7
