Date,Time,Site,DATA ID,Barometer,Cond,Sp_Cond,Sal,nLFCond,TDS,Temp (°F),Sigma,Sigma.1,ODO,ODO.1,ODO.2,Turbidity,TSS,pH,pH.1,ORP,Pressure,Depth,Vertical_Position
8/13/2019,9:29:59 AM,Trout Bog,,717.7,17.3,18.5,0.01,18.7,12,70.9,-2.1,-2.1,85,7.48,90,0.59,0,4.76,97.4,244.2,-0.002,0.271,0.309
8/13/2019,9:30:01 AM,Trout Bog,,717.7,17.4,18.6,0.01,18.7,12,70.9,-2.1,-2.1,84.9,7.48,89.9,0.61,0,4.56,108.5,266.6,-0.002,0.271,0.31
8/13/2019,9:30:03 AM,Trout Bog,,717.7,17.4,18.6,0.01,18.7,12,70.9,-2.1,-2.1,84.8,7.47,89.9,0.61,0,4.45,114.7,271.7,0,0.272,0.307
8/13/2019,9:30:05 AM,Trout Bog,,717.7,17.4,18.6,0.01,18.7,12,71,-2.1,-2.1,84.8,7.47,89.8,0.62,0,4.47,113.7,268.3,0,0.272,0.308
8/13/2019,9:30:07 AM,Trout Bog,,717.7,17.5,18.7,0.01,18.8,12,71,-2.1,-2.1,84.8,7.46,89.8,0.63,0,4.49,112.9,266.4,0,0.272,0.309
8/13/2019,9:30:09 AM,Trout Bog,,717.7,17.5,18.7,0.01,18.8,12,71,-2.1,-2.1,84.7,7.46,89.7,0.64,0,4.49,112.9,266,0,0.272,0.31
8/13/2019,9:30:11 AM,Trout Bog,,717.7,17.5,18.7,0.01,18.9,12,71,-2.1,-2.1,84.7,7.46,89.7,0.62,0,4.48,113.2,266,0,0.272,0.311
8/13/2019,9:30:13 AM,Trout Bog,,717.7,17.6,18.8,0.01,18.9,12,71,-2.1,-2.1,84.7,7.45,89.7,0.64,0,4.48,113.5,266.3,0.001,0.273,0.309
8/13/2019,9:30:15 AM,Trout Bog,,717.7,17.6,18.8,0.01,18.9,12,71,-2.1,-2.1,84.7,7.45,89.6,0.63,0,4.47,113.8,266.6,-0.001,0.271,0.317
8/13/2019,9:30:17 AM,Trout Bog,,717.7,17.6,18.8,0.01,19,12,71,-2.1,-2.1,84.6,7.45,89.6,0.63,0,4.46,114.2,267,0,0.272,0.315
8/13/2019,9:30:19 AM,Trout Bog,,717.7,17.6,18.8,0.01,19,12,71,-2.1,-2.1,84.6,7.45,89.6,0.64,0,4.46,114.6,267.5,0,0.272,0.331
8/13/2019,9:30:21 AM,Trout Bog,,717.6,17.6,18.8,0.01,18.9,12,71,-2.1,-2.1,84.6,7.44,89.6,0.62,0,4.45,114.9,267.9,0.003,0.274,0.343
8/13/2019,9:30:23 AM,Trout Bog,,717.6,17.6,18.8,0.01,18.9,12,71,-2.1,-2.1,84.5,7.44,89.5,0.6,0,4.44,115.3,268.3,0.007,0.277,0.367
8/13/2019,9:30:25 AM,Trout Bog,,717.7,17.6,18.8,0.01,18.9,12,71,-2.1,-2.1,84.5,7.44,89.5,0.59,0,4.44,115.6,268.8,0.012,0.281,0.385
8/13/2019,9:30:27 AM,Trout Bog,,717.7,17.6,18.8,0.01,18.9,12,71,-2.1,-2.1,84.5,7.44,89.4,0.59,0,4.43,116.1,269.3,0.018,0.285,0.405
8/13/2019,9:30:29 AM,Trout Bog,,717.7,17.6,18.8,0.01,18.9,12,71,-2.1,-2.1,84.4,7.43,89.4,0.58,0,4.42,116.8,270.1,0.025,0.29,0.422
8/13/2019,9:30:31 AM,Trout Bog,,717.6,17.6,18.9,0.01,19,12,71,-2.1,-2.1,84.4,7.43,89.4,0.57,0,4.41,117.5,271.1,0.036,0.298,0.44
8/13/2019,9:30:33 AM,Trout Bog,,717.7,17.7,18.9,0.01,19,12,71,-2.1,-2.1,84.4,7.43,89.4,0.57,0,4.39,118.1,272.1,0.045,0.304,0.454
8/13/2019,9:30:35 AM,Trout Bog,,717.7,17.7,18.9,0.01,19,12,70.9,-2.1,-2.1,84.4,7.43,89.3,0.55,0,4.38,118.7,273.1,0.057,0.312,0.467
8/13/2019,9:30:37 AM,Trout Bog,,717.7,17.7,18.9,0.01,19.1,12,70.9,-2.1,-2.1,84.3,7.43,89.3,0.56,0,4.37,119.2,274.1,0.071,0.322,0.487
8/13/2019,9:30:39 AM,Trout Bog,,717.7,17.7,19,0.01,19.1,12,70.9,-2.1,-2.1,84.3,7.43,89.3,0.56,0,4.37,119.7,275,0.083,0.331,0.501
8/13/2019,9:30:41 AM,Trout Bog,,717.7,17.8,19,0.01,19.1,12,70.9,-2.1,-2.1,84.3,7.43,89.3,0.54,0,4.36,120.1,275.9,0.1,0.342,0.524
8/13/2019,9:30:43 AM,Trout Bog,,717.7,17.8,19,0.01,19.1,12,70.9,-2.1,-2.1,84.3,7.43,89.3,0.53,0,4.35,120.5,276.8,0.117,0.355,0.538
8/13/2019,9:30:45 AM,Trout Bog,,717.7,17.8,19,0.01,19.1,12,70.9,-2.1,-2.1,84.3,7.42,89.3,0.53,0,4.35,120.8,277.6,0.135,0.367,0.566
8/13/2019,9:30:47 AM,Trout Bog,,717.6,17.8,19,0.01,19.1,12,70.9,-2.1,-2.1,84.3,7.42,89.3,0.52,0,4.34,121.1,278.4,0.154,0.38,0.576
8/13/2019,9:30:49 AM,Trout Bog,,717.7,17.8,19,0.01,19.1,12,70.9,-2.1,-2.1,84.3,7.43,89.3,0.52,0,4.34,121.3,279.2,0.178,0.397,0.597
8/13/2019,9:30:51 AM,Trout Bog,,717.7,17.8,19,0.01,19.1,12,70.9,-2.1,-2.1,84.3,7.42,89.3,0.49,0,4.34,121.5,279.9,0.199,0.412,0.611
8/13/2019,9:30:53 AM,Trout Bog,,717.7,17.8,19,0.01,19.1,12,70.9,-2.1,-2.1,84.3,7.43,89.3,0.49,0,4.33,121.7,280.6,0.222,0.429,0.624
8/13/2019,9:30:55 AM,Trout Bog,,717.7,17.8,19,0.01,19.1,12,70.9,-2.1,-2.1,84.3,7.43,89.3,0.51,0,4.33,121.8,281.4,0.245,0.445,0.633
8/13/2019,9:30:57 AM,Trout Bog,,717.7,17.8,19,0.01,19.1,12,70.9,-2.1,-2.1,84.3,7.43,89.3,0.5,0,4.33,122,282,0.265,0.459,0.638
8/13/2019,9:30:59 AM,Trout Bog,,717.7,17.8,19,0.01,19.1,12,70.9,-2.1,-2.1,84.3,7.43,89.3,0.51,0,4.32,122.1,282.6,0.291,0.477,0.653
8/13/2019,9:31:01 AM,Trout Bog,,717.7,17.8,19,0.01,19.1,12,70.9,-2.1,-2.1,84.3,7.43,89.3,0.5,0,4.32,122.2,283.2,0.311,0.491,0.667
8/13/2019,9:31:03 AM,Trout Bog,,717.7,17.8,19,0.01,19.1,12,70.9,-2.1,-2.1,84.3,7.43,89.3,0.49,0,4.32,122.3,283.7,0.337,0.51,0.692
8/13/2019,9:31:05 AM,Trout Bog,,717.7,17.8,19,0.01,19.1,12,70.9,-2.1,-2.1,84.3,7.43,89.3,0.49,0,4.32,122.4,284.3,0.357,0.523,0.696
8/13/2019,9:31:07 AM,Trout Bog,,717.7,17.8,19,0.01,19.1,12,70.9,-2.1,-2.1,84.3,7.43,89.3,0.48,0,4.32,122.5,284.8,0.382,0.541,0.714
8/13/2019,9:31:09 AM,Trout Bog,,717.7,17.8,19,0.01,19.1,12,70.9,-2.1,-2.1,84.3,7.43,89.2,0.45,0,4.32,122.6,285.3,0.4,0.554,0.724
8/13/2019,9:31:11 AM,Trout Bog,,717.7,17.8,19,0.01,19.1,12,70.9,-2.1,-2.1,84.2,7.42,89.2,0.41,0,4.32,122.6,285.8,0.426,0.572,0.727
8/13/2019,9:31:13 AM,Trout Bog,,717.7,17.8,19,0.01,19.1,12,70.9,-2.1,-2.1,84.2,7.42,89.1,0.45,0,4.31,122.7,286.3,0.443,0.584,0.736
8/13/2019,9:31:15 AM,Trout Bog,,717.7,17.8,19,0.01,19.1,12,70.9,-2.1,-2.1,84.1,7.41,89,0.43,0,4.31,122.7,286.8,0.462,0.598,0.755
8/13/2019,9:31:17 AM,Trout Bog,,717.7,17.8,19,0.01,19.2,12,70.8,-2.1,-2.1,83.9,7.4,88.9,0.42,0,4.31,122.8,287.4,0.481,0.611,0.761
8/13/2019,9:31:19 AM,Trout Bog,,717.7,17.8,19.1,0.01,19.2,12,70.8,-2.1,-2.1,83.8,7.39,88.7,0.4,0,4.31,122.9,287.9,0.503,0.626,0.784
