Date,Time,Site,DATA ID,Barometer,Cond,Sp_Cond,Sal,nLFCond,TDS,Temp (°F),Sigma,Sigma.1,ODO,ODO.1,ODO.2,Turbidity,TSS,pH,pH.1,ORP,Pressure,Depth,Vertical_Position
8/19/2019,8:57:49 AM,Trout Bog,,719.2,17.2,19.2,0.01,19.4,13,67,-1.7,-1.7,77.4,7.12,81.8,0.56,0,5.26,67.6,280.5,0.209,0.419,0.739
8/19/2019,8:57:51 AM,Trout Bog,,719.1,17.2,19.3,0.01,19.4,13,66.9,-1.7,-1.7,77.3,7.11,81.7,0.54,0,5.26,67.9,281.3,0.241,0.442,0.759
8/19/2019,8:57:53 AM,Trout Bog,,719.2,17.2,19.3,0.01,19.4,13,66.9,-1.7,-1.7,77.3,7.11,81.7,0.52,0,5.25,68.3,282.1,0.272,0.463,0.788
8/19/2019,8:57:55 AM,Trout Bog,,719.1,17.2,19.3,0.01,19.5,13,66.9,-1.7,-1.7,77.4,7.12,81.8,0.52,0,5.25,68.6,282.8,0.311,0.491,0.818
8/19/2019,8:57:57 AM,Trout Bog,,719.1,17.2,19.3,0.01,19.5,13,66.9,-1.7,-1.7,77.5,7.14,82,0.49,0,5.24,69,283.5,0.351,0.519,0.836
8/19/2019,8:57:59 AM,Trout Bog,,719.1,17.2,19.3,0.01,19.5,13,66.8,-1.7,-1.7,77.7,7.15,82.1,0.49,0,5.23,69.2,284.1,0.389,0.546,0.852
8/19/2019,8:58:01 AM,Trout Bog,,719.1,17.2,19.3,0.01,19.5,13,66.8,-1.6,-1.6,77.8,7.17,82.2,0.48,0,5.23,69.5,284.8,0.427,0.573,0.868
8/19/2019,8:58:03 AM,Trout Bog,,719.1,17.2,19.3,0.01,19.5,13,66.8,-1.6,-1.6,77.9,7.19,82.4,0.46,0,5.23,69.7,285.4,0.471,0.604,0.894
8/19/2019,8:58:05 AM,Trout Bog,,719.1,17.2,19.3,0.01,19.5,13,66.7,-1.6,-1.6,78.1,7.2,82.5,0.44,0,5.22,70,286,0.512,0.633,0.919
8/19/2019,8:58:07 AM,Trout Bog,,719.2,17.2,19.3,0.01,19.5,13,66.7,-1.6,-1.6,78.2,7.21,82.6,0.46,0,5.21,70.5,286.7,0.554,0.662,0.953
8/19/2019,8:58:09 AM,Trout Bog,,719.1,17.2,19.3,0.01,19.5,13,66.7,-1.6,-1.6,78.2,7.22,82.7,0.45,0,5.2,71.1,287.3,0.592,0.689,0.982
8/19/2019,8:58:11 AM,Trout Bog,,719,17.2,19.3,0.01,19.5,13,66.7,-1.6,-1.6,78.3,7.22,82.7,0.45,0,5.19,71.6,287.9,0.635,0.719,1.034
8/19/2019,8:58:13 AM,Trout Bog,,719,17.2,19.3,0.01,19.5,13,66.7,-1.6,-1.6,78.3,7.22,82.7,0.44,0,5.18,72.2,288.6,0.672,0.745,1.086
8/19/2019,8:58:15 AM,Trout Bog,,719,17.2,19.3,0.01,19.5,13,66.7,-1.6,-1.6,78.3,7.22,82.7,0.48,0,5.17,72.8,289.2,0.715,0.776,1.12
8/19/2019,8:58:17 AM,Trout Bog,,719,17.2,19.4,0.01,19.6,13,66.6,-1.6,-1.6,78.2,7.22,82.7,0.63,0,5.16,73.3,289.9,0.753,0.802,1.147
8/19/2019,8:58:19 AM,Trout Bog,,719.1,17.3,19.5,0.01,19.7,13,66.5,-1.6,-1.6,77.9,7.2,82.3,0.98,0,5.15,73.9,290.6,0.795,0.832,1.177
8/19/2019,8:58:21 AM,Trout Bog,,719.2,17.5,19.7,0.01,19.9,13,66.4,-1.6,-1.6,71.2,6.59,75.2,1.18,0,5.14,74.5,291.2,0.832,0.858,1.207
8/19/2019,8:58:23 AM,Trout Bog,,719.2,17.9,20.2,0.01,20.4,13,66.2,-1.6,-1.6,66.9,6.2,70.7,1.37,0,5.13,75.2,291.7,0.872,0.886,1.235
8/19/2019,8:58:25 AM,Trout Bog,,719.2,18.3,20.7,0.01,20.9,13,65.9,-1.6,-1.6,56.8,5.28,60.1,1.55,0,5.12,75.9,292.1,0.916,0.917,1.26
8/19/2019,8:58:27 AM,Trout Bog,,719.1,18.8,21.3,0.01,21.6,14,65.7,-1.5,-1.5,51.6,4.81,54.6,1.74,0,5.1,76.6,292.2,0.956,0.945,1.273
8/19/2019,8:58:29 AM,Trout Bog,,719.2,19.3,22,0.01,22.2,14,65.4,-1.5,-1.5,44,4.12,46.5,1.86,0,5.09,77.3,292.2,0.996,0.973,1.278
8/19/2019,8:58:31 AM,Trout Bog,,719.1,19.8,22.6,0.01,22.8,15,65.1,-1.5,-1.5,37.6,3.52,39.7,1.93,0,5.08,78,291.9,1.033,1,1.289
8/19/2019,8:58:33 AM,Trout Bog,,719.1,20.3,23.2,0.01,23.5,15,64.9,-1.4,-1.4,34.5,3.24,36.4,1.79,0,5.06,78.6,291.5,1.072,1.027,1.308
8/19/2019,8:58:35 AM,Trout Bog,,719.2,20.6,23.7,0.01,24,15,64.7,-1.4,-1.4,28,2.64,29.6,1.71,0,5.05,79.1,290.9,1.106,1.05,1.334
8/19/2019,8:58:37 AM,Trout Bog,,719,21.1,24.4,0.01,24.7,16,64.5,-1.4,-1.4,24.4,2.31,25.8,1.65,0,5.04,79.6,290.2,1.151,1.082,1.408
8/19/2019,8:58:39 AM,Trout Bog,,719.1,21.8,25.2,0.01,25.4,16,64.3,-1.4,-1.4,22.9,2.17,24.2,1.61,0,5.04,80,289.4,1.191,1.111,1.47
8/19/2019,8:58:41 AM,Trout Bog,,719.1,22.5,26.1,0.01,26.4,17,64,-1.4,-1.3,21.4,2.04,22.7,1.55,0,5.03,80.3,288.5,1.24,1.145,1.512
8/19/2019,8:58:43 AM,Trout Bog,,719.2,23.2,27,0.01,27.3,18,63.6,-1.3,-1.3,17,1.62,18,1.57,0,5.02,80.6,287.6,1.283,1.175,1.537
8/19/2019,8:58:45 AM,Trout Bog,,719.2,23.8,27.9,0.01,28.3,18,63.2,-1.3,-1.3,15.3,1.47,16.2,1.57,0,5.02,80.7,286.8,1.331,1.209,1.565
8/19/2019,8:58:47 AM,Trout Bog,,719,24.5,29.5,0.01,29.9,19,60.8,-1,-1,14.6,1.44,15.5,1.54,0,5.01,80.7,286,1.378,1.242,1.606
8/19/2019,8:58:49 AM,Trout Bog,,719.2,24.9,30.3,0.01,30.7,20,60.2,-1,-1,14,1.39,14.8,1.57,0,5.01,80.5,285.4,1.424,1.275,1.655
8/19/2019,8:58:51 AM,Trout Bog,,719.1,25,30.5,0.01,31,20,60,-1,-1,13.4,1.34,14.2,1.62,0,5.02,80.2,285.1,1.468,1.305,1.668
8/19/2019,8:58:53 AM,Trout Bog,,719.1,25,30.6,0.01,31.1,20,59.8,-1,-1,12.9,1.29,13.7,1.69,0,5.02,79.7,284.9,1.509,1.334,1.683
8/19/2019,8:58:55 AM,Trout Bog,,719.1,25,30.6,0.01,31,20,59.7,-1,-0.9,12.5,1.25,13.2,1.78,0,5.03,79.2,284.8,1.554,1.366,1.714
8/19/2019,8:58:57 AM,Trout Bog,,719.1,24.8,30.4,0.01,30.8,20,59.6,-0.9,-0.9,12,1.2,12.7,1.84,0,5.04,78.6,284.9,1.598,1.397,1.754
8/19/2019,8:58:59 AM,Trout Bog,,719,24.4,30,0.01,30.4,19,59.4,-0.9,-0.9,11.5,1.16,12.2,1.91,0,5.16,71.9,285.1,1.642,1.428,1.8
8/19/2019,8:59:01 AM,Trout Bog,,719.1,24,29.6,0.01,30.1,19,59.1,-0.9,-0.9,10.7,1.07,11.3,1.99,0,5.19,70.5,285.3,1.683,1.456,1.819
8/19/2019,8:59:03 AM,Trout Bog,,719.1,23.6,30,0.01,30.5,20,57,-0.7,-0.7,9.9,1.03,10.5,2.07,0,5.2,69.5,285.6,1.73,1.489,1.872
8/19/2019,8:59:05 AM,Trout Bog,,719.1,23.2,29.6,0.01,30.1,19,56.6,-0.7,-0.7,9.3,0.96,9.8,2.19,0,5.21,68.7,285.8,1.775,1.521,1.898
8/19/2019,8:59:07 AM,Trout Bog,,719.1,22.8,29.1,0.01,29.6,19,56.4,-0.7,-0.7,8.7,0.91,9.2,2.32,0,5.23,67.8,286.1,1.827,1.557,1.943
8/19/2019,8:59:09 AM,Trout Bog,,719.1,22.3,28.6,0.01,29.1,19,56,-0.7,-0.6,8.2,0.86,8.7,2.39,0,5.24,67,286.3,1.875,1.591,1.959
8/19/2019,8:59:11 AM,Trout Bog,,719.1,21.9,28.2,0.01,28.7,18,55.8,-0.6,-0.6,7.8,0.82,8.3,2.48,0,5.25,66.4,286.4,1.928,1.629,1.979
8/19/2019,8:59:13 AM,Trout Bog,,719,21.5,27.7,0.01,28.2,18,55.7,-0.6,-0.6,7.5,0.78,7.9,2.55,0,5.26,65.9,286.6,1.978,1.663,2.005
8/19/2019,8:59:15 AM,Trout Bog,,719.1,21.1,27.3,0.01,27.7,18,55.5,-0.6,-0.6,7.1,0.75,7.5,2.67,0,5.27,65.3,286.7,2.027,1.698,2.05
8/19/2019,8:59:17 AM,Trout Bog,,719.1,20.7,26.9,0.01,27.3,17,55.2,-0.6,-0.6,6.8,0.72,7.2,2.77,0,5.28,64.6,286.8,2.07,1.729,2.079
8/19/2019,8:59:19 AM,Trout Bog,,719.1,20.3,27.3,0.01,27.7,18,53,-0.5,-0.4,6.5,0.7,6.8,2.83,0,5.37,58.9,286.8,2.117,1.762,2.102
8/19/2019,8:59:21 AM,Trout Bog,,719.1,20.1,27.1,0.01,27.6,18,52.5,-0.4,-0.4,6.2,0.68,6.6,2.84,0,5.39,58.2,286.7,2.159,1.791,2.125
8/19/2019,8:59:23 AM,Trout Bog,,719.1,19.8,26.9,0.01,27.4,18,52.2,-0.4,-0.4,6,0.65,6.3,2.84,0,5.4,57.6,286.6,2.206,1.824,2.167
8/19/2019,8:59:25 AM,Trout Bog,,719.1,19.7,26.8,0.01,27.2,17,52.1,-0.4,-0.4,5.7,0.63,6,2.9,0,5.41,56.9,286.4,2.248,1.854,2.189
8/19/2019,8:59:27 AM,Trout Bog,,719,19.5,26.6,0.01,27.1,17,51.9,-0.4,-0.4,5.5,0.6,5.8,2.96,0,5.42,56.2,286.2,2.29,1.883,2.221
8/19/2019,8:59:29 AM,Trout Bog,,719.2,19.3,26.4,0.01,26.9,17,51.7,-0.4,-0.4,5.3,0.58,5.6,2.94,0,5.43,55.4,286,2.333,1.913,2.247
8/19/2019,8:59:31 AM,Trout Bog,,719,19,26.1,0.01,26.5,17,51.5,-0.4,-0.4,5.1,0.56,5.4,2.87,0,5.45,54.6,285.6,2.379,1.946,2.304
8/19/2019,8:59:33 AM,Trout Bog,,719.1,18.7,25.7,0.01,26.2,17,51.3,-0.4,-0.3,4.9,0.54,5.1,2.78,0,5.57,47.6,285.1,2.428,1.98,2.349
8/19/2019,8:59:35 AM,Trout Bog,,719.1,18.5,25.5,0.01,25.9,17,51,-0.3,-0.3,4.7,0.52,4.9,2.72,0,5.6,46.4,284.4,2.474,2.012,2.404
8/19/2019,8:59:37 AM,Trout Bog,,719.1,18.1,26.1,0.01,26.6,17,48.2,-0.2,-0.2,4.5,0.52,4.7,2.67,0,5.62,44.6,283.4,2.526,2.048,2.468
8/19/2019,8:59:39 AM,Trout Bog,,719,17.8,25.7,0.01,26.2,17,48.1,-0.2,-0.2,4.3,0.5,4.6,2.55,0,5.63,44,282.1,2.576,2.083,2.497
8/19/2019,8:59:41 AM,Trout Bog,,719.1,17.5,25.3,0.01,25.8,16,47.9,-0.2,-0.2,4.2,0.49,4.4,2.42,0,5.64,43.3,280.6,2.627,2.12,2.537
8/19/2019,8:59:43 AM,Trout Bog,,719.1,17.3,25.1,0.01,25.5,16,47.9,-0.2,-0.2,4.1,0.47,4.3,2.32,0,5.66,42.6,264.8,2.675,2.153,2.574
8/19/2019,8:59:45 AM,Trout Bog,,719.1,17.2,25,0.01,25.4,16,47.7,-0.2,-0.2,4,0.46,4.2,2.2,0,5.67,41.9,262.7,2.727,2.19,2.603
8/19/2019,8:59:47 AM,Trout Bog,,719.1,17,24.8,0.01,25.2,16,47.4,-0.2,-0.2,3.9,0.45,4.1,2.14,0,5.68,41.2,261.4,2.775,2.224,2.634
8/19/2019,8:59:49 AM,Trout Bog,,719.2,16.9,24.6,0.01,25.1,16,47.2,-0.2,-0.2,3.8,0.44,4,2.04,0,5.69,40.6,260,2.829,2.262,2.698
8/19/2019,8:59:51 AM,Trout Bog,,719.1,16.7,24.5,0.01,24.9,16,47,-0.2,-0.1,3.6,0.43,3.9,1.94,0,5.78,35.7,258.6,2.884,2.3,2.757
8/19/2019,8:59:53 AM,Trout Bog,,719.1,16.5,24.3,0.01,24.8,16,46.6,-0.1,-0.1,3.5,0.42,3.7,1.84,0,5.8,34.3,257.2,2.944,2.342,2.805
8/19/2019,8:59:55 AM,Trout Bog,,719,16.3,24.2,0.01,24.6,16,46.2,-0.1,-0.1,3.4,0.41,3.6,1.73,0,5.81,33.8,255.7,3,2.382,2.853
8/19/2019,8:59:57 AM,Trout Bog,,719,16.1,24.1,0.01,24.5,16,45.8,-0.1,-0.1,3.3,0.4,3.5,1.62,0,5.82,33.5,254.5,3.063,2.426,2.908
8/19/2019,8:59:59 AM,Trout Bog,,719.1,15.9,24,0.01,24.4,16,45.3,-0.1,-0.1,3.3,0.39,3.5,1.52,0,5.82,33.1,253.4,3.12,2.466,2.931
8/19/2019,9:00:01 AM,Trout Bog,,719,15.8,23.9,0.01,24.3,16,45,-0.1,-0.1,3.2,0.38,3.4,1.4,0,5.83,32.9,252.4,3.178,2.507,2.949
8/19/2019,9:00:03 AM,Trout Bog,,719,15.7,23.9,0.01,24.3,16,44.7,-0.1,-0.1,3.1,0.38,3.3,1.29,0,5.83,32.7,251.4,3.239,2.55,2.962
8/19/2019,9:00:05 AM,Trout Bog,,719.1,15.6,23.8,0.01,24.2,15,44.3,-0.1,-0.1,3,0.37,3.2,1.2,0,5.83,32.6,250.6,3.294,2.588,3.013
8/19/2019,9:00:07 AM,Trout Bog,,719.1,15.5,23.9,0.01,24.3,16,44,-0.1,-0.1,3,0.37,3.2,1.12,0,5.83,32.5,249.7,3.356,2.632,3.026
8/19/2019,9:00:09 AM,Trout Bog,,719.1,15.5,23.9,0.01,24.3,16,43.8,-0.1,-0.1,2.9,0.36,3.1,1.08,0,5.83,32.5,248.1,3.409,2.669,3.069
8/19/2019,9:00:11 AM,Trout Bog,,719,15.4,23.9,0.01,24.3,16,43.6,-0.1,0,2.9,0.36,3.1,1.03,0,5.83,32.5,246.3,3.472,2.713,3.122
8/19/2019,9:00:13 AM,Trout Bog,,719,15.4,23.9,0.01,24.3,16,43.5,-0.1,0,2.9,0.35,3,1,0,5.83,32.5,244.8,3.526,2.751,3.148
8/19/2019,9:00:15 AM,Trout Bog,,718.9,15.4,23.9,0.01,24.3,16,43.4,-0.1,0,2.8,0.35,3,0.97,0,5.83,32.5,243.4,3.584,2.792,3.197
8/19/2019,9:00:17 AM,Trout Bog,,719,15.4,24,0.01,24.4,16,43.1,-0.1,0,2.8,0.34,2.9,0.93,0,5.83,32.4,242.1,3.635,2.828,3.224
8/19/2019,9:00:19 AM,Trout Bog,,719,15.4,24.1,0.01,24.5,16,42.9,-0.1,0,2.7,0.34,2.9,0.91,0,5.83,32.3,241.1,3.692,2.868,3.26
8/19/2019,9:00:21 AM,Trout Bog,,719,15.4,24.2,0.01,24.6,16,42.7,0,0,2.7,0.34,2.8,0.88,0,5.83,32.3,240.1,3.743,2.904,3.282
8/19/2019,9:00:23 AM,Trout Bog,,719.1,15.4,24.3,0.01,24.7,16,42.5,0,0,2.7,0.33,2.8,0.85,0,5.83,32.4,239.2,3.798,2.943,3.303
8/19/2019,9:00:25 AM,Trout Bog,,719,15.4,24.4,0.01,24.8,16,42.2,0,0,2.6,0.33,2.8,0.83,0,5.83,32.5,238.4,3.849,2.979,3.324
8/19/2019,9:00:27 AM,Trout Bog,,719,15.4,24.5,0.01,24.9,16,42,0,0,2.6,0.33,2.7,0.84,0,5.82,32.6,237.6,3.901,3.015,3.356
8/19/2019,9:00:29 AM,Trout Bog,,719.1,15.4,24.6,0.01,25,16,41.9,0,0,2.6,0.32,2.7,0.81,0,5.82,32.8,236.9,3.944,3.046,3.373
8/19/2019,9:00:31 AM,Trout Bog,,719,15.5,24.7,0.01,25.1,16,41.8,0,0,2.5,0.32,2.7,0.81,0,5.82,33.1,236.3,3.993,3.08,3.391
8/19/2019,9:00:33 AM,Trout Bog,,719.1,15.5,24.7,0.01,25.1,16,41.7,0,0,2.5,0.32,2.6,0.78,0,5.81,33.4,235.6,4.031,3.107,3.397
8/19/2019,9:00:35 AM,Trout Bog,,719.1,15.5,24.8,0.01,25.2,16,41.6,0,0,2.5,0.31,2.6,0.8,0,5.8,33.9,235,4.07,3.134,3.462
8/19/2019,9:00:37 AM,Trout Bog,,719,15.5,24.8,0.01,25.2,16,41.6,0,0,2.4,0.31,2.6,0.79,0,5.79,34.3,234.4,4.113,3.164,3.506
8/19/2019,9:00:39 AM,Trout Bog,,719.1,15.5,24.9,0.01,25.3,16,41.5,0,0,2.4,0.31,2.6,0.8,0,5.78,34.8,233.9,4.159,3.196,3.559
8/19/2019,9:00:41 AM,Trout Bog,,719.1,15.5,25,0.01,25.3,16,41.3,0,0,2.4,0.3,2.5,0.8,0,5.77,35.3,233.4,4.21,3.232,3.612
8/19/2019,9:00:43 AM,Trout Bog,,719,15.5,25,0.01,25.4,16,41.3,0,0,2.4,0.3,2.5,0.81,0,5.76,35.9,232.9,4.257,3.265,3.642
8/19/2019,9:00:45 AM,Trout Bog,,719,15.5,25.1,0.01,25.4,16,41.2,0,0,2.3,0.3,2.5,0.82,0,5.75,36.4,232.4,4.308,3.301,3.685
8/19/2019,9:00:47 AM,Trout Bog,,719,15.5,25.1,0.01,25.5,16,41.1,0,0,2.3,0.29,2.4,0.85,0,5.74,37,232,4.356,3.335,3.741
8/19/2019,9:00:49 AM,Trout Bog,,719,15.6,25.2,0.01,25.6,16,40.9,0,0,2.3,0.29,2.4,0.83,0,5.73,37.7,231.5,4.398,3.364,3.771
8/19/2019,9:00:51 AM,Trout Bog,,719.1,15.6,25.2,0.01,25.6,16,40.8,0,0,2.3,0.29,2.4,0.82,0,5.72,38.2,231.1,4.453,3.403,3.786
8/19/2019,9:00:53 AM,Trout Bog,,719,15.6,25.3,0.01,25.6,16,40.7,0,0,2.2,0.29,2.4,0.83,0,5.71,38.8,230.7,4.494,3.432,3.822
8/19/2019,9:00:55 AM,Trout Bog,,718.9,15.5,25.3,0.01,25.7,16,40.7,0,0,2.2,0.28,2.3,0.84,0,5.7,39.3,230.3,4.55,3.472,3.851
8/19/2019,9:00:57 AM,Trout Bog,,719.1,15.5,25.3,0.01,25.7,16,40.6,0,0,2.2,0.28,2.3,0.84,0,5.69,39.8,229.8,4.588,3.498,3.892
8/19/2019,9:00:59 AM,Trout Bog,,719,15.5,25.3,0.01,25.7,16,40.5,0,0,2.2,0.28,2.3,0.82,0,5.68,40.3,229.4,4.638,3.533,3.907
8/19/2019,9:01:01 AM,Trout Bog,,719,15.5,25.3,0.01,25.7,16,40.5,0,0,2.1,0.27,2.3,0.82,0,5.67,40.9,228.9,4.685,3.567,3.976
8/19/2019,9:01:03 AM,Trout Bog,,718.9,15.5,25.3,0.01,25.7,16,40.4,0,0,2.1,0.27,2.2,0.82,0,5.66,41.5,228.5,4.744,3.608,3.976
8/19/2019,9:01:05 AM,Trout Bog,,719.1,15.5,25.3,0.01,25.7,16,40.4,0,0,2.1,0.27,2.2,0.83,0,5.65,42.1,228.1,4.789,3.639,4.022
8/19/2019,9:01:07 AM,Trout Bog,,719,15.5,25.3,0.01,25.7,16,40.4,0,0,2.1,0.27,2.2,0.84,0,5.63,42.6,227.7,4.846,3.679,4.082
8/19/2019,9:01:09 AM,Trout Bog,,719.2,15.5,25.3,0.01,25.7,16,40.4,0,0,2.1,0.26,2.2,0.84,0,5.62,43.3,227.2,4.894,3.713,4.099
8/19/2019,9:01:11 AM,Trout Bog,,719.1,15.5,25.4,0.01,25.7,16,40.4,0,0,2,0.26,2.2,0.81,0,5.61,43.9,226.8,4.952,3.754,4.113
8/19/2019,9:01:13 AM,Trout Bog,,719,15.5,25.4,0.01,25.7,16,40.4,0,0,2,0.26,2.1,0.8,0,5.6,44.7,226.4,5.002,3.789,4.147
8/19/2019,9:01:15 AM,Trout Bog,,719.1,15.5,25.4,0.01,25.7,17,40.4,0,0,2,0.26,2.1,0.79,0,5.58,45.3,226,5.053,3.825,4.173
8/19/2019,9:01:17 AM,Trout Bog,,719.1,15.5,25.4,0.01,25.8,17,40.3,0,0,2,0.26,2.1,0.81,0,5.57,46,225.6,5.096,3.856,4.223
8/19/2019,9:01:19 AM,Trout Bog,,719,15.5,25.4,0.01,25.8,17,40.3,0,0,2,0.26,2.1,0.82,0,5.56,46.7,225.2,5.146,3.891,4.257
8/19/2019,9:01:21 AM,Trout Bog,,719,15.5,25.4,0.01,25.8,17,40.3,0,0,2,0.26,2.1,0.82,0,5.55,47.3,224.9,5.193,3.923,4.288
8/19/2019,9:01:23 AM,Trout Bog,,719,15.5,25.4,0.01,25.7,16,40.3,0,0,2,0.26,2.1,0.83,0,5.54,47.9,224.6,5.249,3.962,4.302
8/19/2019,9:01:25 AM,Trout Bog,,719,15.5,25.3,0.01,25.7,16,40.3,0,0,2,0.25,2.1,0.83,0,5.52,48.6,224.2,5.289,3.991,4.302
8/19/2019,9:01:27 AM,Trout Bog,,719.1,15.5,25.3,0.01,25.7,16,40.3,0,0,2,0.25,2.1,0.84,0,5.51,49.2,223.9,5.332,4.021,4.375
8/19/2019,9:01:29 AM,Trout Bog,,718.9,15.5,25.3,0.01,25.7,16,40.3,0,0,2,0.25,2.1,0.86,0,5.5,49.9,223.6,5.38,4.055,4.414
8/19/2019,9:01:31 AM,Trout Bog,,719,15.4,25.3,0.01,25.7,16,40.3,0,0,1.9,0.25,2.1,0.84,0,5.49,50.6,223.3,5.418,4.082,4.421
8/19/2019,9:01:33 AM,Trout Bog,,719.1,15.4,25.3,0.01,25.7,16,40.3,0,0,1.9,0.25,2,0.83,0,5.47,51.3,223,5.467,4.116,4.462
8/19/2019,9:01:35 AM,Trout Bog,,719,15.4,25.3,0.01,25.6,16,40.3,0,0,1.9,0.25,2,0.82,0,5.46,52,222.7,5.514,4.149,4.555
8/19/2019,9:01:37 AM,Trout Bog,,719,15.4,25.3,0.01,25.7,16,40.3,0,0,1.9,0.25,2,0.82,0,5.45,52.7,222.4,5.565,4.185,4.648
8/19/2019,9:01:39 AM,Trout Bog,,718.9,15.4,25.3,0.01,25.7,16,40.2,0,0,1.9,0.24,2,0.81,0,5.44,53.4,222.1,5.618,4.222,4.708
8/19/2019,9:01:41 AM,Trout Bog,,718.9,15.4,25.3,0.01,25.7,16,40.2,0,0,1.9,0.24,2,0.81,0,5.42,54.1,221.7,5.677,4.264,4.735
8/19/2019,9:01:43 AM,Trout Bog,,719,15.4,25.3,0.01,25.7,16,40.2,0,0,1.8,0.24,2,0.8,0,5.41,54.8,221.4,5.736,4.305,4.761
