Date,Time,Site,PROBE_ID,Barometer,Cond,Sp_Cond,Sal,nLFCond,TDS,Temp,Sigma,Sigma.1,ODO,ODO.1,ODO.2,Turbidity,TSS,pH,pH.1,ORP,Pressure,Depth,Vertical_Position
7/30/2024,,Trout Bog,LTER1,,,,,,,27.4,,,98.7,7.81,,NA,,,,NA,,0,
7/30/2024,,Trout Bog,LTER1,,,,,,,25,,,88.5,7.32,,NA,,,,NA,,0.25,
7/30/2024,,Trout Bog,LTER1,,,,,,,24.4,,,85.6,7.16,,NA,,,,NA,,0.5,
7/30/2024,,Trout Bog,LTER1,,,,,,,22.4,,,42.4,3.69,,NA,,,,NA,,0.75,
7/30/2024,,Trout Bog,LTER1,,,,,,,19.8,,,5,0.45,,NA,,,,NA,,1,
7/30/2024,,Trout Bog,LTER1,,,,,,,17.3,,,1.8,0.17,,NA,,,,NA,,1.25,
7/30/2024,,Trout Bog,LTER1,,,,,,,15.8,,,1.2,0.12,,NA,,,,NA,,1.5,
7/30/2024,,Trout Bog,LTER1,,,,,,,14.1,,,0.9,0.09,,NA,,,,NA,,1.75,
7/30/2024,,Trout Bog,LTER1,,,,,,,12.1,,,0.5,0.05,,NA,,,,NA,,2,
7/30/2024,,Trout Bog,LTER1,,,,,,,10.7,,,0.1,0.01,,NA,,,,NA,,2.25,
7/30/2024,,Trout Bog,LTER1,,,,,,,9.2,,,-0.1,-0.01,,NA,,,,NA,,2.5,
7/30/2024,,Trout Bog,LTER1,,,,,,,7.7,,,-0.4,-0.05,,NA,,,,NA,,2.75,
7/30/2024,,Trout Bog,LTER1,,,,,,,6.8,,,-0.6,-0.07,,NA,,,,NA,,3,
7/30/2024,,Trout Bog,LTER1,,,,,,,6.4,,,-0.7,-0.09,,NA,,,,NA,,3.25,
7/30/2024,,Trout Bog,LTER1,,,,,,,5.8,,,-0.8,-0.1,,NA,,,,NA,,3.5,
7/30/2024,,Trout Bog,LTER1,,,,,,,5.4,,,-0.9,-0.11,,NA,,,,NA,,3.75,
7/30/2024,,Trout Bog,LTER1,,,,,,,5,,,-0.9,-0.12,,NA,,,,NA,,4,
7/30/2024,,Trout Bog,LTER1,,,,,,,4.9,,,-1,-0.13,,NA,,,,NA,,4.25,
7/30/2024,,Trout Bog,LTER1,,,,,,,4.7,,,-1,-0.13,,NA,,,,NA,,4.5,
7/30/2024,,Trout Bog,LTER1,,,,,,,4.6,,,-1.1,-0.14,,NA,,,,NA,,4.75,
7/30/2024,,Trout Bog,LTER1,,,,,,,4.5,,,-1.1,-0.14,,NA,,,,NA,,5,
7/30/2024,,Trout Bog,LTER1,,,,,,,4.4,,,-1.1,-0.14,,NA,,,,NA,,5.25,
7/30/2024,,Trout Bog,LTER1,,,,,,,4.4,,,-1.1,-0.14,,NA,,,,NA,,5.5,
7/30/2024,,Trout Bog,LTER1,,,,,,,4.4,,,-1.1,-0.14,,NA,,,,NA,,5.75,
7/30/2024,,Trout Bog,LTER1,,,,,,,4.4,,,-1.1,-0.14,,NA,,,,NA,,6,
7/30/2024,,Trout Bog,LTER1,,,,,,,4.4,,,-1.1,-0.14,,NA,,,,NA,,6.25,
7/30/2024,,Trout Bog,LTER1,,,,,,,4.4,,,-1.1,-0.15,,NA,,,,NA,,6.5,
7/30/2024,,Trout Bog,LTER1,,,,,,,4.4,,,-1.1,-0.15,,NA,,,,NA,,6.75,
7/30/2024,,Trout Bog,LTER1,,,,,,,4.4,,,-1.2,-0.15,,NA,,,,NA,,7,
7/30/2024,,Trout Bog,LTER1,,,,,,,4.4,,,-1.2,-0.15,,NA,,,,NA,,7.25,
7/30/2024,,Trout Bog,LTER1,,,,,,,4.5,,,-1.2,-0.15,,NA,,,,NA,,7.5,
