Date,Time,Site,PROBE_ID,Barometer,Cond,Sp_Cond,Sal,nLFCond,TDS,Temp,Sigma,Sigma.1,ODO,ODO.1,ODO.2,Turbidity,TSS,pH,pH.1,ORP,Pressure,Depth,Vertical_Position,,
6/21/2024,9:57:05 AM,Trout Bog,BogGhost,725.4,16.9,28.2,0.01,28.6,18,3.974,,,-2.8,-0.37,,0.65,0,4.71,91.8,76.9,9.255,6.508,6.643,,
6/21/2024,9:57:07 AM,Trout Bog,BogGhost,725.4,17,28.4,0.01,28.7,18,3.976,,,-2.9,-0.37,,0.64,0,4.72,91.1,76.4,9.283,6.527,6.669,,
6/21/2024,9:57:09 AM,Trout Bog,BogGhost,725.4,17.1,28.5,0.01,28.9,19,3.978,,,-2.9,-0.37,,0.64,0,4.73,90.4,75.9,9.307,6.544,6.667,,
6/21/2024,9:57:11 AM,Trout Bog,BogGhost,725.4,17.1,28.6,0.01,29,19,3.98,,,-2.9,-0.38,,0.68,0,4.75,89.7,75.4,9.332,6.562,6.708,,
6/21/2024,9:57:13 AM,Trout Bog,BogGhost,725.5,17.2,28.8,0.01,29.1,19,3.983,,,-2.9,-0.38,,0.72,0,4.76,89,75,9.355,6.578,6.705,,
6/21/2024,9:57:15 AM,Trout Bog,BogGhost,725.5,17.3,28.9,0.01,29.3,19,3.986,,,-2.9,-0.38,,0.77,0,4.77,88.4,74.5,9.378,6.594,6.721,,
6/21/2024,9:57:17 AM,Trout Bog,BogGhost,725.5,17.5,29.2,0.01,29.6,19,3.989,,,-2.9,-0.38,,0.86,0,4.78,87.7,74,9.401,6.61,6.729,,
6/21/2024,9:57:19 AM,Trout Bog,BogGhost,725.5,17.6,29.4,0.01,29.8,19,3.992,,,-2.9,-0.38,,0.89,0,4.8,87.1,68.2,9.424,6.626,6.753,,
6/21/2024,9:57:21 AM,Trout Bog,BogGhost,725.5,17.7,29.6,0.01,30,19,3.994,,,-2.9,-0.38,,0.92,0,4.81,86.4,67.3,9.442,6.639,6.732,,
6/21/2024,9:57:23 AM,Trout Bog,BogGhost,725.5,17.9,29.8,0.01,30.2,19,3.996,,,-2.9,-0.38,,1.01,0,4.82,85.8,66.9,9.464,6.655,6.817,,
6/21/2024,9:57:25 AM,Trout Bog,BogGhost,725.5,18.2,30.4,0.01,30.8,20,3.999,,,-2.9,-0.38,,1.05,0,4.83,85.2,66.3,9.485,6.67,6.814,,
6/21/2024,9:57:27 AM,Trout Bog,BogGhost,725.5,18.5,30.9,0.01,31.3,20,4.002,,,-2.9,-0.38,,1.1,0,4.84,84.7,65.9,9.51,6.687,6.882,,
6/21/2024,9:57:29 AM,Trout Bog,BogGhost,725.5,18.8,31.3,0.01,31.8,20,4.004,,,-2.9,-0.38,,1.18,0,4.85,84.1,65.3,9.532,6.702,6.88,,
6/21/2024,9:57:31 AM,Trout Bog,BogGhost,725.5,19.1,31.8,0.01,32.2,21,4.008,,,-2.9,-0.38,,1.17,0,4.86,83.6,64.8,9.555,6.719,6.887,,
6/21/2024,9:57:33 AM,Trout Bog,BogGhost,725.5,19.3,32.2,0.01,32.7,21,4.012,,,-2.9,-0.38,,1.24,0,4.87,82.9,64.3,9.578,6.734,6.927,,
6/21/2024,9:57:35 AM,Trout Bog,BogGhost,725.5,19.6,32.7,0.01,33.1,21,4.016,,,-2.9,-0.38,,1.34,0,4.88,82.3,63.7,9.604,6.753,6.947,,
6/21/2024,9:57:37 AM,Trout Bog,BogGhost,725.5,19.7,33,0.01,33.4,21,4.02,,,-2.9,-0.38,,1.4,0,4.9,81.7,63.2,9.629,6.771,6.989,,
6/21/2024,9:57:39 AM,Trout Bog,BogGhost,725.3,19.8,33.1,0.01,33.5,22,4.023,,,-2.9,-0.38,,1.47,0,4.91,81.1,62.6,9.657,6.79,6.988,,
6/21/2024,9:57:41 AM,Trout Bog,BogGhost,725.4,20.1,33.5,0.01,34,22,4.026,,,-2.9,-0.38,,1.51,0,4.92,80.6,62.1,9.683,6.809,7.014,,
6/21/2024,9:57:43 AM,Trout Bog,BogGhost,725.4,20.4,34.1,0.01,34.5,22,4.029,,,-2.9,-0.38,,1.51,0,4.92,80.1,56.2,9.714,6.83,7.028,,
6/21/2024,9:57:45 AM,Trout Bog,BogGhost,725.5,20.7,34.5,0.02,34.9,22,4.031,,,-2.9,-0.38,,1.54,0,4.93,79.6,55.7,9.739,6.848,7.022,,
6/21/2024,9:57:47 AM,Trout Bog,BogGhost,725.5,20.9,34.9,0.02,35.4,23,4.033,,,-2.9,-0.38,,1.58,0,4.94,79.2,55.3,9.765,6.866,7.039,,
6/21/2024,9:57:49 AM,Trout Bog,BogGhost,725.4,21.1,35.2,0.02,35.7,23,4.036,,,-2.9,-0.38,,1.58,0,4.95,78.8,54.9,9.793,6.886,7.061,,
6/21/2024,9:57:51 AM,Trout Bog,BogGhost,725.4,21.4,35.7,0.02,36.1,23,4.039,,,-2.9,-0.39,,1.61,0,4.95,78.5,54.4,9.819,6.904,7.079,,
6/21/2024,9:57:53 AM,Trout Bog,BogGhost,725.4,21.5,35.9,0.02,36.4,23,4.04,,,-2.9,-0.39,,1.6,0,4.96,78.3,54,9.85,6.926,7.13,,
6/21/2024,9:57:55 AM,Trout Bog,BogGhost,725.4,21.6,36.1,0.02,36.6,23,4.043,,,-3,-0.39,,1.63,0,4.96,78.1,53.6,9.878,6.945,7.12,,
6/21/2024,9:57:57 AM,Trout Bog,BogGhost,725.4,21.7,36.2,0.02,36.7,24,4.045,,,-3,-0.39,,1.72,0,4.96,78,53.1,9.913,6.97,7.181,,
6/21/2024,9:57:59 AM,Trout Bog,BogGhost,725.5,21.8,36.4,0.02,36.8,24,4.047,,,-3,-0.39,,1.82,0,4.97,77.9,52.7,9.942,6.99,7.153,,
6/21/2024,9:58:01 AM,Trout Bog,BogGhost,725.5,22,36.6,0.02,37.1,24,4.049,,,-3,-0.39,,2.01,0,4.97,77.8,52.3,9.977,7.015,7.231,,
6/21/2024,9:58:03 AM,Trout Bog,BogGhost,725.5,22.1,36.9,0.02,37.4,24,4.05,,,-3,-0.39,,2.16,0,4.97,77.7,51.9,10.002,7.033,7.2,,
6/21/2024,9:58:05 AM,Trout Bog,BogGhost,725.5,22.2,37,0.02,37.5,24,4.051,,,-3,-0.39,,2.36,0,4.97,77.6,51.6,10.031,7.053,7.237,,
6/21/2024,9:58:07 AM,Trout Bog,BogGhost,725.5,22.2,37.1,0.02,37.6,24,4.052,,,-3,-0.39,,2.54,0,4.97,77.4,51.2,10.057,7.071,7.241,,
6/21/2024,9:58:09 AM,Trout Bog,BogGhost,725.5,22.3,37.2,0.02,37.7,24,4.052,,,-3,-0.39,,2.68,0,4.98,77.3,50.4,10.085,7.091,7.245,,
6/21/2024,9:58:11 AM,Trout Bog,BogGhost,725.5,22.3,37.3,0.02,37.7,24,4.053,,,-3,-0.39,,2.77,0,4.98,77.1,49.7,10.111,7.109,7.289,,
6/21/2024,9:58:13 AM,Trout Bog,BogGhost,725.5,22.4,37.4,0.02,37.9,24,4.053,,,-3,-0.39,,2.89,0,4.98,76.9,48.9,10.134,7.126,7.278,,
6/21/2024,9:58:15 AM,Trout Bog,BogGhost,725.5,22.5,37.5,0.02,38,24,4.054,,,-3,-0.39,,2.99,0,4.99,76.8,48.1,10.161,7.145,7.32,,
6/21/2024,9:58:17 AM,Trout Bog,BogGhost,725.5,22.7,37.8,0.02,38.3,25,4.054,,,-3,-0.39,,3.22,0,4.99,76.6,47.4,10.185,7.162,7.334,,
6/21/2024,9:58:19 AM,Trout Bog,BogGhost,725.5,22.9,38.2,0.02,38.7,25,4.055,,,-3,-0.39,,3.37,0,4.99,76.3,46.7,10.213,7.181,7.355,,
6/21/2024,9:58:21 AM,Trout Bog,BogGhost,725.5,23.2,38.7,0.02,39.2,25,4.056,,,-3,-0.39,,3.62,0,5,76.1,46,10.237,7.198,7.359,,
6/21/2024,9:58:23 AM,Trout Bog,BogGhost,725.5,23.5,39.2,0.02,39.8,26,4.057,,,-3,-0.4,,5.15,0,5,75.9,45.3,10.267,7.219,7.407,,
6/21/2024,9:58:25 AM,Trout Bog,BogGhost,725.5,23.9,39.8,0.02,40.4,26,4.058,,,-3,-0.4,,6.35,0,5.01,75.7,44.6,10.294,7.238,7.395,,
6/21/2024,9:58:27 AM,Trout Bog,BogGhost,725.5,24.3,40.4,0.02,41,26,4.059,,,-3,-0.4,,6.74,0,5.01,75.5,43.9,10.323,7.258,7.428,,
6/21/2024,9:58:29 AM,Trout Bog,BogGhost,725.5,24.5,40.9,0.02,41.4,27,4.059,,,-3,-0.4,,6.86,0,5.01,75.3,43.2,10.344,7.274,7.388,,
6/21/2024,9:58:31 AM,Trout Bog,BogGhost,725.5,24.8,41.3,0.02,41.8,27,4.06,,,-3,-0.39,,6.81,0,5.02,75.2,42.5,10.37,7.291,7.429,,
6/21/2024,9:58:33 AM,Trout Bog,BogGhost,725.5,24.9,41.5,0.02,42,27,4.06,,,-3,-0.39,,6.69,0,5.02,75.1,41.9,10.39,7.305,7.425,,
6/21/2024,9:58:35 AM,Trout Bog,BogGhost,725.5,25,41.6,0.02,42.2,27,4.061,,,-3,-0.39,,6.67,0,5.02,75,41.2,10.413,7.321,7.457,,
6/21/2024,9:58:37 AM,Trout Bog,BogGhost,725.5,25,41.7,0.02,42.3,27,4.061,,,-3,-0.39,,5.95,0,5.02,75,40.7,10.432,7.335,7.435,,
6/21/2024,9:58:39 AM,Trout Bog,BogGhost,725.5,25.1,41.8,0.02,42.4,27,4.061,,,-3,-0.39,,4.27,0,5.02,74.9,40.1,10.449,7.347,7.423,,
6/21/2024,9:58:41 AM,Trout Bog,BogGhost,725.4,25.1,41.9,0.02,42.5,27,4.061,,,-3,-0.39,,3.92,0,5.02,74.9,39.7,10.467,7.36,7.459,,
6/21/2024,9:58:43 AM,Trout Bog,BogGhost,725.5,25.2,42,0.02,42.5,27,4.061,,,-3,-0.39,,3.87,0,5.02,75,39.2,10.485,7.372,7.444,,
6/21/2024,9:58:45 AM,Trout Bog,BogGhost,725.4,25.2,42,0.02,42.6,27,4.061,,,-3,-0.39,,3.96,0,5.02,75,38.8,10.499,7.383,7.462,,
6/21/2024,9:58:47 AM,Trout Bog,BogGhost,725.4,25.2,42,0.02,42.6,27,4.061,,,-3,-0.39,,4.36,0,5.02,75,38.4,10.514,7.393,7.446,,
6/21/2024,9:58:49 AM,Trout Bog,BogGhost,725.5,25.2,42.1,0.02,42.6,27,4.062,,,-3,-0.39,,4.98,0,5.02,75.1,38,10.527,7.402,7.457,,
6/21/2024,9:58:51 AM,Trout Bog,BogGhost,725.4,25.3,42.1,0.02,42.6,27,4.062,,,-3,-0.39,,5.43,0,5.02,75.1,37.7,10.539,7.41,7.435,,
6/21/2024,9:58:53 AM,Trout Bog,BogGhost,725.5,25.3,42.1,0.02,42.7,27,4.062,,,-3,-0.39,,5.98,0,5.02,75.1,37.3,10.548,7.417,7.455,,
6/21/2024,9:58:55 AM,Trout Bog,BogGhost,725.5,25.3,42.1,0.02,42.7,27,4.062,,,-3,-0.39,,6.04,0,5.02,75.2,37,10.558,7.424,7.452,,
6/21/2024,9:58:57 AM,Trout Bog,BogGhost,725.5,25.3,42.1,0.02,42.7,27,4.063,,,-3,-0.39,,6.09,0,5.01,75.2,36.6,10.566,7.429,7.477,,
6/21/2024,9:58:59 AM,Trout Bog,BogGhost,725.5,25.3,42.2,0.02,42.7,27,4.063,,,-3,-0.39,,6.65,0,5.01,75.3,36.3,10.57,7.432,7.428,,
,,,,,,,,,,,,,,,,,,,,,,,,,
