Date,Time,Site,PROBE_ID,Barometer,Cond,Sp_Cond,Sal,nLFCond,TDS,Temp,Sigma,Sigma.1,ODO,ODO.1,ODO.2,Turbidity,TSS,pH,pH.1,ORP,Pressure,Depth,Vertical_Position,,,
6/5/2024,1:21:48 PM,Trout Bog,BogGhost,706.7,15.2,16,0.01,16.1,10,22.407,,,81.3,7.05,,-0.17,0,4.24,130.4,306.2,-0.008,0.024,-0.003,,,
6/5/2024,1:21:50 PM,Trout Bog,BogGhost,706.8,15.2,16,0.01,16.1,10,22.352,,,81.2,7.05,,-0.17,0,4.26,129.7,305.7,-0.008,0.0264,-0.018,,,
6/5/2024,1:21:52 PM,Trout Bog,BogGhost,706.8,15.2,16,0.01,16.1,10,22.297,,,81,7.04,,-0.15,0,4.27,129,305.4,-0.008,0.0288,-0.005,,,
6/5/2024,1:21:54 PM,Trout Bog,BogGhost,706.9,15.2,16,0.01,16.1,10,22.241,,,80.8,7.03,,-0.15,0,4.27,128.5,305.2,-0.009,0.0312,-0.019,,,
6/5/2024,1:21:56 PM,Trout Bog,BogGhost,706.8,15.2,16,0.01,16.1,10,22.175,,,80.6,7.02,,-0.16,0,4.28,128,305.1,-0.008,0.0336,0.013,,,
6/5/2024,1:21:58 PM,Trout Bog,BogGhost,706.8,15.2,16.1,0.01,16.1,10,22.113,,,80.4,7.01,,-0.16,0,4.29,127.6,305.1,-0.007,0.036,-0.004,,,
6/5/2024,1:22:00 PM,Trout Bog,BogGhost,706.7,15.2,16.1,0.01,16.2,10,22.073,,,80.3,7.01,,-0.16,0,4.29,127.3,305.1,-0.006,0.0384,0.008,,,
6/5/2024,1:22:02 PM,Trout Bog,BogGhost,706.7,15.2,16.1,0.01,16.2,10,22.048,,,80.2,7,,-0.16,0,4.31,126.3,304.6,-0.006,0.0408,0.002,,,
6/5/2024,1:22:04 PM,Trout Bog,BogGhost,706.9,15.2,16.1,0.01,16.2,10,22.033,,,80,6.99,,-0.17,0,4.32,125.5,304.6,-0.004,0.0432,0.025,,,
6/5/2024,1:22:06 PM,Trout Bog,BogGhost,706.7,15.2,16.1,0.01,16.2,10,22.021,,,79.9,6.99,,-0.18,0,4.33,125,304.9,-0.002,0.0456,0.038,,,
6/5/2024,1:22:08 PM,Trout Bog,BogGhost,706.8,15.2,16.1,0.01,16.2,10,22.007,,,79.9,6.98,,-0.19,0,4.34,124.6,305.3,0.002,0.048,0.042,,,
6/5/2024,1:22:10 PM,Trout Bog,BogGhost,706.8,15.2,16.1,0.01,16.2,10,22.004,,,79.8,6.98,,-0.18,0,4.34,124.3,305.9,0.006,0.0504,0.063,,,
6/5/2024,1:22:12 PM,Trout Bog,BogGhost,706.8,15.2,16.1,0.01,16.2,10,22.002,,,79.7,6.97,,-0.17,0,4.35,124,306.5,0.011,0.0528,0.062,,,
6/5/2024,1:22:14 PM,Trout Bog,BogGhost,706.8,15.2,16.1,0.01,16.2,10,21.987,,,79.6,6.96,,-0.18,0,4.35,123.7,307.1,0.017,0.0552,0.078,,,
6/5/2024,1:22:16 PM,Trout Bog,BogGhost,706.8,15.2,16.1,0.01,16.2,10,21.934,,,79.4,6.95,,-0.19,0,4.36,123.6,307.7,0.024,0.0576,0.1,,,
6/5/2024,1:22:18 PM,Trout Bog,BogGhost,706.8,15.2,16.1,0.01,16.2,10,21.855,,,79.2,6.94,,-0.19,0,4.36,123.4,308.4,0.034,0.06,0.136,,,
6/5/2024,1:22:20 PM,Trout Bog,BogGhost,706.8,15.1,16.1,0.01,16.2,10,21.759,,,79,6.93,,-0.19,0,4.36,123.3,309.1,0.046,0.0624,0.141,,,
6/5/2024,1:22:22 PM,Trout Bog,BogGhost,706.9,15.1,16.1,0.01,16.2,10,21.665,,,78.7,6.92,,-0.2,0,4.36,123.2,310,0.059,0.0648,0.184,,,
6/5/2024,1:22:24 PM,Trout Bog,BogGhost,706.8,15.1,16.1,0.01,16.2,10,21.564,,,78.4,6.91,,-0.18,0,4.36,123.1,310.7,0.072,0.0672,0.17,,,
6/5/2024,1:22:26 PM,Trout Bog,BogGhost,706.8,15.1,16.1,0.01,16.3,10,21.446,,,78.1,6.9,,-0.19,0,4.36,123.1,311.5,0.088,0.0696,0.222,,,
6/5/2024,1:22:28 PM,Trout Bog,BogGhost,706.8,15,16.2,0.01,16.3,11,21.347,,,77.9,6.89,,-0.17,0,4.36,123,312.3,0.103,0.072,0.21,,,
6/5/2024,1:22:30 PM,Trout Bog,BogGhost,706.9,15,16.2,0.01,16.3,11,21.274,,,77.6,6.88,,-0.16,0,4.36,123,313,0.122,0.086,0.243,,,
6/5/2024,1:22:32 PM,Trout Bog,BogGhost,706.8,15,16.2,0.01,16.3,11,21.209,,,77.4,6.87,,-0.12,0,4.36,123,313.9,0.139,0.098,0.23,,,
6/5/2024,1:22:34 PM,Trout Bog,BogGhost,706.9,15,16.2,0.01,16.3,11,21.144,,,77,6.84,,-0.09,0,4.36,123.1,314.7,0.159,0.112,0.251,,,
6/5/2024,1:22:36 PM,Trout Bog,BogGhost,706.9,15,16.2,0.01,16.3,11,21.069,,,72.8,6.48,,-0.07,0,4.35,123.3,315.6,0.177,0.125,0.267,,,
6/5/2024,1:22:38 PM,Trout Bog,BogGhost,706.9,15,16.3,0.01,16.4,11,20.995,,,71.2,6.35,,-0.05,0,4.35,123.6,316.6,0.198,0.14,0.26,,,
6/5/2024,1:22:40 PM,Trout Bog,BogGhost,706.8,15.1,16.3,0.01,16.4,11,20.931,,,70.5,6.29,,-0.03,0,4.34,124,317.5,0.218,0.153,0.29,,,
6/5/2024,1:22:42 PM,Trout Bog,BogGhost,706.8,15.1,16.4,0.01,16.5,11,20.868,,,69.7,6.23,,0.01,0,4.33,124.3,318.5,0.239,0.168,0.289,,,
6/5/2024,1:22:44 PM,Trout Bog,BogGhost,706.7,15.2,16.5,0.01,16.6,11,20.807,,,69.2,6.19,,0.02,0,4.33,124.6,319.4,0.258,0.182,0.314,,,
6/5/2024,1:22:46 PM,Trout Bog,BogGhost,706.7,15.3,16.6,0.01,16.7,11,20.758,,,68.7,6.15,,0.04,0,4.32,124.9,320.2,0.278,0.196,0.315,,,
6/5/2024,1:22:48 PM,Trout Bog,BogGhost,706.8,15.4,16.8,0.01,16.9,11,20.711,,,68.3,6.12,,0.05,0,4.32,125.1,321,0.298,0.21,0.322,,,
6/5/2024,1:22:50 PM,Trout Bog,BogGhost,706.8,15.6,17,0.01,17.1,11,20.667,,,68,6.1,,0.08,0,4.31,125.3,321.7,0.318,0.224,0.331,,,
6/5/2024,1:22:52 PM,Trout Bog,BogGhost,706.8,15.8,17.2,0.01,17.3,11,20.613,,,67.6,6.07,,0.09,0,4.31,125.5,322.4,0.34,0.24,0.374,,,
6/5/2024,1:22:54 PM,Trout Bog,BogGhost,706.7,15.9,17.4,0.01,17.6,11,20.525,,,67.1,6.03,,0.12,0,4.31,125.6,323.2,0.359,0.253,0.361,,,
6/5/2024,1:22:56 PM,Trout Bog,BogGhost,706.9,16.1,17.6,0.01,17.8,11,20.438,,,66.7,6.01,,0.14,0,4.3,125.7,323.9,0.38,0.268,0.406,,,
6/5/2024,1:22:58 PM,Trout Bog,BogGhost,706.7,16.2,17.8,0.01,18,12,20.341,,,66.4,5.99,,0.13,0,4.3,125.8,324.5,0.397,0.279,0.391,,,
6/5/2024,1:23:00 PM,Trout Bog,BogGhost,706.8,16.3,17.9,0.01,18.1,12,20.23,,,66,5.97,,0.15,0,4.3,125.8,325.1,0.417,0.293,0.412,,,
6/5/2024,1:23:02 PM,Trout Bog,BogGhost,706.8,16.3,18,0.01,18.2,12,20.108,,,65.7,5.96,,0.16,0,4.3,125.7,325.7,0.434,0.306,0.435,,,
6/5/2024,1:23:04 PM,Trout Bog,BogGhost,706.9,16.3,18,0.01,18.2,12,19.935,,,65.3,5.94,,0.16,0,4.3,125.6,326.3,0.454,0.32,0.456,,,
6/5/2024,1:23:06 PM,Trout Bog,BogGhost,706.8,16.2,18.5,0.01,18.7,12,18.595,,,64.9,6.05,,0.17,0,4.29,125.5,327,0.473,0.333,0.489,,,
6/5/2024,1:23:08 PM,Trout Bog,BogGhost,706.7,16.2,18.6,0.01,18.8,12,18.12,,,64.4,6.06,,0.16,0,4.29,125.5,327.6,0.494,0.348,0.504,,,
6/5/2024,1:23:10 PM,Trout Bog,BogGhost,706.7,16.1,18.6,0.01,18.8,12,18.006,,,64,6.05,,0.14,0,4.29,125.6,328.4,0.515,0.362,0.529,,,
6/5/2024,1:23:12 PM,Trout Bog,BogGhost,706.9,16.1,18.8,0.01,19.1,12,17.47,,,63.4,6.06,,0.14,0,4.28,125.8,329.3,0.535,0.377,0.544,,,
6/5/2024,1:23:14 PM,Trout Bog,BogGhost,706.8,16.2,19.5,0.01,19.8,13,16.194,,,57.7,5.54,,0.16,0,4.27,126.1,330.2,0.559,0.394,0.567,,,
6/5/2024,1:23:16 PM,Trout Bog,BogGhost,706.8,16.5,20.1,0.01,20.4,13,15.804,,,55.7,5.53,,0.18,0,4.24,126.7,331.2,0.585,0.412,0.592,,,
6/5/2024,1:23:18 PM,Trout Bog,BogGhost,706.8,16.9,20.3,0.01,20.5,13,16.391,,,53.1,5.22,,0.23,0,4.24,127.3,332.3,0.607,0.428,0.602,,,
6/5/2024,1:23:20 PM,Trout Bog,BogGhost,706.6,17.4,20.9,0.01,21.2,14,16.167,,,45.8,4.5,,0.3,0,4.23,127.9,333.4,0.63,0.444,0.607,,,
6/5/2024,1:23:22 PM,Trout Bog,BogGhost,706.7,17.8,21.5,0.01,21.8,14,15.99,,,43.1,4.25,,0.36,0,4.21,128.6,334.4,0.656,0.461,0.636,,,
6/5/2024,1:23:24 PM,Trout Bog,BogGhost,706.7,18.2,22,0.01,22.3,14,15.887,,,41,4.06,,0.46,0,4.2,129.3,335.5,0.679,0.478,0.624,,,
6/5/2024,1:23:26 PM,Trout Bog,BogGhost,706.7,18.4,22.3,0.01,22.6,15,15.802,,,36,3.56,,0.51,0,4.19,129.9,336.5,0.704,0.496,0.655,,,
6/5/2024,1:23:28 PM,Trout Bog,BogGhost,706.7,18.5,22.4,0.01,22.7,15,15.771,,,33.4,3.31,,0.52,0,4.18,130.4,337.3,0.726,0.511,0.633,,,
6/5/2024,1:23:30 PM,Trout Bog,BogGhost,706.7,18.4,22.3,0.01,22.7,15,15.762,,,32,3.17,,0.51,0,4.17,130.9,338,0.75,0.528,0.672,,,
6/5/2024,1:23:32 PM,Trout Bog,BogGhost,706.7,18.3,22.3,0.01,22.6,14,15.665,,,30.9,3.07,,0.51,0,4.16,131.3,338.6,0.771,0.543,0.664,,,
6/5/2024,1:23:34 PM,Trout Bog,BogGhost,706.7,18.2,22.2,0.01,22.5,14,15.634,,,30.1,3,,0.49,0,4.16,131.7,339.1,0.794,0.559,0.681,,,
6/5/2024,1:23:36 PM,Trout Bog,BogGhost,706.7,18.1,22,0.01,22.3,14,15.601,,,29.5,2.93,,0.48,0,4.15,131.9,339.5,0.815,0.574,0.703,,,
6/5/2024,1:23:38 PM,Trout Bog,BogGhost,706.8,18,21.9,0.01,22.2,14,15.595,,,28.9,2.87,,0.45,0,4.15,132,339.8,0.839,0.591,0.708,,,
6/5/2024,1:23:40 PM,Trout Bog,BogGhost,706.8,18,21.9,0.01,22.2,14,15.608,,,28.3,2.82,,0.46,0,4.15,132,340.1,0.86,0.605,0.735,,,
6/5/2024,1:23:42 PM,Trout Bog,BogGhost,706.9,18,21.9,0.01,22.3,14,15.598,,,24.5,2.44,,0.5,0,4.15,132,340.4,0.88,0.619,0.722,,,
6/5/2024,1:23:44 PM,Trout Bog,BogGhost,706.7,18.1,22,0.01,22.3,14,15.575,,,23.9,2.38,,0.53,0,4.15,131.9,340.6,0.902,0.635,0.752,,,
6/5/2024,1:23:46 PM,Trout Bog,BogGhost,706.7,18.1,22.1,0.01,22.4,14,15.557,,,23.3,2.32,,0.56,0,4.15,131.8,340.8,0.919,0.647,0.741,,,
6/5/2024,1:23:48 PM,Trout Bog,BogGhost,706.7,18.3,22.3,0.01,22.6,15,15.532,,,22.8,2.27,,0.56,0,4.15,131.8,341.2,0.939,0.661,0.779,,,
6/5/2024,1:23:50 PM,Trout Bog,BogGhost,706.8,18.5,22.6,0.01,23,15,15.473,,,22.4,2.23,,0.56,0,4.15,131.9,341.5,0.956,0.673,0.775,,,
6/5/2024,1:23:52 PM,Trout Bog,BogGhost,706.8,18.8,23,0.01,23.4,15,15.36,,,21.8,2.18,,0.6,0,4.15,132.1,341.9,0.975,0.686,0.811,,,
6/5/2024,1:23:54 PM,Trout Bog,BogGhost,706.8,19,23.3,0.01,23.7,15,15.226,,,21.3,2.14,,0.65,0,4.14,132.3,342.2,0.992,0.698,0.82,,,
6/5/2024,1:23:56 PM,Trout Bog,BogGhost,706.8,19.1,23.5,0.01,23.9,15,15.117,,,17,1.71,,0.66,0,4.14,132.5,342.5,1.01,0.711,0.848,,,
6/5/2024,1:23:58 PM,Trout Bog,BogGhost,706.8,19.2,23.7,0.01,24.1,15,14.986,,,16.2,1.64,,0.66,0,4.13,132.6,342.8,1.025,0.722,0.83,,,
6/5/2024,1:24:00 PM,Trout Bog,BogGhost,706.8,19.3,23.9,0.01,24.3,16,14.861,,,15.5,1.57,,0.65,0,4.13,132.8,343,1.045,0.735,0.873,,,
6/5/2024,1:24:02 PM,Trout Bog,BogGhost,706.7,19.3,24.1,0.01,24.4,16,14.749,,,15,1.52,,0.65,0,4.13,133,343.1,1.061,0.747,0.874,,,
6/5/2024,1:24:04 PM,Trout Bog,BogGhost,706.8,19.4,24.2,0.01,24.6,16,14.638,,,14.5,1.47,,0.64,0,4.12,133.1,343,1.081,0.761,0.884,,,
6/5/2024,1:24:06 PM,Trout Bog,BogGhost,706.8,19.5,24.4,0.01,24.8,16,14.544,,,14,1.42,,0.61,0,4.11,133.4,342.8,1.099,0.773,0.912,,,
6/5/2024,1:24:08 PM,Trout Bog,BogGhost,706.7,19.7,24.6,0.01,25,16,14.415,,,13.5,1.38,,0.54,0,4.11,133.8,342.3,1.119,0.788,0.917,,,
6/5/2024,1:24:10 PM,Trout Bog,BogGhost,706.7,19.9,25,0.01,25.4,16,14.279,,,13.1,1.34,,0.51,0,4.1,134.1,341.6,1.138,0.801,0.946,,,
6/5/2024,1:24:12 PM,Trout Bog,BogGhost,706.7,20.2,25.5,0.01,25.9,17,14.089,,,12.3,1.27,,0.49,0,4.09,134.6,340.6,1.158,0.815,0.939,,,
6/5/2024,1:24:14 PM,Trout Bog,BogGhost,706.7,20.7,26.3,0.01,26.7,17,13.906,,,11.5,1.18,,0.47,0,4.08,135.2,339,1.177,0.828,0.956,,,
6/5/2024,1:24:16 PM,Trout Bog,BogGhost,706.8,21.3,27.1,0.01,27.6,18,13.766,,,10.7,1.11,,0.44,0,4.07,135.7,320.4,1.196,0.842,0.988,,,
6/5/2024,1:24:18 PM,Trout Bog,BogGhost,706.8,22,28.1,0.01,28.5,18,13.64,,,10,1.04,,0.43,0,4.06,136.3,318.6,1.217,0.856,1.006,,,
6/5/2024,1:24:20 PM,Trout Bog,BogGhost,706.9,22.7,29.1,0.01,29.6,19,13.52,,,9.4,0.98,,0.42,0,4.04,136.8,316.9,1.237,0.871,1.003,,,
6/5/2024,1:24:22 PM,Trout Bog,BogGhost,706.8,23.3,29.9,0.01,30.4,19,13.428,,,8.8,0.92,,0.4,0,4.03,137.4,315.4,1.258,0.885,1.019,,,
6/5/2024,1:24:24 PM,Trout Bog,BogGhost,706.9,23.8,30.6,0.01,31.2,20,13.344,,,8.3,0.87,,0.39,0,4.02,137.9,314.2,1.277,0.899,1.029,,,
6/5/2024,1:24:26 PM,Trout Bog,BogGhost,706.9,24,31,0.01,31.5,20,13.251,,,7.8,0.82,,0.35,0,4.02,138.2,313.3,1.301,0.915,1.083,,,
6/5/2024,1:24:28 PM,Trout Bog,BogGhost,706.9,24,31.1,0.01,31.6,20,13.109,,,7.3,0.77,,0.34,0,4.01,138.5,312.3,1.322,0.93,1.069,,,
6/5/2024,1:24:30 PM,Trout Bog,BogGhost,706.9,23.9,31.1,0.01,31.6,20,12.943,,,6.9,0.73,,0.31,0,4.01,138.7,311.2,1.346,0.947,1.121,,,
6/5/2024,1:24:32 PM,Trout Bog,BogGhost,706.9,23.7,30.9,0.01,31.4,20,12.784,,,6.5,0.68,,0.29,0,4,138.8,310.1,1.366,0.961,1.099,,,
6/5/2024,1:24:34 PM,Trout Bog,BogGhost,706.9,23.5,30.8,0.01,31.3,20,12.578,,,6.1,0.65,,0.29,0,4,138.8,309,1.391,0.978,1.148,,,
6/5/2024,1:24:36 PM,Trout Bog,BogGhost,706.9,23.3,30.7,0.01,31.2,20,12.4,,,5.7,0.61,,0.27,0,4,138.7,308,1.412,0.994,1.143,,,
6/5/2024,1:24:38 PM,Trout Bog,BogGhost,706.9,23.2,30.7,0.01,31.2,20,12.234,,,5.4,0.58,,0.27,0,4,138.6,307.1,1.436,1.01,1.151,,,
6/5/2024,1:24:40 PM,Trout Bog,BogGhost,706.8,23.2,30.8,0.01,31.3,20,12.085,,,5.1,0.55,,0.28,0,4,138.4,306.3,1.457,1.025,1.185,,,
6/5/2024,1:24:42 PM,Trout Bog,BogGhost,706.8,23.1,30.8,0.01,31.3,20,11.957,,,4.8,0.52,,0.3,0,4,138.3,304.4,1.481,1.042,1.19,,,
6/5/2024,1:24:44 PM,Trout Bog,BogGhost,706.8,23.1,30.9,0.01,31.4,20,11.837,,,4.6,0.5,,0.32,0,4,138.1,302.8,1.504,1.058,1.211,,,
6/5/2024,1:24:46 PM,Trout Bog,BogGhost,706.7,23,30.8,0.01,31.3,20,11.758,,,4.4,0.47,,0.32,0,4.01,137.9,301.1,1.527,1.074,1.231,,,
6/5/2024,1:24:48 PM,Trout Bog,BogGhost,706.8,22.8,30.6,0.01,31.1,20,11.643,,,4.1,0.45,,0.32,0,4.01,137.7,299.4,1.55,1.09,1.237,,,
6/5/2024,1:24:50 PM,Trout Bog,BogGhost,706.9,22.5,30.4,0.01,30.9,20,11.449,,,3.9,0.43,,0.32,0,4.01,137.4,297.7,1.573,1.106,1.261,,,
6/5/2024,1:24:52 PM,Trout Bog,BogGhost,706.9,22.2,30.1,0.01,30.6,20,11.272,,,3.7,0.4,,0.32,0,4.02,137,296,1.598,1.124,1.272,,,
6/5/2024,1:24:54 PM,Trout Bog,BogGhost,706.9,22,29.9,0.01,30.4,19,11.14,,,3.5,0.38,,0.31,0,4.02,136.7,294.7,1.619,1.139,1.294,,,
6/5/2024,1:24:56 PM,Trout Bog,BogGhost,706.8,21.6,29.5,0.01,30.1,19,10.952,,,3.3,0.36,,0.31,0,4.03,136.3,293.5,1.644,1.157,1.306,,,
6/5/2024,1:24:58 PM,Trout Bog,BogGhost,706.8,21.3,29.3,0.01,29.8,19,10.739,,,3.1,0.34,,0.3,0,4.03,136.1,292.5,1.666,1.172,1.313,,,
6/5/2024,1:25:00 PM,Trout Bog,BogGhost,706.8,21.1,29.2,0.01,29.7,19,10.526,,,2.9,0.32,,0.3,0,4.03,135.8,291.6,1.693,1.191,1.354,,,
6/5/2024,1:25:02 PM,Trout Bog,BogGhost,706.8,21,29.1,0.01,29.6,19,10.361,,,2.7,0.3,,0.31,0,4.03,135.6,290.8,1.716,1.207,1.36,,,
6/5/2024,1:25:04 PM,Trout Bog,BogGhost,706.7,20.8,29,0.01,29.5,19,10.241,,,2.5,0.28,,0.31,0,4.04,135.4,290.1,1.741,1.224,1.381,,,
6/5/2024,1:25:06 PM,Trout Bog,BogGhost,706.8,20.7,28.9,0.01,29.4,19,10.082,,,2.4,0.27,,0.31,0,4.04,135.2,289.5,1.762,1.239,1.387,,,
6/5/2024,1:25:08 PM,Trout Bog,BogGhost,706.9,20.6,28.9,0.01,29.4,19,9.945,,,2.2,0.25,,0.32,0,4.04,135.1,289,1.785,1.256,1.394,,,
6/5/2024,1:25:10 PM,Trout Bog,BogGhost,706.8,20.6,28.9,0.01,29.4,19,9.82,,,2.1,0.23,,0.33,0,4.04,135.1,288.6,1.808,1.271,1.43,,,
6/5/2024,1:25:12 PM,Trout Bog,BogGhost,706.8,20.5,28.9,0.01,29.5,19,9.728,,,2,0.22,,0.32,0,4.04,135.1,288.4,1.826,1.284,1.422,,,
6/5/2024,1:25:14 PM,Trout Bog,BogGhost,706.8,20.4,28.9,0.01,29.4,19,9.589,,,1.8,0.21,,0.33,0,4.03,135.2,288.2,1.853,1.303,1.467,,,
6/5/2024,1:25:16 PM,Trout Bog,BogGhost,706.8,20.3,28.8,0.01,29.3,19,9.487,,,1.7,0.19,,0.32,0,4.03,135.3,288,1.877,1.32,1.478,,,
6/5/2024,1:25:18 PM,Trout Bog,BogGhost,706.7,20.1,28.6,0.01,29.1,19,9.367,,,1.6,0.18,,0.33,0,4.03,135.3,287.8,1.902,1.338,1.504,,,
6/5/2024,1:25:20 PM,Trout Bog,BogGhost,706.9,19.8,28.3,0.01,28.8,18,9.254,,,1.5,0.17,,0.35,0,4.03,135.2,287.6,1.926,1.355,1.528,,,
6/5/2024,1:25:22 PM,Trout Bog,BogGhost,706.8,19.4,27.9,0.01,28.4,18,9.125,,,1.4,0.16,,0.35,0,4.03,135.1,287.2,1.952,1.373,1.553,,,
6/5/2024,1:25:24 PM,Trout Bog,BogGhost,706.9,19.1,27.5,0.01,28,18,8.994,,,1.3,0.15,,0.34,0,4.03,134.9,286.9,1.977,1.39,1.575,,,
6/5/2024,1:25:26 PM,Trout Bog,BogGhost,706.9,18.7,27.1,0.01,27.5,18,8.846,,,1.2,0.14,,0.35,0,4.04,134.5,286.4,2.006,1.411,1.638,,,
6/5/2024,1:25:28 PM,Trout Bog,BogGhost,706.9,18.4,26.7,0.01,27.2,17,8.69,,,1.1,0.12,,0.35,0,4.04,134,286,2.035,1.431,1.65,,,
6/5/2024,1:25:30 PM,Trout Bog,BogGhost,706.8,18,26.2,0.01,26.7,17,8.526,,,0.9,0.11,,0.35,0,4.05,133.4,285.5,2.066,1.453,1.672,,,
6/5/2024,1:25:32 PM,Trout Bog,BogGhost,706.8,17.6,25.8,0.01,26.3,17,8.355,,,0.8,0.09,,0.36,0,4.06,132.8,285.1,2.093,1.472,1.661,,,
6/5/2024,1:25:34 PM,Trout Bog,BogGhost,706.9,17.3,25.4,0.01,25.9,17,8.156,,,0.7,0.08,,0.35,0,4.07,132,284.5,2.123,1.493,1.688,,,
6/5/2024,1:25:36 PM,Trout Bog,BogGhost,706.7,16.9,25.1,0.01,25.5,16,8.008,,,0.6,0.07,,0.34,0,4.09,131.3,283.9,2.151,1.513,1.727,,,
6/5/2024,1:25:38 PM,Trout Bog,BogGhost,706.8,16.7,24.8,0.01,25.2,16,7.865,,,0.4,0.05,,0.36,0,4.1,130.5,283.4,2.182,1.535,1.739,,,
6/5/2024,1:25:40 PM,Trout Bog,BogGhost,706.7,16.4,24.5,0.01,24.9,16,7.709,,,0.3,0.04,,0.36,0,4.11,129.7,282.9,2.211,1.555,1.767,,,
6/5/2024,1:25:42 PM,Trout Bog,BogGhost,706.9,16.2,24.2,0.01,24.7,16,7.598,,,0.3,0.03,,0.38,0,4.12,129,282.3,2.243,1.577,1.787,,,
6/5/2024,1:25:44 PM,Trout Bog,BogGhost,706.9,16.1,24.1,0.01,24.5,16,7.474,,,0.2,0.02,,0.39,0,4.14,128.2,281.8,2.274,1.599,1.826,,,
6/5/2024,1:25:46 PM,Trout Bog,BogGhost,706.7,16,24.1,0.01,24.5,16,7.386,,,0.1,0.01,,0.41,0,4.15,127.6,281.4,2.304,1.62,1.829,,,
6/5/2024,1:25:48 PM,Trout Bog,BogGhost,706.8,15.9,24,0.01,24.4,16,7.278,,,0,0,,0.42,0,4.15,127.1,280.9,2.338,1.644,1.85,,,
6/5/2024,1:25:50 PM,Trout Bog,BogGhost,706.9,15.8,24,0.01,24.4,16,7.158,,,0,0,,0.44,0,4.16,126.7,280.5,2.368,1.665,1.852,,,
6/5/2024,1:25:52 PM,Trout Bog,BogGhost,706.8,15.7,23.9,0.01,24.3,16,7.016,,,-0.1,-0.01,,0.44,0,4.17,126.3,280,2.402,1.689,1.896,,,
6/5/2024,1:25:54 PM,Trout Bog,BogGhost,706.8,15.6,23.8,0.01,24.2,15,6.907,,,-0.2,-0.02,,0.44,0,4.17,126,279.4,2.433,1.711,1.904,,,
6/5/2024,1:25:56 PM,Trout Bog,BogGhost,706.8,15.5,23.7,0.01,24.1,15,6.794,,,-0.2,-0.03,,0.45,0,4.17,125.7,278.7,2.467,1.735,1.959,,,
6/5/2024,1:25:58 PM,Trout Bog,BogGhost,706.9,15.3,23.5,0.01,23.9,15,6.678,,,-0.3,-0.04,,0.46,0,4.18,125.5,278,2.498,1.757,1.954,,,
6/5/2024,1:26:00 PM,Trout Bog,BogGhost,706.8,15.1,23.4,0.01,23.7,15,6.576,,,-0.4,-0.05,,0.46,0,4.18,125.3,277.2,2.534,1.782,2.011,,,
6/5/2024,1:26:02 PM,Trout Bog,BogGhost,706.8,15,23.2,0.01,23.6,15,6.472,,,-0.4,-0.05,,0.48,0,4.18,125,276.3,2.563,1.802,1.993,,,
6/5/2024,1:26:04 PM,Trout Bog,BogGhost,706.9,14.9,23.1,0.01,23.4,15,6.382,,,-0.5,-0.06,,0.47,0,4.19,124.7,275.3,2.596,1.826,2.021,,,
6/5/2024,1:26:06 PM,Trout Bog,BogGhost,706.8,14.7,22.9,0.01,23.3,15,6.299,,,-0.6,-0.07,,0.48,0,4.19,124.4,274.3,2.623,1.844,2.043,,,
